,SEASON_ID,GAME_DATE,TEAM_A,TEAM_B,PTS_A,PTS_CON_A,FG_PCT_A,FG3_PCT_A,FT_PCT_A,REB_A,TOV_A,BLK_A,SEASON_A_PCT,H/A_A,ELO_A,STREAK_A,MATCHUP_A,PER_A,ODDS_A,PTS_B,PTS_CON_B,FG_PCT_B,FG3_PCT_B,FT_PCT_B,REB_B,TOV_B,BLK_B,SEASON_B_PCT,H/A_B,ELO_B,STREAK_B,MATCHUP_B,PER_B,ODDS_B,WINNER
0,22008,2008-11-10,ORL,POR,98.33333333333333,91.66666666666667,0.4503333333333333,0.3158333333333333,0.662,44.333333333333336,14.833333333333334,7.166666666666667,0.6666666666666666,0.8,1596.3661740994874,4,1.0,16.845403146159867,1.32,94.33333333333333,99.5,0.4383333333333334,0.3951666666666667,0.7605,39.5,11.666666666666666,5.0,0.5,0.0,1474.0242478873877,2,0.0,16.500163311982877,3.32,0
1,22008,2008-11-10,MIA,NJN,99.83333333333333,93.83333333333333,0.45649999999999996,0.3481666666666667,0.7408333333333333,39.833333333333336,11.833333333333334,5.166666666666667,0.5,1.0,1400.7477618539135,-1,0.3333333333333333,17.97963014977169,1.21,92.2,99.6,0.40939999999999993,0.2996,0.7832000000000001,40.8,13.2,5.2,0.4,0.5,1426.7963230165885,-1,0.6666666666666666,11.734195882956131,4.3,1
2,22008,2008-11-10,BOS,TOR,93.28571428571429,86.71428571428571,0.44428571428571434,0.29442857142857143,0.7182857142857143,45.714285714285715,18.571428571428573,5.428571428571429,0.8571428571428571,1.0,1671.073253434744,4,0.75,14.954283686607564,1.24,95.33333333333333,94.66666666666667,0.46849999999999997,0.4506666666666666,0.8316666666666667,36.333333333333336,13.0,6.166666666666667,0.6666666666666666,0.75,1499.603370126523,1,0.25,14.716335102525663,4.3,1
3,22008,2008-11-10,PHX,MEM,102.71428571428571,98.14285714285714,0.5182857142857143,0.4031428571428571,0.7524285714285713,38.42857142857143,16.857142857142858,4.857142857142857,0.7142857142857143,0.5,1600.341433731124,1,1.0,16.27702917909574,1.1,89.57142857142857,92.14285714285714,0.4207142857142857,0.3118571428571429,0.7324285714285713,44.0,16.571428571428573,5.0,0.42857142857142855,0.2,1391.8216820938596,-1,0.0,11.7610691269604,6.6,1
4,22008,2008-11-11,CLE,MIL,99.57142857142857,93.0,0.4668571428571429,0.3345714285714286,0.7577142857142858,41.0,15.285714285714286,6.142857142857143,0.7142857142857143,1.0,1550.8914568415248,4,0.25,15.02944045608476,1.08,95.85714285714286,97.28571428571429,0.4492857142857143,0.3902857142857143,0.7095714285714285,41.42857142857143,17.285714285714285,3.5714285714285716,0.42857142857142855,0.5,1367.0337468296684,-2,0.75,11.473032181287333,7.4,1
5,22008,2008-11-11,PHI,UTA,97.33333333333333,95.33333333333333,0.4478333333333333,0.4035,0.7693333333333333,49.666666666666664,18.333333333333332,4.833333333333333,0.3333333333333333,0.6666666666666666,1484.9845740798032,-2,0.0,13.245937078066653,1.58,99.0,91.0,0.4843333333333333,0.2758333333333333,0.773,43.0,15.0,3.6666666666666665,0.8333333333333334,0.5,1627.022785786475,-1,1.0,16.357908669727212,2.38,0
6,22008,2008-11-11,CHI,ATL,95.28571428571429,95.57142857142857,0.4232857142857143,0.3734285714285714,0.7792857142857145,43.0,15.857142857142858,6.285714285714286,0.42857142857142855,0.75,1468.0065896281847,-1,0.5,13.033942765766435,1.54,96.0,85.8,0.4431999999999999,0.3964,0.6866,44.8,13.4,6.2,1.0,1.0,1522.6477318684535,5,0.5,15.33053284550131,2.48,0
7,22008,2008-11-11,SAS,NYK,98.0,105.0,0.4734,0.4044,0.7506,38.8,10.8,2.2,0.2,0.0,1555.1647446569923,-1,1.0,11.92197363044893,1.52,102.5,105.0,0.43483333333333335,0.3781666666666667,0.7501666666666668,40.833333333333336,15.0,1.3333333333333333,0.6666666666666666,0.5,1391.261349343358,3,0.0,16.318455129392852,2.5,1
8,22008,2008-11-11,SAC,DET,100.42857142857143,107.0,0.48357142857142854,0.339,0.8202857142857142,38.42857142857143,17.142857142857142,4.571428571428571,0.42857142857142855,1.0,1450.023849074892,3,1.0,15.125458124643304,3.7,98.33333333333333,95.0,0.44183333333333336,0.3996666666666666,0.8081666666666667,42.833333333333336,12.5,6.0,0.6666666666666666,0.6666666666666666,1606.246068434969,-2,0.0,16.044392463079657,1.28,0
9,22008,2008-11-11,DAL,LAL,95.5,98.16666666666667,0.43700000000000006,0.2855,0.8345000000000001,42.0,12.0,3.8333333333333335,0.3333333333333333,0.0,1539.5905887986999,-2,0.25,14.345741347531787,3.0,106.8,84.4,0.45600000000000007,0.4944,0.7657999999999999,51.4,15.4,6.8,1.0,1.0,1670.7100137012453,5,0.75,18.646623346979347,1.41,0
10,22008,2008-11-11,GSW,MIN,101.14285714285714,104.57142857142857,0.42257142857142854,0.2562857142857143,0.6837142857142856,43.714285714285715,14.428571428571429,7.0,0.2857142857142857,0.3333333333333333,1488.0627382716486,-2,0.75,13.484173113656778,1.4,99.16666666666667,104.33333333333333,0.43216666666666664,0.2986666666666667,0.8111666666666665,40.333333333333336,12.0,4.5,0.16666666666666666,0.0,1386.4898154164957,-5,0.25,14.255148812669828,2.92,1
