,GAME_DATE,TEAM_SELECTED,OPPONENT,PTS_A,PTS_CON_A,FG_PCT_A,FG3_PCT_A,FT_PCT_A,REB_A,TOV_A,BLK_A,SEASON_A_PCT,H/A_A,ELO_A,STREAK_A,MATCHUP_A,PER_A,PTS_B,PTS_CON_B,FG_PCT_B,FG3_PCT_B,FT_PCT_B,REB_B,TOV_B,BLK_B,SEASON_B_PCT,H/A_B,ELO_B,STREAK_B,MATCHUP_B,PER_B,WINNER
14,2009-01-19,PHI,DAL,102.4,94.1,0.5028,0.4091,0.7582,39.6,13.6,5.9,0.5,0.6,1534.4504992423322,7,0.0,16.646825065436005,99.5,102.5,0.4593999999999999,0.3343,0.8442000000000001,39.5,12.7,6.5,0.575,0.4,1508.9436056933,1,1.0,15.936181771574915,B
15,2009-01-24,PHI,NYK,101.7,94.4,0.4992,0.4389,0.7468,40.5,14.0,5.3,0.4878048780487805,0.6,1529.1565141795909,-1,1.0,16.356416992523453,100.8,101.7,0.4372,0.3537,0.8125,40.9,14.1,3.4,0.42857142857142855,0.3,1469.1745922675232,3,0.0,16.092632570841907,A
16,2009-01-28,PHI,HOU,102.7,95.1,0.5074,0.4241999999999999,0.7350999999999999,40.4,15.1,5.9,0.4883720930232558,0.4,1520.0176208827777,-1,1.0,17.69715748455613,100.7,97.6,0.4782,0.3575,0.7835000000000001,42.0,13.7,3.5,0.6086956521739131,0.8,1489.1256313973133,-1,0.0,15.352088046729174,A
17,2009-01-30,PHI,WAS,101.8,94.8,0.49689999999999995,0.39919999999999994,0.7759999999999999,41.1,15.4,6.6,0.5,0.7,1524.3147935203494,1,1.0,16.590219501288125,94.8,104.5,0.4655,0.3988999999999999,0.7947,38.4,15.5,3.8,0.2,0.1,1476.2827074831566,-4,0.0,12.746672758700294,A
18,2009-01-31,PHI,NJN,101.2,93.7,0.49989999999999996,0.38499999999999995,0.7489,41.2,15.1,6.8,0.5111111111111111,0.8,1532.935460192611,2,0.0,19.316236773849155,93.4,101.7,0.4324,0.37129999999999996,0.7426999999999999,38.2,13.0,3.3,0.425531914893617,0.2,1510.406210425171,-3,1.0,12.237601852074533,B
19,2009-02-03,PHI,BOS,100.2,93.5,0.4864,0.37689999999999996,0.7438999999999999,42.2,15.4,6.8,0.5,0.7,1527.6962871508786,-1,0.0,16.929572246787405,106.8,90.9,0.5049,0.43299999999999994,0.7763,42.0,13.9,4.2,0.8163265306122449,0.6,1532.8778291828805,11,1.0,18.099813729688204,B
20,2009-02-05,PHI,IND,99.2,94.1,0.4763,0.3294,0.7438999999999999,41.6,14.3,6.7,0.48936170212765956,0.6,1523.7310882658933,-2,0.5,16.927143833047626,105.3,107.6,0.44210000000000005,0.372,0.8060999999999998,41.1,14.1,4.2,0.3877551020408163,0.2,1498.9856890660426,-2,0.5,15.233212637616587,A
21,2009-02-07,PHI,MIA,99.1,95.6,0.4702,0.3233,0.7299,43.3,14.9,6.3,0.5,0.7,1530.1411902818463,1,0.0,15.749003028633933,97.2,94.5,0.4485,0.38750000000000007,0.7481000000000001,37.5,10.6,5.7,0.5416666666666666,0.4,1519.8426803704142,-1,1.0,18.157434118823165,A
22,2009-02-17,PHI,IND,97.5,93.9,0.46480000000000005,0.2571,0.7602,41.3,13.7,6.8,0.5294117647058824,0.5,1557.8441195231485,4,0.6666666666666666,16.020519315901048,108.0,111.2,0.45810000000000006,0.3973,0.8242999999999998,39.5,14.1,5.1,0.3888888888888889,0.8,1492.5755870500896,-1,0.3333333333333333,16.509005232189267,B
23,2009-02-18,PHI,DEN,95.0,92.9,0.4495,0.23040000000000002,0.7444000000000001,41.7,13.5,6.3,0.5192307692307693,0.7,1545.667103301912,-1,0.0,14.0561503105966,100.1,95.6,0.4676,0.3499,0.7626999999999999,40.2,15.7,6.3,0.6792452830188679,0.7,1505.6042722468294,2,1.0,18.5736235216372,B
24,2009-02-21,PHI,MIA,95.3,92.9,0.4284,0.24689999999999998,0.7588,42.9,12.8,6.4,0.5094339622641509,0.5,1532.2655057321012,-2,0.5,15.149205491527058,96.2,97.3,0.46640000000000004,0.35009999999999997,0.7464,36.6,12.3,5.7,0.5283018867924528,0.5,1509.8549660954614,-1,0.5,13.935046530765211,B
25,2009-02-23,PHI,NJN,94.9,93.3,0.41980000000000006,0.26080000000000003,0.7476,42.3,11.7,5.2,0.5,0.5,1523.8844265555829,-3,0.0,15.186801181553895,96.0,97.4,0.44909999999999994,0.3811,0.7712000000000001,40.0,12.7,4.8,0.42857142857142855,0.5,1515.6453834669032,-5,1.0,15.399831783932438,B
26,2009-02-25,PHI,WAS,94.1,93.7,0.41390000000000005,0.24900000000000003,0.7548,42.8,11.9,4.8,0.4909090909090909,0.4,1518.9051820206955,-4,1.0,14.091713281152037,97.7,107.2,0.4423,0.3264,0.7673,41.6,14.3,4.0,0.23214285714285715,0.4,1467.6620408108952,-1,0.0,13.44768917102184,A
27,2009-02-27,PHI,NYK,96.4,95.0,0.4293,0.26580000000000004,0.7508,42.0,12.2,4.6,0.5,0.5,1526.3498254304327,1,1.0,14.926318144781396,113.2,114.6,0.4609,0.386,0.7747999999999999,44.1,12.4,1.7,0.42105263157894735,0.6,1463.0572915402554,-1,0.0,13.81683205249599,A
28,2009-02-28,PHI,ORL,97.3,95.3,0.4332,0.28060000000000007,0.7401,43.4,12.7,4.7,0.5087719298245614,0.6,1531.841146446672,2,0.0,16.056484841889425,98.3,99.3,0.44349999999999995,0.34029999999999994,0.7110000000000001,42.8,15.6,5.2,0.7241379310344828,0.6,1515.491023325708,-1,1.0,15.510136900606831,B
29,2009-03-02,PHI,NOH,97.4,96.5,0.4413,0.29450000000000004,0.7427999999999999,41.7,12.5,4.7,0.5,0.6,1523.6374841098175,-1,0.0,13.493208466414218,96.9,95.6,0.44980000000000003,0.3176,0.7798,44.3,12.3,4.7,0.6206896551724138,0.4,1515.256194024081,4,1.0,15.760522354766291,B
30,2009-03-07,PHI,MEM,97.1,97.9,0.4427999999999999,0.2909,0.7428,41.6,12.3,4.3,0.4915254237288136,0.6,1514.9636570083237,-2,1.0,13.958476467450769,94.4,98.8,0.4479,0.3425000000000001,0.7509,43.5,17.0,5.4,0.26666666666666666,0.3,1494.8447409704686,1,0.0,12.776272930765773,A
31,2009-03-08,PHI,OKC,97.3,99.3,0.4497999999999999,0.289,0.7203999999999999,40.2,12.2,4.1,0.5,0.6,1521.4889493991568,1,1.0,15.30360177097852,100.2,106.6,0.4423,0.3084,0.8233,43.0,16.3,3.4,0.25806451612903225,0.6,1480.8293211684097,-1,0.0,11.37079904738477,B
32,2009-03-11,PHI,TOR,95.6,99.5,0.4378,0.2939,0.7179,40.9,13.4,4.0,0.4918032786885246,0.5,1505.9516491228414,-1,0.5,13.908764572787208,100.4,108.5,0.453,0.39270000000000005,0.8468,41.1,12.8,4.7,0.359375,0.3,1499.5679740929497,-5,0.5,16.803230549502615,A
33,2009-03-13,PHI,CHI,98.0,100.1,0.45570000000000005,0.3163,0.7257,40.2,13.6,4.2,0.5,0.5,1515.4581034229627,1,0.5,14.706486242149042,101.8,104.9,0.4386,0.40970000000000006,0.7929999999999999,45.4,14.6,5.5,0.4461538461538462,0.2,1500.3733651378293,-2,0.5,15.733655549759494,A
34,2009-03-15,PHI,MIA,99.5,100.1,0.4766,0.3188,0.7299,39.7,13.3,4.1,0.5079365079365079,0.6,1520.7423734474557,2,0.3333333333333333,16.15585982543099,111.5,108.9,0.4805999999999999,0.37250000000000005,0.8535,41.5,13.9,5.7,0.5538461538461539,0.3,1518.2360452719797,3,0.6666666666666666,18.139346506227156,A
35,2009-03-17,PHI,LAL,98.9,98.1,0.48180000000000006,0.326,0.7125999999999999,39.5,13.6,4.5,0.515625,0.5,1529.7381520583026,3,0.0,16.424835982241884,104.3,98.8,0.47590000000000005,0.33140000000000003,0.7801,42.5,12.9,6.3,0.803030303030303,0.9,1511.1434684706153,3,1.0,19.33531245086057,A
36,2009-03-18,PHI,PHX,98.7,97.6,0.4774,0.32370000000000004,0.7225999999999999,39.2,13.1,4.5,0.5230769230769231,0.5,1533.5078695783893,4,1.0,15.949566050519575,117.7,115.5,0.5263,0.3617,0.7101,38.9,14.1,4.7,0.5373134328358209,0.7,1487.440044063182,2,0.0,20.532641116783758,B
37,2009-03-20,PHI,GSW,99.7,100.4,0.48230000000000006,0.32460000000000006,0.7182999999999999,38.3,11.8,4.5,0.5151515151515151,0.5,1521.3129305701154,-1,1.0,15.205609157063348,111.9,116.1,0.4659,0.3617,0.8032,44.8,15.5,6.8,0.35294117647058826,0.6,1491.4083698335908,-1,0.0,18.816226189104015,B
38,2009-03-22,PHI,SAC,100.0,102.0,0.4718000000000001,0.32230000000000003,0.7208,38.6,11.6,4.2,0.5074626865671642,0.4,1511.2124262913815,-2,1.0,15.593471809635895,104.1,105.9,0.4635000000000001,0.40359999999999996,0.8007,40.5,15.5,4.0,0.21739130434782608,0.3,1476.2531252624904,1,0.0,14.513726263612217,A
39,2009-03-23,PHI,POR,101.2,101.4,0.48339999999999994,0.3205,0.712,38.7,11.9,4.4,0.5147058823529411,0.5,1521.3968963134546,1,1.0,16.246245901339446,96.0,94.2,0.44909999999999994,0.376,0.7905,42.3,12.5,5.1,0.6285714285714286,0.9,1482.4943062454597,1,0.0,15.922040023225412,A
40,2009-03-25,PHI,MIN,103.5,102.4,0.48980000000000007,0.35550000000000004,0.7184,38.8,12.2,4.7,0.5217391304347826,0.7,1528.0600161662985,2,0.0,18.959101458580264,95.2,98.6,0.4532,0.3872,0.7776,40.2,12.9,3.9,0.28169014084507044,0.1,1508.286555743197,-5,1.0,13.901228968793955,A
41,2009-03-27,PHI,CHA,102.1,100.7,0.4806,0.3657,0.7401,38.9,12.4,4.8,0.5285714285714286,0.7,1536.4898081239933,3,0.5,15.220251934064116,97.8,96.1,0.4831,0.3679,0.7517,39.7,15.2,5.0,0.43661971830985913,0.5,1501.572757568675,-2,0.5,15.271751283054583,B
42,2009-03-29,PHI,DET,104.2,101.8,0.48760000000000003,0.37340000000000007,0.7619,37.9,11.7,4.8,0.5211267605633803,0.6,1528.5250682822686,-1,1.0,15.651446163465398,96.6,98.7,0.45909999999999995,0.3971,0.7575000000000001,43.9,12.4,4.9,0.4861111111111111,0.4,1492.3630502674253,1,0.0,15.437591927459462,B
43,2009-03-31,PHI,ATL,102.4,101.3,0.4774999999999999,0.3627,0.7756,37.5,11.3,4.4,0.5138888888888888,0.6,1521.336857274845,-2,0.5,13.674900108165382,98.9,92.0,0.4755999999999999,0.4109,0.7208,42.2,12.4,4.0,0.581081081081081,0.3,1493.6355400070022,1,0.5,15.490141541244716,A
44,2009-04-02,PHI,MIL,101.8,99.7,0.4708,0.34609999999999996,0.7785,36.0,10.8,4.0,0.5205479452054794,0.6,1532.3702684120244,1,1.0,15.054413367147466,93.8,100.3,0.41369999999999996,0.3423,0.7721,40.4,13.9,3.2,0.42105263157894735,0.2,1484.25428348706,-1,0.0,12.484429209040472,A
45,2009-04-04,PHI,DET,103.8,101.5,0.47919999999999996,0.344,0.7862,36.4,11.8,3.5,0.527027027027027,0.6,1540.9880104558815,2,0.5,14.632954495007894,94.4,97.4,0.4509,0.39440000000000003,0.7712000000000001,41.3,11.8,4.1,0.48,0.4,1499.551261274849,-2,0.5,13.641173519486482,A
46,2009-04-05,PHI,NJN,103.9,101.2,0.483,0.359,0.7948000000000001,36.9,12.1,3.3,0.5333333333333333,0.6,1546.9910367729003,3,0.0,15.633056480294721,95.9,101.1,0.45730000000000004,0.32789999999999997,0.742,39.7,12.5,5.2,0.40789473684210525,0.5,1520.6246280017906,-1,1.0,14.738970299996865,B
47,2009-04-07,PHI,CHA,99.0,98.2,0.46320000000000006,0.33299999999999996,0.7672000000000001,38.3,12.9,3.4,0.5263157894736842,0.5,1523.547346127841,-1,0.3333333333333333,14.93501298532537,97.0,95.6,0.4782,0.3536,0.7062999999999999,41.8,17.5,5.3,0.44155844155844154,0.6,1509.5374974103995,-3,0.6666666666666666,16.848221041336913,B
48,2009-04-09,PHI,CHI,97.7,96.4,0.4673999999999999,0.3413,0.7647,36.7,12.2,4.1,0.5194805194805194,0.4,1517.6654944777954,-2,0.6666666666666666,13.633515127272789,107.7,103.4,0.48760000000000003,0.38920000000000005,0.8190999999999999,41.0,14.3,5.7,0.48717948717948717,0.9,1495.0890951133363,2,0.3333333333333333,17.625373518978332,B
49,2009-04-10,PHI,CLE,96.4,97.7,0.4598,0.3511,0.7535999999999999,36.6,11.9,4.0,0.5128205128205128,0.7,1503.7173102324937,-3,0.0,13.502866723273122,97.1,89.5,0.4598,0.39980000000000004,0.7849,45.7,10.1,4.5,0.8076923076923077,0.7,1520.2088600305126,2,1.0,16.14299855800296,B
50,2009-04-12,PHI,TOR,94.2,97.1,0.45420000000000005,0.3133,0.7413,36.1,11.5,4.0,0.5063291139240507,0.3,1493.9607296963134,-4,0.6666666666666666,14.118752104583093,107.4,105.7,0.46530000000000005,0.3846,0.8025,44.7,13.2,4.9,0.379746835443038,0.5,1490.0615197928284,-4,0.3333333333333333,19.055229535090714,B
51,2009-04-14,PHI,BOS,95.0,99.4,0.4544,0.3133,0.7444999999999999,36.7,12.3,3.7,0.5,0.7,1485.4269340063083,-5,0.0,16.076588640284687,98.1,93.5,0.48299999999999993,0.4119999999999999,0.7649,40.1,15.1,5.1,0.75,0.4,1536.8430280678658,-1,1.0,14.952586959703911,B
52,2009-04-15,PHI,CLE,95.3,99.4,0.45430000000000004,0.3075,0.7386999999999999,38.2,12.0,4.1,0.49382716049382713,0.3,1481.4678006040642,-6,0.0,17.67185427403011,100.1,90.1,0.4645,0.4264,0.7857999999999998,45.5,10.5,4.8,0.8148148148148148,1.0,1529.965440566693,5,1.0,7.257007569489135,A
53,2009-11-08,PHI,DET,103.4,106.4,0.4854,0.33199999999999996,0.7544000000000001,40.6,16.2,5.2,0.6,0.5,1486.778822482965,1,0.6666666666666666,15.838173065532073,91.83333333333333,93.5,0.44283333333333336,0.29233333333333333,0.6991666666666667,40.333333333333336,12.833333333333334,4.0,0.3333333333333333,0.5,1493.5482349578301,-2,0.3333333333333333,13.1115389909591,B
54,2009-11-09,PHI,PHX,99.66666666666667,103.33333333333333,0.4771666666666667,0.3045,0.7328333333333333,40.333333333333336,16.166666666666668,5.166666666666667,0.5,0.6666666666666666,1478.574382304112,-1,0.5,18.292712293521024,109.71428571428571,104.42857142857143,0.4981428571428571,0.4635714285714286,0.6621428571428571,43.0,17.857142857142858,4.857142857142857,0.8571428571428571,0.8,1499.634983071456,2,0.5,16.982684191362303,B
55,2009-11-11,PHI,NJN,101.85714285714286,105.57142857142857,0.4857142857142857,0.31599999999999995,0.7445714285714286,40.142857142857146,15.428571428571429,5.0,0.42857142857142855,0.3333333333333333,1472.7313570408994,-2,0.2,14.768134142316175,87.71428571428571,99.57142857142857,0.41714285714285715,0.29471428571428576,0.751,40.714285714285715,17.285714285714285,5.285714285714286,0.0,0.0,1537.0969148916106,-7,0.8,8.284690020048224,A
56,2009-11-13,PHI,UTA,99.375,102.25,0.47375,0.30774999999999997,0.73275,40.875,14.625,5.25,0.5,0.5,1479.705092183766,1,0.0,17.08246941067206,98.75,102.75,0.470625,0.2895,0.751375,41.625,15.375,4.75,0.375,0.25,1524.1570879997969,-1,1.0,14.94765557699377,B
57,2009-11-14,PHI,CHI,98.33333333333333,103.33333333333333,0.47433333333333333,0.3044444444444444,0.7334444444444445,40.0,14.88888888888889,5.333333333333333,0.4444444444444444,0.5,1464.9478607477936,-1,0.5,13.960280371623265,88.625,92.875,0.422125,0.269875,0.713625,44.75,13.75,6.75,0.5,0.75,1509.037279358638,-2,0.5,12.708087319571069,B
58,2009-11-18,PHI,CHA,97.3,102.4,0.4689,0.309,0.722,40.0,15.2,5.5,0.4,0.4,1458.4213777145255,-2,0.25,13.950789056119927,83.3,89.4,0.40590000000000004,0.2708,0.6936,42.5,17.5,4.1,0.3,0.0,1515.419349060445,-5,0.75,9.360610540202615,A
59,2009-11-20,PHI,MEM,95.3,98.8,0.4619,0.3076,0.732,40.4,15.2,5.6,0.45454545454545453,0.5,1464.307277596239,1,1.0,14.323184808800375,102.8,108.2,0.4748,0.31660000000000005,0.7496999999999999,43.7,17.2,4.7,0.2727272727272727,0.0,1488.3194485796355,2,0.0,16.27341436387417,B
60,2009-11-21,PHI,CLE,95.1,100.4,0.4619,0.3172,0.7203999999999999,38.7,15.0,5.6,0.4166666666666667,0.4,1457.8789861484413,-1,0.25,13.212379552917007,100.7,95.7,0.4909,0.4613999999999999,0.7366999999999999,39.1,14.5,5.5,0.6923076923076923,0.6666666666666666,1525.1771908077017,1,0.75,14.348322730380357,B
61,2009-11-24,PHI,WAS,90.1,97.4,0.44320000000000004,0.30599999999999994,0.7097,38.0,14.4,5.7,0.38461538461538464,0.3333333333333333,1451.945101987703,-2,1.0,12.848399839462362,95.7,102.3,0.426,0.3515,0.7436,43.1,15.8,5.5,0.25,0.4,1460.217397401158,-2,0.0,14.92360026106508,B
62,2009-11-25,PHI,BOS,93.4,97.7,0.4473,0.3367,0.7328,39.1,13.9,6.3,0.35714285714285715,0.2857142857142857,1448.0253494434028,-3,0.0,9.123786061837476,97.5,92.9,0.47639999999999993,0.28959999999999997,0.7225,38.6,14.3,4.8,0.7142857142857143,0.625,1559.8666389070456,1,1.0,14.994063572820293,B
63,2009-11-27,PHI,ATL,94.7,99.6,0.44489999999999996,0.3517,0.7379,38.9,13.8,5.8,0.3333333333333333,0.42857142857142855,1444.4909273501546,-4,0.6666666666666666,10.24919338934745,101.3,96.5,0.45709999999999995,0.3253,0.7279,43.8,11.5,6.4,0.7333333333333333,0.5714285714285714,1482.6021288698228,-2,0.3333333333333333,16.728066336076193,B
64,2009-11-29,PHI,SAS,95.2,100.8,0.4462,0.37939999999999996,0.7481,38.2,13.5,6.3,0.3125,0.25,1433.3734072861137,-5,0.5,10.522769334019985,101.0,96.3,0.4566,0.3566,0.7482999999999999,44.6,13.2,5.3,0.5714285714285714,0.7777777777777778,1486.8023796966982,4,0.5,14.907704135338026,B
65,2009-11-30,PHI,DAL,92.6,98.6,0.43179999999999996,0.3672,0.749,37.8,13.6,6.9,0.29411764705882354,0.2222222222222222,1425.9948033059952,-6,0.0,11.70687292787947,102.6,98.1,0.4593,0.35379999999999995,0.7882999999999999,43.8,12.6,5.6,0.7058823529411765,0.7142857142857143,1514.2375907560413,-1,1.0,17.44894328570261,B
66,2009-12-02,PHI,OKC,94.6,101.1,0.4335,0.3672,0.7729000000000001,39.2,14.4,6.6,0.2777777777777778,0.2,1422.6038110185814,-7,0.5,12.203013081079396,98.6,96.6,0.45199999999999996,0.288,0.8181,42.8,15.0,6.6,0.5294117647058824,0.5,1496.366621444725,-1,0.5,14.42372201465774,B
67,2009-12-05,PHI,CHA,96.2,101.6,0.4356,0.4003,0.7937000000000001,38.8,14.3,6.5,0.2631578947368421,0.2,1414.380959536612,-8,0.4,12.418041282203331,92.4,89.5,0.4547,0.28640000000000004,0.6660999999999999,40.6,14.4,5.3,0.3888888888888889,0.6666666666666666,1509.5334491787316,-2,0.6,14.194405566212291,B
68,2009-12-07,PHI,DEN,97.9,102.8,0.4365,0.4074,0.8049000000000002,38.9,13.8,6.8,0.25,0.375,1411.628651437959,-9,0.0,11.95395942374363,114.9,104.2,0.505,0.36279999999999996,0.8032999999999999,41.9,14.9,7.3,0.75,0.6,1519.0058698166401,3,1.0,19.616611833925237,B
69,2009-12-09,PHI,DET,97.6,103.7,0.4337,0.39619999999999994,0.8138,39.8,13.8,6.9,0.23809523809523808,0.3333333333333333,1404.9350115142129,-10,0.5,15.602186596908668,92.8,98.2,0.43509999999999993,0.2904,0.7413,41.6,14.9,3.2,0.4,0.2,1501.7526751366831,2,0.5,11.285594164994881,B
70,2009-12-11,PHI,HOU,96.5,102.5,0.43200000000000005,0.38659999999999994,0.8138,40.2,13.5,6.9,0.22727272727272727,0.3,1400.659895626165,-11,1.0,15.357372521642446,99.3,97.7,0.4398000000000001,0.34459999999999996,0.7825,41.4,15.2,3.5,0.5714285714285714,0.6,1484.8284587597416,1,0.0,15.277453982059498,B
71,2009-12-14,PHI,GSW,96.5,102.4,0.43149999999999994,0.37699999999999995,0.8121,41.2,13.8,6.7,0.21739130434782608,0.2,1395.6332522388896,-12,0.5,13.828731798716063,104.0,112.0,0.4559000000000001,0.3095,0.8094000000000001,37.0,16.8,4.4,0.30434782608695654,0.2,1501.5088741123247,-2,0.5,15.94971623544673,A
72,2009-12-16,PHI,CLE,97.5,101.7,0.4406,0.36219999999999997,0.8058,42.6,14.5,6.4,0.25,0.3,1415.5336851630007,1,0.2,16.853470315213865,100.6,93.5,0.4948999999999999,0.39199999999999996,0.7055,44.3,15.8,5.5,0.72,0.6,1531.1110749684399,3,0.8,15.51656931893578,B
73,2009-12-18,PHI,BOS,96.6,101.2,0.43740000000000007,0.3266,0.8286999999999999,43.2,14.5,6.6,0.24,0.1,1410.304170746447,-1,0.0,16.98933819487992,104.2,93.4,0.5176000000000001,0.3722,0.758,37.4,14.4,5.5,0.8333333333333334,0.7,1563.4010610002938,11,1.0,20.49100661430567,A
74,2009-12-19,PHI,LAC,97.8,100.9,0.4327,0.3089,0.836,44.5,14.6,6.2,0.2692307692307692,0.2,1416.8179595360255,1,1.0,17.289314468849224,93.2,94.1,0.44600000000000006,0.2812,0.7358,43.8,14.9,6.6,0.44,0.4,1485.464814287617,-1,0.0,15.57294082419463,B
75,2009-12-22,PHI,WAS,99.6,102.4,0.4391,0.304,0.8285999999999998,45.0,14.3,5.3,0.25925925925925924,0.2,1411.4481218141316,-1,0.8,17.45914988662675,104.3,106.8,0.4542999999999999,0.31609999999999994,0.7547,43.8,14.9,5.2,0.32,0.3,1464.1371499454583,-1,0.2,16.560486006223933,B
76,2009-12-26,PHI,UTA,99.2,102.5,0.44909999999999994,0.30979999999999996,0.8116999999999999,43.1,14.1,5.5,0.25,0.1,1404.5905279210253,-2,0.0,15.343096078169495,98.1,99.1,0.4697,0.33009999999999995,0.7333999999999999,39.8,15.9,4.3,0.5517241379310345,0.8,1538.9143194357694,-2,1.0,14.967627709558437,B
