,SEASON_ID,TEAM_SELECTED,OPPONENT,PTS_A,PTS_CON_A,FG_PCT_A,FG3_PCT_A,FT_PCT_A,REB_A,TOV_A,BLK_A,SEASON_A_PCT,H/A_A,ELO_A,STREAK_A,MATCHUP_A,PER_A,PTS_B,PTS_CON_B,FG_PCT_B,FG3_PCT_B,FT_PCT_B,REB_B,TOV_B,BLK_B,SEASON_B_PCT,H/A_B,ELO_B,STREAK_B,MATCHUP_B,PER_B,WINNER
0,22008,LAL,DEN,104.9,91.4,0.44889999999999997,0.4021,0.7652999999999999,47.2,13.5,6.4,0.9,0.8,1589.0220153409873,2,1.0,18.11461197570387,98.2,95.5,0.44220000000000004,0.3206,0.7933000000000001,40.9,16.6,5.1,0.6666666666666666,0.5714285714285714,1492.8067880067088,4,0.0,16.01583564869784,A
1,22008,LAL,DAL,107.4,95.3,0.4640000000000001,0.3667000000000001,0.7480999999999999,45.9,13.0,6.5,0.9230769230769231,0.875,1617.9493828511033,5,1.0,19.594641787416613,100.7,98.2,0.43200000000000005,0.30979999999999996,0.7879999999999999,50.4,15.5,6.1,0.5,0.625,1493.7872374018132,5,0.0,14.445452982437507,A
2,22008,LAL,SAC,111.5,100.5,0.5059,0.3858,0.7795,44.9,15.0,5.0,0.8947368421052632,0.875,1640.961066236536,3,1.0,19.39761896089052,95.8,108.5,0.44589999999999996,0.2711,0.77,38.9,15.5,3.7,0.23809523809523808,0.2,1493.0134838177548,-8,0.0,15.598686756126739,B
3,22008,LAL,PHX,111.1,102.6,0.49939999999999996,0.37570000000000003,0.7855000000000001,45.1,15.9,5.2,0.85,0.9,1622.4592515385034,-1,1.0,17.252808079879447,102.3,105.1,0.5035999999999999,0.39319999999999994,0.7262,40.1,16.5,5.0,0.5909090909090909,0.6,1491.0943824917554,2,0.0,15.91270291277807,A
4,22008,LAL,SAC,112.2,104.6,0.49939999999999996,0.38170000000000004,0.7826000000000001,45.1,15.9,4.8,0.8571428571428571,0.9,1626.5281403902734,1,0.5,16.31371646094645,97.7,107.7,0.45030000000000003,0.2953,0.7679,40.1,15.6,3.7,0.2727272727272727,0.2,1511.5152985157874,1,0.5,13.058574983648693,A
5,22008,LAL,NOH,104.8,101.3,0.4725,0.37970000000000004,0.7592,43.1,14.8,4.5,0.8148148148148148,0.6,1631.6138724682667,1,1.0,16.421192969050345,96.7,91.1,0.4497000000000001,0.4316999999999999,0.8432000000000001,39.7,13.5,5.0,0.6956521739130435,0.8,1493.9501734387238,4,0.0,16.003948116116153,A
6,22008,LAL,POR,105.6,97.7,0.4726,0.36629999999999996,0.7735,42.5,12.6,5.0,0.8387096774193549,1.0,1658.352472497798,5,1.0,17.688634646555904,98.7,97.1,0.4527,0.33879999999999993,0.7857,40.6,12.2,4.6,0.6060606060606061,0.5,1483.6197319101107,-1,0.0,12.660772727540971,A
7,22008,LAL,NOH,104.4,96.0,0.47190000000000004,0.35960000000000003,0.7923,42.0,12.9,5.1,0.84375,1.0,1664.396212205003,6,1.0,17.159190177796525,91.7,89.4,0.44370000000000004,0.3608,0.7777999999999999,38.9,12.9,5.1,0.6666666666666666,0.6,1487.0708474377143,-1,0.0,15.500198222048532,B
8,22008,LAL,GSW,105.1,99.0,0.46909999999999996,0.3734,0.7801,41.3,13.1,4.6,0.8181818181818182,0.6,1645.530528413974,-1,1.0,17.7827929834451,102.9,109.8,0.4484,0.4095,0.7817999999999999,39.5,16.4,5.4,0.2777777777777778,0.5,1492.0152982928005,-3,0.0,14.834909239606956,A
9,22008,LAL,IND,104.9,98.2,0.46679999999999994,0.37360000000000004,0.7931999999999999,41.5,13.6,4.6,0.8235294117647058,0.9,1650.2595246507747,1,0.0,17.837469023201187,107.8,110.7,0.4711,0.4056,0.7915,42.5,15.3,5.8,0.37142857142857144,0.4,1506.1301089226642,1,1.0,18.787838652836967,A
10,22008,LAL,MIA,108.3,101.2,0.47590000000000005,0.36110000000000003,0.8163,40.9,12.8,4.7,0.8285714285714286,0.9,1652.8911010969823,2,0.0,18.648363724781067,95.9,95.2,0.45170000000000005,0.36760000000000004,0.7492,42.7,14.1,5.1,0.5428571428571428,0.5,1507.5622595757213,1,1.0,14.53090242543157,A
11,22008,LAL,HOU,108.8,101.1,0.47909999999999997,0.38070000000000004,0.8009000000000001,42.2,13.4,4.8,0.8333333333333334,0.6,1655.918693873775,3,1.0,18.381907584373703,92.3,93.1,0.418,0.32320000000000004,0.7812,42.6,15.1,2.8,0.6153846153846154,0.9,1483.0878580091694,3,0.0,14.135426109744335,A
12,22008,LAL,ORL,109.9,104.0,0.4882000000000001,0.4025,0.7907000000000001,41.2,12.7,4.2,0.8157894736842105,0.9,1652.6385021226963,-1,0.0,18.159957709084743,106.1,93.4,0.477,0.4669,0.7579999999999999,42.9,13.4,4.0,0.7948717948717948,0.7,1508.5735972678742,5,1.0,20.215585774742074,B
13,22008,LAL,LAC,108.5,104.1,0.4826,0.3933,0.7502,41.5,12.6,3.9,0.8,0.6,1648.585033207626,1,1.0,17.672807153905744,91.3,100.6,0.43949999999999995,0.34929999999999994,0.7299000000000001,42.0,16.2,7.0,0.225,0.2,1464.1002613513929,-1,0.0,12.42568757492197,A
14,22008,LAL,WAS,108.0,103.8,0.4867000000000001,0.39949999999999997,0.7478999999999999,41.5,12.9,4.2,0.8048780487804879,0.8,1653.5156615046876,2,1.0,17.208302323758375,94.5,99.5,0.4696000000000001,0.35719999999999996,0.7591000000000001,38.6,14.2,4.0,0.21951219512195122,0.2,1497.2037131278348,1,0.0,15.007119062472338,A
