,PTS_A,PTS_CON_A,FG_PCT_A,FG3_PCT_A,FT_PCT_A,REB_A,TOV_A,BLK_A,SEASON_A_PCT,H/A_A,ELO_A,STREAK_A,PER_A,PTS_B,PTS_CON_B,FG_PCT_B,FG3_PCT_B,FT_PCT_B,REB_B,TOV_B,BLK_B,SEASON_B_PCT,H/A_B,ELO_B,STREAK_B,PER_B,WINNER
224,121.4,111.7,0.49350000000000005,0.362,0.7769999999999999,49.5,15.2,6.0,0.7333333333333333,0.875,1603.5755171249357,1,20.767482978909054,109.9,104.2,0.47459999999999997,0.36029999999999995,0.7163,45.9,14.4,4.7,0.625,0.5,1547.3821800031053,-1,17.18982594478038,A
225,103.3,108.7,0.4457,0.29300000000000004,0.6575,41.4,14.7,5.2,0.5,0.6,1495.3723866670002,1,17.000272121463784,100.6,100.5,0.4529000000000001,0.3421,0.7275,41.7,15.0,5.8,0.625,0.625,1527.825696834508,2,12.345121255928143,B
226,119.6,114.6,0.47999999999999987,0.40809999999999996,0.7977,46.2,14.6,5.5,0.6666666666666666,0.42857142857142855,1549.8969165207811,4,16.37061516605175,106.1,120.1,0.4468,0.3048,0.7416999999999999,42.4,19.1,5.8,0.1875,0.3333333333333333,1386.4593113642286,-7,16.25666757100692,A
227,114.0,102.5,0.46959999999999996,0.36089999999999994,0.7599000000000001,45.9,14.3,5.8,0.6666666666666666,0.5714285714285714,1546.0146520750322,3,17.68762616655488,111.7,113.9,0.46579999999999994,0.37140000000000006,0.6965,44.3,15.3,4.5,0.5,0.5714285714285714,1479.4543892113606,-2,17.089615190772385,B
228,116.2,110.2,0.46390000000000003,0.3489999999999999,0.8341,46.2,13.4,5.7,0.4666666666666667,0.5714285714285714,1513.472722592149,-2,18.334542398873253,107.8,106.3,0.4436,0.34740000000000004,0.7849999999999999,44.7,13.6,5.8,0.5625,0.4444444444444444,1526.9015424103038,-1,15.33368341411186,A
229,109.6,104.6,0.48329999999999995,0.3725,0.7307,45.5,18.7,4.5,0.4666666666666667,0.14285714285714285,1522.8515099074903,4,14.138295581625357,103.5,100.7,0.4648,0.3774,0.7264999999999999,37.7,13.8,5.4,0.6666666666666666,0.8571428571428571,1542.0027790764323,3,15.703280761818176,B
230,104.6,102.2,0.44000000000000006,0.36229999999999996,0.8321999999999999,44.8,12.8,4.6,0.5333333333333333,0.2857142857142857,1490.783103061403,1,15.85206323277649,115.7,114.7,0.4734,0.34070000000000006,0.7407,48.8,15.6,5.8,0.5625,0.875,1525.3305018773076,2,15.84998548931373,B
231,112.3,104.8,0.45519999999999994,0.3571000000000001,0.8135,51.9,15.3,4.1,0.6875,0.5714285714285714,1565.7482279278177,1,17.724887582590828,108.6,117.5,0.4429,0.292,0.7826,45.9,16.3,6.5,0.23529411764705882,0.2857142857142857,1412.5107866418423,-5,14.15626971075797,A
232,117.5,108.3,0.49429999999999996,0.33220000000000005,0.8200000000000001,46.2,16.3,5.3,0.7647058823529411,0.75,1578.5583293878535,1,20.66908224670483,112.3,108.7,0.49099999999999994,0.377,0.796,40.3,13.6,6.0,0.5294117647058824,0.5,1497.1530423659149,3,18.65012239438944,A
233,112.3,111.4,0.43979999999999997,0.33670000000000005,0.7074,44.8,12.1,3.8,0.4117647058823529,0.4,1476.90425248129,-1,15.829142960456304,108.0,112.0,0.44820000000000004,0.3866,0.73,44.7,17.1,6.3,0.375,0.3333333333333333,1470.0019101549583,-2,14.624612999827715,A
234,108.7,112.0,0.4654,0.33080000000000004,0.7257,40.4,15.2,5.9,0.3125,0.375,1441.7810770959215,-2,16.6557178517008,118.7,116.1,0.4685999999999999,0.3832,0.8149,45.7,14.6,5.4,0.6875,0.5,1554.4052042771325,5,17.288613062440717,A
235,117.6,114.2,0.48340000000000005,0.3449,0.7485999999999999,48.8,15.1,6.1,0.5882352941176471,0.25,1536.605851345492,3,20.60972677445282,112.9,112.4,0.46959999999999996,0.3370000000000001,0.7510999999999999,47.1,18.4,4.8,0.631578947368421,1.0,1520.286092057704,3,16.984431756389288,B
236,112.5,103.2,0.46019999999999994,0.3373,0.7568,47.1,13.9,5.5,0.625,0.5,1538.0702712712205,-1,17.95214196848343,110.4,110.2,0.47319999999999995,0.37370000000000003,0.8229999999999998,45.8,14.5,5.9,0.6666666666666666,0.8888888888888888,1544.39390935303,-3,15.824042192761725,A
237,105.9,105.4,0.4417000000000001,0.36729999999999996,0.817,45.1,12.6,4.4,0.5,0.75,1479.5077535932185,-1,15.143662055948418,102.6,100.0,0.46299999999999997,0.37099999999999994,0.7412,38.4,13.7,6.2,0.6875,0.5,1551.6608748531514,4,16.3969494413504,B
238,101.1,110.9,0.4537,0.35090000000000005,0.7747999999999999,38.6,17.0,4.5,0.1875,0.0,1399.0777743179342,-2,13.635513219690443,98.0,109.0,0.41859999999999997,0.33329999999999993,0.8054,41.7,16.2,5.0,0.23529411764705882,0.2222222222222222,1398.7994727420964,-4,14.778086248893878,B
239,109.9,118.6,0.4505,0.2888,0.7724,46.6,16.1,6.4,0.2222222222222222,0.2,1409.212332092997,-6,14.735246587180557,108.2,107.5,0.45020000000000004,0.34650000000000003,0.7791,44.2,13.4,6.0,0.5294117647058824,0.7142857142857143,1519.5129225360101,-2,16.74690760425643,A
240,113.3,111.4,0.46799999999999997,0.3917,0.7255,46.8,16.6,6.2,0.5625,0.5,1523.3661711283723,1,17.298976590194535,102.2,108.6,0.4546999999999999,0.36819999999999997,0.7952,43.2,16.4,3.3,0.13333333333333333,0.2857142857142857,1412.7880526334047,-2,14.445427781792771,A
241,107.6,109.0,0.4213000000000001,0.2902,0.763,49.0,15.2,3.8,0.5714285714285714,0.5714285714285714,1501.6294210421233,2,14.541583545365002,103.0,99.1,0.44020000000000004,0.3272,0.7283000000000001,41.4,14.4,6.3,0.5333333333333333,0.42857142857142855,1525.4165557247622,4,16.13040300861595,B
242,100.2,108.0,0.44580000000000003,0.29369999999999996,0.6662999999999999,40.2,15.2,5.7,0.47058823529411764,0.3333333333333333,1477.4644448551562,-1,17.802325803246532,111.1,113.9,0.4603999999999999,0.36729999999999996,0.7012,45.6,15.4,4.1,0.5294117647058824,0.4444444444444444,1487.3987700151724,1,17.198378809863282,B
243,120.5,112.4,0.48900000000000005,0.3593,0.7447999999999999,48.9,14.9,5.6,0.75,0.8888888888888888,1609.7890394360732,2,19.38974879919885,113.7,107.7,0.4551,0.3628,0.7971,51.1,14.5,4.1,0.7058823529411765,0.625,1569.046682476663,2,17.295732349299435,A
244,110.7,108.7,0.44040000000000007,0.3309,0.7110000000000001,44.6,11.7,3.9,0.4444444444444444,0.5,1488.2466952210514,1,15.551495201535898,108.0,103.1,0.4756,0.37170000000000003,0.7404000000000001,45.5,18.5,4.6,0.4375,0.75,1513.193414130771,-1,13.459271146869098,B
245,113.9,106.2,0.488,0.31800000000000006,0.8093,46.2,16.3,5.2,0.7777777777777778,0.7777777777777778,1582.0508937416569,2,19.101987947164154,106.6,119.2,0.4377,0.2935,0.7665,43.6,18.4,5.6,0.17647058823529413,0.2857142857142857,1381.9510236078772,-8,18.307415307306968,A
246,108.9,103.9,0.47170000000000006,0.36269999999999997,0.7219,44.6,14.6,4.2,0.5882352941176471,0.42857142857142855,1541.1686576919678,-2,18.161142333670377,106.3,111.6,0.44299999999999995,0.37360000000000004,0.7809,43.9,14.7,4.9,0.4117647058823529,0.7777777777777778,1474.2617162189365,-1,16.53446571238935,A
247,114.4,110.8,0.45519999999999994,0.3418,0.8130000000000001,45.6,13.6,5.0,0.5,0.625,1520.8613424664427,1,15.09711124184366,103.4,99.6,0.4645,0.3585,0.7272000000000001,42.6,15.0,5.6,0.6470588235294118,0.625,1545.7336386463521,3,14.106952578870604,A
248,114.1,114.5,0.4739,0.3405,0.7533,47.3,18.2,5.2,0.65,1.0,1524.5736983657698,4,17.54096434202605,102.0,107.6,0.44639999999999996,0.3784,0.7975999999999999,43.9,14.9,3.3,0.125,0.0,1408.766936202974,-3,14.168533980865217,B
249,110.5,110.1,0.4410999999999999,0.33340000000000003,0.7952999999999999,50.5,14.8,4.3,0.6666666666666666,0.5555555555555556,1544.651264194231,-1,16.73739049558647,106.8,110.4,0.4638,0.3478,0.8196999999999999,45.4,14.5,6.5,0.631578947368421,0.8,1523.1094147978258,-4,15.859582392755563,B
250,101.2,108.9,0.44220000000000004,0.28559999999999997,0.6812999999999999,40.9,14.8,5.9,0.4444444444444444,0.5,1468.0834170766718,-2,15.048685765100222,112.2,109.5,0.47220000000000006,0.3913,0.7302,47.1,16.3,6.3,0.5882352941176471,0.625,1527.387287558803,2,16.504243256441296,B
251,99.7,109.8,0.43299999999999994,0.33019999999999994,0.8207000000000001,41.3,16.5,4.6,0.2777777777777778,0.3,1407.8880797523584,1,13.56226558125264,105.9,109.9,0.43709999999999993,0.36920000000000003,0.7117,46.5,17.0,6.4,0.35294117647058826,0.42857142857142855,1458.659467415197,-3,14.834727806448718,B
252,117.7,113.1,0.4837000000000001,0.354,0.7405999999999999,49.8,15.3,6.6,0.5555555555555556,0.2222222222222222,1532.3182450374263,-1,18.004732043988827,109.8,118.9,0.44509999999999994,0.3147,0.7817000000000001,47.5,16.6,7.1,0.2631578947368421,0.25,1422.2296230405943,1,16.803978125521162,B
253,103.6,109.4,0.42919999999999997,0.3537,0.7988000000000001,43.8,14.9,4.4,0.3888888888888889,0.0,1470.5477969953681,-2,16.373139147160597,110.9,108.7,0.43570000000000003,0.3201,0.7224,45.0,11.9,3.7,0.42105263157894735,0.42857142857142855,1481.2087033371904,-1,17.053260176108694,A
254,102.0,100.3,0.4604000000000001,0.353,0.7651000000000001,38.5,13.5,6.6,0.7058823529411765,0.5555555555555556,1554.6998347084889,5,17.341914176736616,119.5,115.8,0.47300000000000003,0.3888999999999999,0.8215,46.3,14.0,5.1,0.6470588235294118,0.875,1542.2630394829675,-1,17.286327278713184,B
255,111.1,110.7,0.43129999999999996,0.3184,0.7586999999999999,48.0,15.7,3.6,0.5333333333333333,0.5714285714285714,1497.2119175018868,-1,13.531803407925917,107.1,101.1,0.4635000000000001,0.3433,0.7635,40.1,14.7,6.1,0.5625,0.625,1529.8340592649988,5,17.46044627678671,A
256,103.7,111.3,0.4638,0.35530000000000006,0.7969999999999999,38.7,16.8,4.7,0.17647058823529413,0.0,1389.9891673076722,-3,14.19632726068492,122.4,111.5,0.4929,0.35040000000000004,0.7483,49.1,14.6,5.4,0.7647058823529411,0.9,1634.184457718505,3,19.9457807394278,A
257,104.2,106.8,0.429,0.37689999999999996,0.8113999999999999,44.7,12.1,4.3,0.47058823529411764,0.25,1476.468793737881,-2,15.119771953368465,103.6,102.2,0.45909999999999995,0.3618,0.7565999999999999,42.2,14.9,5.3,0.6111111111111112,0.6666666666666666,1529.0833682011269,-1,14.15949697564544,A
258,105.9,117.0,0.4346,0.2955,0.7767,42.7,17.1,5.7,0.16666666666666666,0.25,1376.1304878562275,-9,14.84272945565299,107.4,107.9,0.44480000000000003,0.33320000000000005,0.7664000000000001,45.0,12.9,6.1,0.5,0.4,1506.4956315884128,-3,13.92412912527201,B
259,108.2,104.9,0.4706999999999999,0.36419999999999997,0.7195,44.2,14.8,3.9,0.6111111111111112,0.7,1544.8825769155362,1,17.485086471071874,111.9,106.0,0.48710000000000003,0.3802,0.817,41.2,14.0,6.0,0.5,0.5,1493.6604780121115,-1,18.481920626235844,A
260,115.6,107.2,0.4907,0.3195,0.8213000000000001,47.8,16.8,4.3,0.7894736842105263,0.7777777777777778,1587.8714294933066,3,18.363533508958863,111.7,113.1,0.4652,0.32410000000000005,0.7228000000000001,41.1,13.9,6.0,0.35294117647058826,0.25,1453.9232418900865,1,16.01476829738626,A
261,116.8,111.2,0.4725999999999999,0.3782,0.8161000000000002,44.4,13.9,4.5,0.5294117647058824,0.375,1537.511612911668,2,13.993332866107592,113.7,102.0,0.46559999999999996,0.35279999999999995,0.7377,48.3,13.9,5.1,0.6470588235294118,0.75,1559.3547658264247,1,22.396282324876438,B
262,107.7,110.2,0.47140000000000004,0.3627000000000001,0.8173999999999999,43.6,14.4,6.6,0.65,0.8,1545.582919507149,1,15.978564398658424,112.3,115.0,0.46440000000000003,0.37489999999999996,0.7095,45.3,15.0,3.9,0.5555555555555556,0.5,1496.7797977936568,2,16.689718898912414,A
263,100.5,107.4,0.44909999999999994,0.37639999999999996,0.7958999999999999,43.3,14.5,3.3,0.17647058823529413,0.25,1422.9435895891295,1,13.651165221681184,106.3,101.6,0.4559,0.3326,0.7852,40.4,15.2,5.8,0.5294117647058824,0.5555555555555556,1521.9316151518794,-1,14.213079827969192,A
264,104.4,107.3,0.4327000000000001,0.3897,0.8036,45.0,12.7,4.3,0.5,0.3333333333333333,1489.6916256988882,1,14.33195733054939,122.5,111.4,0.49300000000000005,0.3421,0.7417,48.9,14.6,5.8,0.7222222222222222,0.8,1624.5394254833272,-1,20.205927966474988,B
265,108.7,107.3,0.4478000000000001,0.3244,0.7807000000000001,44.8,13.1,6.0,0.5263157894736842,0.5,1515.342569556857,1,15.278418117332716,109.1,103.1,0.477,0.383,0.7478,45.1,17.5,4.6,0.47058823529411764,0.7777777777777778,1520.231406014632,1,16.150568024215758,B
266,98.8,109.4,0.42300000000000004,0.3133,0.8267999999999999,42.1,16.8,4.5,0.2631578947368421,0.25,1400.9767298835982,-1,13.36062620410338,104.9,108.0,0.4394,0.3608,0.8156000000000001,43.7,15.1,4.4,0.42105263157894735,0.7,1481.3356493500721,1,17.336712570926053,B
267,111.3,112.2,0.454,0.31370000000000003,0.7397,42.5,13.3,6.3,0.3333333333333333,0.4444444444444444,1445.222377921832,-1,16.559286831254692,119.1,113.6,0.4765,0.35039999999999993,0.7598,50.5,15.1,6.3,0.5263157894736842,0.2,1522.234681135199,-2,17.121140061374163,A
268,111.2,101.3,0.4527,0.3392,0.7236,49.1,14.0,4.8,0.6666666666666666,0.7777777777777778,1565.8370118807486,2,19.120362746052514,109.1,104.8,0.46860000000000007,0.3642,0.7444999999999999,44.5,14.2,4.4,0.631578947368421,0.5,1560.604054250071,2,17.121152207038133,B
269,108.9,106.2,0.47709999999999997,0.3677,0.8237,40.6,14.6,5.8,0.47368421052631576,0.42857142857142855,1477.9390006775768,-2,17.895725684025937,109.8,106.5,0.4666,0.3629,0.7162999999999999,47.9,16.7,6.2,0.6111111111111112,0.6666666666666666,1534.061227954893,3,18.370792360131887,A
270,115.6,114.4,0.4795,0.3569,0.7545999999999999,45.8,16.4,5.3,0.6190476190476191,0.3,1510.3970449796143,-1,16.526354093620434,108.9,110.2,0.42990000000000006,0.31910000000000005,0.7347999999999999,45.8,12.9,3.8,0.4,0.375,1470.4208509824864,-2,16.826975523243277,A
271,112.2,111.0,0.43479999999999996,0.3176,0.7459999999999999,47.9,15.4,3.8,0.5625,0.625,1505.1143616150061,1,14.222362260079338,105.5,112.0,0.46980000000000005,0.3591000000000001,0.8187,37.8,16.3,4.7,0.2222222222222222,0.1111111111111111,1399.63419954285,1,14.141448700562716,A
272,109.2,111.2,0.43970000000000004,0.3538,0.7771000000000001,49.4,14.7,4.0,0.631578947368421,0.7777777777777778,1522.177759484908,-2,15.212270756707978,119.4,114.3,0.47140000000000004,0.38459999999999994,0.8256,46.9,13.3,4.9,0.6666666666666666,0.4444444444444444,1549.6254692039545,1,17.236079508924032,B
273,114.7,110.8,0.46399999999999997,0.3512,0.819,45.1,13.9,4.5,0.5,0.3333333333333333,1531.029366857344,-1,16.694075706685624,103.2,116.6,0.4255,0.27199999999999996,0.7674,43.0,17.4,5.7,0.15789473684210525,0.2222222222222222,1367.2835498877835,-10,15.049123479698672,B
274,100.7,107.6,0.4403,0.28359999999999996,0.6910999999999998,41.0,15.4,5.5,0.42105263157894735,0.4,1461.409476680582,-3,13.504622500037707,109.3,115.2,0.45359999999999995,0.3742,0.7006000000000001,45.4,14.4,4.0,0.5263157894736842,0.625,1493.432618124819,-1,17.289850807640086,A
275,116.0,107.2,0.4902,0.3345,0.8126,47.9,17.0,4.5,0.8,0.8,1596.572293461561,4,20.299228397300798,104.4,107.2,0.4314,0.3586,0.6961,47.2,16.6,6.9,0.3888888888888889,0.5,1465.5708172839572,1,12.60674684497949,A
276,111.7,119.0,0.4483,0.3326,0.7807999999999999,47.0,15.5,7.6,0.3,0.3,1432.3131869428216,2,17.747733110658174,102.7,101.3,0.45870000000000005,0.3559,0.7705,40.2,13.9,7.0,0.6666666666666666,0.875,1547.337404987502,-1,17.27081079235018,A
277,109.5,106.6,0.47750000000000004,0.37079999999999996,0.8299,41.1,14.5,5.8,0.5,0.5,1485.6210763867066,1,17.659291442795567,107.7,111.7,0.46740000000000004,0.33790000000000003,0.8078999999999998,44.4,14.6,6.8,0.6666666666666666,0.8,1548.9300991759867,2,17.231077997614264,B
278,99.6,110.9,0.4231,0.3175,0.8015000000000001,42.4,16.4,4.5,0.25,0.3,1391.201320951759,-2,13.894640284289604,106.3,109.1,0.4428000000000001,0.403,0.7905999999999999,44.6,12.6,4.1,0.47368421052631576,0.3,1485.2925675837064,-1,14.732307025590831,B
279,103.1,107.2,0.457,0.3804,0.7771000000000001,44.7,14.5,3.1,0.2222222222222222,0.3333333333333333,1436.4473793805905,2,14.386744179252437,107.9,106.5,0.449,0.3581,0.8263999999999999,45.8,15.4,4.5,0.45,0.1111111111111111,1491.1110582819113,2,17.99050659192078,B
280,102.9,106.4,0.44939999999999997,0.2911,0.701,41.9,16.1,5.6,0.45,0.2857142857142857,1480.40124946129,1,13.7265615094143,102.9,102.8,0.4585000000000001,0.34740000000000004,0.7213,42.5,15.0,4.6,0.5789473684210527,0.5555555555555556,1515.8605362401197,-2,14.094291885002201,B
281,121.6,113.4,0.5016,0.3403,0.7267,47.4,14.6,5.4,0.7368421052631579,0.5714285714285714,1628.938483598509,1,22.779920680119567,116.3,112.1,0.46769999999999995,0.3644,0.8102,44.2,13.3,4.6,0.47368421052631576,0.6666666666666666,1524.3351335816326,-2,18.44839930047354,B
282,112.9,114.1,0.4673,0.32510000000000006,0.7150000000000001,42.3,13.5,6.1,0.3684210526315789,0.5,1458.6931515406186,1,16.112331434456244,107.5,104.5,0.46370000000000006,0.34009999999999996,0.7881,39.0,14.9,5.7,0.5,0.5,1508.4278253604184,-2,13.18072101234191,A
283,118.9,113.8,0.4755,0.3549,0.7575000000000001,50.3,14.6,6.1,0.5,0.8888888888888888,1508.7639075164125,-3,18.580091691392912,108.4,107.1,0.4449000000000001,0.33110000000000006,0.7897000000000001,45.0,13.7,5.4,0.5,0.4,1505.7830855357035,-1,17.14126410407332,B
284,104.8,101.5,0.47490000000000004,0.36300000000000004,0.7277,41.9,15.3,4.8,0.6,0.6,1536.3367837939584,1,15.059512211737827,106.0,113.8,0.4694000000000001,0.34730000000000005,0.8055,38.3,15.5,5.0,0.21052631578947367,0.3333333333333333,1392.471226764728,-1,14.64760211443581,A
285,105.4,117.6,0.4305,0.293,0.7623000000000001,43.4,16.7,5.7,0.2,0.1,1373.977783163495,1,15.044672536926218,103.9,108.2,0.4276,0.36160000000000003,0.7004,46.8,15.6,6.6,0.3684210526315789,0.3,1459.560591002048,-1,14.173973218110401,A
286,110.5,117.2,0.4469999999999999,0.34209999999999996,0.7754999999999999,46.4,14.7,7.5,0.3333333333333333,0.4,1442.5399098528205,3,14.767785772069486,112.1,109.7,0.4391,0.3242,0.7331,46.5,15.0,3.2,0.5882352941176471,0.6666666666666666,1512.277334393128,2,14.247526887431057,B
287,108.1,103.9,0.4641,0.35930000000000006,0.7439,45.2,14.7,4.9,0.65,0.7,1569.1794191026415,3,16.728230865182766,108.8,106.3,0.46110000000000007,0.3633,0.7168000000000001,47.1,16.5,6.1,0.5789473684210527,0.5555555555555556,1526.3791522457632,-1,16.70734923329019,A
288,102.4,99.9,0.45710000000000006,0.3593,0.7522,41.3,13.7,8.1,0.631578947368421,0.7777777777777778,1537.110682077503,-2,17.555271999745447,116.1,107.6,0.4854,0.3265,0.7996999999999999,48.3,16.6,4.9,0.8095238095238095,0.8,1602.5825197434701,5,19.128479950909156,B
289,118.3,117.5,0.48230000000000006,0.36700000000000005,0.7545999999999999,45.7,15.6,5.1,0.6363636363636364,0.9,1514.5428066262198,1,17.05355374242815,110.1,118.0,0.4424,0.3387,0.7897,46.6,14.2,7.3,0.3181818181818182,0.4,1436.14993750731,-1,15.19641156672899,A
290,100.0,108.3,0.4431,0.2818,0.7023999999999999,42.2,16.8,5.0,0.42857142857142855,0.4,1459.9250019074514,-1,16.30711107059465,111.0,114.7,0.44210000000000005,0.3341,0.7414,44.9,13.5,3.7,0.38095238095238093,0.3333333333333333,1466.2750893358811,-3,16.26045476858352,A
291,108.2,114.3,0.47940000000000005,0.3446,0.7872,37.9,14.4,5.3,0.2,0.1,1388.6336826768004,-2,16.245787344882963,117.8,114.8,0.4659,0.3546,0.8174000000000001,46.7,12.3,5.1,0.6842105263157895,0.8888888888888888,1555.3260692820515,2,18.502409959838946,B
292,109.1,102.1,0.4753,0.37720000000000004,0.736,45.4,16.8,4.4,0.5,0.125,1529.7908900357852,2,16.536950251051262,110.8,108.6,0.46640000000000004,0.3457,0.7721,39.9,15.3,5.6,0.47368421052631576,0.5,1500.9049521227078,-3,13.721165089948967,A
293,108.1,113.5,0.43879999999999997,0.3499,0.7696000000000001,48.6,14.2,4.4,0.6,0.7,1516.4771594068109,-3,15.773714289778567,110.9,107.9,0.47590000000000005,0.3842,0.8282999999999999,40.5,13.5,5.2,0.47619047619047616,0.4444444444444444,1479.587579781476,-1,16.175524404277777,A
294,98.7,110.2,0.4245,0.33320000000000005,0.8099999999999999,41.9,15.7,4.1,0.23809523809523808,0.2222222222222222,1388.4361691888532,-3,13.603564142479122,122.0,112.6,0.4992,0.337,0.7202,48.0,15.0,5.8,0.7,0.8,1621.0539657134486,-1,19.651574735934467,B
295,114.7,113.4,0.4575,0.3759,0.7879,43.6,12.9,4.4,0.5,0.7,1532.219651466693,1,18.155870388699537,106.2,117.7,0.4378,0.3028,0.7708000000000002,43.5,17.4,5.5,0.23809523809523808,0.2,1380.417250252885,2,13.54943335243216,A
296,107.2,104.0,0.4484,0.3651,0.8200999999999998,45.9,15.2,4.5,0.47619047619047616,0.7,1497.9135387207743,3,16.74030721522669,108.3,110.3,0.45820000000000005,0.39570000000000005,0.7866000000000001,44.3,12.4,3.8,0.5,0.4,1488.0577193466122,1,15.450071266781341,A
297,108.8,100.2,0.44020000000000004,0.32530000000000003,0.7178000000000001,50.4,13.8,5.0,0.631578947368421,0.7,1557.261647028178,-1,18.57883341995579,103.2,104.8,0.45570000000000005,0.3742,0.7767000000000001,46.1,14.7,3.2,0.21052631578947367,0.1111111111111111,1429.6448989417274,-1,15.662684693905081,A
298,118.9,116.4,0.475,0.3557,0.78,48.8,15.3,5.6,0.47619047619047616,0.8,1493.9554556680378,-4,18.82537370622993,116.4,115.3,0.48100000000000004,0.3316,0.715,42.9,13.8,6.2,0.4,0.2222222222222222,1466.2160247783293,2,16.728963608578315,A
299,106.3,102.1,0.47309999999999997,0.37670000000000003,0.7369,43.5,14.9,5.1,0.6190476190476191,0.7,1540.174327881886,2,16.4548353668011,106.6,105.9,0.45430000000000004,0.3525999999999999,0.7041999999999999,47.2,16.1,6.5,0.55,0.6,1506.935206910607,-2,16.399273410465828,B
300,109.6,114.1,0.4565,0.37439999999999996,0.7248000000000001,44.6,14.6,4.3,0.5,0.5555555555555556,1474.440845344111,-2,16.523338919756352,117.3,113.8,0.46349999999999997,0.3618,0.8015000000000001,48.0,13.2,5.4,0.7,0.5,1562.1972830673749,3,17.094489837372407,B
301,116.9,108.5,0.5002,0.3504,0.7797999999999998,46.1,15.9,5.0,0.8181818181818182,0.8,1609.6031432446812,6,19.869709674756912,108.2,109.3,0.46790000000000004,0.3393,0.8219000000000001,45.2,14.3,6.9,0.6818181818181818,0.4444444444444444,1554.9635957812172,3,16.76012944612631,A
302,116.7,113.4,0.48839999999999995,0.38259999999999994,0.7477999999999999,44.8,15.5,4.1,0.6521739130434783,0.9,1528.9801428780638,2,17.327807300747182,116.0,116.1,0.47300000000000003,0.32420000000000004,0.7029,43.2,13.5,6.1,0.38095238095238093,0.2,1450.9572937034072,-1,16.394219475995172,A
303,107.6,114.2,0.45269999999999994,0.3753,0.8125,44.3,12.7,4.1,0.47619047619047616,0.6666666666666666,1462.4934817515682,-1,14.105447695808303,113.6,111.6,0.4746,0.34840000000000004,0.7673000000000001,39.8,15.4,5.8,0.45,0.4,1486.2227054248485,-4,15.677356148889611,B
304,111.3,101.1,0.4800000000000001,0.38930000000000003,0.7527,45.1,16.4,5.0,0.5263157894736842,0.2222222222222222,1544.4731367336444,3,18.051667951616903,105.6,104.5,0.4546999999999999,0.3377,0.6820999999999999,47.5,16.3,7.2,0.5714285714285714,0.7,1517.1521763948467,1,16.0405563909572,B
305,107.2,114.2,0.4791,0.344,0.7751999999999999,37.1,14.6,5.3,0.19047619047619047,0.3,1381.762468891477,-3,13.358017449020632,110.4,108.6,0.4766,0.389,0.8373999999999999,40.1,13.4,5.4,0.45454545454545453,0.4,1474.7316425173963,-2,17.531355610146733,B
306,104.9,103.4,0.4648,0.3557,0.7539,41.2,13.4,7.9,0.6,0.5,1530.090058576292,-3,17.48091011872779,108.9,113.8,0.4361,0.3344,0.7461,45.5,14.7,3.3,0.36363636363636365,0.3,1455.6539681727795,-4,15.793751712108289,A
307,101.5,104.6,0.44370000000000004,0.3698,0.7544000000000001,46.2,14.3,3.1,0.2,0.1,1421.027771008985,-2,11.664314436560916,109.2,106.9,0.45420000000000005,0.34199999999999997,0.8023,43.6,13.6,5.2,0.5238095238095238,0.625,1520.5915373840783,1,16.803323171411332,B
308,105.7,110.9,0.4349,0.3645,0.6949000000000001,45.1,16.3,5.8,0.35,0.3,1453.121123912658,-2,15.425291149018872,119.5,116.9,0.47459999999999997,0.34230000000000005,0.7758,49.8,15.5,5.4,0.5,0.1,1509.2141867429598,1,18.86036143806412,A
309,113.7,109.6,0.4468,0.3367,0.7359,46.9,14.6,3.6,0.6111111111111112,0.7,1518.6673067386387,3,14.95449285669796,100.2,111.1,0.4298,0.33390000000000003,0.8093999999999999,41.8,15.6,3.7,0.22727272727272727,0.2,1386.478520898659,-4,13.776699420917783,A
310,107.8,114.4,0.4295999999999999,0.35910000000000003,0.7759,48.2,14.2,4.2,0.6190476190476191,0.7,1521.3330966708907,1,17.787685295260097,111.1,103.5,0.47359999999999997,0.3703,0.7583,47.1,14.0,5.0,0.6666666666666666,0.5555555555555556,1588.6233644377978,4,19.041026754468582,B
311,114.2,112.6,0.45439999999999997,0.354,0.808,43.7,12.2,4.5,0.5238095238095238,0.8,1538.9737884175383,2,17.86531478957803,97.8,105.9,0.4349,0.2757,0.6891,42.5,17.0,5.2,0.45454545454545453,0.4,1470.546123070553,1,13.616912090196452,B
312,109.3,99.9,0.4462,0.3216,0.7286,51.0,13.9,5.2,0.65,0.8,1565.8787749609205,1,16.854230526447825,104.7,116.1,0.4266,0.3028,0.7822000000000001,43.6,17.7,6.1,0.22727272727272727,0.2,1373.6631133020396,-1,14.214287096478397,A
313,108.0,116.9,0.4314,0.33209999999999995,0.8034000000000001,46.0,14.3,7.2,0.30434782608695654,0.3333333333333333,1421.7126012554659,-2,15.18599125815504,120.2,112.8,0.49709999999999993,0.3456,0.7173999999999999,48.2,15.0,5.9,0.7142857142857143,0.5,1623.0116140036428,1,18.708676774141242,A
314,117.2,110.1,0.4992,0.3499,0.7965,45.2,15.9,5.2,0.8260869565217391,0.8,1614.1241088728548,7,18.754058292475364,102.4,107.9,0.44559999999999994,0.3726,0.7498,44.7,13.6,2.8,0.19047619047619047,0.3,1405.3729125609589,-3,17.725400894304514,A
