,PTS_A,PTS_CON_A,FG_PCT_A,FG3_PCT_A,FT_PCT_A,REB_A,TOV_A,BLK_A,SEASON_A_PCT,H/A_A,ELO_A,STREAK_A,PER_A,PTS_B,PTS_CON_B,FG_PCT_B,FG3_PCT_B,FT_PCT_B,REB_B,TOV_B,BLK_B,SEASON_B_PCT,H/A_B,ELO_B,STREAK_B,PER_B,WINNER
527,97.4,100.2,0.46530000000000005,0.33060000000000006,0.7868,38.8,14.0,6.5,0.5142857142857142,0.4,1494.4870197761566,-1,14.697431865279638,113.5,105.5,0.44980000000000003,0.365,0.7677000000000002,44.8,13.1,3.9,0.5714285714285714,0.9,1562.4084401943903,4,17.796675280607097,B
528,110.5,99.3,0.493,0.3752,0.7581,46.5,15.1,5.5,0.6666666666666666,0.8,1612.5669842026248,4,18.820786596965405,113.3,115.4,0.46159999999999995,0.3774,0.7186,48.1,19.0,5.4,0.3142857142857143,0.4,1389.3900636374387,2,14.811690642173156,A
529,96.5,104.3,0.4175,0.3332,0.7775,44.7,15.6,5.2,0.45714285714285713,0.4,1459.930850109337,2,11.778552596559585,112.0,112.3,0.4548,0.3718,0.764,44.7,13.4,5.0,0.4857142857142857,0.6,1501.0658447027595,-1,14.885366374825548,B
530,112.4,108.0,0.4699999999999999,0.3473,0.6807,47.3,15.5,5.7,0.6285714285714286,0.8,1582.1875479089772,-1,17.984622579184393,112.8,115.4,0.44989999999999997,0.34069999999999995,0.7379,44.9,14.7,4.2,0.4857142857142857,0.1,1503.0690472914773,1,16.533945939896828,A
531,110.3,113.6,0.4588,0.32089999999999996,0.7507,46.5,13.7,5.0,0.43243243243243246,0.5,1492.2484613514139,-1,13.499491004065147,115.6,115.5,0.4579,0.3358,0.7723,45.6,12.2,5.5,0.4722222222222222,0.5,1510.5390011738884,1,17.63087679158273,A
532,115.7,119.7,0.48710000000000003,0.4271,0.8173999999999999,44.8,16.5,3.4,0.5833333333333334,0.6,1517.852316761206,-1,18.544542865540794,114.5,112.7,0.4711,0.35530000000000006,0.7565000000000001,46.6,13.5,5.1,0.6216216216216216,0.5,1535.7082889238256,-1,20.920250067708473,B
533,103.7,108.3,0.4434000000000001,0.34270000000000006,0.7355,45.5,16.9,5.2,0.47058823529411764,0.3,1466.3365971987778,-2,14.347538956655875,110.6,103.3,0.4561,0.32730000000000004,0.7612,48.9,13.4,6.8,0.7142857142857143,0.8,1633.5370043851435,3,16.98680786422252,B
534,109.2,110.7,0.45400000000000007,0.383,0.7895999999999999,45.4,13.9,4.6,0.5675675675675675,0.3,1516.7926220173383,1,17.339143446958616,117.7,121.7,0.4555999999999999,0.37590000000000007,0.7390000000000001,43.6,12.2,5.4,0.5277777777777778,0.6,1479.074336515826,-1,17.384710197720185,A
535,105.2,118.9,0.4231000000000001,0.36129999999999995,0.7666999999999999,42.9,12.7,3.3,0.24324324324324326,0.2,1337.943863244841,-7,14.152430248824356,107.8,108.0,0.45729999999999993,0.3470000000000001,0.797,45.8,14.6,5.0,0.6764705882352942,0.8,1581.4713225394783,2,17.96663672607183,B
536,105.8,105.6,0.4412,0.3417,0.8074999999999999,44.3,12.1,5.3,0.7105263157894737,0.7,1566.2924323207183,1,16.72003089819265,108.7,101.1,0.46320000000000006,0.373,0.7083999999999999,48.2,16.5,4.9,0.4864864864864865,0.4,1540.0461222428178,1,18.26600816682076,A
537,113.2,106.4,0.4664,0.34209999999999996,0.6862999999999999,48.0,14.7,5.4,0.6388888888888888,0.5,1594.1440620182489,1,18.183381124636977,114.1,113.0,0.49399999999999994,0.34409999999999996,0.6523999999999999,45.8,15.5,4.8,0.5675675675675675,0.7,1534.7397835876075,1,16.954242575742143,A
538,97.5,105.6,0.4184,0.3376,0.7743,44.8,15.2,5.0,0.4444444444444444,0.3,1443.5571068464596,-1,13.395889510098172,95.3,99.3,0.45260000000000006,0.3498,0.7844,42.1,15.1,4.9,0.2702702702702703,0.3,1374.6825589723674,-1,13.847937962014242,A
539,114.8,113.8,0.47509999999999997,0.36100000000000004,0.7605000000000001,47.3,14.2,5.3,0.631578947368421,0.6,1542.9406411985747,1,17.792923627866717,114.5,115.3,0.4678999999999999,0.3498,0.8149,43.6,14.3,5.9,0.23684210526315788,0.2,1368.1012319011386,-3,15.34748295342516,A
540,111.0,114.2,0.45730000000000004,0.33690000000000003,0.7542,46.2,13.4,4.4,0.4473684210526316,0.2,1502.6463967012419,1,17.876678874773223,116.0,115.0,0.48360000000000003,0.3854,0.7692,44.1,15.1,4.0,0.4473684210526316,0.6,1468.669988181289,-2,17.854783445211503,B
541,116.2,116.2,0.45829999999999993,0.3399,0.7742999999999999,45.3,11.3,5.8,0.4594594594594595,0.4,1500.1410658240604,-1,17.28790628436305,114.9,114.4,0.45579999999999987,0.3557,0.8290999999999998,42.9,13.4,5.6,0.5833333333333334,0.6,1557.7680401214477,-1,17.04476840193733,B
542,100.2,111.1,0.4377999999999999,0.3241,0.7581,43.0,12.9,2.9,0.21621621621621623,0.3,1347.5575112795686,-6,14.449006337834927,102.7,100.2,0.4412,0.34890000000000004,0.6773999999999999,47.6,13.8,4.8,0.4857142857142857,0.6,1510.4582417348195,-1,16.36682009348324,B
543,112.6,111.6,0.4559,0.38230000000000003,0.7697,45.1,13.0,4.7,0.5,0.6,1517.4395879656367,1,13.744742136041763,111.6,116.9,0.44509999999999994,0.34219999999999995,0.74,46.2,16.2,4.0,0.4722222222222222,0.1,1491.1125331822057,-1,15.889796578953835,B
544,113.5,117.2,0.46180000000000004,0.3823,0.7182,48.3,18.9,4.8,0.3055555555555556,0.4,1386.0504493776361,-1,15.371391693752425,115.4,120.3,0.4774999999999999,0.3362,0.7753,38.9,15.2,3.7,0.3783783783783784,0.7,1413.9396103884947,1,17.969733537373042,B
545,103.3,108.8,0.43260000000000004,0.3362,0.7593,45.2,16.8,4.9,0.45714285714285713,0.2,1457.5274292732852,-3,13.25324440289862,97.6,101.0,0.46160000000000007,0.32130000000000003,0.756,39.3,13.6,6.5,0.5,0.4,1485.580994620513,-2,14.87284959848784,A
546,113.7,105.2,0.4447,0.3779,0.7743,45.2,13.8,3.8,0.5833333333333334,0.3,1571.314465350034,5,17.703857303074585,114.2,113.3,0.45619999999999994,0.354,0.787,47.2,13.5,6.1,0.6578947368421053,0.7,1567.8149673918324,2,18.46651715760893,A
547,114.7,100.4,0.5151,0.42119999999999996,0.7861999999999999,45.1,11.6,5.2,0.5526315789473685,0.9,1573.3198999429983,2,20.627746687275447,105.7,107.3,0.44400000000000006,0.32839999999999997,0.8039,44.5,12.2,5.3,0.717948717948718,0.5,1573.2950810988998,2,16.254223544856117,A
548,114.4,120.0,0.4358000000000001,0.3592,0.7452,45.1,12.4,5.2,0.5135135135135135,0.5,1472.9818047916328,-2,18.064871673526763,108.6,107.5,0.465,0.35940000000000005,0.7813999999999999,45.6,14.6,4.4,0.6857142857142857,0.6,1584.2528299119397,3,18.49273822748335,B
549,105.3,118.5,0.421,0.352,0.7532,43.1,11.9,3.4,0.23684210526315788,0.1,1335.1623558723795,-8,15.505523435261695,113.0,111.1,0.48180000000000006,0.3387,0.6561999999999999,48.1,15.9,5.2,0.5526315789473685,0.7,1528.0686094898915,-1,17.246127186202088,A
550,111.2,100.0,0.4891,0.37099999999999994,0.7532000000000001,45.4,13.8,5.4,0.6756756756756757,0.6,1615.9065984624274,5,18.62307876774952,94.8,99.7,0.44980000000000003,0.3562,0.7468999999999999,41.3,13.5,4.6,0.2631578947368421,0.3,1358.827665718587,-2,15.139499286775958,A
551,117.3,119.6,0.473,0.3452,0.8149,43.3,14.5,5.7,0.23076923076923078,0.2,1364.7960846304181,-4,16.02995424727979,117.1,119.3,0.4890999999999999,0.4191,0.8037999999999998,44.5,16.2,2.9,0.5675675675675675,0.5,1510.619964486457,-2,19.480465261592855,B
552,114.9,115.4,0.45169999999999993,0.367,0.7622,46.6,15.1,4.0,0.4864864864864865,0.1,1519.6932849539892,1,16.49796814914177,113.4,112.1,0.46979999999999994,0.36679999999999996,0.8158000000000001,41.2,13.6,6.3,0.5945945945945946,0.7,1567.5557355594242,1,16.82718547597517,B
553,98.1,112.2,0.43579999999999997,0.3366,0.7617,40.1,12.9,2.8,0.21052631578947367,0.2,1338.0129962191816,-7,14.566429555011878,109.0,101.1,0.4552999999999999,0.3735,0.7244,48.0,14.9,4.9,0.47368421052631576,0.4,1533.0434734646362,-1,18.22972227250253,B
554,114.3,117.1,0.4736999999999999,0.3377,0.7767999999999999,39.6,14.7,3.5,0.39473684210526316,0.2,1426.5898660562518,2,18.251729893583448,103.9,98.6,0.44770000000000004,0.3681,0.677,47.3,13.4,4.4,0.5,0.5,1520.0027567952066,1,15.861077615274779,B
555,114.1,105.5,0.46340000000000003,0.32789999999999997,0.6922,50.1,14.5,5.5,0.6486486486486487,0.5,1600.8152361159648,2,17.60753437008464,112.2,112.3,0.4605,0.38380000000000003,0.795,46.6,14.4,4.7,0.5789473684210527,0.7,1522.8851537415314,2,16.46911558019741,A
556,112.6,117.2,0.4577,0.3813,0.7083000000000002,48.9,18.2,5.2,0.2972972972972973,0.3,1373.4001937098792,-2,15.559801323416627,111.9,103.9,0.4718,0.3226,0.7448,47.4,13.3,7.0,0.7222222222222222,0.8,1642.3461723106361,4,16.965613938217352,B
557,113.4,113.6,0.4521,0.3294,0.7678999999999998,44.8,11.7,5.6,0.4473684210526316,0.5,1490.353370386084,-2,17.302316685948103,101.1,103.9,0.4403,0.3513,0.7665,44.7,14.9,5.7,0.4594594594594595,0.4,1459.41200010024,1,14.887017216686097,A
558,115.9,114.7,0.4827000000000001,0.387,0.7594,44.7,14.4,4.4,0.46153846153846156,0.5,1476.6091730241453,1,18.73941174415801,97.8,102.8,0.46630000000000005,0.3102,0.775,38.6,13.5,6.0,0.4864864864864865,0.3,1476.2817143125685,-3,15.68033759909604,A
559,112.9,114.8,0.4486,0.36629999999999996,0.7585,46.2,15.1,3.7,0.47368421052631576,0.1,1505.6051647861177,-1,15.634553083198467,115.6,113.8,0.47430000000000005,0.3639,0.7614,48.0,14.3,5.3,0.6410256410256411,0.7,1546.2457884692951,2,18.635517686284757,B
560,98.1,103.7,0.46929999999999994,0.3034,0.7723,39.2,14.1,6.0,0.47368421052631576,0.3,1466.5596058639546,-4,11.951127686215415,114.7,102.4,0.5126,0.42379999999999995,0.7969999999999999,44.8,11.8,4.5,0.5641025641025641,0.9,1588.549009987477,3,19.23494167858659,B
561,97.0,112.5,0.4346,0.35290000000000005,0.7653,39.0,12.6,2.7,0.20512820512820512,0.2,1329.637791320449,-8,13.143609330073893,113.1,115.5,0.4654000000000001,0.3496,0.7508999999999999,46.4,13.3,4.8,0.4358974358974359,0.2,1494.7072118583856,-1,16.469326402985274,B
562,102.7,107.4,0.4295,0.33799999999999997,0.7517,44.5,16.4,4.2,0.4722222222222222,0.5,1466.8267095812296,1,14.478274290008999,109.6,101.8,0.45389999999999997,0.36350000000000005,0.7394000000000001,47.5,14.3,5.4,0.48717948717948717,0.4,1541.4186783633688,1,18.715565891473197,B
563,114.6,107.5,0.4408,0.37270000000000003,0.7756000000000001,45.7,13.5,4.1,0.5945945945945946,0.4,1575.3044954884456,6,17.91758833240278,110.3,111.2,0.45260000000000006,0.3647,0.7901999999999999,47.8,14.8,4.8,0.5641025641025641,0.6,1519.3402661030048,-1,15.532955137453786,B
564,116.6,103.8,0.485,0.332,0.7495,48.5,13.4,7.2,0.7297297297297297,0.9,1648.9606530146714,5,21.464613192067034,105.1,110.5,0.4404,0.3163,0.7990000000000002,43.6,12.1,5.6,0.7,0.4,1558.0659710544212,-1,16.95691643157155,B
565,118.3,115.5,0.4606,0.36869999999999997,0.8111,47.9,13.1,5.6,0.6410256410256411,0.6,1563.8249372534208,-1,20.59135450913227,113.2,118.7,0.4389,0.3670000000000001,0.7319000000000001,44.2,11.9,5.2,0.5,0.5,1468.9732124096595,-3,16.985799304295465,A
566,110.5,108.2,0.47400000000000003,0.3703,0.7704000000000001,46.2,14.5,4.3,0.6944444444444444,0.9,1588.261422293913,4,18.504040146940945,110.2,113.1,0.45030000000000003,0.36900000000000005,0.7649999999999999,45.5,13.7,4.5,0.4864864864864865,0.2,1488.8588361938532,-1,14.295788616624632,A
567,97.3,101.9,0.4534999999999999,0.3435,0.7588,42.0,13.5,4.4,0.2564102564102564,0.2,1357.107836378578,-3,14.913360374942336,114.3,112.9,0.47590000000000005,0.38970000000000005,0.7677999999999999,44.7,15.4,4.3,0.475,0.6,1486.3312814727592,2,17.35432008027168,B
568,117.7,121.8,0.4806,0.36049999999999993,0.8089999999999999,40.7,14.6,5.9,0.225,0.2,1359.1893088091879,-5,16.004495971269506,108.8,112.8,0.4508,0.3652000000000001,0.7657999999999999,45.1,13.8,4.4,0.47368421052631576,0.2,1480.6701799427208,-2,14.356328697846637,B
569,101.7,106.8,0.4465,0.3513,0.7407999999999999,43.9,14.4,5.8,0.4473684210526316,0.4,1446.3879263157085,-1,15.63698583463933,120.5,117.9,0.5045999999999999,0.4285,0.8110999999999999,44.6,16.5,3.5,0.5789473684210527,0.5,1516.2267403076874,1,19.969975489242465,B
570,113.0,118.7,0.45929999999999993,0.3733,0.7144,47.6,17.9,5.0,0.2894736842105263,0.4,1366.785713005844,-3,15.96580530263655,107.0,98.4,0.4584,0.3627,0.6907,49.1,13.8,4.8,0.5135135135135135,0.7,1525.3086143470387,2,16.49135694043979,A
571,115.5,113.2,0.4631,0.344,0.7680999999999998,46.1,11.7,5.4,0.46153846153846156,0.6,1503.3774441706155,1,17.565104711074202,111.4,113.0,0.47240000000000004,0.32720000000000005,0.6645,48.4,16.0,5.3,0.5384615384615384,0.4,1513.1025696038273,-2,15.845679849287666,A
572,105.2,109.3,0.4365,0.3034,0.7939,43.7,11.5,5.8,0.7073170731707317,0.8,1569.4592445380567,1,13.89761163233411,111.8,101.9,0.49450000000000005,0.36310000000000003,0.7488000000000001,44.0,13.5,5.3,0.6842105263157895,0.7,1617.6264278024364,6,17.161998816926793,A
573,113.4,116.1,0.4622,0.3276,0.7994,41.1,15.0,3.4,0.38461538461538464,0.2,1421.2840085044197,-1,17.720270321434555,114.2,106.0,0.4593,0.319,0.7099,51.0,14.4,5.4,0.6578947368421053,0.8,1604.3601237544915,3,18.632737093264165,A
574,111.9,110.6,0.46519999999999995,0.36479999999999996,0.8076000000000001,41.8,12.7,5.8,0.6052631578947368,0.8,1581.6438557272957,2,19.714838164026826,111.6,110.2,0.4708,0.38449999999999995,0.7542,44.6,15.1,4.3,0.4878048780487805,0.6,1494.884659556636,3,14.066000152177576,A
575,114.2,108.8,0.43929999999999997,0.37179999999999996,0.7708999999999999,46.1,13.3,4.4,0.5789473684210527,0.9,1563.487100178856,-1,17.627980537150655,112.3,109.3,0.46950000000000003,0.3741,0.7671,46.8,13.9,4.3,0.7027027027027027,0.6,1596.4500785450455,5,18.479480500584042,A
576,116.2,101.4,0.5181,0.4223,0.7953000000000001,45.0,12.0,4.3,0.575,0.4,1598.4380928881333,4,19.859543640390182,101.9,108.0,0.42829999999999996,0.34869999999999995,0.7603,44.1,16.2,3.7,0.4594594594594595,0.4,1461.5899137947706,-1,13.66285627197789,A
577,106.6,118.4,0.41479999999999995,0.341,0.7432,44.4,11.3,3.1,0.2564102564102564,0.2,1350.1283957584437,1,15.673813532235577,108.2,108.6,0.4435999999999999,0.3468,0.7781,49.2,14.6,4.6,0.575,0.7,1531.1576614125943,1,14.655089188226036,B
578,111.7,102.7,0.47000000000000003,0.37270000000000003,0.7245999999999999,47.5,14.5,5.6,0.5,0.4,1546.6554741498278,2,20.019181172855536,116.8,105.9,0.4917999999999999,0.3405,0.7524,47.0,13.9,6.8,0.7105263157894737,0.8,1637.5673795310358,-1,19.712626065313373,B
579,109.0,111.0,0.46080000000000004,0.31930000000000003,0.6641,48.9,15.9,5.1,0.525,0.3,1494.9612404274574,-3,15.80071411700232,111.1,112.8,0.44530000000000003,0.35479999999999995,0.7470000000000001,47.8,15.8,3.9,0.46153846153846156,0.9,1498.9879956553661,-2,17.416365833758956,A
580,101.7,108.5,0.4364,0.3345,0.7282,44.5,13.4,5.5,0.4358974358974359,0.3,1438.5089745851326,-2,15.59050423405043,113.5,120.1,0.4394,0.39360000000000006,0.72,43.8,11.8,4.5,0.48717948717948717,0.5,1464.660992787838,-4,19.113243580793245,B
581,97.2,104.0,0.4538000000000001,0.32100000000000006,0.7806,39.9,14.7,5.7,0.46153846153846156,0.3,1456.6705229632983,-5,13.553446654538797,114.6,113.9,0.47700000000000004,0.3793,0.7571,45.2,13.0,5.2,0.45,0.5,1506.7654850070412,1,17.90892183661154,B
582,112.2,114.9,0.4549,0.31270000000000003,0.8112,41.5,14.2,3.7,0.4,0.2,1447.7471961200465,1,17.031422779139188,116.1,112.5,0.48040000000000005,0.362,0.754,48.0,13.7,5.3,0.65,0.7,1552.8629576000467,3,17.985397024365042,B
583,104.1,117.1,0.4072,0.3361,0.7602,44.6,11.4,2.5,0.25,0.2,1345.401188065068,-1,13.745272211175898,118.0,115.3,0.46529999999999994,0.3759,0.8218,46.6,12.7,6.4,0.65,0.6,1568.1371568752422,1,18.187989967748276,B
584,116.2,122.7,0.48019999999999996,0.3672,0.8132999999999999,39.9,15.4,5.8,0.21951219512195122,0.2,1354.5100349537665,-6,15.635502804400195,114.1,116.4,0.4431,0.3862,0.7098,45.7,11.2,4.5,0.5,0.5,1477.3969045511383,1,17.690196695113173,A
585,120.7,116.5,0.49689999999999995,0.41289999999999993,0.8211999999999999,45.5,14.7,3.6,0.5897435897435898,0.5,1524.1056920382632,2,20.182439680110164,110.7,111.3,0.4568,0.3691,0.7530999999999999,45.9,13.5,3.9,0.48717948717948717,0.2,1485.3494537981421,1,17.461090368677734,A
586,96.3,113.0,0.42889999999999995,0.3493,0.7783999999999999,39.1,13.4,3.0,0.2,0.2,1317.5795181717933,-9,13.536872817451,111.0,103.9,0.496,0.3466,0.7363000000000002,43.7,14.2,5.5,0.6666666666666666,0.6,1600.9901456572734,-1,18.97427195481517,B
587,105.2,99.3,0.45009999999999994,0.33890000000000003,0.6740999999999999,48.2,13.5,4.7,0.5,0.6,1494.874549271132,-1,15.305289428675971,112.7,112.0,0.4662,0.3658,0.7595000000000001,46.6,13.3,4.0,0.6842105263157895,0.5,1583.3682030204754,-1,20.28621191041362,B
588,110.9,112.5,0.4513,0.36669999999999997,0.7153,50.2,18.2,4.7,0.3076923076923077,0.3,1397.2197780817505,1,19.485950583692127,108.7,110.3,0.4485,0.33490000000000003,0.8237000000000002,42.7,11.8,5.8,0.7142857142857143,0.8,1586.0955266832198,2,17.104429987276546,B
589,113.1,111.3,0.45920000000000005,0.3414,0.7527999999999999,45.3,12.0,5.6,0.475,0.3,1521.5187733469854,2,17.448136524310097,111.9,108.0,0.45420000000000005,0.32089999999999996,0.6913,50.2,13.9,5.5,0.6410256410256411,0.7,1577.8969361388647,-1,17.332208163275492,A
590,102.2,109.2,0.43339999999999995,0.3368,0.7627,43.3,15.9,3.7,0.4473684210526316,0.2,1455.0317748112884,-2,13.750735491871305,108.7,109.2,0.4577,0.3144,0.6706000000000001,48.5,15.9,4.9,0.5365853658536586,0.6,1505.4929528265927,1,16.31523608880153,B
591,109.6,110.8,0.4629,0.3695,0.7767000000000001,45.3,16.4,4.3,0.47619047619047616,0.7,1482.914128148369,-1,14.619957282591635,109.2,111.9,0.4505,0.36619999999999997,0.7020000000000001,50.3,18.5,4.4,0.3,0.3,1394.7706578090015,-1,18.28712286923399,A
592,113.1,108.8,0.4742,0.375,0.817,41.7,12.7,5.6,0.6153846153846154,0.8,1593.6143871355628,3,19.985261443362496,112.3,105.5,0.5038,0.3498,0.7369,42.4,13.5,5.1,0.675,0.6,1603.4123168703106,1,16.638543406012495,A
593,117.5,105.7,0.48869999999999997,0.3405,0.7669999999999999,47.9,13.9,6.4,0.717948717948718,0.6,1645.639366260285,1,19.580647185285613,116.5,110.4,0.4521,0.3862,0.7664,45.6,13.1,4.0,0.5897435897435898,1.0,1576.568975703426,1,18.60186474568859,A
594,97.5,104.3,0.45710000000000006,0.3617,0.7464000000000001,42.4,14.0,4.0,0.25,0.3,1348.5544582947011,-4,15.961649744193322,109.4,109.5,0.44399999999999995,0.34,0.7571,50.0,14.0,4.7,0.5853658536585366,0.7,1535.88486910597,2,14.394588982593534,B
595,102.2,106.7,0.43499999999999994,0.3309,0.7444000000000001,45.8,13.7,5.3,0.425,0.3,1425.7730628218324,-3,16.179282615242332,112.2,103.9,0.4729,0.3819,0.72,46.9,13.6,5.8,0.4878048780487805,0.6,1538.5834874205786,-1,17.965789745791223,B
596,116.6,123.5,0.48860000000000003,0.3665,0.8103999999999999,38.0,15.6,5.9,0.23809523809523808,0.3,1363.9062083679348,1,16.619751351495733,108.7,111.0,0.4405,0.3458,0.7420000000000001,48.5,16.5,4.6,0.45,0.8,1488.4562832562308,-3,16.58260930811789,B
597,116.5,113.5,0.4801,0.3728,0.747,48.1,14.6,4.6,0.6585365853658537,0.6,1562.406752797877,4,18.1210506422018,112.7,116.3,0.4615,0.324,0.8228,41.2,14.4,3.9,0.3902439024390244,0.8,1438.2034009222161,-1,16.96061725477744,B
598,115.8,102.5,0.5162000000000001,0.4182,0.7825,44.3,12.2,3.9,0.5853658536585366,0.4,1604.9962318716155,5,20.23381521779799,97.4,104.4,0.45309999999999995,0.3263000000000001,0.7861,39.4,14.9,6.0,0.45,0.3,1443.6480238538193,-6,13.078252487399624,B
599,98.6,116.2,0.44099999999999995,0.3747,0.7885000000000001,37.5,13.8,2.8,0.1951219512195122,0.2,1315.157346958756,-10,14.887815655283724,116.4,113.2,0.4920000000000001,0.3785,0.7496,45.4,13.3,5.1,0.4634146341463415,0.6,1519.7879841165202,2,17.939560279174614,B
600,111.5,103.1,0.48739999999999994,0.3957,0.7666999999999999,45.1,12.6,3.7,0.5714285714285714,0.9,1587.9133531472519,-1,18.784624575586772,110.4,108.6,0.4548000000000001,0.3203,0.7013999999999999,47.9,13.7,5.4,0.625,0.5,1572.0228834531874,-2,16.704658110646626,A
601,116.3,108.5,0.48629999999999995,0.38029999999999997,0.8187999999999999,42.8,12.5,4.8,0.625,0.6,1614.6099752163534,4,21.077343216337148,104.9,100.0,0.45410000000000006,0.33609999999999995,0.6644999999999999,46.3,12.2,5.1,0.48717948717948717,0.6,1490.4409528158626,-2,18.054921397990608,B
602,113.9,114.7,0.44869999999999993,0.39970000000000006,0.7121000000000001,45.7,12.5,4.5,0.4878048780487805,0.5,1468.00073113697,-1,18.241027069332066,99.3,108.2,0.4298,0.3269,0.7590999999999999,42.2,15.7,3.7,0.4358974358974359,0.2,1444.9530333438354,-3,11.375082619857874,A
603,113.5,113.3,0.47090000000000004,0.3658,0.7487999999999999,47.2,14.0,3.8,0.6923076923076923,1.0,1587.801799475745,1,18.175131435277653,120.8,114.3,0.4978999999999999,0.4226,0.8222999999999999,46.3,14.5,4.6,0.6,0.5,1537.7350180103613,3,19.707082392627214,A
604,107.8,112.8,0.4396,0.3488,0.7150000000000001,50.1,19.1,4.9,0.2926829268292683,0.3,1384.900117842065,-2,16.986701045997613,117.5,113.5,0.48230000000000006,0.3727,0.7529999999999999,48.6,15.9,4.4,0.6428571428571429,0.8,1540.5649710069445,-1,16.234354409065098,A
605,119.2,115.5,0.4728,0.36829999999999996,0.8161999999999999,47.3,13.3,6.9,0.6585365853658537,0.6,1575.60632743071,2,18.288787377433273,99.1,104.6,0.45859999999999995,0.36619999999999997,0.7609,42.0,12.7,3.6,0.24390243902439024,0.3,1343.4173962319983,-5,15.545097690374902,A
606,103.7,118.3,0.40540000000000004,0.3298,0.7825,44.1,11.4,2.5,0.24390243902439024,0.2,1337.9320175096002,-2,12.316903159520447,114.0,109.8,0.5069000000000001,0.3637,0.7386,41.1,13.7,4.2,0.6585365853658537,0.6,1582.41672878952,-1,16.83322544170405,B
607,101.1,119.2,0.4405,0.3779,0.8169000000000001,37.1,14.2,2.5,0.19047619047619047,0.2,1309.4691512090617,-11,16.442669269744755,113.8,110.2,0.4344,0.37639999999999996,0.7746000000000002,46.1,13.3,4.5,0.575,0.9,1570.1610611817493,-1,14.491324490098743,B
608,112.8,108.7,0.4603999999999999,0.35100000000000003,0.792,50.1,14.2,4.8,0.5952380952380952,0.7,1541.0219311686728,3,15.567222167061953,110.6,114.2,0.4457,0.36550000000000005,0.7726,45.1,13.3,3.9,0.475,0.2,1471.720127826044,-1,14.20900172764208,A
609,112.0,102.9,0.4818999999999999,0.38020000000000004,0.7238999999999999,46.1,13.3,5.5,0.5,0.7,1546.295974995964,1,17.802787657695035,108.8,108.8,0.46709999999999996,0.3242,0.6708000000000001,48.4,16.1,5.1,0.5476190476190477,0.4,1515.5716942940458,2,16.500502963131925,A
610,107.5,108.4,0.4377,0.3452,0.7488000000000001,48.1,17.1,4.8,0.4634146341463415,0.1,1494.6482341585643,1,15.290447219185754,112.7,110.1,0.4577,0.34959999999999997,0.7499999999999999,44.6,12.3,5.6,0.4878048780487805,0.7,1527.3928260326627,3,18.201744913693098,A
611,113.2,113.3,0.4619,0.3388,0.8206999999999999,42.0,15.2,3.9,0.40476190476190477,0.8,1460.0451827131487,1,18.152021254977356,116.8,105.1,0.48649999999999993,0.3307,0.7703,48.0,13.8,6.6,0.725,0.6,1652.0472807819617,2,16.57658669381858,A
612,111.6,111.5,0.46230000000000004,0.3708,0.7736,46.2,17.0,5.0,0.4883720930232558,0.5,1492.7846681153055,1,15.540130107025043,109.2,110.8,0.45389999999999997,0.3429000000000001,0.8216000000000001,42.3,12.8,5.6,0.7209302325581395,0.8,1588.5446469559688,3,16.149758381585652,B
613,113.0,111.5,0.46579999999999994,0.3637,0.7479000000000001,47.8,13.3,4.3,0.7,0.5,1601.7646750296967,2,20.483560545135948,111.4,119.0,0.4837000000000001,0.36310000000000003,0.806,36.7,15.6,6.0,0.23255813953488372,0.3,1357.7142574656013,-1,16.37522404976894,B
614,100.9,109.6,0.4335,0.3323,0.783,41.8,16.1,3.5,0.425,0.2,1435.4383515796312,-4,15.305667064609002,118.3,114.3,0.48500000000000004,0.4176,0.8109,46.1,14.5,4.7,0.5853658536585366,0.5,1523.7721424564095,-1,20.473791048002948,A
615,115.5,108.0,0.48819999999999997,0.3862,0.8320000000000001,42.9,13.1,5.3,0.6097560975609756,0.5,1593.648323044519,-1,19.945711903584854,103.5,108.3,0.4422,0.3461,0.7476999999999999,45.2,14.0,5.2,0.4146341463414634,0.4,1418.0605752464471,-4,17.341689909132803,B
616,106.3,100.0,0.4633,0.3592,0.6681999999999999,45.3,12.2,5.1,0.5,0.6,1511.402604987697,1,17.6275325203434,97.8,103.1,0.4519,0.31720000000000004,0.7666,41.0,14.4,5.8,0.4634146341463415,0.2,1460.7309025781828,1,12.941557006997346,A
617,111.3,103.4,0.4662,0.36429999999999996,0.7339,48.4,13.4,5.8,0.5116279069767442,0.8,1559.8499686162954,2,17.392214505859553,100.7,109.6,0.45949999999999996,0.37960000000000005,0.7791,41.0,13.1,3.2,0.23809523809523808,0.3,1334.467116693803,-6,14.605477145247441,A
618,110.4,118.3,0.4417000000000001,0.3588,0.77,45.1,12.9,3.6,0.4634146341463415,0.2,1454.6798159090208,-2,16.08286534915761,114.9,115.0,0.46240000000000003,0.404,0.7147,46.2,13.5,4.8,0.5,0.5,1477.5154129011742,1,18.431437710116747,B
619,118.9,113.3,0.5001,0.37470000000000003,0.7752000000000001,45.7,13.5,5.1,0.47619047619047616,0.3,1525.4761798662146,3,19.37690563361392,114.4,109.6,0.4640000000000001,0.3626999999999999,0.7506999999999999,46.0,12.4,6.1,0.47619047619047616,0.6,1520.2880520343963,-1,18.044415810513883,B
