,PTS_A,FG_PCT_A,FG3_PCT_A,FT_PCT_A,REB_A,TOV_A,BLK_A,PTS_B,FG_PCT_B,FG3_PCT_B,FT_PCT_B,REB_B,TOV_A,BLK_B,WINNER
492,119.5,0.47300000000000003,0.3888999999999999,0.8215,46.3,14.0,5.1,112.2,0.47220000000000006,0.3913,0.7302,47.1,16.3,6.3,A
493,113.7,0.46559999999999996,0.35279999999999995,0.7377,48.3,13.9,5.1,103.7,0.4638,0.35530000000000006,0.7969999999999999,38.7,16.8,4.7,A
494,111.9,0.48710000000000003,0.3802,0.817,41.2,14.0,6.0,113.9,0.488,0.31800000000000006,0.8093,46.2,16.3,5.2,A
495,102.0,0.44639999999999996,0.3784,0.7975999999999999,43.9,14.9,3.3,105.9,0.43709999999999993,0.36920000000000003,0.7117,46.5,17.0,6.4,B
496,111.1,0.43129999999999996,0.3184,0.7586999999999999,48.0,15.7,3.6,103.4,0.4645,0.3585,0.7272000000000001,42.6,15.0,5.6,B
497,108.9,0.47170000000000006,0.36269999999999997,0.7219,44.6,14.6,4.2,104.2,0.429,0.37689999999999996,0.8113999999999999,44.7,12.1,4.3,A
498,106.3,0.44299999999999995,0.37360000000000004,0.7809,43.9,14.7,4.9,106.6,0.4377,0.2935,0.7665,43.6,18.4,5.6,B
499,114.4,0.45519999999999994,0.3418,0.8130000000000001,45.6,13.6,5.0,110.9,0.43570000000000003,0.3201,0.7224,45.0,11.9,3.7,A
500,99.7,0.43299999999999994,0.33019999999999994,0.8207000000000001,41.3,16.5,4.6,111.7,0.4652,0.32410000000000005,0.7228000000000001,41.1,13.9,6.0,A
501,109.1,0.477,0.383,0.7478,45.1,17.5,4.6,117.7,0.4837000000000001,0.354,0.7405999999999999,49.8,15.3,6.6,B
502,103.7,0.4638,0.35530000000000006,0.7969999999999999,38.7,16.8,4.7,108.2,0.4706999999999999,0.36419999999999997,0.7195,44.2,14.8,3.9,B
503,104.2,0.429,0.37689999999999996,0.8113999999999999,44.7,12.1,4.3,119.5,0.47300000000000003,0.3888999999999999,0.8215,46.3,14.0,5.1,A
504,101.2,0.44220000000000004,0.28559999999999997,0.6812999999999999,40.9,14.8,5.9,109.8,0.44509999999999994,0.3147,0.7817000000000001,47.5,16.6,7.1,A
505,110.5,0.4410999999999999,0.33340000000000003,0.7952999999999999,50.5,14.8,4.3,106.8,0.4638,0.3478,0.8196999999999999,45.4,14.5,6.5,B
506,122.4,0.4929,0.35040000000000004,0.7483,49.1,14.6,5.4,110.9,0.43570000000000003,0.3201,0.7224,45.0,11.9,3.7,A
507,105.9,0.4346,0.2955,0.7767,42.7,17.1,5.7,100.5,0.44909999999999994,0.37639999999999996,0.7958999999999999,43.3,14.5,3.3,A
508,111.7,0.4652,0.32410000000000005,0.7228000000000001,41.1,13.9,6.0,116.8,0.4725999999999999,0.3782,0.8161000000000002,44.4,13.9,4.5,A
509,102.0,0.4604000000000001,0.353,0.7651000000000001,38.5,13.5,6.6,107.4,0.44480000000000003,0.33320000000000005,0.7664000000000001,45.0,12.9,6.1,B
510,117.7,0.4837000000000001,0.354,0.7405999999999999,49.8,15.3,6.6,107.1,0.4635000000000001,0.3433,0.7635,40.1,14.7,6.1,B
511,112.3,0.46440000000000003,0.37489999999999996,0.7095,45.3,15.0,3.9,109.8,0.4666,0.3629,0.7162999999999999,47.9,16.7,6.2,B
512,111.9,0.48710000000000003,0.3802,0.817,41.2,14.0,6.0,111.1,0.43129999999999996,0.3184,0.7586999999999999,48.0,15.7,3.6,A
513,103.6,0.42919999999999997,0.3537,0.7988000000000001,43.8,14.9,4.4,104.4,0.4314,0.3586,0.6961,47.2,16.6,6.9,A
514,115.6,0.4795,0.3569,0.7545999999999999,45.8,16.4,5.3,109.2,0.43970000000000004,0.3538,0.7771000000000001,49.4,14.7,4.0,B
515,113.7,0.46559999999999996,0.35279999999999995,0.7377,48.3,13.9,5.1,109.1,0.477,0.383,0.7478,45.1,17.5,4.6,B
516,115.6,0.4907,0.3195,0.8213000000000001,47.8,16.8,4.3,98.8,0.42300000000000004,0.3133,0.8267999999999999,42.1,16.8,4.5,A
517,104.2,0.429,0.37689999999999996,0.8113999999999999,44.7,12.1,4.3,107.4,0.44480000000000003,0.33320000000000005,0.7664000000000001,45.0,12.9,6.1,A
518,103.7,0.4638,0.35530000000000006,0.7969999999999999,38.7,16.8,4.7,107.7,0.47140000000000004,0.3627000000000001,0.8173999999999999,43.6,14.4,6.6,B
519,102.7,0.45870000000000005,0.3559,0.7705,40.2,13.9,7.0,107.1,0.4635000000000001,0.3433,0.7635,40.1,14.7,6.1,B
520,103.6,0.45909999999999995,0.3618,0.7565999999999999,42.2,14.9,5.3,105.9,0.4346,0.2955,0.7767,42.7,17.1,5.7,A
521,111.9,0.48710000000000003,0.3802,0.817,41.2,14.0,6.0,116.8,0.4725999999999999,0.3782,0.8161000000000002,44.4,13.9,4.5,B
522,113.7,0.46559999999999996,0.35279999999999995,0.7377,48.3,13.9,5.1,109.1,0.477,0.383,0.7478,45.1,17.5,4.6,A
523,119.1,0.4765,0.35039999999999993,0.7598,50.5,15.1,6.3,104.9,0.4394,0.3608,0.8156000000000001,43.7,15.1,4.4,A
524,119.4,0.47140000000000004,0.38459999999999994,0.8256,46.9,13.3,4.9,115.6,0.4795,0.3569,0.7545999999999999,45.8,16.4,5.3,B
525,112.2,0.43479999999999996,0.3176,0.7459999999999999,47.9,15.4,3.8,122.5,0.49300000000000005,0.3421,0.7417,48.9,14.6,5.8,B
526,109.2,0.43970000000000004,0.3538,0.7771000000000001,49.4,14.7,4.0,112.3,0.46440000000000003,0.37489999999999996,0.7095,45.3,15.0,3.9,A
527,111.7,0.4483,0.3326,0.7807999999999999,47.0,15.5,7.6,109.1,0.46860000000000007,0.3642,0.7444999999999999,44.5,14.2,4.4,B
528,115.6,0.4907,0.3195,0.8213000000000001,47.8,16.8,4.3,100.7,0.4403,0.28359999999999996,0.6910999999999998,41.0,15.4,5.5,A
529,113.7,0.46559999999999996,0.35279999999999995,0.7377,48.3,13.9,5.1,109.8,0.4666,0.3629,0.7162999999999999,47.9,16.7,6.2,A
530,108.9,0.47709999999999997,0.3677,0.8237,40.6,14.6,5.8,98.8,0.42300000000000004,0.3133,0.8267999999999999,42.1,16.8,4.5,A
531,115.6,0.4795,0.3569,0.7545999999999999,45.8,16.4,5.3,105.5,0.46980000000000005,0.3591000000000001,0.8187,37.8,16.3,4.7,A
532,119.1,0.4765,0.35039999999999993,0.7598,50.5,15.1,6.3,108.9,0.42990000000000006,0.31910000000000005,0.7347999999999999,45.8,12.9,3.8,B
533,104.9,0.4394,0.3608,0.8156000000000001,43.7,15.1,4.4,108.7,0.4478000000000001,0.3244,0.7807000000000001,44.8,13.1,6.0,B
534,100.5,0.44909999999999994,0.37639999999999996,0.7958999999999999,43.3,14.5,3.3,104.4,0.4314,0.3586,0.6961,47.2,16.6,6.9,B
535,114.7,0.46399999999999997,0.3512,0.819,45.1,13.9,4.5,109.1,0.477,0.383,0.7478,45.1,17.5,4.6,B
536,103.2,0.4255,0.27199999999999996,0.7674,43.0,17.4,5.7,111.3,0.454,0.31370000000000003,0.7397,42.5,13.3,6.3,B
537,112.2,0.43479999999999996,0.3176,0.7459999999999999,47.9,15.4,3.8,102.7,0.45870000000000005,0.3559,0.7705,40.2,13.9,7.0,A
538,107.5,0.46370000000000006,0.34009999999999996,0.7881,39.0,14.9,5.7,107.7,0.46740000000000004,0.33790000000000003,0.8078999999999998,44.4,14.6,6.8,A
539,106.3,0.4428000000000001,0.403,0.7905999999999999,44.6,12.6,4.1,116.0,0.4902,0.3345,0.8126,47.9,17.0,4.5,A
540,109.3,0.45359999999999995,0.3742,0.7006000000000001,45.4,14.4,4.0,109.1,0.46860000000000007,0.3642,0.7444999999999999,44.5,14.2,4.4,B
541,111.7,0.4483,0.3326,0.7807999999999999,47.0,15.5,7.6,109.8,0.4666,0.3629,0.7162999999999999,47.9,16.7,6.2,A
542,102.9,0.4585000000000001,0.34740000000000004,0.7213,42.5,15.0,4.6,99.6,0.4231,0.3175,0.8015000000000001,42.4,16.4,4.5,A
543,105.5,0.46980000000000005,0.3591000000000001,0.8187,37.8,16.3,4.7,119.4,0.47140000000000004,0.38459999999999994,0.8256,46.9,13.3,4.9,B
544,109.1,0.4753,0.37720000000000004,0.736,45.4,16.8,4.4,108.4,0.4449000000000001,0.33110000000000006,0.7897000000000001,45.0,13.7,5.4,B
545,103.1,0.457,0.3804,0.7771000000000001,44.7,14.5,3.1,100.7,0.4403,0.28359999999999996,0.6910999999999998,41.0,15.4,5.5,B
546,112.9,0.4673,0.32510000000000006,0.7150000000000001,42.3,13.5,6.1,104.4,0.4314,0.3586,0.6961,47.2,16.6,6.9,B
547,108.8,0.44020000000000004,0.32530000000000003,0.7178000000000001,50.4,13.8,5.0,109.2,0.43970000000000004,0.3538,0.7771000000000001,49.4,14.7,4.0,A
548,103.2,0.4255,0.27199999999999996,0.7674,43.0,17.4,5.7,121.6,0.5016,0.3403,0.7267,47.4,14.6,5.4,B
549,107.9,0.449,0.3581,0.8263999999999999,45.8,15.4,4.5,109.5,0.47750000000000004,0.37079999999999996,0.8299,41.1,14.5,5.8,A
550,111.0,0.44210000000000005,0.3341,0.7414,44.9,13.5,3.7,102.7,0.45870000000000005,0.3559,0.7705,40.2,13.9,7.0,A
551,109.1,0.4753,0.37720000000000004,0.736,45.4,16.8,4.4,118.3,0.48230000000000006,0.36700000000000005,0.7545999999999999,45.7,15.6,5.1,B
552,102.7,0.45870000000000005,0.3559,0.7705,40.2,13.9,7.0,106.3,0.4428000000000001,0.403,0.7905999999999999,44.6,12.6,4.1,B
553,103.1,0.457,0.3804,0.7771000000000001,44.7,14.5,3.1,118.9,0.4755,0.3549,0.7575000000000001,50.3,14.6,6.1,B
554,112.1,0.4391,0.3242,0.7331,46.5,15.0,3.2,100.7,0.4403,0.28359999999999996,0.6910999999999998,41.0,15.4,5.5,B
555,107.5,0.46370000000000006,0.34009999999999996,0.7881,39.0,14.9,5.7,108.1,0.43879999999999997,0.3499,0.7696000000000001,48.6,14.2,4.4,B
556,121.6,0.5016,0.3403,0.7267,47.4,14.6,5.4,116.0,0.4902,0.3345,0.8126,47.9,17.0,4.5,B
557,107.7,0.46740000000000004,0.33790000000000003,0.8078999999999998,44.4,14.6,6.8,109.3,0.45359999999999995,0.3742,0.7006000000000001,45.4,14.4,4.0,A
558,108.1,0.4641,0.35930000000000006,0.7439,45.2,14.7,4.9,116.3,0.46769999999999995,0.3644,0.8102,44.2,13.3,4.6,A
559,99.6,0.4231,0.3175,0.8015000000000001,42.4,16.4,4.5,111.0,0.44210000000000005,0.3341,0.7414,44.9,13.5,3.7,B
560,106.0,0.4694000000000001,0.34730000000000005,0.8055,38.3,15.5,5.0,116.3,0.46769999999999995,0.3644,0.8102,44.2,13.3,4.6,B
561,109.5,0.47750000000000004,0.37079999999999996,0.8299,41.1,14.5,5.8,117.8,0.4659,0.3546,0.8174000000000001,46.7,12.3,5.1,B
562,105.4,0.4305,0.293,0.7623000000000001,43.4,16.7,5.7,103.9,0.4276,0.36160000000000003,0.7004,46.8,15.6,6.6,A
563,107.9,0.449,0.3581,0.8263999999999999,45.8,15.4,4.5,108.8,0.46110000000000007,0.3633,0.7168000000000001,47.1,16.5,6.1,A
564,116.1,0.4854,0.3265,0.7996999999999999,48.3,16.6,4.9,102.9,0.4585000000000001,0.34740000000000004,0.7213,42.5,15.0,4.6,A
565,112.9,0.4673,0.32510000000000006,0.7150000000000001,42.3,13.5,6.1,108.8,0.44020000000000004,0.32530000000000003,0.7178000000000001,50.4,13.8,5.0,A
566,108.4,0.4449000000000001,0.33110000000000006,0.7897000000000001,45.0,13.7,5.4,111.0,0.44210000000000005,0.3341,0.7414,44.9,13.5,3.7,A
567,107.5,0.46370000000000006,0.34009999999999996,0.7881,39.0,14.9,5.7,108.1,0.4641,0.35930000000000006,0.7439,45.2,14.7,4.9,A
568,108.3,0.45820000000000005,0.39570000000000005,0.7866000000000001,44.3,12.4,3.8,112.1,0.4391,0.3242,0.7331,46.5,15.0,3.2,A
569,110.5,0.4469999999999999,0.34209999999999996,0.7754999999999999,46.4,14.7,7.5,108.1,0.43879999999999997,0.3499,0.7696000000000001,48.6,14.2,4.4,B
570,100.0,0.4431,0.2818,0.7023999999999999,42.2,16.8,5.0,121.6,0.5016,0.3403,0.7267,47.4,14.6,5.4,B
571,108.8,0.46110000000000007,0.3633,0.7168000000000001,47.1,16.5,6.1,109.1,0.4753,0.37720000000000004,0.736,45.4,16.8,4.4,A
572,110.9,0.47590000000000005,0.3842,0.8282999999999999,40.5,13.5,5.2,109.6,0.4565,0.37439999999999996,0.7248000000000001,44.6,14.6,4.3,B
573,102.4,0.45710000000000006,0.3593,0.7522,41.3,13.7,8.1,118.9,0.4755,0.3549,0.7575000000000001,50.3,14.6,6.1,B
574,116.4,0.48100000000000004,0.3316,0.715,42.9,13.8,6.2,118.3,0.48230000000000006,0.36700000000000005,0.7545999999999999,45.7,15.6,5.1,B
575,110.5,0.4469999999999999,0.34209999999999996,0.7754999999999999,46.4,14.7,7.5,108.2,0.46790000000000004,0.3393,0.8219000000000001,45.2,14.3,6.9,B
576,106.0,0.4694000000000001,0.34730000000000005,0.8055,38.3,15.5,5.0,109.6,0.4565,0.37439999999999996,0.7248000000000001,44.6,14.6,4.3,A
577,117.8,0.4659,0.3546,0.8174000000000001,46.7,12.3,5.1,114.7,0.4575,0.3759,0.7879,43.6,12.9,4.4,A
578,103.2,0.45570000000000005,0.3742,0.7767000000000001,46.1,14.7,3.2,106.3,0.47309999999999997,0.37670000000000003,0.7369,43.5,14.9,5.1,B
579,103.9,0.4276,0.36160000000000003,0.7004,46.8,15.6,6.6,108.1,0.4641,0.35930000000000006,0.7439,45.2,14.7,4.9,B
580,106.2,0.4378,0.3028,0.7708000000000002,43.5,17.4,5.5,116.1,0.4854,0.3265,0.7996999999999999,48.3,16.6,4.9,B
581,107.2,0.4484,0.3651,0.8200999999999998,45.9,15.2,4.5,108.8,0.44020000000000004,0.32530000000000003,0.7178000000000001,50.4,13.8,5.0,A
582,113.7,0.4468,0.3367,0.7359,46.9,14.6,3.6,108.8,0.46110000000000007,0.3633,0.7168000000000001,47.1,16.5,6.1,B
583,111.0,0.44210000000000005,0.3341,0.7414,44.9,13.5,3.7,106.2,0.4378,0.3028,0.7708000000000002,43.5,17.4,5.5,A
584,109.2,0.45420000000000005,0.34199999999999997,0.8023,43.6,13.6,5.2,106.3,0.47309999999999997,0.37670000000000003,0.7369,43.5,14.9,5.1,A
585,122.0,0.4992,0.337,0.7202,48.0,15.0,5.8,110.8,0.46640000000000004,0.3457,0.7721,39.9,15.3,5.6,A
586,98.7,0.4245,0.33320000000000005,0.8099999999999999,41.9,15.7,4.1,108.1,0.43879999999999997,0.3499,0.7696000000000001,48.6,14.2,4.4,B
587,110.9,0.47590000000000005,0.3842,0.8282999999999999,40.5,13.5,5.2,100.0,0.4431,0.2818,0.7023999999999999,42.2,16.8,5.0,B
588,108.2,0.47940000000000005,0.3446,0.7872,37.9,14.4,5.3,109.1,0.4753,0.37720000000000004,0.736,45.4,16.8,4.4,B
589,116.7,0.48839999999999995,0.38259999999999994,0.7477999999999999,44.8,15.5,4.1,116.4,0.48100000000000004,0.3316,0.715,42.9,13.8,6.2,B
590,108.3,0.45820000000000005,0.39570000000000005,0.7866000000000001,44.3,12.4,3.8,104.9,0.4648,0.3557,0.7539,41.2,13.4,7.9,B
591,103.2,0.45570000000000005,0.3742,0.7767000000000001,46.1,14.7,3.2,118.9,0.475,0.3557,0.78,48.8,15.3,5.6,B
592,108.3,0.45820000000000005,0.39570000000000005,0.7866000000000001,44.3,12.4,3.8,108.8,0.44020000000000004,0.32530000000000003,0.7178000000000001,50.4,13.8,5.0,A
593,109.2,0.45420000000000005,0.34199999999999997,0.8023,43.6,13.6,5.2,105.7,0.4349,0.3645,0.6949000000000001,45.1,16.3,5.8,B
594,109.6,0.4565,0.37439999999999996,0.7248000000000001,44.6,14.6,4.3,113.7,0.4468,0.3367,0.7359,46.9,14.6,3.6,A
595,111.1,0.47359999999999997,0.3703,0.7583,47.1,14.0,5.0,117.3,0.46349999999999997,0.3618,0.8015000000000001,48.0,13.2,5.4,A
596,106.2,0.4378,0.3028,0.7708000000000002,43.5,17.4,5.5,116.7,0.48839999999999995,0.38259999999999994,0.7477999999999999,44.8,15.5,4.1,A
597,108.2,0.46790000000000004,0.3393,0.8219000000000001,45.2,14.3,6.9,100.2,0.4298,0.33390000000000003,0.8093999999999999,41.8,15.6,3.7,A
598,108.0,0.4314,0.33209999999999995,0.8034000000000001,46.0,14.3,7.2,106.3,0.47309999999999997,0.37670000000000003,0.7369,43.5,14.9,5.1,B
599,103.2,0.45570000000000005,0.3742,0.7767000000000001,46.1,14.7,3.2,113.6,0.4746,0.34840000000000004,0.7673000000000001,39.8,15.4,5.8,B
600,107.8,0.4295999999999999,0.35910000000000003,0.7759,48.2,14.2,4.2,114.2,0.45439999999999997,0.354,0.808,43.7,12.2,4.5,A
601,97.8,0.4349,0.2757,0.6891,42.5,17.0,5.2,106.6,0.45430000000000004,0.3525999999999999,0.7041999999999999,47.2,16.1,6.5,A
602,111.3,0.4800000000000001,0.38930000000000003,0.7527,45.1,16.4,5.0,109.0,0.45380000000000004,0.359,0.7979,46.7,14.5,4.6,A
603,116.4,0.48100000000000004,0.3316,0.715,42.9,13.8,6.2,120.2,0.49709999999999993,0.3456,0.7173999999999999,48.2,15.0,5.9,A
604,108.9,0.4361,0.3344,0.7461,45.5,14.7,3.3,116.9,0.5002,0.3504,0.7797999999999998,46.1,15.9,5.0,B
605,111.1,0.47359999999999997,0.3703,0.7583,47.1,14.0,5.0,107.2,0.4791,0.344,0.7751999999999999,37.1,14.6,5.3,B
606,113.7,0.4468,0.3367,0.7359,46.9,14.6,3.6,117.3,0.46349999999999997,0.3618,0.8015000000000001,48.0,13.2,5.4,A
607,109.2,0.45420000000000005,0.34199999999999997,0.8023,43.6,13.6,5.2,110.4,0.4766,0.389,0.8373999999999999,40.1,13.4,5.4,B
608,105.7,0.4349,0.3645,0.6949000000000001,45.1,16.3,5.8,104.9,0.4648,0.3557,0.7539,41.2,13.4,7.9,A
609,97.8,0.4349,0.2757,0.6891,42.5,17.0,5.2,100.2,0.4298,0.33390000000000003,0.8093999999999999,41.8,15.6,3.7,A
610,114.2,0.45439999999999997,0.354,0.808,43.7,12.2,4.5,111.2,0.45669999999999994,0.36879999999999996,0.7372000000000001,46.3,14.2,4.0,B
611,119.5,0.47459999999999997,0.34230000000000005,0.7758,49.8,15.5,5.4,109.0,0.45380000000000004,0.359,0.7979,46.7,14.5,4.6,B
612,109.3,0.4462,0.3216,0.7286,51.0,13.9,5.2,107.6,0.45269999999999994,0.3753,0.8125,44.3,12.7,4.1,A
613,105.6,0.4546999999999999,0.3377,0.6820999999999999,47.5,16.3,7.2,101.5,0.44370000000000004,0.3698,0.7544000000000001,46.2,14.3,3.1,B
614,118.4,0.4805,0.38839999999999997,0.7611,45.8,14.4,4.2,108.0,0.4314,0.33209999999999995,0.8034000000000001,46.0,14.3,7.2,A
615,113.6,0.4746,0.34840000000000004,0.7673000000000001,39.8,15.4,5.8,110.4,0.4766,0.389,0.8373999999999999,40.1,13.4,5.4,B
616,111.3,0.4800000000000001,0.38930000000000003,0.7527,45.1,16.4,5.0,109.4,0.461,0.3322,0.8259000000000001,46.2,14.8,6.7,B
617,104.7,0.4266,0.3028,0.7822000000000001,43.6,17.7,6.1,120.2,0.49709999999999993,0.3456,0.7173999999999999,48.2,15.0,5.9,B
618,107.8,0.4295999999999999,0.35910000000000003,0.7759,48.2,14.2,4.2,111.1,0.47359999999999997,0.3703,0.7583,47.1,14.0,5.0,B
619,117.2,0.4992,0.3499,0.7965,45.2,15.9,5.2,114.2,0.465,0.31640000000000007,0.7133999999999999,42.6,13.5,6.0,A
620,114.2,0.45439999999999997,0.354,0.808,43.7,12.2,4.5,108.2,0.45430000000000004,0.3787,0.8162,44.1,12.5,4.1,A
621,108.9,0.4361,0.3344,0.7461,45.5,14.7,3.3,109.2,0.45420000000000005,0.34199999999999997,0.8023,43.6,13.6,5.2,A
622,119.5,0.47459999999999997,0.34230000000000005,0.7758,49.8,15.5,5.4,120.1,0.47300000000000003,0.36989999999999995,0.8015000000000001,47.7,13.5,4.9,A
623,106.8,0.4706,0.35900000000000004,0.7670000000000001,41.2,14.0,8.2,118.3,0.4913,0.3671,0.7783000000000001,39.8,15.2,5.9,B
624,97.8,0.4349,0.2757,0.6891,42.5,17.0,5.2,113.7,0.4468,0.3367,0.7359,46.9,14.6,3.6,A
625,107.8,0.4295999999999999,0.35910000000000003,0.7759,48.2,14.2,4.2,111.2,0.45669999999999994,0.36879999999999996,0.7372000000000001,46.3,14.2,4.0,B
626,109.0,0.45380000000000004,0.359,0.7979,46.7,14.5,4.6,118.4,0.4805,0.38839999999999997,0.7611,45.8,14.4,4.2,B
627,100.2,0.4298,0.33390000000000003,0.8093999999999999,41.8,15.6,3.7,106.9,0.46210000000000007,0.3360999999999999,0.7064999999999999,46.3,16.5,7.2,B
628,120.2,0.49709999999999993,0.3456,0.7173999999999999,48.2,15.0,5.9,106.1,0.43289999999999995,0.3459,0.6981,45.9,15.2,5.6,A
629,105.8,0.47890000000000005,0.3412,0.7516,37.4,14.2,4.6,106.5,0.4709,0.39440000000000003,0.7478,43.8,15.4,4.9,B
630,109.3,0.4462,0.3216,0.7286,51.0,13.9,5.2,104.7,0.4266,0.3028,0.7822000000000001,43.6,17.7,6.1,B
631,111.4,0.47359999999999997,0.38920000000000005,0.7579,45.8,13.9,4.8,109.4,0.461,0.3322,0.8259000000000001,46.2,14.8,6.7,B
632,117.0,0.46279999999999993,0.32670000000000005,0.8005000000000001,49.0,15.8,5.8,109.4,0.461,0.3322,0.8259000000000001,46.2,14.8,6.7,B
633,117.2,0.4992,0.3499,0.7965,45.2,15.9,5.2,110.5,0.46320000000000006,0.35730000000000006,0.7927000000000001,45.5,13.8,5.3,B
634,100.1,0.4502,0.2926,0.6845999999999999,41.7,16.9,5.1,120.1,0.47300000000000003,0.36989999999999995,0.8015000000000001,47.7,13.5,4.9,A
635,118.3,0.4913,0.3671,0.7783000000000001,39.8,15.2,5.9,111.4,0.43400000000000005,0.3416,0.757,46.5,15.1,3.5,B
636,112.9,0.45039999999999997,0.3435,0.7465999999999999,46.1,14.0,3.8,108.8,0.4793,0.3781,0.8187,39.3,13.5,5.0,A
637,102.4,0.44559999999999994,0.3726,0.7498,44.7,13.6,2.8,107.4,0.4413,0.3479,0.7592000000000001,47.3,14.9,4.0,B
638,109.7,0.4719000000000001,0.3708,0.7299,44.7,16.2,4.8,108.2,0.45430000000000004,0.3787,0.8162,44.1,12.5,4.1,B
639,106.8,0.4706,0.35900000000000004,0.7670000000000001,41.2,14.0,8.2,121.0,0.5012,0.35369999999999996,0.7252,48.1,15.0,5.5,B
640,106.5,0.4709,0.39440000000000003,0.7478,43.8,15.4,4.9,118.4,0.4805,0.38839999999999997,0.7611,45.8,14.4,4.2,B
641,111.4,0.47359999999999997,0.38920000000000005,0.7579,45.8,13.9,4.8,99.8,0.43019999999999997,0.3101,0.8096,41.6,15.7,4.2,A
642,111.2,0.45669999999999994,0.36879999999999996,0.7372000000000001,46.3,14.2,4.0,112.1,0.4648,0.3461,0.7945,42.6,12.3,4.3,B
643,114.2,0.465,0.31640000000000007,0.7133999999999999,42.6,13.5,6.0,112.7,0.4492999999999999,0.373,0.7968000000000001,44.7,14.1,5.9,A
644,105.8,0.47890000000000005,0.3412,0.7516,37.4,14.2,4.6,116.8,0.5077999999999999,0.3479,0.7940999999999999,45.1,16.0,5.2,B
645,106.9,0.46210000000000007,0.3360999999999999,0.7064999999999999,46.3,16.5,7.2,111.9,0.45409999999999995,0.3412,0.7511,50.4,14.6,5.5,A
646,112.9,0.4716,0.36260000000000003,0.8126999999999999,45.3,13.9,5.1,106.8,0.4706,0.35900000000000004,0.7670000000000001,41.2,14.0,8.2,A
647,120.1,0.47300000000000003,0.36989999999999995,0.8015000000000001,47.7,13.5,4.9,108.0,0.4601,0.3166,0.842,46.0,14.6,6.4,B
648,108.8,0.4793,0.3781,0.8187,39.3,13.5,5.0,108.9,0.4314,0.3298,0.7687999999999999,46.5,15.7,3.5,B
649,106.1,0.43289999999999995,0.3459,0.6981,45.9,15.2,5.6,113.7,0.4532,0.34809999999999997,0.7216,45.8,13.2,3.9,B
650,117.0,0.46279999999999993,0.32670000000000005,0.8005000000000001,49.0,15.8,5.8,107.4,0.4413,0.3479,0.7592000000000001,47.3,14.9,4.0,B
651,102.1,0.4413,0.3572,0.7711,43.8,13.6,2.2,100.1,0.4502,0.2926,0.6845999999999999,41.7,16.9,5.1,B
652,111.7,0.4723,0.4215999999999999,0.8279,43.2,11.9,4.1,108.9,0.4574,0.3631,0.7986,45.4,14.4,4.7,A
653,116.3,0.4821,0.3831,0.7583,46.0,15.0,4.4,111.9,0.45409999999999995,0.3412,0.7511,50.4,14.6,5.5,B
654,106.1,0.43289999999999995,0.3459,0.6981,45.9,15.2,5.6,99.8,0.43019999999999997,0.3101,0.8096,41.6,15.7,4.2,A
655,121.0,0.5012,0.35369999999999996,0.7252,48.1,15.0,5.5,108.8,0.4793,0.3781,0.8187,39.3,13.5,5.0,A
656,118.9,0.4927,0.36350000000000005,0.7764,40.7,14.9,6.1,108.2,0.4697,0.33999999999999997,0.7178999999999999,47.1,16.1,6.7,A
657,113.7,0.4532,0.34809999999999997,0.7216,45.8,13.2,3.9,110.2,0.45649999999999996,0.3761,0.7246,46.0,14.9,3.7,B
658,110.9,0.47640000000000005,0.37229999999999996,0.7245,46.2,15.3,4.9,106.5,0.4689,0.4011,0.767,44.1,16.1,4.9,B
659,105.0,0.4282,0.2983,0.7576,43.4,17.9,6.0,112.9,0.4716,0.36260000000000003,0.8126999999999999,45.3,13.9,5.1,B
660,102.1,0.4413,0.3572,0.7711,43.8,13.6,2.2,111.4,0.47359999999999997,0.38920000000000005,0.7579,45.8,13.9,4.8,B
661,105.3,0.4706,0.3537,0.7491999999999999,37.7,14.0,4.9,111.7,0.45710000000000006,0.3346,0.7806,42.1,12.2,4.1,B
662,107.5,0.4706,0.3816,0.767,40.5,13.9,8.0,116.8,0.5077999999999999,0.3479,0.7940999999999999,45.1,16.0,5.2,B
663,111.7,0.4723,0.4215999999999999,0.8279,43.2,11.9,4.1,118.3,0.47070000000000006,0.36619999999999997,0.7973,46.7,12.8,4.8,B
664,106.5,0.4689,0.4011,0.767,44.1,16.1,4.9,111.7,0.45710000000000006,0.3346,0.7806,42.1,12.2,4.1,A
665,108.9,0.4574,0.3631,0.7986,45.4,14.4,4.7,105.3,0.4706,0.3537,0.7491999999999999,37.7,14.0,4.9,A
666,116.3,0.4821,0.3831,0.7583,46.0,15.0,4.4,118.9,0.4927,0.36350000000000005,0.7764,40.7,14.9,6.1,A
667,109.8,0.47569999999999996,0.3264,0.8332,45.1,15.3,6.6,108.2,0.4697,0.33999999999999997,0.7178999999999999,47.1,16.1,6.7,A
668,113.1,0.44609999999999994,0.3814,0.7935000000000001,46.6,13.9,5.6,113.3,0.4655,0.34269999999999995,0.7749999999999999,50.3,14.7,6.1,B
669,110.2,0.45649999999999996,0.3761,0.7246,46.0,14.9,3.7,107.9,0.4302,0.3262,0.7543,46.9,15.0,3.5,B
670,105.3,0.4282,0.35140000000000005,0.692,47.1,14.6,5.9,112.9,0.4716,0.36260000000000003,0.8126999999999999,45.3,13.9,5.1,B
671,100.7,0.4316,0.3297,0.7827999999999999,43.3,12.6,2.3,99.8,0.43019999999999997,0.3101,0.8096,41.6,15.7,4.2,B
