,PTS_A,FG_PCT_A,FG3_PCT_A,FT_PCT_A,REB_A,TOV_A,BLK_A,PTS_B,FG_PCT_B,FG3_PCT_B,FT_PCT_B,REB_B,TOV_A,BLK_B,WINNER
166,124.25,0.5225,0.4025,0.839375,45.5,15.125,6.0,116.5,0.4768333333333334,0.3721666666666667,0.8223333333333334,48.666666666666664,15.0,6.0,B
167,111.5,0.432,0.35100000000000003,0.7008333333333333,52.5,16.0,7.166666666666667,112.57142857142857,0.43642857142857144,0.335,0.7999999999999999,52.285714285714285,13.714285714285714,6.571428571428571,B
168,117.85714285714286,0.4984285714285715,0.4021428571428572,0.6347142857142858,45.285714285714285,15.428571428571429,5.0,113.66666666666667,0.45216666666666666,0.3938333333333333,0.8238333333333333,45.833333333333336,11.666666666666666,3.5,A
169,114.28571428571429,0.43571428571428567,0.3804285714285714,0.8304285714285714,44.285714285714285,13.714285714285714,6.714285714285714,106.57142857142857,0.46028571428571435,0.3812857142857143,0.7285714285714285,43.0,17.285714285714285,5.142857142857143,A
170,114.66666666666667,0.4353333333333333,0.30183333333333334,0.797,42.0,13.666666666666666,7.0,100.83333333333333,0.41500000000000004,0.3241666666666667,0.7469999999999999,45.666666666666664,13.333333333333334,6.0,A
171,122.5,0.49066666666666664,0.38000000000000006,0.7311666666666666,47.333333333333336,14.166666666666666,6.0,115.71428571428571,0.47914285714285715,0.3537142857142857,0.7694285714285714,47.857142857142854,13.571428571428571,6.142857142857143,A
172,112.5,0.4676666666666667,0.367,0.8015,44.166666666666664,16.5,5.333333333333333,103.0,0.43,0.3564,0.8009999999999999,40.0,13.0,3.2,A
173,104.8,0.41259999999999997,0.251,0.6534,49.6,15.4,5.6,105.66666666666667,0.4668333333333334,0.333,0.8098333333333333,42.0,18.833333333333332,2.5,A
174,124.25,0.5225,0.4025,0.839375,45.5,15.125,6.0,108.42857142857143,0.43957142857142856,0.3647142857142857,0.7221428571428572,45.285714285714285,18.571428571428573,5.714285714285714,A
175,110.0,0.45099999999999996,0.34085714285714286,0.8185714285714285,44.42857142857143,14.714285714285714,1.4285714285714286,115.5,0.46425000000000005,0.376875,0.8083750000000001,43.75,11.75,7.25,A
176,113.66666666666667,0.4598333333333333,0.2973333333333334,0.7941666666666666,48.5,13.833333333333334,5.333333333333333,105.83333333333333,0.413,0.3361666666666667,0.6943333333333334,42.0,14.0,6.333333333333333,B
177,117.0,0.4725714285714286,0.3797142857142857,0.8798571428571428,51.0,15.285714285714286,5.428571428571429,122.0,0.4922857142857143,0.3288571428571428,0.7007142857142857,45.285714285714285,14.0,6.142857142857143,B
178,113.66666666666667,0.45216666666666666,0.3938333333333333,0.8238333333333333,45.833333333333336,11.666666666666666,3.5,105.66666666666667,0.4668333333333334,0.333,0.8098333333333333,42.0,18.833333333333332,2.5,B
179,111.71428571428571,0.4375714285714286,0.3570000000000001,0.7197142857142858,49.857142857142854,15.857142857142858,6.857142857142857,106.57142857142857,0.46028571428571435,0.3812857142857143,0.7285714285714285,43.0,17.285714285714285,5.142857142857143,A
180,110.28571428571429,0.4705714285714286,0.3854285714285714,0.7404285714285715,41.285714285714285,14.571428571428571,4.857142857142857,102.42857142857143,0.41757142857142854,0.33099999999999996,0.7468571428571428,49.57142857142857,13.857142857142858,4.142857142857143,B
181,100.57142857142857,0.4122857142857143,0.3144285714285715,0.7441428571428571,46.0,13.857142857142858,6.285714285714286,112.5,0.43412500000000004,0.33687500000000004,0.7916249999999999,51.625,14.875,6.375,A
182,103.66666666666667,0.43933333333333335,0.37433333333333335,0.7858333333333333,39.666666666666664,13.666666666666666,3.1666666666666665,120.0,0.48114285714285715,0.3824285714285715,0.7769999999999999,55.57142857142857,17.142857142857142,7.142857142857143,A
183,111.14285714285714,0.4405714285714285,0.32528571428571423,0.7514285714285714,44.142857142857146,15.571428571428571,5.142857142857143,112.5,0.4676666666666667,0.367,0.8015,44.166666666666664,16.5,5.333333333333333,A
184,114.28571428571429,0.43571428571428567,0.3804285714285714,0.8304285714285714,44.285714285714285,13.714285714285714,6.714285714285714,122.28571428571429,0.4888571428571428,0.3747142857142857,0.7378571428571428,46.57142857142857,14.428571428571429,5.428571428571429,A
185,111.85714285714286,0.4348571428571428,0.3158571428571429,0.8045714285714285,41.285714285714285,14.571428571428571,7.0,110.0,0.45099999999999996,0.34085714285714286,0.8185714285714285,44.42857142857143,14.714285714285714,1.4285714285714286,A
186,109.66666666666667,0.43649999999999994,0.31883333333333336,0.7648333333333334,47.666666666666664,13.833333333333334,4.0,117.375,0.483125,0.360375,0.7803749999999999,47.25,13.875,6.125,A
187,106.71428571428571,0.4301428571428571,0.3492857142857143,0.779,44.142857142857146,13.571428571428571,2.4285714285714284,108.66666666666667,0.429,0.2973333333333333,0.6643333333333333,48.166666666666664,15.666666666666666,5.666666666666667,B
188,115.57142857142857,0.4762857142857143,0.36900000000000005,0.8144285714285715,47.142857142857146,16.428571428571427,6.142857142857143,113.66666666666667,0.45216666666666666,0.3938333333333333,0.8238333333333333,45.833333333333336,11.666666666666666,3.5,A
189,125.0,0.5231111111111111,0.41333333333333333,0.8238888888888889,45.55555555555556,15.333333333333334,5.777777777777778,105.83333333333333,0.413,0.3361666666666667,0.6943333333333334,42.0,14.0,6.333333333333333,B
190,108.42857142857143,0.43957142857142856,0.3647142857142857,0.7221428571428572,45.285714285714285,18.571428571428573,5.714285714285714,112.85714285714286,0.45914285714285713,0.2932857142857143,0.7679999999999999,49.57142857142857,14.142857142857142,5.857142857142857,B
191,112.5,0.43412500000000004,0.33687500000000004,0.7916249999999999,51.625,14.875,6.375,112.5,0.4676666666666667,0.367,0.8015,44.166666666666664,16.5,5.333333333333333,A
192,102.42857142857143,0.41757142857142854,0.33099999999999996,0.7468571428571428,49.57142857142857,13.857142857142858,4.142857142857143,117.375,0.483125,0.360375,0.7803749999999999,47.25,13.875,6.125,A
193,109.875,0.46475,0.396125,0.7381250000000001,41.5,14.5,5.0,120.0,0.48114285714285715,0.3824285714285715,0.7769999999999999,55.57142857142857,17.142857142857142,7.142857142857143,B
194,108.75,0.509875,0.40312499999999996,0.6787500000000001,40.375,14.0,5.5,111.71428571428571,0.4375714285714286,0.3570000000000001,0.7197142857142858,49.857142857142854,15.857142857142858,6.857142857142857,A
195,114.28571428571429,0.43571428571428567,0.3804285714285714,0.8304285714285714,44.285714285714285,13.714285714285714,6.714285714285714,117.0,0.4725714285714286,0.3797142857142857,0.8798571428571428,51.0,15.285714285714286,5.428571428571429,A
196,108.25,0.45600000000000007,0.373125,0.7291249999999999,44.5,17.125,4.875,111.85714285714286,0.4348571428571428,0.3158571428571429,0.8045714285714285,41.285714285714285,14.571428571428571,7.0,A
197,116.5,0.49712500000000004,0.39737500000000003,0.637125,46.0,15.375,5.125,103.66666666666667,0.43933333333333335,0.37433333333333335,0.7858333333333333,39.666666666666664,13.666666666666666,3.1666666666666665,B
198,106.0,0.430125,0.36562500000000003,0.791,43.0,14.0,2.875,122.28571428571429,0.4888571428571428,0.3747142857142857,0.7378571428571428,46.57142857142857,14.428571428571429,5.428571428571429,B
199,117.375,0.483125,0.360375,0.7803749999999999,47.25,13.875,6.125,109.875,0.46475,0.396125,0.7381250000000001,41.5,14.5,5.0,A
200,108.66666666666667,0.429,0.2973333333333333,0.6643333333333333,48.166666666666664,15.666666666666666,5.666666666666667,103.42857142857143,0.4557142857142858,0.3211428571428572,0.8052857142857144,41.0,18.285714285714285,2.5714285714285716,A
201,108.25,0.45600000000000007,0.373125,0.7291249999999999,44.5,17.125,4.875,115.25,0.47200000000000003,0.37175,0.818625,46.5,16.625,6.25,B
202,104.25,0.42112499999999997,0.34412499999999996,0.75925,48.625,13.75,4.625,114.28571428571429,0.47014285714285714,0.3764285714285714,0.7727142857142857,44.714285714285715,16.142857142857142,5.285714285714286,B
203,100.57142857142857,0.4122857142857143,0.3144285714285715,0.7441428571428571,46.0,13.857142857142858,6.285714285714286,121.0,0.49475,0.36124999999999996,0.706875,44.5,14.75,6.125,A
204,105.83333333333333,0.413,0.3361666666666667,0.6943333333333334,42.0,14.0,6.333333333333333,116.5,0.49712500000000004,0.39737500000000003,0.637125,46.0,15.375,5.125,A
205,108.42857142857143,0.43957142857142856,0.3647142857142857,0.7221428571428572,45.285714285714285,18.571428571428573,5.714285714285714,108.75,0.509875,0.40312499999999996,0.6787500000000001,40.375,14.0,5.5,B
206,125.0,0.5231111111111111,0.41333333333333333,0.8238888888888889,45.55555555555556,15.333333333333334,5.777777777777778,111.375,0.44799999999999995,0.34062499999999996,0.749625,43.625,16.5,5.125,B
207,115.5,0.46425000000000005,0.376875,0.8083750000000001,43.75,11.75,7.25,113.55555555555556,0.43844444444444447,0.3528888888888889,0.7869999999999999,50.666666666666664,15.0,6.444444444444445,B
208,121.875,0.481,0.362375,0.7503749999999999,46.25,14.25,5.125,112.5,0.46199999999999997,0.3047500000000001,0.779125,48.875,13.875,6.0,A
209,125.0,0.5231111111111111,0.41333333333333333,0.8238888888888889,45.55555555555556,15.333333333333334,5.777777777777778,114.57142857142857,0.46671428571428575,0.3692857142857143,0.838,46.0,12.0,3.857142857142857,B
210,106.0,0.430125,0.36562500000000003,0.791,43.0,14.0,2.875,100.57142857142857,0.4122857142857143,0.3144285714285715,0.7441428571428571,46.0,13.857142857142858,6.285714285714286,B
211,121.0,0.49475,0.36124999999999996,0.706875,44.5,14.75,6.125,111.71428571428571,0.4375714285714286,0.3570000000000001,0.7197142857142858,49.857142857142854,15.857142857142858,6.857142857142857,A
212,103.66666666666667,0.43933333333333335,0.37433333333333335,0.7858333333333333,39.666666666666664,13.666666666666666,3.1666666666666665,114.11111111111111,0.4452222222222222,0.3813333333333333,0.7993333333333332,43.333333333333336,13.0,6.555555555555555,A
213,111.85714285714286,0.4348571428571428,0.3158571428571429,0.8045714285714285,41.285714285714285,14.571428571428571,7.0,118.875,0.47675,0.39649999999999996,0.8747499999999999,50.375,15.125,5.25,B
214,113.55555555555556,0.43844444444444447,0.3528888888888889,0.7869999999999999,50.666666666666664,15.0,6.444444444444445,102.75,0.45375000000000004,0.3195,0.7741250000000001,42.0,18.0,2.75,A
215,111.0,0.434,0.31957142857142856,0.7654285714285715,48.714285714285715,14.285714285714286,4.285714285714286,107.625,0.44587499999999997,0.333,0.834625,43.25,14.625,1.75,A
216,119.125,0.48124999999999996,0.37337500000000007,0.7714999999999999,54.25,16.75,6.625,112.5,0.46199999999999997,0.3047500000000001,0.779125,48.875,13.875,6.0,A
217,114.28571428571429,0.47014285714285714,0.3764285714285714,0.7727142857142857,44.714285714285715,16.142857142857142,5.285714285714286,108.55555555555556,0.5055555555555555,0.3882222222222222,0.7043333333333334,40.55555555555556,13.666666666666666,5.888888888888889,B
218,115.77777777777777,0.47255555555555556,0.386,0.8118888888888889,46.888888888888886,16.333333333333332,5.888888888888889,109.25,0.445,0.351375,0.7163750000000001,45.0,19.0,5.75,A
219,109.0,0.4287142857142857,0.2857142857142857,0.6728571428571428,48.285714285714285,14.857142857142858,6.142857142857143,119.77777777777777,0.5020000000000001,0.39766666666666667,0.6566666666666667,46.0,15.222222222222221,4.888888888888889,B
220,114.55555555555556,0.45811111111111114,0.3647777777777778,0.8195555555555556,44.55555555555556,12.444444444444445,6.777777777777778,104.25,0.42112499999999997,0.34412499999999996,0.75925,48.625,13.75,4.625,A
221,110.77777777777777,0.453111111111111,0.34488888888888886,0.7357777777777778,43.22222222222222,16.77777777777778,4.666666666666667,104.57142857142857,0.449,0.3922857142857143,0.7618571428571429,39.57142857142857,13.285714285714286,3.142857142857143,B
222,114.57142857142857,0.46671428571428575,0.3692857142857143,0.838,46.0,12.0,3.857142857142857,121.875,0.481,0.362375,0.7503749999999999,46.25,14.25,5.125,B
223,118.875,0.47675,0.39649999999999996,0.8747499999999999,50.375,15.125,5.25,107.33333333333333,0.4432222222222222,0.3517777777777778,0.7843333333333333,42.666666666666664,13.777777777777779,3.0,A
224,116.22222222222223,0.4856666666666667,0.36077777777777775,0.7624444444444444,46.333333333333336,13.88888888888889,6.555555555555555,99.875,0.41625,0.30450000000000005,0.7234999999999999,45.25,13.375,6.0,A
225,108.55555555555556,0.46022222222222225,0.38066666666666665,0.7147777777777776,43.77777777777778,16.555555555555557,4.777777777777778,111.71428571428571,0.4375714285714286,0.3570000000000001,0.7197142857142858,49.857142857142854,15.857142857142858,6.857142857142857,A
226,111.75,0.44449999999999995,0.313875,0.80125,39.875,15.125,6.625,115.77777777777777,0.47255555555555556,0.386,0.8118888888888889,46.888888888888886,16.333333333333332,5.888888888888889,A
227,118.88888888888889,0.4795555555555555,0.3538888888888889,0.73,46.44444444444444,14.444444444444445,5.444444444444445,113.1,0.43520000000000003,0.3486,0.7946,50.1,15.3,6.1,B
228,112.125,0.44637499999999997,0.308625,0.68975,47.0,14.625,6.0,124.1,0.5197,0.4102,0.8188000000000001,47.1,15.4,6.1,A
229,113.875,0.467,0.366625,0.8314999999999999,45.625,11.625,3.875,104.57142857142857,0.449,0.3922857142857143,0.7618571428571429,39.57142857142857,13.285714285714286,3.142857142857143,B
230,102.75,0.45375000000000004,0.3195,0.7741250000000001,42.0,18.0,2.75,107.2,0.4584,0.3849,0.7757000000000002,41.2,14.9,5.1,B
231,107.33333333333333,0.4432222222222222,0.3517777777777778,0.7843333333333333,42.666666666666664,13.777777777777779,3.0,104.25,0.42112499999999997,0.34412499999999996,0.75925,48.625,13.75,4.625,A
232,120.22222222222223,0.4978888888888889,0.36344444444444446,0.6994444444444444,45.111111111111114,15.333333333333334,6.666666666666667,107.625,0.44587499999999997,0.333,0.834625,43.25,14.625,1.75,A
233,109.5,0.4295,0.3005,0.755125,48.125,14.625,4.125,106.25,0.42424999999999996,0.339,0.6880000000000001,42.25,14.0,6.625,B
234,112.5,0.469875,0.378,0.7461249999999999,44.0,15.875,5.25,119.77777777777777,0.5020000000000001,0.39766666666666667,0.6566666666666667,46.0,15.222222222222221,4.888888888888889,B
235,119.125,0.48124999999999996,0.37337500000000007,0.7714999999999999,54.25,16.75,6.625,117.88888888888889,0.4707777777777778,0.3714444444444444,0.8583333333333333,50.333333333333336,15.0,5.222222222222222,A
236,108.55555555555556,0.46022222222222225,0.38066666666666665,0.7147777777777776,43.77777777777778,16.555555555555557,4.777777777777778,110.77777777777777,0.453111111111111,0.34488888888888886,0.7357777777777778,43.22222222222222,16.77777777777778,4.666666666666667,B
237,116.22222222222223,0.4856666666666667,0.36077777777777775,0.7624444444444444,46.333333333333336,13.88888888888889,6.555555555555555,110.77777777777777,0.45366666666666666,0.35744444444444445,0.7237777777777779,44.111111111111114,18.88888888888889,5.888888888888889,A
238,111.44444444444444,0.4655555555555555,0.30655555555555564,0.7627777777777777,48.77777777777778,14.222222222222221,5.333333333333333,114.11111111111111,0.4452222222222222,0.3813333333333333,0.7993333333333332,43.333333333333336,13.0,6.555555555555555,A
239,114.55555555555556,0.45811111111111114,0.3647777777777778,0.8195555555555556,44.55555555555556,12.444444444444445,6.777777777777778,107.9,0.49689999999999995,0.3838,0.7099,41.0,13.6,5.5,A
240,113.1,0.43520000000000003,0.3486,0.7946,50.1,15.3,6.1,106.11111111111111,0.4443333333333333,0.33877777777777784,0.8455555555555555,41.333333333333336,14.666666666666666,1.7777777777777777,B
241,117.88888888888889,0.4707777777777778,0.3714444444444444,0.8583333333333333,50.333333333333336,15.0,5.222222222222222,124.1,0.5197,0.4102,0.8188000000000001,47.1,15.4,6.1,B
242,109.77777777777777,0.46288888888888885,0.35755555555555557,0.7373333333333333,43.55555555555556,15.555555555555555,5.444444444444445,120.22222222222223,0.4978888888888889,0.36344444444444446,0.6994444444444444,45.111111111111114,15.333333333333334,6.666666666666667,B
243,107.2,0.4584,0.3849,0.7757000000000002,41.2,14.9,5.1,112.5,0.443125,0.36237500000000006,0.725875,48.75,16.125,6.75,B
244,118.88888888888889,0.4795555555555555,0.3538888888888889,0.73,46.44444444444444,14.444444444444445,5.444444444444445,107.33333333333333,0.4432222222222222,0.3517777777777778,0.7843333333333333,42.666666666666664,13.777777777777779,3.0,B
245,114.11111111111111,0.4452222222222222,0.3813333333333333,0.7993333333333332,43.333333333333336,13.0,6.555555555555555,108.55555555555556,0.46022222222222225,0.38066666666666665,0.7147777777777776,43.77777777777778,16.555555555555557,4.777777777777778,A
246,104.0,0.452125,0.38125,0.757125,38.375,13.25,3.125,115.77777777777777,0.47255555555555556,0.386,0.8118888888888889,46.888888888888886,16.333333333333332,5.888888888888889,B
247,109.5,0.4295,0.3005,0.755125,48.125,14.625,4.125,106.25,0.42424999999999996,0.339,0.6880000000000001,42.25,14.0,6.625,A
248,102.66666666666667,0.4606666666666668,0.33266666666666667,0.7821111111111112,41.44444444444444,18.77777777777778,2.7777777777777777,119.125,0.48124999999999996,0.37337500000000007,0.7714999999999999,54.25,16.75,6.625,A
249,113.44444444444444,0.46311111111111114,0.364,0.8368888888888888,45.333333333333336,11.555555555555555,4.0,107.9,0.49689999999999995,0.3838,0.7099,41.0,13.6,5.5,A
250,110.77777777777777,0.45366666666666666,0.35744444444444445,0.7237777777777779,44.111111111111114,18.88888888888889,5.888888888888889,103.88888888888889,0.4223333333333333,0.35177777777777774,0.749,48.22222222222222,13.777777777777779,5.0,B
251,111.44444444444444,0.4655555555555555,0.30655555555555564,0.7627777777777777,48.77777777777778,14.222222222222221,5.333333333333333,101.77777777777777,0.4261111111111111,0.31233333333333335,0.7233333333333333,45.0,12.88888888888889,5.777777777777778,A
252,116.7,0.48710000000000003,0.3533,0.7790999999999999,46.6,13.8,6.3,111.75,0.44449999999999995,0.313875,0.80125,39.875,15.125,6.625,A
253,115.7,0.4694,0.36160000000000003,0.8299,45.1,12.7,6.8,112.125,0.44637499999999997,0.308625,0.68975,47.0,14.625,6.0,B
254,124.1,0.5197,0.4102,0.8188000000000001,47.1,15.4,6.1,118.7,0.4960000000000001,0.3968,0.641,45.8,15.2,4.8,A
255,106.11111111111111,0.4443333333333333,0.33877777777777784,0.8455555555555555,41.333333333333336,14.666666666666666,1.7777777777777777,106.25,0.42424999999999996,0.339,0.6880000000000001,42.25,14.0,6.625,A
256,113.44444444444444,0.46311111111111114,0.364,0.8368888888888888,45.333333333333336,11.555555555555555,4.0,121.88888888888889,0.4815555555555555,0.37555555555555564,0.7867777777777776,54.44444444444444,16.333333333333332,6.666666666666667,B
257,103.88888888888889,0.4223333333333333,0.35177777777777774,0.749,48.22222222222222,13.777777777777779,5.0,110.77777777777777,0.453111111111111,0.34488888888888886,0.7357777777777778,43.22222222222222,16.77777777777778,4.666666666666667,B
258,108.0,0.4601,0.37829999999999997,0.7740000000000001,42.1,15.6,5.4,110.8,0.4319,0.3665,0.7956,42.8,12.8,6.3,B
259,111.33333333333333,0.4433333333333333,0.30466666666666664,0.7976666666666667,40.666666666666664,14.88888888888889,7.111111111111111,118.88888888888889,0.4795555555555555,0.3538888888888889,0.73,46.44444444444444,14.444444444444445,5.444444444444445,A
260,112.125,0.44637499999999997,0.308625,0.68975,47.0,14.625,6.0,111.44444444444444,0.4655555555555555,0.30655555555555564,0.7627777777777777,48.77777777777778,14.222222222222221,5.333333333333333,B
261,101.8,0.4283,0.3135,0.7377,44.5,13.1,5.7,118.9,0.49399999999999994,0.35209999999999997,0.7088,44.4,15.4,6.4,A
262,114.1,0.4438000000000001,0.34940000000000004,0.8093,50.0,16.5,5.7,109.9,0.46180000000000004,0.3747,0.7154999999999999,43.2,15.8,4.6,A
263,109.5,0.4295,0.3005,0.755125,48.125,14.625,4.125,102.66666666666667,0.4606666666666668,0.33266666666666667,0.7821111111111112,41.44444444444444,18.77777777777778,2.7777777777777777,A
264,117.2,0.46790000000000004,0.35929999999999995,0.86,51.9,15.2,4.8,116.2,0.4742,0.3926,0.8216000000000001,46.5,15.9,5.7,B
265,115.7,0.4694,0.36160000000000003,0.8299,45.1,12.7,6.8,110.77777777777777,0.45366666666666666,0.35744444444444445,0.7237777777777779,44.111111111111114,18.88888888888889,5.888888888888889,B
266,109.9,0.4608,0.3476,0.7294999999999999,43.2,15.2,5.3,118.7,0.4960000000000001,0.3968,0.641,45.8,15.2,4.8,A
267,117.5,0.4952,0.3503,0.8119999999999999,46.6,14.3,5.9,113.33333333333333,0.44377777777777777,0.36511111111111116,0.7168888888888889,48.888888888888886,16.22222222222222,6.888888888888889,A
268,105.0,0.434,0.3256,0.7932,45.1,14.6,3.2,103.66666666666667,0.4527777777777778,0.3758888888888889,0.7576666666666667,37.44444444444444,12.88888888888889,3.6666666666666665,A
269,101.8,0.4283,0.3135,0.7377,44.5,13.1,5.7,125.0,0.5261,0.4375,0.8201,45.9,14.6,5.8,B
270,108.0,0.4601,0.37829999999999997,0.7740000000000001,42.1,15.6,5.4,113.44444444444444,0.46311111111111114,0.364,0.8368888888888888,45.333333333333336,11.555555555555555,4.0,B
271,105.5,0.45119999999999993,0.34840000000000004,0.8276999999999999,41.4,15.0,1.8,110.9,0.4361,0.3587,0.7867,42.0,12.8,6.9,B
272,109.9,0.4608,0.3476,0.7294999999999999,43.2,15.2,5.3,106.2,0.4843,0.3739,0.7228,39.2,13.2,5.1,B
273,121.88888888888889,0.4815555555555555,0.37555555555555564,0.7867777777777776,54.44444444444444,16.333333333333332,6.666666666666667,115.7,0.4694,0.36160000000000003,0.8299,45.1,12.7,6.8,B
274,111.33333333333333,0.4433333333333333,0.30466666666666664,0.7976666666666667,40.666666666666664,14.88888888888889,7.111111111111111,105.33333333333333,0.42677777777777776,0.3367777777777778,0.7157777777777778,41.888888888888886,14.333333333333334,6.555555555555555,A
275,118.6,0.48040000000000005,0.34950000000000003,0.7403,46.3,15.1,5.4,104.2,0.43069999999999997,0.34559999999999996,0.7574,47.4,13.6,5.4,B
276,106.2,0.4843,0.3739,0.7228,39.2,13.2,5.1,100.6,0.4492000000000001,0.33540000000000003,0.7889,42.2,18.9,2.8,A
277,110.77777777777777,0.45366666666666666,0.35744444444444445,0.7237777777777779,44.111111111111114,18.88888888888889,5.888888888888889,113.33333333333333,0.44377777777777777,0.36511111111111116,0.7168888888888889,48.888888888888886,16.22222222222222,6.888888888888889,A
278,105.0,0.434,0.3256,0.7932,45.1,14.6,3.2,110.11111111111111,0.42733333333333334,0.302,0.7426666666666667,49.44444444444444,15.11111111111111,4.0,B
279,111.8,0.4646,0.3141000000000001,0.7578999999999999,48.6,14.1,5.2,118.9,0.49399999999999994,0.35209999999999997,0.7088,44.4,15.4,6.4,A
280,103.66666666666667,0.4527777777777778,0.3758888888888889,0.7576666666666667,37.44444444444444,12.88888888888889,3.6666666666666665,117.5,0.4952,0.3503,0.8119999999999999,46.6,14.3,5.9,B
281,114.1,0.4438000000000001,0.34940000000000004,0.8093,50.0,16.5,5.7,105.0,0.434,0.3256,0.7932,45.1,14.6,3.2,A
282,109.9,0.4608,0.3476,0.7294999999999999,43.2,15.2,5.3,110.3,0.45759999999999995,0.3812,0.7156999999999999,44.5,14.9,4.6,A
283,100.6,0.4492000000000001,0.33540000000000003,0.7889,42.2,18.9,2.8,116.2,0.4742,0.3926,0.8216000000000001,46.5,15.9,5.7,B
284,111.6,0.4553999999999999,0.3544999999999999,0.7585,43.9,16.9,4.8,105.33333333333333,0.42677777777777776,0.3367777777777778,0.7157777777777778,41.888888888888886,14.333333333333334,6.555555555555555,A
285,116.2,0.4766000000000001,0.36369999999999997,0.8294,51.6,14.7,4.1,101.0,0.4328,0.31880000000000003,0.7542,43.4,14.0,5.8,A
286,108.0,0.4601,0.37829999999999997,0.7740000000000001,42.1,15.6,5.4,120.0,0.47689999999999994,0.3761000000000001,0.7955999999999999,53.2,15.9,6.1,B
287,115.8,0.4736999999999999,0.36140000000000005,0.8219000000000001,45.3,13.7,6.3,109.9,0.4565,0.3417,0.7292000000000002,43.4,19.2,6.2,A
288,108.8,0.4305999999999999,0.3687,0.7813000000000001,42.0,13.0,6.7,110.9,0.44980000000000003,0.36819999999999997,0.8460999999999999,45.7,11.6,4.1,A
289,111.4,0.44719999999999993,0.30979999999999996,0.692,46.1,14.1,6.0,103.7,0.44830000000000003,0.3406,0.8379,41.6,15.4,2.2,A
290,118.6,0.48040000000000005,0.34950000000000003,0.7403,46.3,15.1,5.4,110.2,0.4415,0.3056,0.7929,39.8,14.4,7.0,A
291,105.5,0.4800000000000001,0.3664,0.7229999999999999,39.2,12.7,5.4,118.4,0.49400000000000005,0.3729,0.7115,44.5,15.5,6.2,B
292,118.7,0.4960000000000001,0.3968,0.641,45.8,15.2,4.8,116.2,0.4742,0.3926,0.8216000000000001,46.5,15.9,5.7,B
293,117.5,0.4952,0.3503,0.8119999999999999,46.6,14.3,5.9,125.0,0.5261,0.4375,0.8201,45.9,14.6,5.8,A
294,111.4,0.44210000000000005,0.34740000000000004,0.8010999999999999,48.8,16.9,5.7,110.2,0.4415,0.3056,0.7929,39.8,14.4,7.0,A
295,110.9,0.44980000000000003,0.36819999999999997,0.8460999999999999,45.7,11.6,4.1,105.33333333333333,0.42677777777777776,0.3367777777777778,0.7157777777777778,41.888888888888886,14.333333333333334,6.555555555555555,B
296,111.8,0.4519,0.35750000000000004,0.7785,45.0,18.5,4.7,118.4,0.49400000000000005,0.3729,0.7115,44.5,15.5,6.2,B
297,100.6,0.4492000000000001,0.33540000000000003,0.7889,42.2,18.9,2.8,101.0,0.4328,0.31880000000000003,0.7542,43.4,14.0,5.8,B
298,102.2,0.4504,0.3764,0.7659,37.3,13.4,4.0,110.3,0.45759999999999995,0.3812,0.7156999999999999,44.5,14.9,4.6,A
299,103.7,0.44830000000000003,0.3406,0.8379,41.6,15.4,2.2,104.2,0.43069999999999997,0.34559999999999996,0.7574,47.4,13.6,5.4,B
300,111.5,0.43810000000000004,0.35990000000000005,0.7173999999999999,50.0,15.9,7.3,116.2,0.472,0.34620000000000006,0.7336,46.4,15.4,6.1,A
301,109.4,0.42569999999999997,0.3015,0.7584000000000001,49.5,15.6,3.7,106.2,0.44909999999999994,0.374,0.7696999999999999,42.6,15.7,5.8,A
302,116.2,0.4766000000000001,0.36369999999999997,0.8294,51.6,14.7,4.1,109.8,0.4657,0.30580000000000007,0.7581999999999999,47.1,14.9,4.6,B
303,115.8,0.4736999999999999,0.36140000000000005,0.8219000000000001,45.3,13.7,6.3,109.3,0.45719999999999994,0.3346,0.7249999999999999,42.3,14.7,5.9,B
304,111.4,0.44719999999999993,0.30979999999999996,0.692,46.1,14.1,6.0,109.9,0.4511,0.34280000000000005,0.7218000000000002,43.4,18.5,6.8,A
305,105.7,0.438,0.33020000000000005,0.7734,46.3,16.1,3.8,122.1,0.4789999999999999,0.36060000000000003,0.7983999999999998,52.1,15.0,6.4,A
306,117.6,0.49460000000000004,0.3438,0.8296000000000001,47.0,15.2,6.0,103.7,0.44830000000000003,0.3406,0.8379,41.6,15.4,2.2,A
307,106.2,0.44909999999999994,0.374,0.7696999999999999,42.6,15.7,5.8,105.33333333333333,0.42677777777777776,0.3367777777777778,0.7157777777777778,41.888888888888886,14.333333333333334,6.555555555555555,B
308,109.4,0.42569999999999997,0.3015,0.7584000000000001,49.5,15.6,3.7,123.7,0.5181,0.42060000000000003,0.8084999999999999,45.4,14.8,5.8,A
309,105.5,0.4800000000000001,0.3664,0.7229999999999999,39.2,12.7,5.4,117.5,0.4921000000000001,0.39479999999999993,0.6465,45.2,15.8,5.0,B
310,108.8,0.4305999999999999,0.3687,0.7813000000000001,42.0,13.0,6.7,105.3,0.4276,0.3537,0.7634000000000001,47.5,13.7,5.5,B
311,109.8,0.44580000000000003,0.3194,0.7869,39.3,14.9,5.8,110.3,0.45759999999999995,0.3812,0.7156999999999999,44.5,14.9,4.6,A
312,102.2,0.4504,0.3764,0.7659,37.3,13.4,4.0,113.1,0.44209999999999994,0.32830000000000004,0.7867,50.1,17.6,6.9,B
