,PTS_A,PTS_CON_A,FG_PCT_A,FG3_PCT_A,FT_PCT_A,REB_A,TOV_A,BLK_A,H/A_A,ELO_A,MATCHUPS_A,PTS_B,PTS_CON_B,FG_PCT_B,FG3_PCT_B,FT_PCT_B,REB_B,TOV_A,BLK_B,H/A_B,ELO_B,MATCHUPS_B,WINNER
69,103.3,106.6,0.44410000000000005,0.33799999999999997,0.7563,42.7,14.6,4.8,0.42857142857142855,1456.872816783938,0.0,103.2,105.8,0.4502,0.37170000000000003,0.7831999999999999,41.8,13.7,3.6,0.2857142857142857,1465.0034600819095,1.0,B
70,104.7,104.9,0.45640000000000003,0.3505,0.8291000000000001,48.2,15.5,5.2,0.7777777777777778,1491.6424556664435,0.0,100.7,99.7,0.42350000000000004,0.3438,0.7865,44.6,13.1,4.1,0.5555555555555556,1537.8390341963823,1.0,B
71,106.2,108.0,0.45450000000000007,0.34240000000000004,0.7916000000000001,44.1,15.9,5.5,0.6,1528.3812556548046,1.0,103.9,103.9,0.44480000000000003,0.3487,0.7724,42.5,14.6,4.8,0.25,1450.7363381286611,0.0,A
72,104.6,96.1,0.43689999999999996,0.3126,0.8230999999999999,49.6,11.6,4.8,0.8,1474.3542026423358,0.5,99.6,105.6,0.43689999999999996,0.30720000000000003,0.8023999999999999,43.6,15.3,6.2,0.16666666666666666,1489.0887106799314,0.5,A
73,107.6,107.3,0.4479,0.3745,0.7371,44.4,11.7,4.5,0.5714285714285714,1526.696069250285,1.0,106.0,114.0,0.45,0.3444,0.7857,42.4,17.2,4.6,0.42857142857142855,1375.45968627463,0.0,B
74,112.4,103.6,0.45700000000000013,0.4083,0.7647999999999999,46.7,12.7,5.2,0.75,1626.9544850372163,1.0,98.2,96.9,0.44250000000000006,0.33599999999999997,0.7814,43.1,10.7,3.8,0.7777777777777778,1468.262713056677,0.0,B
75,106.7,114.3,0.4645999999999999,0.39499999999999996,0.7845,41.9,14.8,3.0,0.5555555555555556,1397.1450826232615,0.0,96.5,90.7,0.45669999999999994,0.3155,0.7802000000000001,46.3,12.4,5.5,0.5,1570.936645412003,1.0,B
76,92.6,97.2,0.4131,0.30779999999999996,0.6628000000000001,45.1,13.7,6.1,0.2857142857142857,1436.6114622847026,0.0,106.2,108.0,0.45450000000000007,0.34240000000000004,0.7916000000000001,44.1,15.9,5.5,0.3333333333333333,1536.9285312170557,1.0,B
77,108.8,103.0,0.46319999999999995,0.37750000000000006,0.7701,45.0,16.6,5.3,0.6,1612.9578041459845,1.0,88.6,99.4,0.40429999999999994,0.30660000000000004,0.7809999999999999,39.9,13.4,4.0,0.2,1434.2370608524864,0.0,A
78,122.3,102.6,0.5153999999999999,0.42560000000000003,0.7806,44.6,13.6,6.6,0.8333333333333334,1687.4283004379686,1.0,112.8,110.5,0.47050000000000003,0.39659999999999995,0.8046999999999999,41.0,11.5,4.5,0.6666666666666666,1637.6262000318704,0.0,A
79,104.8,115.7,0.4417000000000001,0.3287,0.7642,41.7,17.3,4.7,0.125,1383.208908489198,0.0,104.6,96.1,0.43689999999999996,0.3126,0.8230999999999999,49.6,11.6,4.8,0.8,1481.7773508517157,1.0,B
80,101.5,101.3,0.4565,0.35409999999999997,0.7536000000000002,43.9,15.8,5.0,0.2,1525.6910959071174,0.0,98.2,96.9,0.44250000000000006,0.33599999999999997,0.7814,43.1,10.7,3.8,0.7777777777777778,1491.248529626297,1.0,A
81,108.8,114.5,0.4468,0.3358,0.7962,44.9,12.4,4.7,0.625,1440.9857652871437,1.0,104.2,107.3,0.45150000000000007,0.3609,0.7994999999999999,41.6,13.7,4.1,0.2857142857142857,1474.5736416664167,0.0,A
82,104.7,104.9,0.45640000000000003,0.3505,0.8291000000000001,48.2,15.5,5.2,0.16666666666666666,1485.7529839496785,1.0,99.0,99.5,0.4526,0.3352,0.7117,45.7,17.6,5.8,0.75,1443.7253194642362,0.0,B
83,103.1,103.5,0.4485,0.3344,0.7843,41.6,14.3,4.8,0.2222222222222222,1455.7745329167885,0.0,106.6,110.6,0.4394,0.36530000000000007,0.7273,49.7,15.4,4.6,0.375,1465.7059258034976,1.0,B
84,106.7,114.3,0.4645999999999999,0.39499999999999996,0.7845,41.9,14.8,3.0,0.5555555555555556,1394.8640515771706,0.0,88.6,99.4,0.40429999999999994,0.30660000000000004,0.7809999999999999,39.9,13.4,4.0,0.1,1427.759476245411,1.0,B
85,112.4,103.6,0.45700000000000013,0.4083,0.7647999999999999,46.7,12.7,5.2,0.9,1603.9686684675962,1.0,100.3,98.3,0.42410000000000003,0.3471,0.7833,44.3,12.9,4.1,0.5555555555555556,1553.634107318216,0.0,A
86,101.2,107.9,0.4403,0.3628,0.7323,44.4,18.3,5.8,0.0,1382.35363825027,0.0,96.5,90.7,0.45669999999999994,0.3155,0.7802000000000001,46.3,12.4,5.5,0.5714285714285714,1573.2176764580938,1.0,B
87,106.1,107.5,0.4429,0.3733999999999999,0.7186,45.3,11.5,5.0,0.5555555555555556,1531.6473009066606,1.0,95.1,97.0,0.4258,0.3264,0.6431,45.0,13.1,6.3,0.375,1428.8662638992516,0.0,A
88,88.6,99.4,0.40429999999999994,0.30660000000000004,0.7809999999999999,39.9,13.4,4.0,0.1,1438.0270426715574,0.0,122.2,102.2,0.5209999999999999,0.42990000000000006,0.7797000000000001,45.3,13.9,7.0,0.8571428571428571,1695.9873799416264,1.0,B
89,104.6,96.1,0.43689999999999996,0.3126,0.8230999999999999,49.6,11.6,4.8,0.5,1485.018456298962,0.5,101.4,103.1,0.4494999999999999,0.3222,0.7979,43.1,15.0,6.3,0.6,1474.1851662751149,0.5,B
90,110.4,103.8,0.4673999999999999,0.3788,0.7617999999999999,44.9,15.9,5.4,0.6666666666666666,1634.1151222743981,1.0,104.0,104.2,0.4431999999999999,0.34800000000000003,0.8196000000000001,49.0,15.0,5.3,0.14285714285714285,1465.8273000680679,0.0,A
91,106.1,107.5,0.4429,0.3733999999999999,0.7186,45.3,11.5,5.0,0.5555555555555556,1538.0558158590914,0.0,110.8,102.2,0.4495,0.3971,0.764,47.1,12.9,4.9,0.8,1610.3326320031288,1.0,B
92,110.0,104.7,0.47890000000000005,0.40090000000000003,0.7682,39.8,13.0,4.5,0.7777777777777778,1543.9173017646458,0.5,110.1,110.0,0.4697,0.3598,0.752,43.8,14.3,5.2,0.6,1518.6191294168825,0.5,B
93,95.1,97.0,0.4258,0.3264,0.6431,45.0,13.1,6.3,0.25,1419.1260160054821,0.0,97.0,96.8,0.4516,0.30039999999999994,0.7734999999999999,42.2,10.4,3.4,0.1111111111111111,1465.285253786545,1.0,B
94,91.6,96.7,0.4088,0.32560000000000006,0.734,46.5,14.2,6.3,0.2857142857142857,1450.0178576524963,0.0,98.3,98.6,0.43859999999999993,0.3011,0.8086,44.0,14.8,6.1,0.6,1484.979708312693,1.0,B
95,107.9,111.2,0.4332,0.36840000000000006,0.7384999999999999,50.7,14.4,4.3,0.4444444444444444,1463.7507361554697,0.0,121.1,102.7,0.5064,0.41269999999999996,0.7998,45.5,13.9,7.5,0.875,1698.9676780818454,1.0,B
96,110.0,104.7,0.47890000000000005,0.40090000000000003,0.7682,39.8,13.0,4.5,0.7777777777777778,1522.3294600435274,1.0,104.8,110.2,0.44189999999999996,0.3458,0.7518,45.7,16.1,5.7,0.3,1397.864639645489,0.0,A
97,110.4,103.8,0.4673999999999999,0.3788,0.7617999999999999,44.9,15.9,5.4,0.6666666666666666,1638.195066445986,1.0,104.0,103.8,0.45389999999999997,0.3576,0.7727,43.7,14.0,4.0,0.16666666666666666,1509.1853352138544,0.0,A
98,101.1,104.0,0.4412,0.31470000000000004,0.8033999999999999,41.0,15.1,4.5,0.2222222222222222,1462.5866303912128,1.0,99.1,108.6,0.4386,0.37479999999999997,0.7402,43.5,17.8,5.5,0.4,1382.612441073406,0.0,B
99,112.2,116.4,0.4598,0.35219999999999996,0.7864000000000001,43.7,12.5,4.6,0.4,1456.41777026714,0.0,121.1,102.7,0.5064,0.41269999999999996,0.7998,45.5,13.9,7.5,0.875,1702.1039280820978,1.0,B
100,96.7,93.4,0.43210000000000004,0.3248,0.7878999999999998,42.6,13.0,5.8,0.6666666666666666,1534.544893220881,0.5,111.2,106.6,0.4758,0.3927,0.7855000000000001,40.9,13.4,4.5,0.7777777777777778,1528.9021839707098,0.5,B
101,107.2,107.1,0.46299999999999997,0.36469999999999997,0.7852,42.2,14.6,4.0,0.4444444444444444,1460.3701606953605,0.0,96.0,98.4,0.4324,0.30160000000000003,0.6452,44.5,13.1,6.0,0.375,1400.5293369189524,1.0,B
102,110.5,109.3,0.4765,0.3391,0.7344999999999999,44.6,14.0,5.8,0.5,1522.1588591414277,1.0,110.4,105.9,0.4607,0.3822,0.7572,44.2,14.6,5.6,0.6666666666666666,1644.2610013236958,0.0,B
103,103.9,106.1,0.4393000000000001,0.36900000000000005,0.7345,44.6,12.1,5.2,0.625,1530.3035961875223,0.0,99.6,96.1,0.4584,0.3232999999999999,0.7834,42.4,10.3,3.4,0.7777777777777778,1466.9609900054206,1.0,B
104,106.6,119.2,0.4332,0.34149999999999997,0.7591,42.4,16.5,4.2,0.125,1364.3760580889937,0.5,98.7,100.8,0.4443,0.3177,0.8014999999999999,43.2,15.2,6.2,0.6,1502.1752966559773,0.5,B
