,PTS_A,PTS_CON_A,FG_PCT_A,FG3_PCT_A,FT_PCT_A,REB_A,TOV_A,BLK_A,H/A_A,ELO_A,MATCHUPS_A,PTS_B,PTS_CON_B,FG_PCT_B,FG3_PCT_B,FT_PCT_B,REB_B,TOV_A,BLK_B,H/A_B,ELO_B,MATCHUPS_B,WINNER
234,102.2,100.8,0.43570000000000003,0.3419,0.7716999999999999,46.6,12.5,4.5,0.5,1474.9690321877952,1.0,98.5,103.3,0.434,0.3489,0.7377,43.7,15.6,5.5,0.2222222222222222,1409.9057426468357,0.0,B
235,104.3,101.9,0.4579000000000001,0.3092,0.6688000000000001,46.3,15.0,4.5,0.4,1519.089760812933,1.0,109.5,107.7,0.48869999999999997,0.3966,0.8067,39.1,13.6,3.1,0.7,1600.0448548026664,0.0,B
236,100.0,112.5,0.4263,0.3262999999999999,0.7575000000000001,43.7,16.8,2.9,0.3,1387.7097822893884,0.5,97.8,101.5,0.42110000000000003,0.3075,0.7203999999999999,43.3,14.2,5.0,0.3,1462.409410997255,0.5,B
237,106.9,114.8,0.4389,0.36629999999999996,0.7811999999999999,43.2,16.1,4.1,0.4,1381.705899433341,0.5,100.0,112.5,0.4263,0.3262999999999999,0.7575000000000001,43.7,16.8,2.9,0.2,1384.7034063038047,0.5,A
238,107.0,101.3,0.4769,0.3791999999999999,0.7384000000000001,43.6,13.8,6.0,0.4,1471.1531415855568,1.0,109.6,114.9,0.44020000000000004,0.3346,0.7714000000000001,46.9,16.7,4.6,0.4,1300.1505921250505,0.0,A
239,98.3,101.9,0.43229999999999996,0.341,0.7446999999999999,44.2,15.3,5.9,0.2222222222222222,1419.573053294274,0.0,103.3,100.4,0.4434,0.3385000000000001,0.8046,41.0,12.0,4.4,0.5,1593.2559319817576,1.0,B
240,105.1,109.6,0.4627,0.361,0.6909,39.5,10.7,5.0,0.3,1377.1901337638865,1.0,103.5,96.3,0.4777000000000001,0.40090000000000003,0.7962,43.4,14.6,4.8,0.9,1638.8193685973026,0.0,B
241,105.3,106.2,0.44630000000000003,0.3439,0.8298,42.8,12.3,5.4,0.4,1498.7842085533377,1.0,107.9,102.4,0.48150000000000004,0.4103,0.7054,41.4,15.2,3.7,0.9,1602.6235549878281,0.0,B
242,96.3,97.3,0.4494000000000001,0.33449999999999996,0.7019,43.7,12.0,2.9,0.5,1473.1170887966553,1.0,99.8,100.9,0.46080000000000004,0.40709999999999996,0.8012,34.6,11.1,3.3,0.0,1496.9448928437182,0.0,A
243,100.5,97.1,0.4824,0.4013,0.7536,41.0,15.3,6.0,0.8,1573.4650392890092,0.0,109.0,111.5,0.45640000000000003,0.369,0.8026,41.3,12.8,5.4,0.2,1465.279230224749,1.0,A
244,109.1,109.6,0.47669999999999996,0.37850000000000006,0.7473000000000001,43.6,15.7,3.6,0.6,1531.0211581088554,1.0,106.5,111.9,0.4605,0.31589999999999996,0.7876,45.0,15.1,4.9,0.4,1467.783069280107,0.0,B
245,117.3,100.7,0.5041,0.4396000000000001,0.8175000000000001,42.0,11.9,4.5,0.7,1510.6994060831603,1.0,102.2,100.8,0.43570000000000003,0.3419,0.7716999999999999,46.6,12.5,4.5,0.4,1465.301721540357,0.0,A
246,103.2,109.8,0.42269999999999996,0.37040000000000006,0.7162,47.5,13.2,5.4,0.3,1436.903069354551,0.0,94.6,93.4,0.3982,0.2821,0.7628999999999999,49.4,13.1,5.0,0.6,1577.9084153459173,1.0,A
247,108.6,110.7,0.4468,0.3702,0.7686,46.7,14.4,6.3,0.4,1422.5248014683236,0.0,104.5,104.1,0.45210000000000006,0.30300000000000005,0.6919000000000002,46.4,15.1,4.5,0.7,1506.4085949730859,1.0,B
248,103.3,100.4,0.4434,0.3385000000000001,0.8046,41.0,12.0,4.4,0.7,1597.5443897328903,0.5,96.7,100.1,0.4505,0.24499999999999997,0.7835,46.4,14.4,5.4,0.6,1461.4408773701275,0.5,B
249,105.3,106.2,0.44630000000000003,0.3439,0.8298,42.8,12.3,5.4,0.7,1492.4057942247568,1.0,109.5,107.7,0.48869999999999997,0.3966,0.8067,39.1,13.6,3.1,0.2,1612.7260206425135,0.0,B
250,116.1,99.3,0.4948,0.4008,0.7459999999999999,47.2,14.1,6.2,0.9,1726.9060083807155,1.0,112.5,106.6,0.48389999999999994,0.3963,0.7720000000000001,43.9,12.6,4.0,0.6,1551.836937156562,0.0,A
251,108.6,110.7,0.4468,0.3702,0.7686,46.7,14.4,6.3,0.4,1414.6499634026663,0.0,109.2,101.4,0.4795000000000001,0.41690000000000005,0.7163999999999999,42.2,14.2,3.3,0.9,1609.001969316409,1.0,B
252,96.3,97.3,0.4494000000000001,0.33449999999999996,0.7019,43.7,12.0,2.9,0.5,1482.280591076056,0.5,104.2,103.4,0.43410000000000004,0.3581,0.7839999999999999,47.1,12.5,4.1,0.4,1459.3932712283463,0.5,A
253,103.2,109.8,0.42269999999999996,0.37040000000000006,0.7162,47.5,13.2,5.4,0.6,1446.775603716814,0.0,116.7,102.4,0.46749999999999997,0.37710000000000005,0.7515,48.0,15.8,4.1,0.8,1593.7192888883567,1.0,B
254,109.7,106.7,0.49050000000000005,0.3497,0.7898,39.2,12.6,3.1,0.3,1620.1799341350643,0.0,98.3,101.9,0.43229999999999996,0.341,0.7446999999999999,44.2,15.3,5.9,0.1,1415.2845955431412,1.0,B
255,105.4,96.8,0.4877000000000001,0.4281,0.7836,43.2,14.6,4.9,0.9,1645.0632679809507,0.0,112.5,106.6,0.48389999999999994,0.3963,0.7720000000000001,43.9,12.6,4.0,0.7,1546.9685739784284,1.0,A
256,104.6,113.2,0.4728,0.3351,0.7373999999999999,41.0,15.4,4.7,0.5,1494.5337306286,1.0,100.4,106.8,0.44560000000000005,0.3215,0.6568999999999999,45.5,13.9,4.9,0.4,1503.6991531552142,0.0,B
257,109.1,109.6,0.47669999999999996,0.37850000000000006,0.7473000000000001,43.6,15.7,3.6,0.6,1498.72386291041,0.0,107.3,114.3,0.43649999999999994,0.32900000000000007,0.7833,46.7,17.1,4.8,0.0,1297.1238733865944,1.0,A
258,103.1,99.2,0.4401,0.33520000000000005,0.7990999999999999,41.8,12.7,4.6,0.7,1591.3174132050424,0.0,116.9,100.6,0.4952,0.43400000000000005,0.8100999999999999,42.5,11.2,5.0,0.7,1516.607856395171,1.0,B
259,103.3,112.9,0.44079999999999997,0.35169999999999996,0.7805000000000001,43.1,16.2,3.9,0.2,1359.4358155572854,0.5,104.5,104.1,0.45210000000000006,0.30300000000000005,0.6919000000000002,46.4,15.1,4.5,0.7,1514.2834330387432,0.5,B
260,108.2,113.8,0.4648,0.361,0.6894,39.5,10.6,5.2,0.3,1363.9500906253102,1.0,102.3,111.5,0.46369999999999995,0.32600000000000007,0.7265999999999999,40.5,14.2,4.9,0.4,1479.8128592036303,0.0,A
261,111.1,100.3,0.4882999999999999,0.43499999999999994,0.7051999999999999,42.8,13.6,3.7,0.9,1614.7402017302059,0.0,95.3,100.3,0.4415,0.2569,0.78,46.4,14.7,5.5,0.5,1474.3035428207456,1.0,B
262,105.3,109.7,0.4585,0.3258,0.7984,46.2,15.3,5.0,0.5,1495.4807064213646,0.0,116.4,102.5,0.4699000000000001,0.37859999999999994,0.7252,47.6,15.7,4.2,0.8,1605.4700084458757,1.0,B
263,100.4,106.8,0.44560000000000005,0.3215,0.6568999999999999,45.5,13.9,4.9,0.3,1518.420024580184,1.0,105.3,106.2,0.44630000000000003,0.3439,0.8298,42.8,12.3,5.4,0.4,1498.6770507742535,0.0,A
264,105.0,111.8,0.4337,0.389,0.7208,45.7,13.0,5.1,0.3,1435.024884159295,0.0,98.7,102.2,0.457,0.3878,0.806,34.2,11.2,3.6,0.5,1475.3128535161156,1.0,B
265,103.3,112.9,0.44079999999999997,0.35169999999999996,0.7805000000000001,43.1,16.2,3.9,0.3,1351.8551536238822,0.0,105.4,96.8,0.4877000000000001,0.4281,0.7836,43.2,14.6,4.9,0.9,1651.1662114744777,1.0,B
266,103.1,99.2,0.4401,0.33520000000000005,0.7990999999999999,41.8,12.7,4.6,0.7,1577.9428056915103,0.5,92.8,98.6,0.4316,0.30200000000000005,0.7109,42.9,12.2,2.9,0.4,1489.3747679793705,0.5,A
267,109.1,109.6,0.47669999999999996,0.37850000000000006,0.7473000000000001,43.6,15.7,3.6,0.6,1505.454259949985,0.0,95.5,93.8,0.3929000000000001,0.2899,0.776,50.2,13.1,4.1,0.8,1554.3107109416069,1.0,B
268,105.0,111.8,0.4337,0.389,0.7208,45.7,13.0,5.1,0.3,1424.5249923642325,0.0,105.4,104.8,0.4532000000000001,0.3059,0.7085000000000001,46.0,14.7,4.4,0.7,1521.8640949721464,1.0,B
269,107.4,108.8,0.4417999999999999,0.3765,0.7767999999999999,47.6,14.4,6.6,0.8,1413.3013577960737,0.0,116.9,100.6,0.4952,0.43400000000000005,0.8100999999999999,42.5,11.2,5.0,0.7,1535.8662457864098,1.0,B
270,105.1,104.6,0.47119999999999995,0.3651,0.7178000000000001,43.5,12.6,5.8,0.4,1470.9001526343222,0.3333333333333333,111.1,100.3,0.4882999999999999,0.43499999999999994,0.7051999999999999,42.8,13.6,3.7,0.9,1591.0010446544188,0.6666666666666666,B
271,105.3,109.7,0.4585,0.3258,0.7984,46.2,15.3,5.0,0.5,1488.0626297054137,0.0,101.1,103.1,0.44420000000000004,0.36119999999999997,0.7293,41.0,12.9,4.3,0.5,1462.843545272522,1.0,A
272,102.9,114.3,0.43279999999999996,0.35429999999999995,0.7929,43.0,16.5,4.2,0.3,1347.7123996539663,0.0,104.2,103.4,0.43410000000000004,0.3581,0.7839999999999999,47.1,12.5,4.1,0.4,1462.1844700224788,1.0,B
273,95.3,100.3,0.4415,0.2569,0.78,46.4,14.7,5.5,0.5,1498.0426998965327,0.0,109.1,109.6,0.47669999999999996,0.37850000000000006,0.7473000000000001,43.6,15.7,3.6,0.3,1498.489001582101,1.0,B
274,104.5,104.5,0.4561,0.3082,0.7042,45.7,14.6,4.6,0.7,1527.9874039350057,0.0,98.8,95.4,0.47219999999999995,0.37789999999999996,0.7588999999999999,42.2,15.3,5.8,0.6,1604.0179213042647,1.0,A
275,112.5,99.1,0.4796,0.4194,0.7426999999999999,44.6,12.7,4.0,0.6,1596.1240321649043,1.0,104.8,101.3,0.4346,0.32280000000000003,0.7925000000000001,41.9,12.4,3.8,0.4,1562.259996469857,0.0,B
276,106.4,112.6,0.4537000000000001,0.3436,0.6993,40.1,11.2,5.1,0.3,1386.9770084097654,0.0,107.4,108.8,0.4417999999999999,0.3765,0.7767999999999999,47.6,14.4,6.6,0.4,1410.8676017237983,1.0,B
277,101.1,103.7,0.445,0.3548,0.7611,42.4,16.3,5.9,0.2,1424.910670026132,1.0,102.7,107.6,0.45500000000000007,0.3442,0.6568999999999999,45.6,13.8,4.9,0.4,1522.6540544796378,0.0,B
278,105.3,109.7,0.4585,0.3258,0.7984,46.2,15.3,5.0,0.5,1499.756442309534,0.0,98.1,96.0,0.4715999999999999,0.37889999999999996,0.7516999999999999,42.2,16.2,5.7,0.6,1596.7829922108094,1.0,A
279,107.7,115.6,0.44980000000000003,0.33599999999999997,0.7876,47.1,18.4,4.7,0.0,1288.8119859051062,0.0,102.2,103.0,0.4647,0.38079999999999997,0.7135999999999999,39.3,12.9,4.1,0.5,1451.1497326684018,1.0,A
280,107.5,107.7,0.48840000000000006,0.3377,0.7952999999999999,38.7,13.1,2.8,0.3,1602.722864940662,0.0,116.0,102.4,0.4941,0.43069999999999997,0.7922,41.7,11.1,4.9,0.7,1538.3000018586852,1.0,A
281,105.4,113.6,0.4532,0.3478,0.7634,40.5,14.5,4.5,0.6,1447.247285103906,1.0,104.5,104.5,0.4561,0.3082,0.7042,45.7,14.6,4.6,0.5,1535.222333028461,0.0,A
282,108.5,114.4,0.44939999999999997,0.3665,0.772,44.2,15.8,4.7,0.3,1407.0836317379192,0.0,104.5,104.5,0.4561,0.3082,0.7042,45.7,14.6,4.6,0.5,1525.7752520315228,1.0,A
283,106.4,112.6,0.4537000000000001,0.3436,0.6993,40.1,11.2,5.1,0.3,1376.9139527220689,0.5,101.1,105.3,0.4536999999999999,0.3402,0.6514000000000001,46.9,14.5,4.9,0.3,1536.2934498829268,0.5,A
284,97.6,100.1,0.4579,0.3758,0.7881999999999999,34.9,11.7,3.8,0.5,1488.2159475799322,0.0,96.0,93.9,0.40309999999999996,0.30369999999999997,0.7940999999999999,47.9,12.9,4.0,0.8,1568.7514679216986,1.0,A
285,104.7,110.2,0.47029999999999994,0.333,0.7333999999999998,41.3,14.3,5.1,0.4,1485.3932582196587,1.0,112.5,99.1,0.4796,0.4194,0.7426999999999999,44.6,12.7,4.0,0.6,1588.9919649272122,0.0,B
286,107.5,107.7,0.48840000000000006,0.3377,0.7952999999999999,38.7,13.1,2.8,0.7,1610.282598609527,0.0,116.0,102.4,0.4941,0.43069999999999997,0.7922,41.7,11.1,4.9,0.7,1530.7402681898202,1.0,B
287,108.6,97.6,0.49610000000000004,0.44320000000000004,0.8377999999999999,45.0,14.2,4.7,0.8,1657.3883637811844,1.0,103.3,109.5,0.4314,0.3970000000000001,0.6923,45.4,12.7,5.1,0.5,1441.570371022727,0.0,A
288,101.1,103.7,0.445,0.3548,0.7611,42.4,16.3,5.9,0.1,1417.0620296230597,1.0,94.9,100.7,0.438,0.2995,0.7254,42.1,12.3,2.9,0.5,1468.3190715977269,0.0,B
289,108.6,97.6,0.49610000000000004,0.44320000000000004,0.8377999999999999,45.0,14.2,4.7,0.8,1659.524461135825,1.0,101.9,108.0,0.45920000000000005,0.3239,0.7794000000000001,44.6,15.4,4.0,0.4,1527.7005483119951,0.0,A
290,109.2,106.7,0.47759999999999997,0.39799999999999996,0.7691,41.7,13.3,3.8,0.5,1517.9157124978453,1.0,95.1,98.9,0.43369999999999986,0.2848,0.7763,46.4,13.5,4.2,0.5,1499.594080171356,0.0,A
291,116.6,103.4,0.4678999999999999,0.38549999999999995,0.7248,47.0,15.4,3.8,0.8,1611.065814986303,0.0,96.0,93.9,0.40309999999999996,0.30369999999999997,0.7940999999999999,47.9,12.9,4.0,0.8,1560.4521006765985,1.0,A
292,101.1,105.3,0.4536999999999999,0.3402,0.6514000000000001,46.9,14.5,4.9,0.4,1518.2580916874524,0.0,111.8,98.7,0.47090000000000004,0.40990000000000004,0.7331000000000001,44.2,12.3,3.9,0.6,1593.6083809669956,1.0,A
293,105.4,113.6,0.4532,0.3478,0.7634,40.5,14.5,4.5,0.6,1456.6943661008443,1.0,108.4,115.6,0.4537,0.3437,0.7949,46.0,17.7,5.2,0.0,1300.884208218181,0.0,A
294,106.2,103.9,0.48039999999999994,0.3761,0.7345,43.0,12.6,5.4,0.6,1470.3577676226694,0.0,116.0,102.4,0.4941,0.43069999999999997,0.7922,41.7,11.1,4.9,0.7,1542.618494146715,1.0,A
295,104.5,111.1,0.4413,0.36129999999999995,0.7880999999999999,43.9,15.1,4.1,0.4,1337.380855339262,0.5,103.3,109.5,0.4314,0.3970000000000001,0.6923,45.4,12.7,5.1,0.3,1439.4342736680862,0.5,B
296,111.0,100.3,0.48199999999999993,0.37679999999999997,0.7663,46.8,15.9,5.2,0.8,1709.2655108242052,1.0,108.2,110.9,0.4446,0.3734,0.7949,46.7,14.2,6.2,0.7,1415.1399024112782,0.0,A
297,102.5,102.5,0.44489999999999996,0.3599,0.8237,42.9,12.6,5.4,0.3,1497.1373699138073,0.0,104.7,110.2,0.47029999999999994,0.333,0.7333999999999998,41.3,14.3,5.1,0.4,1480.7768421798753,1.0,A
298,98.1,96.0,0.4715999999999999,0.37889999999999996,0.7516999999999999,42.2,16.2,5.7,0.6,1572.83035691338,0.5,102.2,103.0,0.4647,0.38079999999999997,0.7135999999999999,39.3,12.9,4.1,0.5,1435.0860396502953,0.5,A
299,107.5,107.7,0.48840000000000006,0.3377,0.7952999999999999,38.7,13.1,2.8,0.7,1598.4043726526322,0.3333333333333333,108.9,111.1,0.46790000000000004,0.35130000000000006,0.7014,40.7,10.7,5.3,0.6,1394.9493109175432,0.6666666666666666,A
300,108.6,97.6,0.49610000000000004,0.44320000000000004,0.8377999999999999,45.0,14.2,4.7,0.8,1664.3782203776032,0.6666666666666666,116.3,105.4,0.4636,0.3787,0.7238,46.5,15.4,4.0,0.8,1622.1335607623341,0.3333333333333333,A
301,108.2,110.9,0.4446,0.3734,0.7949,46.7,14.2,6.2,0.4,1413.0237308049143,1.0,108.9,111.1,0.46790000000000004,0.35130000000000006,0.7014,40.7,10.7,5.3,0.3,1393.3041210526208,0.0,A
302,101.1,105.3,0.4536999999999999,0.3402,0.6514000000000001,46.9,14.5,4.9,0.3,1545.116677545702,0.0,108.2,99.9,0.4601,0.3942,0.7318,44.3,13.3,3.8,0.9,1566.749795108746,1.0,A
303,95.3,100.6,0.43709999999999993,0.31849999999999995,0.7120000000000001,42.2,12.6,2.8,0.4,1486.2464317804577,0.5,95.1,98.9,0.43369999999999986,0.2848,0.7763,46.4,13.5,4.2,0.3,1489.9053153553855,0.5,A
304,111.0,100.3,0.48199999999999993,0.37679999999999997,0.7663,46.8,15.9,5.2,0.8,1711.381682430569,1.0,105.3,107.8,0.47269999999999995,0.33299999999999996,0.7539999999999999,42.1,14.3,5.3,0.4,1476.9748835122004,0.0,A
305,103.4,101.9,0.4307,0.3611,0.7956000000000001,46.0,11.9,4.4,0.6,1460.8974286050227,0.5,102.5,102.5,0.44489999999999996,0.3599,0.8237,42.9,12.6,5.4,0.3,1500.9393285814822,0.5,A
306,109.5,116.3,0.44559999999999994,0.3565,0.7694999999999999,45.4,16.0,5.3,0.3,1428.5115437751367,0.0,106.6,105.5,0.4917000000000001,0.33130000000000004,0.7994999999999999,38.5,13.6,3.2,0.3,1600.0495625175547,1.0,B
307,99.1,99.2,0.46620000000000006,0.38310000000000005,0.7904999999999999,34.1,10.5,3.4,0.5,1510.8269995293667,1.0,103.0,109.4,0.4422999999999999,0.35169999999999996,0.7934,43.0,15.1,4.2,0.1,1331.3839065884604,0.0,A
308,106.0,104.8,0.46609999999999996,0.3141,0.7412,44.3,14.3,4.4,0.7,1499.1106909238154,0.0,103.8,111.6,0.4518999999999999,0.34009999999999996,0.7514,41.5,14.7,4.5,0.1,1463.3201446609987,1.0,B
309,111.0,100.3,0.48199999999999993,0.37679999999999997,0.7663,46.8,15.9,5.2,0.9,1714.5312910352145,1.0,105.7,103.6,0.43759999999999993,0.33909999999999996,0.7835,41.4,12.8,3.9,0.7,1551.509753991978,0.0,B
310,108.6,97.6,0.49610000000000004,0.44320000000000004,0.8377999999999999,45.0,14.2,4.7,0.8,1668.4866110466992,1.0,100.4,104.1,0.4535000000000001,0.3633,0.7183999999999999,39.5,13.4,4.2,0.4,1424.2512817630072,0.0,A
311,108.9,111.1,0.46790000000000004,0.35130000000000006,0.7014,40.7,10.7,5.3,0.3,1384.8725906510988,0.0,95.1,98.9,0.43369999999999986,0.2848,0.7763,46.4,13.5,4.2,0.3,1476.8700316866239,1.0,A
312,97.6,95.9,0.47479999999999994,0.3729,0.7604000000000001,42.2,17.0,5.4,0.6,1579.1998604509188,0.5,118.4,106.2,0.47709999999999997,0.4056,0.7462000000000001,46.0,15.6,4.4,0.8,1618.025170093238,0.5,A
313,103.4,101.9,0.4307,0.3611,0.7956000000000001,46.0,11.9,4.4,0.3,1474.2980796632437,1.0,101.0,105.6,0.4551,0.3313,0.6428,46.8,14.1,4.7,0.3,1554.9304248520812,0.0,B
314,102.5,102.5,0.44489999999999996,0.3599,0.8237,42.9,12.6,5.4,0.6,1487.5386775232612,1.0,95.3,100.6,0.43709999999999993,0.31849999999999995,0.7120000000000001,42.2,12.6,2.8,0.5,1499.2817154492193,0.0,A
315,106.6,105.5,0.4917000000000001,0.33130000000000004,0.7994999999999999,38.5,13.6,3.2,0.3,1603.0683567742792,1.0,110.1,110.4,0.47729999999999995,0.3548,0.7486,45.1,15.5,3.1,0.5,1518.507595989572,0.0,A
316,103.2,106.5,0.46040000000000003,0.33730000000000004,0.796,44.5,15.4,4.1,0.2,1522.846789070217,0.0,109.6,105.8,0.4849,0.4032,0.7691,40.8,13.3,4.2,0.5,1542.3467855683523,1.0,A
317,103.0,109.4,0.4422999999999999,0.35169999999999996,0.7934,43.0,15.1,4.2,0.1,1326.3284307741071,0.5,109.9,117.3,0.4542,0.373,0.7543,44.7,16.1,5.3,0.3,1425.4927495184122,0.5,A
318,97.0,103.8,0.44320000000000004,0.3287,0.712,40.9,12.4,2.1,0.4,1483.9957544692272,0.5,108.2,99.9,0.4601,0.3942,0.7318,44.3,13.3,3.8,0.5,1556.9360478023668,0.5,A
319,109.6,105.8,0.4849,0.4032,0.7691,40.8,13.3,4.2,0.5,1527.2647022334004,0.5,98.1,98.7,0.41720000000000007,0.3319,0.7949999999999999,44.0,12.0,4.2,0.7,1524.3569425759638,0.5,A
320,102.5,102.5,0.44489999999999996,0.3599,0.8237,42.9,12.6,5.4,0.3,1502.8246385032533,0.0,107.2,103.6,0.49049999999999994,0.38939999999999997,0.7233,42.6,12.3,4.7,0.6,1498.7830795430261,1.0,B
321,112.6,103.6,0.46580000000000005,0.4083,0.7861999999999999,43.3,10.8,4.7,0.7,1537.7044679809703,0.5,105.6,107.4,0.46509999999999996,0.3271,0.7567999999999999,44.0,14.0,5.3,0.4,1477.4727862828443,0.5,B
322,99.3,104.0,0.4525,0.3704,0.7115000000000001,39.5,13.8,4.4,0.5,1420.8329956431098,0.0,108.5,107.5,0.4955,0.33609999999999995,0.7783999999999999,40.4,13.5,3.0,0.3,1610.4682612916176,1.0,B
323,105.7,103.6,0.43759999999999993,0.33909999999999996,0.7835,41.4,12.8,3.9,0.7,1571.7656248246608,0.0,109.5,109.1,0.4892,0.36079999999999995,0.751,43.1,15.3,3.3,0.6,1511.1076914722337,1.0,B
324,106.7,104.3,0.4513999999999999,0.3742,0.8179000000000001,45.5,12.7,4.5,0.6,1468.1969802894603,1.0,110.2,112.2,0.47929999999999995,0.3513,0.7027999999999999,40.0,11.2,5.8,0.6,1396.3036292479344,0.0,A
325,102.5,104.6,0.4539999999999999,0.3332,0.7933,44.5,14.8,4.3,0.2,1537.928872405169,0.0,112.5,101.5,0.48999999999999994,0.3963,0.78,47.2,16.2,5.7,0.8,1694.2754202025317,1.0,A
326,112.5,101.5,0.48999999999999994,0.3963,0.78,47.2,16.2,5.7,0.8,1687.7066185104,0.0,110.0,98.3,0.4974,0.42679999999999996,0.8336,46.1,14.7,5.1,0.9,1653.9741008685953,1.0,B
327,109.2,103.3,0.4565,0.3935,0.7361000000000001,44.2,14.0,3.2,0.5,1547.916256974169,1.0,110.2,112.2,0.47929999999999995,0.3513,0.7027999999999999,40.0,11.2,5.8,0.3,1375.964697047913,0.0,A
328,109.3,102.5,0.4564000000000001,0.3898,0.7901999999999999,43.4,11.8,4.7,0.7,1528.1857982321499,1.0,101.0,105.6,0.4551,0.3313,0.6428,46.8,14.1,4.7,0.3,1561.0315242258646,0.0,B
329,106.6,110.8,0.4332,0.37129999999999996,0.8069000000000001,46.9,14.9,6.3,0.4,1413.0632779518949,0.5,97.0,103.8,0.44320000000000004,0.3287,0.712,40.9,12.4,2.1,0.4,1493.015545297425,0.5,B
330,104.9,103.7,0.44190000000000007,0.3525,0.8173999999999999,45.0,12.3,4.8,0.7,1488.5359124894817,0.0,105.3,106.5,0.44279999999999997,0.40940000000000004,0.6990999999999999,45.9,11.7,5.6,0.3,1435.484540569869,1.0,B
331,104.1,106.0,0.4579,0.3073,0.7322,43.6,14.4,4.6,0.7,1509.0529905553292,0.0,96.4,93.7,0.4734,0.38620000000000004,0.7265,43.0,16.9,5.3,0.6,1588.84853288495,1.0,A
332,100.7,107.7,0.4417,0.35279999999999995,0.7836000000000001,42.3,15.1,4.2,0.3,1342.4798012151837,1.0,99.0,102.6,0.4478,0.3348,0.7661,42.1,16.5,5.2,0.2,1378.3095188705202,0.0,B
333,103.7,110.9,0.4654,0.3499,0.7616999999999999,39.2,14.3,4.5,0.1,1474.62627630532,0.5,107.9,114.9,0.4513999999999999,0.37260000000000004,0.7476999999999998,45.0,17.3,4.9,0.4,1416.2742964377833,0.5,A
334,106.7,114.6,0.4485,0.3497,0.7893,45.5,17.8,5.3,0.4,1311.6112736279717,0.0,106.6,110.8,0.4332,0.37129999999999996,0.8069000000000001,46.9,14.9,6.3,0.4,1401.1493349007847,1.0,A
335,110.2,107.4,0.4579000000000001,0.3497,0.8308,38.7,12.5,3.7,0.5,1551.57446887054,0.5,95.7,99.7,0.42969999999999997,0.28440000000000004,0.7950999999999999,46.7,13.3,4.5,0.3,1456.1567475086629,0.5,A
336,109.2,103.3,0.4565,0.3935,0.7361000000000001,44.2,14.0,3.2,0.5,1553.459300326142,1.0,121.5,109.1,0.4827,0.38920000000000005,0.7572,45.7,15.4,4.8,0.8,1617.6587432403323,0.0,B
337,102.7,102.5,0.44279999999999997,0.34320000000000006,0.8103,42.5,12.6,5.4,0.6,1489.7711408354064,0.0,102.2,104.5,0.4680000000000001,0.3590999999999999,0.6216999999999999,46.4,14.3,5.7,0.3,1572.91373702769,1.0,A
338,96.4,93.7,0.4734,0.38620000000000004,0.7265,43.0,16.9,5.3,0.6,1576.9610274567874,0.0,105.6,107.5,0.4666,0.3773000000000001,0.7407999999999999,42.6,13.8,4.0,0.4,1547.1364288354462,1.0,A
339,110.2,112.2,0.47929999999999995,0.3513,0.7027999999999999,40.0,11.2,5.8,0.6,1370.42165369594,1.0,99.3,104.0,0.4525,0.3704,0.7115000000000001,39.5,13.8,4.4,0.5,1409.2143530499768,0.0,B
340,95.3,100.8,0.42619999999999997,0.29800000000000004,0.7854000000000001,46.7,13.5,4.4,0.2,1445.015714841673,0.0,104.9,103.7,0.44190000000000007,0.3525,0.8173999999999999,45.0,12.3,4.8,0.7,1481.812881538666,1.0,A
341,106.1,103.8,0.49779999999999996,0.3908999999999999,0.7166,41.2,12.2,4.6,0.4,1521.2847423046187,1.0,98.5,97.8,0.42590000000000006,0.36019999999999996,0.7802999999999999,43.2,12.2,4.6,0.7,1494.5144702166458,0.0,B
342,102.0,101.5,0.4427,0.3283,0.8149000000000001,42.8,12.4,5.1,0.3,1498.1371693843464,0.0,106.6,110.8,0.4332,0.37129999999999996,0.8069000000000001,46.9,14.9,6.3,0.7,1388.9034665519446,1.0,B
343,106.1,113.4,0.45030000000000003,0.3638,0.7853000000000001,44.0,18.3,5.1,0.4,1323.8571419768118,0.0,104.1,106.0,0.4579,0.3073,0.7322,43.6,14.4,4.6,0.6,1520.9404959834917,1.0,B
344,95.1,105.3,0.4349,0.3094,0.7199000000000001,41.0,13.5,2.7,0.5,1504.9294883485352,0.5,109.2,103.3,0.4565,0.3935,0.7361000000000001,44.2,14.0,3.2,0.9,1547.9886658085263,0.5,B
345,103.7,103.8,0.4483,0.41079999999999994,0.7132,45.2,11.8,5.7,0.5,1442.2075715206847,0.5,103.7,110.9,0.4654,0.3499,0.7616999999999999,39.2,14.3,4.5,0.1,1482.378612600572,0.5,A
346,111.9,98.2,0.5072,0.4447,0.8375999999999999,46.6,15.0,4.8,0.9,1678.061446910287,1.0,103.7,110.9,0.4654,0.3499,0.7616999999999999,39.2,14.3,4.5,0.1,1461.561485219477,0.0,B
347,107.9,114.9,0.4513999999999999,0.37260000000000004,0.7476999999999998,45.0,17.3,4.9,0.4,1408.5219601425313,0.0,99.3,104.0,0.4525,0.3704,0.7115000000000001,39.5,13.8,4.4,0.4,1415.280952131906,1.0,B
348,105.1,102.8,0.4624,0.3664,0.8093000000000001,44.2,14.7,4.6,0.4,1552.778122723356,0.0,110.2,107.4,0.4579000000000001,0.3497,0.8308,38.7,12.5,3.7,0.5,1562.71550153753,1.0,B
