,PTS_A,PTS_CON_A,FG_PCT_A,FG3_PCT_A,FT_PCT_A,REB_A,TOV_A,BLK_A,H/A_A,ELO_A,PTS_B,PTS_CON_B,FG_PCT_B,FG3_PCT_B,FT_PCT_B,REB_B,TOV_A,BLK_B,H/A_B,ELO_B,WINNER
34,93.25,102.75,0.43287499999999995,0.285625,0.7203750000000001,38.25,14.5,4.375,0.25,1438.893025754008,98.9,96.3,0.4425,0.38449999999999995,0.7957,43.0,13.3,5.7,0.7142857142857143,1499.1999765035685,A
35,91.3,93.3,0.4593999999999999,0.4081,0.761,38.9,12.3,3.4,0.6,1537.609613632355,98.5,98.0,0.4368,0.2963,0.8009000000000001,48.2,14.4,5.2,0.0,1545.5565868761219,A
36,96.88888888888889,101.88888888888889,0.42877777777777776,0.28733333333333333,0.8113333333333332,41.0,12.555555555555555,4.555555555555555,0.0,1400.788541890219,100.4,97.7,0.4407,0.2975,0.7977000000000001,42.8,16.4,5.8,0.8,1566.0632583562863,B
37,93.66666666666667,91.55555555555556,0.44633333333333336,0.39077777777777783,0.7716666666666667,38.44444444444444,13.0,4.0,0.6,1545.4383625632786,88.3,93.7,0.42800000000000005,0.3216,0.7663,37.3,15.2,4.4,0.0,1453.3850963147534,A
38,97.4,93.3,0.46769999999999995,0.3415,0.7616999999999999,42.1,15.4,4.5,1.0,1532.5933617585258,97.6,97.7,0.454,0.41790000000000005,0.7823,38.6,11.8,5.2,0.375,1572.956159570775,A
39,88.3,93.7,0.42800000000000005,0.3216,0.7663,37.3,15.2,4.4,0.0,1443.681183388634,98.5,98.0,0.4368,0.2963,0.8009000000000001,48.2,14.4,5.2,0.0,1536.896370749889,B
40,97.4,101.3,0.4373,0.2919,0.8034999999999999,40.2,12.8,4.6,0.4,1395.3694379843298,91.3,93.3,0.4593999999999999,0.4081,0.761,38.9,12.3,3.4,0.6,1553.0483873368805,B
41,98.9,96.3,0.4425,0.38449999999999995,0.7957,43.0,13.3,5.7,0.6666666666666666,1484.1136452043343,99.8,96.3,0.458,0.3583,0.7813000000000001,45.0,16.4,7.2,0.25,1457.534159014675,A
42,96.6,99.7,0.4429,0.36510000000000004,0.7815000000000001,41.9,16.2,4.4,0.6,1426.9684384364978,97.2,100.5,0.4191,0.33570000000000005,0.7766,44.4,14.4,5.5,0.0,1478.62078072291,A
43,105.2,105.0,0.43660000000000004,0.2703,0.7304999999999999,45.5,15.0,6.4,0.4,1425.732946635064,98.2,95.5,0.44220000000000004,0.3206,0.7933000000000001,40.9,16.6,5.1,0.8,1571.4823622621755,B
44,88.3,93.7,0.42800000000000005,0.3216,0.7663,37.3,15.2,4.4,0.375,1438.848265264702,94.8,94.7,0.4386,0.37560000000000004,0.7779,41.2,12.9,4.7,0.625,1489.833504384711,B
45,92.1,99.1,0.4217000000000001,0.31400000000000006,0.7415999999999999,41.7,14.7,7.2,0.125,1422.2709447111774,90.7,90.1,0.4223,0.33209999999999995,0.8120999999999998,42.1,13.8,3.3,0.5714285714285714,1554.829009400575,A
46,97.5,95.5,0.43920000000000003,0.3105,0.7883000000000002,41.0,16.2,4.9,0.5,1579.7140163281017,99.6,95.7,0.43689999999999996,0.3247,0.8093999999999999,50.6,15.2,5.5,0.2,1544.399658713303,A
47,99.2,105.8,0.43709999999999993,0.3694,0.7742999999999999,41.1,13.7,4.4,0.6,1471.5905803822932,97.3,99.9,0.4565999999999999,0.39039999999999997,0.8179000000000001,40.8,15.5,4.8,0.4,1473.6162975153306,A
48,100.9,100.9,0.49329999999999996,0.3464,0.7762999999999999,38.6,14.8,3.9,0.42857142857142855,1399.7226529951631,95.4,101.2,0.4203,0.2846,0.8387,40.3,13.1,4.2,0.0,1385.457277047867,A
49,90.4,104.4,0.3992,0.37979999999999997,0.7847,45.7,17.2,4.0,0.125,1340.1631352726113,90.6,96.7,0.42780000000000007,0.3352,0.7378,41.4,15.8,6.9,0.25,1440.966836884059,B
50,100.9,100.9,0.49329999999999996,0.3464,0.7762999999999999,38.6,14.8,3.9,0.2857142857142857,1412.4879468196125,101.3,94.1,0.46820000000000006,0.4393000000000001,0.7817000000000001,40.8,13.4,5.7,1.0,1547.0628993085145,B
51,97.2,88.7,0.4598000000000001,0.36920000000000003,0.7785000000000001,42.5,15.8,5.9,0.8333333333333334,1673.6242940292814,100.0,101.5,0.4483999999999999,0.4627,0.7539,40.2,13.9,5.1,0.8,1533.8503713608777,A
52,92.4,101.6,0.43019999999999997,0.2805,0.7331000000000001,38.1,13.8,4.2,0.0,1415.359179824895,94.8,94.7,0.4386,0.37560000000000004,0.7779,41.2,12.9,4.7,0.75,1495.0246562545767,B
53,99.3,97.6,0.4861000000000001,0.37540000000000007,0.7404999999999999,40.5,17.0,5.4,0.7142857142857143,1515.9547681045326,101.3,94.1,0.46820000000000006,0.4393000000000001,0.7817000000000001,40.8,13.4,5.7,1.0,1560.117775244372,B
54,97.2,88.7,0.4598000000000001,0.36920000000000003,0.7785000000000001,42.5,15.8,5.9,0.875,1676.7322340927274,99.1,102.9,0.43210000000000004,0.33710000000000007,0.7904000000000001,43.2,14.8,5.0,0.16666666666666666,1474.3894603968367,A
55,97.5,95.5,0.43920000000000003,0.3105,0.7883000000000002,41.0,16.2,4.9,0.8,1574.8092626953826,104.3,93.7,0.47620000000000007,0.3604,0.8257999999999999,40.3,11.8,5.8,0.5,1656.676849093837,B
56,94.0,96.0,0.40820000000000006,0.3787,0.7766,46.9,16.3,3.4,0.4444444444444444,1464.4094346118345,107.4,106.1,0.45389999999999986,0.3917,0.7849999999999999,41.8,14.6,1.9,0.7142857142857143,1476.3518804848902,A
57,98.0,93.6,0.4569,0.3739,0.7703,39.5,12.6,5.7,0.3333333333333333,1480.7854508521964,100.7,104.8,0.44560000000000005,0.3973,0.7634000000000001,41.1,13.3,3.9,0.42857142857142855,1494.7898192084888,A
58,100.7,99.3,0.4527,0.38060000000000005,0.7622000000000001,45.8,16.4,6.7,0.2,1449.557317108333,96.0,93.2,0.4396999999999999,0.3619,0.7565,46.1,16.2,6.5,0.7142857142857143,1490.6723018756754,A
59,101.7,103.2,0.49400000000000005,0.3064,0.7836,38.6,14.5,4.2,0.25,1393.61941282334,93.7,90.8,0.45970000000000005,0.3541,0.8046,37.5,13.0,3.7,0.5714285714285714,1568.617956674798,B
60,107.4,106.1,0.45389999999999986,0.3917,0.7849999999999999,41.8,14.6,1.9,0.3333333333333333,1456.9040808060502,99.4,90.7,0.4779999999999999,0.3867999999999999,0.7646000000000001,41.4,16.2,5.8,0.875,1682.9666679973852,B
61,91.6,91.5,0.4441,0.39030000000000004,0.7543,39.3,12.9,3.6,0.42857142857142855,1550.0608373875718,98.6,101.4,0.4857,0.32039999999999996,0.7629,37.8,15.7,3.8,0.2222222222222222,1389.051435500828,A
62,95.2,96.7,0.41450000000000004,0.3695,0.7826000000000001,46.5,15.5,3.3,0.5,1504.9511729001792,97.9,99.6,0.48109999999999997,0.379,0.7523,39.3,16.3,5.3,0.375,1533.7097499846757,A
63,97.5,99.7,0.43410000000000004,0.33990000000000004,0.8256,40.6,12.8,4.3,0.16666666666666666,1364.0570684591235,92.9,89.8,0.44960000000000006,0.39699999999999996,0.7605000000000001,39.9,13.5,3.9,0.42857142857142855,1557.1240913167044,B
64,91.9,105.2,0.4138,0.36279999999999996,0.7896,44.4,16.9,3.4,0.0,1344.4089617063057,100.0,101.5,0.4483999999999999,0.4627,0.7539,40.2,13.9,5.1,0.8,1546.2571584963478,B
65,95.5,102.6,0.4375000000000001,0.327,0.795,40.3,16.2,3.7,0.14285714285714285,1423.0214073499671,100.7,98.2,0.43200000000000005,0.30979999999999996,0.7879999999999999,50.4,15.5,6.1,0.3333333333333333,1526.1207494364655,B
66,107.4,95.3,0.4640000000000001,0.3667000000000001,0.7480999999999999,45.9,13.0,6.5,1.0,1623.5906719992495,93.2,90.3,0.4617,0.336,0.8059,38.7,13.1,3.8,0.5714285714285714,1573.1859339973103,A
67,101.4,105.4,0.4464,0.3863,0.7596999999999998,42.1,13.0,4.2,0.5,1475.2403716742715,101.0,98.9,0.4547999999999999,0.3746,0.7705,47.0,16.2,6.9,0.5714285714285714,1454.228981366922,A
68,96.7,97.7,0.47380000000000005,0.3647,0.7367,40.0,16.8,4.6,0.5714285714285714,1520.172712369464,89.8,86.1,0.44279999999999997,0.3841,0.7489999999999999,39.9,13.5,4.1,0.6666666666666666,1560.4412015657922,B
69,93.2,90.3,0.4617,0.336,0.8059,38.7,13.1,3.8,0.5714285714285714,1549.7783141783693,93.0,90.4,0.44110000000000005,0.35279999999999995,0.7879,43.2,14.7,3.7,0.7,1566.694431649634,A
70,105.1,109.7,0.45699999999999996,0.2968,0.7322,42.5,15.7,7.7,0.42857142857142855,1391.283192393377,101.2,92.9,0.477,0.399,0.7757000000000001,41.8,15.5,5.4,0.8571428571428571,1683.1237570371486,A
71,89.8,86.1,0.44279999999999997,0.3841,0.7489999999999999,39.9,13.5,4.1,0.5,1563.905143057195,95.5,102.6,0.4375000000000001,0.327,0.795,40.3,16.2,3.7,0.14285714285714285,1419.3910881317343,A
72,99.2,101.9,0.44410000000000005,0.4444,0.7555999999999999,39.3,13.8,5.0,0.8333333333333334,1550.775863952264,99.5,105.5,0.4354,0.3362,0.8349,41.8,15.4,4.6,0.2222222222222222,1461.1712831945395,A
73,100.7,98.2,0.43200000000000005,0.30979999999999996,0.7879999999999999,50.4,15.5,6.1,0.625,1535.6954925008201,95.3,98.8,0.44220000000000004,0.32249999999999995,0.7585000000000001,39.2,14.2,6.8,0.1,1412.2546440623069,A
74,93.0,92.4,0.4269,0.29359999999999997,0.7458999999999999,45.7,14.9,6.6,0.2857142857142857,1474.8241524690416,99.7,98.9,0.48419999999999996,0.379,0.7602,39.5,15.7,5.2,0.875,1527.731430328033,B
75,95.7,101.9,0.4367,0.3024,0.7440999999999999,42.0,13.2,4.6,0.0,1392.8691990536188,92.8,91.2,0.43290000000000006,0.34029999999999994,0.7878999999999999,44.3,14.4,3.4,0.5,1562.8218504216236,A
76,99.4,97.9,0.4868,0.3533,0.7373999999999998,40.3,16.3,4.9,0.7777777777777778,1516.7087708780614,91.6,108.0,0.4101,0.36,0.7856,42.4,16.4,3.8,0.1111111111111111,1329.318082215796,A
77,98.5,101.6,0.458,0.38459999999999994,0.819,40.3,15.2,4.9,0.5714285714285714,1451.3724674185173,104.4,110.0,0.45389999999999997,0.3051,0.7442,42.6,15.8,7.6,0.42857142857142855,1408.9495900898162,B
78,96.0,104.3,0.44700000000000006,0.3042,0.7798,40.1,16.0,4.0,0.42857142857142855,1404.2035057752478,98.2,99.0,0.4913,0.35969999999999996,0.7104,40.6,16.5,5.4,0.7777777777777778,1520.7158257525946,B
79,105.6,108.4,0.43360000000000004,0.37229999999999996,0.8156000000000001,43.2,14.6,2.1,0.2857142857142857,1429.5657385102759,85.9,89.6,0.425,0.30660000000000004,0.7346,38.0,15.3,4.6,0.4,1458.298638964057,A
80,89.8,86.1,0.44279999999999997,0.3841,0.7489999999999999,39.9,13.5,4.1,0.5,1566.9444279395925,95.2,96.5,0.42029999999999995,0.3237,0.7780000000000001,46.1,15.8,3.2,0.4,1503.3990333481067,B
81,99.1,102.7,0.44910000000000005,0.434,0.7738,39.3,14.0,4.7,0.4444444444444444,1574.374431361257,99.4,96.8,0.4487,0.3714,0.758,47.0,14.9,7.5,0.5714285714285714,1441.1134866818513,A
82,97.2,99.3,0.43610000000000004,0.36669999999999997,0.7809000000000001,41.4,13.6,3.6,0.2857142857142857,1383.5817435318206,100.9,98.8,0.4426,0.31749999999999995,0.7893999999999999,49.0,15.2,5.7,0.3333333333333333,1546.1966413205969,B
83,98.7,105.2,0.48089999999999994,0.3221,0.7670000000000001,37.0,15.6,4.2,0.375,1368.325811797899,95.3,98.8,0.44220000000000004,0.32249999999999995,0.7585000000000001,39.2,14.2,6.8,0.2,1401.75349524253,A
84,99.5,105.5,0.4354,0.3362,0.8349,41.8,15.4,4.6,0.7142857142857143,1466.557104301906,100.7,95.6,0.4439,0.3389,0.7645000000000001,42.9,14.4,7.0,0.8571428571428571,1623.9604021488237,B
85,94.8,96.7,0.442,0.382,0.7313000000000001,40.7,14.0,5.6,0.7142857142857143,1523.4533943311935,102.7,107.2,0.4489000000000001,0.4061,0.7505999999999998,41.1,13.2,4.7,0.5714285714285714,1466.7490002025977,A
86,92.0,92.8,0.4306,0.2864,0.7183999999999999,44.7,15.1,6.5,0.25,1462.8950148020397,95.3,98.8,0.44220000000000004,0.32249999999999995,0.7585000000000001,39.2,14.2,6.8,0.1,1396.3126744897024,A
87,107.3,93.6,0.4951,0.36119999999999997,0.7849,42.1,11.5,6.0,1.0,1664.989653247277,99.5,105.5,0.4354,0.3362,0.8349,41.8,15.4,4.6,0.2222222222222222,1458.4756186614945,A
88,94.8,96.7,0.442,0.382,0.7313000000000001,40.7,14.0,5.6,0.7142857142857143,1530.7336462354176,96.2,105.5,0.46319999999999995,0.28640000000000004,0.7767000000000001,38.3,16.0,4.0,0.2,1373.7666325507266,A
89,102.7,107.2,0.4489000000000001,0.4061,0.7505999999999998,41.1,13.2,4.7,0.42857142857142855,1459.4687482983736,99.1,102.7,0.44910000000000005,0.434,0.7738,39.3,14.0,4.7,0.4444444444444444,1578.806134799706,A
90,100.3,89.3,0.47029999999999994,0.41670000000000007,0.7588999999999999,42.3,14.7,6.2,1.0,1574.6144460758526,95.5,92.6,0.46679999999999994,0.3639,0.8253,38.2,12.8,3.2,0.625,1568.938084751594,B
91,107.1,112.3,0.45829999999999993,0.3187,0.7601,42.9,15.6,7.3,0.2,1406.4742871338412,97.2,99.3,0.43610000000000004,0.36669999999999997,0.7809000000000001,41.4,13.6,3.6,0.2857142857142857,1379.3877407032023,B
92,91.6,88.3,0.4551,0.3963,0.7719999999999999,37.9,13.4,3.7,0.5714285714285714,1560.9329460409715,96.2,105.9,0.4751,0.3254,0.7749,37.3,15.6,3.2,0.375,1397.0008603980787,A
93,88.7,91.5,0.43470000000000003,0.32130000000000003,0.7136,39.3,16.4,5.0,0.2,1451.2913632035345,95.9,99.2,0.42069999999999996,0.32589999999999997,0.7915,45.4,16.5,3.9,0.42857142857142855,1504.0982372333724,B
94,98.7,96.0,0.46399999999999997,0.34009999999999996,0.782,38.2,15.7,5.1,0.7142857142857143,1555.1720922736542,95.5,92.6,0.46679999999999994,0.3639,0.8253,38.2,12.8,3.2,0.625,1582.6839123937862,A
95,95.6,97.8,0.4478,0.34419999999999995,0.7439,37.9,12.0,6.0,0.625,1510.7572021753797,105.2,106.2,0.46210000000000007,0.4117,0.7534,41.7,13.4,4.9,0.625,1466.5765139453804,A
96,95.9,99.2,0.42069999999999996,0.32589999999999997,0.7915,45.4,16.5,3.9,0.3,1521.0436569482704,88.7,91.5,0.43470000000000003,0.32130000000000003,0.7136,39.3,16.4,5.0,0.3,1434.3459434886367,B
97,108.3,98.9,0.4721,0.3296,0.7794999999999999,45.4,12.9,5.8,0.9,1658.627349715274,100.3,89.3,0.47029999999999994,0.41670000000000007,0.7588999999999999,42.3,14.7,6.2,0.4,1560.8686184336605,A
98,99.6,102.7,0.45010000000000006,0.3874,0.8291000000000001,40.4,15.2,4.8,0.5,1462.1155553965666,101.8,94.6,0.4495,0.3559,0.7641,42.6,14.8,7.5,0.8571428571428571,1638.5151543312877,A
99,102.1,92.8,0.48369999999999996,0.3762,0.7696000000000001,40.6,14.8,6.0,0.875,1663.9622996962828,108.7,111.0,0.44259999999999994,0.37459999999999993,0.8138,44.8,14.6,2.1,0.6666666666666666,1431.7430827980168,B
100,96.2,105.9,0.4751,0.3254,0.7749,37.3,15.6,3.2,0.375,1391.546315906572,101.8,96.3,0.44460000000000005,0.34199999999999997,0.8000999999999999,49.2,15.1,5.9,0.6,1557.9206467273832,A
101,99.6,102.7,0.45010000000000006,0.3874,0.8291000000000001,40.4,15.2,4.8,0.5,1475.333844208609,95.9,99.2,0.42069999999999996,0.32589999999999997,0.7915,45.4,16.5,3.9,0.42857142857142855,1507.1665271489733,B
102,95.6,97.8,0.4478,0.34419999999999995,0.7439,37.9,12.0,6.0,0.625,1516.6946261853018,91.6,88.3,0.4551,0.3963,0.7719999999999999,37.9,13.4,3.7,0.5714285714285714,1569.5509814683294,B
103,96.2,105.5,0.46319999999999995,0.28640000000000004,0.7767000000000001,38.3,16.0,4.0,0.2,1364.5040235673844,107.5,107.2,0.46560000000000007,0.39609999999999995,0.7689999999999999,40.7,12.7,4.8,0.42857142857142855,1460.6390899354583,B
104,108.3,98.9,0.4721,0.3296,0.7794999999999999,45.4,12.9,5.8,0.9,1667.28555472598,95.5,92.6,0.46679999999999994,0.3639,0.8253,38.2,12.8,3.2,0.625,1574.9195520553683,B
105,94.7,100.7,0.42750000000000005,0.3064,0.7636000000000001,41.2,13.0,4.0,0.0,1401.5602778356758,99.7,96.1,0.44639999999999996,0.34330000000000005,0.75,41.6,15.1,6.4,0.7,1625.2968655192453,B
106,90.7,91.7,0.4407,0.3492,0.722,39.5,15.6,5.0,0.4,1448.2230732879339,102.5,91.4,0.4957000000000001,0.4016,0.7761,40.6,14.5,5.7,0.875,1641.3263346978424,A
107,96.7,99.2,0.4415,0.32599999999999996,0.7671,39.7,14.4,6.8,0.2,1382.1128135903946,101.8,96.3,0.44460000000000005,0.34199999999999997,0.8000999999999999,49.2,15.1,5.9,0.3333333333333333,1530.6107713363444,B
108,93.9,107.2,0.43610000000000004,0.3583,0.7741,38.6,15.4,3.6,0.1,1334.924190515236,108.7,111.0,0.44259999999999994,0.37459999999999993,0.8138,44.8,14.6,2.1,0.2857142857142857,1454.3790477964571,A
109,106.4,92.4,0.49029999999999996,0.34639999999999993,0.7729,43.8,11.4,5.8,1.0,1660.5841021729693,90.7,91.7,0.4407,0.3492,0.722,39.5,15.6,5.0,0.2,1464.3824267090179,A
110,94.9,90.7,0.4387,0.35,0.8166,43.4,13.9,3.5,0.6,1518.3988406123976,102.5,91.4,0.4957000000000001,0.4016,0.7761,40.6,14.5,5.7,0.9,1625.1669812767584,A
