,SEASON_ID,TEAM_A,TEAM_B,PTS_A,PTS_CON_A,FG_PCT_A,FG3_PCT_A,TOV_A,SEASON_A_PCT,ELO_A,STREAK_A,PER_A,PTS_B,PTS_CON_B,FG_PCT_B,FG3_PCT_B,TOV_B,SEASON_B_PCT,ELO_B,STREAK_B,PER_B,WINNER
90,22010,NYK,GSW,100.28571428571429,102.0,0.4387142857142857,0.3395714285714285,16.571428571428573,0.42857142857142855,1484.6755488941974,-2,15.961476557939974,104.28571428571429,102.42857142857143,0.462,0.34042857142857147,17.142857142857142,0.7142857142857143,1516.1609109179951,1,16.950059242784835,B
91,22010,NJN,CLE,91.14285714285714,97.57142857142857,0.43442857142857144,0.3767142857142857,15.571428571428571,0.2857142857142857,1465.626089596296,-5,13.94229723961642,98.71428571428571,100.57142857142857,0.45814285714285713,0.3697142857142857,14.285714285714286,0.5714285714285714,1496.1785966676246,3,13.36171376585263,A
92,22010,ORL,UTA,99.83333333333333,88.66666666666667,0.4476666666666667,0.312,14.166666666666666,0.8333333333333334,1547.578833391962,4,14.590468169412967,104.28571428571429,104.71428571428571,0.45728571428571424,0.3577142857142857,16.285714285714285,0.5714285714285714,1506.0917370221573,2,15.261799104499156,B
93,22010,MIL,ATL,91.75,91.375,0.414375,0.31825000000000003,15.375,0.375,1499.3173733031651,1,11.107361244238932,104.0,98.375,0.499375,0.30724999999999997,14.875,0.75,1534.5559535153432,-2,14.085564209865646,A
94,22010,SAC,MIN,104.33333333333333,107.66666666666667,0.45733333333333337,0.359,13.333333333333334,0.5,1487.228911181667,-2,14.560967952109198,96.875,112.5,0.384625,0.33762499999999995,19.25,0.125,1417.1984423773017,-6,10.646218074645748,B
95,22010,TOR,CHA,99.85714285714286,104.14285714285714,0.4387142857142857,0.2842857142857143,16.714285714285715,0.14285714285714285,1465.8082182997684,-5,13.145497797057644,89.85714285714286,95.57142857142857,0.4528571428571429,0.37442857142857144,18.0,0.14285714285714285,1457.6281224163315,-3,12.71271088801669,B
96,22010,HOU,WAS,112.0,112.66666666666667,0.44700000000000006,0.3173333333333333,14.0,0.16666666666666666,1483.1491433658168,1,12.497508294692905,97.4,109.0,0.4484,0.335,19.0,0.2,1455.4897980867577,-2,13.739754148724764,B
97,22010,OKC,PHI,98.66666666666667,104.0,0.41616666666666674,0.2265,14.333333333333334,0.5,1476.147925167032,-1,13.27683480118049,101.71428571428571,101.42857142857143,0.476,0.3901428571428571,15.857142857142858,0.2857142857142857,1493.7372355384966,1,15.65212369979789,A
98,22010,DAL,MEM,95.5,91.83333333333333,0.48300000000000004,0.36200000000000004,17.5,0.6666666666666666,1519.686169595084,1,10.366405005619661,105.625,106.25,0.458375,0.36300000000000004,16.625,0.5,1500.6463151406,2,16.724279601537972,A
99,22010,CHI,GSW,102.83333333333333,102.83333333333333,0.48233333333333334,0.34416666666666673,16.833333333333332,0.5,1501.7953233728208,1,15.629019408882527,106.5,104.25,0.47025,0.36037500000000006,16.75,0.75,1522.4050062897713,2,14.585926132447707,A
