,PTS_A,PTS_CON_A,FG_PCT_A,FG3_PCT_A,FT_PCT_A,REB_A,TOV_A,BLK_A,H/A_A,ELO_A,PTS_B,PTS_CON_B,FG_PCT_B,FG3_PCT_B,FT_PCT_B,REB_B,TOV_B,BLK_B,H/A_B,ELO_B,SCORE_A,SCORE_B
61,94.0,96.0,0.404,0.3708,0.8004000000000001,43.2,17.0,6.0,1.0,1492.483043020093,94.0,94.5,0.4505,0.29374999999999996,0.8482500000000001,39.5,10.5,3.25,1.0,1474.2168986950144,98,91
62,101.25,104.0,0.45425000000000004,0.259,0.7582499999999999,45.25,17.5,6.0,0.3333333333333333,1509.8786580329497,96.0,89.4,0.4572,0.3234,0.718,44.2,15.8,5.6,1.0,1546.259541390255,99,110
63,106.0,95.33333333333333,0.49066666666666664,0.46366666666666667,0.8456666666666667,44.0,13.666666666666666,6.333333333333333,1.0,1524.8013479887563,101.2,101.6,0.4236,0.28259999999999996,0.6868,44.0,14.4,6.2,0.5,1478.1032601376924,107,102
64,92.8,88.4,0.43660000000000004,0.2652,0.6934,46.4,18.4,4.4,1.0,1557.5382126330305,101.25,104.0,0.45425000000000004,0.259,0.7582499999999999,45.25,17.5,6.0,0.3333333333333333,1500.2950537190673,85,94
65,102.75,95.0,0.45999999999999996,0.3175,0.70125,39.25,13.25,6.0,1.0,1515.1887744884484,99.33333333333333,108.0,0.44166666666666665,0.219,0.7513333333333335,36.333333333333336,14.333333333333334,4.0,0.0,1461.7987998905273,97,77
66,106.0,95.33333333333333,0.49066666666666664,0.46366666666666667,0.8456666666666667,44.0,13.666666666666666,6.333333333333333,1.0,1530.6789225046941,105.75,85.0,0.43700000000000006,0.48575,0.7615,51.75,14.75,6.0,1.0,1589.2260174349697,106,95
67,96.5,95.25,0.43775000000000003,0.3005,0.682,44.5,16.5,7.25,0.0,1530.7560573708868,94.0,94.5,0.4505,0.29374999999999996,0.8482500000000001,39.5,10.5,3.25,0.0,1466.3608215167294,102,100
68,93.66666666666667,84.0,0.43366666666666664,0.32333333333333336,0.6456666666666667,46.333333333333336,13.0,5.333333333333333,1.0,1551.3059804950972,92.66666666666667,101.33333333333333,0.411,0.3113333333333333,0.8226666666666667,39.0,14.666666666666666,6.666666666666667,0.0,1460.1086963384048,108,115
69,92.0,101.25,0.42575,0.42625,0.76625,36.0,11.75,4.25,0.0,1502.3840303364364,99.75,94.25,0.46775,0.4605,0.7789999999999999,36.5,14.0,4.5,0.5,1519.4974236591654,82,87
70,85.6,88.2,0.4208,0.31520000000000004,0.7155999999999999,42.6,16.0,4.4,1.0,1456.852689199742,97.2,95.2,0.4636,0.34140000000000004,0.6888,41.4,17.4,3.8,0.6666666666666666,1490.827423137973,96,101
71,97.33333333333333,97.33333333333333,0.4486666666666666,0.322,0.8069999999999999,40.666666666666664,17.0,6.333333333333333,0.5,1524.416990924443,99.2,94.8,0.46159999999999995,0.42540000000000006,0.754,48.8,19.2,5.0,0.0,1494.2188793151993,92,94
72,106.4,98.2,0.5558,0.4244,0.7317999999999999,39.2,16.6,5.8,1.0,1520.0612106609983,93.4,108.4,0.472,0.3198,0.7943999999999999,35.8,18.6,4.0,1.0,1476.2633352362232,97,95
73,90.0,96.25,0.45075000000000004,0.38075000000000003,0.757,37.5,16.75,3.75,0.5,1466.9613608358734,97.75,85.5,0.475,0.209,0.7845,42.75,12.25,3.0,1.0,1532.2409200620984,104,96
74,101.75,106.5,0.49775,0.427,0.7845,37.5,10.0,1.75,0.0,1475.2019129899131,95.5,88.25,0.401,0.34775,0.8685,44.75,13.0,2.0,1.0,1519.2748023640304,77,75
75,83.75,92.0,0.40675,0.2405,0.72475,42.5,16.0,5.5,0.0,1443.0281770410877,98.5,105.75,0.41850000000000004,0.35125,0.79975,41.5,15.5,1.5,0.6666666666666666,1507.3933660737243,106,116
76,94.0,96.0,0.404,0.3708,0.8004000000000001,43.2,17.0,6.0,1.0,1500.339120198378,97.33333333333333,97.33333333333333,0.4486666666666666,0.322,0.8069999999999999,40.666666666666664,17.0,6.333333333333333,0.0,1519.036217637253,104,91
77,96.0,89.4,0.4572,0.3234,0.718,44.2,15.8,5.6,1.0,1555.8431457041374,97.75,85.5,0.475,0.209,0.7845,42.75,12.25,3.0,1.0,1520.8823070872631,105,93
78,83.75,92.0,0.40675,0.2405,0.72475,42.5,16.0,5.5,0.0,1434.966590135144,97.33333333333333,95.33333333333333,0.4478333333333333,0.4035,0.7693333333333333,49.666666666666664,18.333333333333332,4.833333333333333,0.6666666666666666,1499.5996526023894,85,110
79,101.2,101.6,0.4236,0.28259999999999996,0.6868,44.0,14.4,6.2,0.3333333333333333,1472.2256856217546,84.4,105.2,0.391,0.2824,0.6782,41.4,17.6,6.2,0.0,1431.3439365519037,121,103
80,98.25,102.0,0.43675,0.25675000000000003,0.8094999999999999,41.5,12.75,5.75,0.3333333333333333,1456.7267625791262,93.8,100.8,0.4328,0.4076000000000001,0.766,38.4,11.8,4.6,0.0,1495.7833775231873,83,88
81,95.83333333333333,96.16666666666667,0.45249999999999996,0.3511666666666667,0.699,41.833333333333336,18.333333333333332,3.5,0.5,1497.0107572256807,94.16666666666667,88.5,0.444,0.26016666666666666,0.7075,45.833333333333336,18.333333333333332,5.5,0.6666666666666666,1545.6715751393294,97,102
82,96.2,90.8,0.4156000000000001,0.3782,0.86,43.0,12.0,2.0,0.6666666666666666,1513.6344020368383,99.75,94.25,0.46775,0.4605,0.7789999999999999,36.5,14.0,4.5,1.0,1526.0980764724145,91,82
83,92.66666666666667,101.33333333333333,0.411,0.3113333333333333,0.8226666666666667,39.0,14.666666666666666,6.666666666666667,1.0,1471.5123299584263,93.66666666666667,84.0,0.43366666666666664,0.32333333333333336,0.6456666666666667,46.333333333333336,13.0,5.333333333333333,1.0,1539.9023468750756,119,107
84,102.6,104.2,0.44060000000000005,0.2572,0.7915999999999999,45.2,16.2,5.8,0.5,1512.1616912127683,98.25,102.0,0.43675,0.25675000000000003,0.8094999999999999,41.5,12.75,5.75,0.0,1450.6665247171525,90,84
85,90.0,96.25,0.45075000000000004,0.38075000000000003,0.757,37.5,16.75,3.75,0.5,1478.3199738107087,96.8,93.8,0.4404,0.31239999999999996,0.661,44.8,15.2,7.2,0.0,1534.5091345392054,85,90
86,97.75,94.75,0.47150000000000003,0.50625,0.8555000000000001,35.5,13.5,5.75,0.5,1491.641491115937,102.75,95.0,0.45999999999999996,0.3175,0.70125,39.25,13.25,6.0,0.0,1528.50286481346,107,96
87,93.4,108.4,0.472,0.3198,0.7943999999999999,35.8,18.6,4.0,1.0,1472.1804296301566,101.75,106.5,0.49775,0.427,0.7845,37.5,10.0,1.75,0.5,1480.8423133171052,88,90
88,102.5,98.5,0.5308333333333334,0.4203333333333333,0.7419999999999999,38.166666666666664,16.833333333333332,5.5,0.5,1524.1441162670649,102.8,96.4,0.46080000000000004,0.4082,0.834,43.8,11.6,5.6,0.6666666666666666,1544.1598864403325,104,86
89,96.2,97.2,0.44160000000000005,0.3092,0.8536000000000001,41.6,11.8,4.2,0.6666666666666666,1462.6077443484107,98.5,105.75,0.41850000000000004,0.35125,0.79975,41.5,15.5,1.5,0.6666666666666666,1515.454952979668,124,114
90,86.4,94.4,0.41180000000000005,0.3174,0.7264,41.2,15.6,5.4,0.3333333333333333,1420.0898600775572,95.5,89.5,0.4180000000000001,0.37766666666666665,0.8595,43.5,12.166666666666666,2.6666666666666665,0.6666666666666666,1523.818814922548,89,100
91,101.75,106.5,0.49775,0.427,0.7845,37.5,10.0,1.75,0.5,1485.5213167519976,84.16666666666667,103.0,0.3981666666666667,0.2808333333333333,0.6603333333333333,41.166666666666664,16.5,6.166666666666667,0.0,1418.3231887582738,86,83
92,99.0,87.8,0.48,0.2596,0.772,43.2,13.6,3.6,1.0,1510.6978988435094,102.5,98.5,0.5308333333333334,0.4203333333333333,0.7419999999999999,38.166666666666664,16.833333333333332,5.5,0.75,1540.5131883129643,109,97
93,105.75,85.0,0.43700000000000006,0.48575,0.7615,51.75,14.75,6.0,1.0,1575.7450534993313,95.0,93.83333333333333,0.4231666666666667,0.3715,0.7641666666666668,43.833333333333336,16.166666666666668,5.833333333333333,0.0,1513.446704133061,116,109
94,98.5,105.75,0.41850000000000004,0.35125,0.79975,41.5,15.5,1.5,0.0,1502.9837567802665,94.16666666666667,88.5,0.444,0.26016666666666666,0.7075,45.833333333333336,18.333333333333332,5.5,1.0,1551.5027125384206,101,110
95,95.83333333333333,96.16666666666667,0.45249999999999996,0.3511666666666667,0.699,41.833333333333336,18.333333333333332,3.5,0.5,1491.1796198265895,102.6,104.2,0.44060000000000005,0.2572,0.7915999999999999,45.2,16.2,5.8,0.5,1518.2407946187727,105,114
96,96.6,97.8,0.4636,0.49379999999999996,0.8480000000000001,34.8,13.2,6.0,0.6666666666666666,1504.1866962942622,96.8,93.8,0.4404,0.31239999999999996,0.661,44.8,15.2,7.2,0.75,1540.1640131970041,90,103
97,89.5,90.83333333333333,0.4275,0.3116666666666667,0.7184999999999998,44.666666666666664,15.5,4.333333333333333,1.0,1450.6693551120343,93.4,108.4,0.472,0.3198,0.7943999999999999,35.8,18.6,4.0,0.0,1467.5014261952642,109,94
98,101.5,109.5,0.4605,0.2425,0.70825,39.75,13.75,4.75,0.0,1448.4847095655157,102.0,92.6,0.46159999999999995,0.3416,0.7428000000000001,40.4,12.2,5.6,0.3333333333333333,1515.9576596351349,87,94
99,99.75,100.75,0.45599999999999996,0.3415,0.85525,41.5,18.75,5.75,0.5,1505.9286337025699,97.75,86.0,0.46099999999999997,0.3925,0.6765,45.0,13.5,5.5,1.0,1525.2003906128753,113,96
100,96.2,97.2,0.44160000000000005,0.3092,0.8536000000000001,41.6,11.8,4.2,0.6666666666666666,1475.0789405478122,90.4,94.8,0.44420000000000004,0.3824,0.7926,37.4,16.4,3.4,0.6666666666666666,1472.66509515291,100,83
101,98.5,92.33333333333333,0.4675,0.32783333333333337,0.7411666666666666,41.833333333333336,15.833333333333334,6.333333333333333,0.3333333333333333,1566.027553947891,95.25,100.0,0.415,0.29125,0.82525,41.75,13.0,5.75,0.3333333333333333,1486.2142862206267,106,82
102,101.66666666666667,102.83333333333333,0.42449999999999993,0.2633333333333333,0.6886666666666666,43.5,14.166666666666666,6.833333333333333,0.3333333333333333,1485.2464334153844,93.8,100.8,0.4328,0.4076000000000001,0.766,38.4,11.8,4.6,0.0,1501.843615385161,111,106
103,102.0,92.6,0.46159999999999995,0.3416,0.7428000000000001,40.4,12.2,5.6,1.0,1522.4086616207496,96.6,97.8,0.4636,0.49379999999999996,0.8480000000000001,34.8,13.2,6.0,0.6666666666666666,1493.505608117868,95,101
104,97.6,93.8,0.4584,0.44700000000000006,0.7706,36.6,14.6,4.6,0.5,1515.9136635867048,98.0,108.5,0.48466666666666663,0.3313333333333333,0.8214999999999999,36.5,17.166666666666668,4.166666666666667,0.0,1453.1935504478042,96,105
105,97.75,86.0,0.46099999999999997,0.3925,0.6765,45.0,13.5,5.5,1.0,1509.4992028543145,97.4,108.8,0.4468,0.269,0.7110000000000001,38.8,14.2,3.8,0.0,1442.033707579901,91,87
106,95.28571428571429,95.57142857142857,0.4232857142857143,0.3734285714285714,0.7792857142857145,43.0,15.857142857142858,6.285714285714286,0.0,1506.8549854719838,93.8,100.8,0.4328,0.4076000000000001,0.766,38.4,11.8,4.6,1.0,1494.371098009473,74,116
