,PTS_A,PTS_CON_A,FG_PCT_A,FG3_PCT_A,FT_PCT_A,REB_A,TOV_A,BLK_A,H/A_A,ELO_A,PTS_B,PTS_CON_B,FG_PCT_B,FG3_PCT_B,FT_PCT_B,REB_B,TOV_B,BLK_B,H/A_B,ELO_B,SCORE_A,SCORE_B
1181,110.1,113.5,0.45439999999999997,0.4085,0.8206999999999999,40.3,13.0,3.5,0.3,1500.9582445698331,98.2,102.1,0.4542999999999999,0.35919999999999996,0.7154999999999999,36.5,11.9,3.3,0.7,1533.636369784228,109,120
1182,106.7,104.7,0.47719999999999996,0.3475,0.7915,39.8,11.4,4.5,0.3,1525.8994220157,109.7,105.5,0.48629999999999995,0.352,0.7454,41.8,15.5,4.6,0.8,1566.6800881650597,105,114
1183,101.7,94.4,0.4992,0.4389,0.7468,40.5,14.0,5.3,0.5,1488.897971733349,107.6,94.3,0.47380000000000005,0.4614,0.7513000000000001,44.6,13.7,4.0,1.0,1588.808090218113,106,120
1184,104.8,98.5,0.46259999999999996,0.38689999999999997,0.7628,45.2,14.3,4.1,0.4,1393.1752573635486,93.7,98.5,0.43929999999999997,0.3814,0.7522,41.1,15.8,4.2,0.5,1461.9187741141996,95,93
1185,107.3,115.0,0.44609999999999994,0.3851,0.8295,40.8,16.0,2.8,0.1,1340.9097500759165,102.2,102.5,0.47669999999999996,0.37279999999999996,0.8188000000000001,44.9,18.2,4.9,0.5,1409.2024916733828,89,102
1186,97.0,93.1,0.4687,0.369,0.7853,39.8,11.7,4.8,0.8,1580.9200734046726,97.6,95.8,0.46579999999999994,0.358,0.8431,37.5,11.5,3.9,0.6,1510.0751825754328,113,96
1187,87.6,88.5,0.4399,0.2562,0.6466999999999999,42.1,10.1,3.9,0.5,1479.0934485924522,88.4,96.9,0.426,0.2531,0.7767999999999999,37.7,14.4,4.3,0.2,1419.0194744480473,96,74
1188,96.6,89.8,0.46799999999999997,0.42119999999999996,0.7001999999999999,40.2,14.3,6.2,0.5,1648.173559989873,97.1,100.3,0.4758,0.3738000000000001,0.7947,38.2,14.5,3.7,0.3,1460.3701348511763,91,101
1189,91.8,101.4,0.44769999999999993,0.36999999999999994,0.7292,40.5,15.5,6.5,0.2,1334.9640619063882,108.9,107.1,0.5003,0.362,0.7791999999999999,42.3,16.5,5.3,0.4,1516.1837295442426,107,109
1190,96.8,96.1,0.4683,0.3443,0.7708999999999999,41.2,15.1,3.3,0.4,1584.2829406150302,114.0,115.4,0.4907,0.43509999999999993,0.7789,41.3,15.1,5.8,0.5,1438.1492667815792,108,107
1191,97.0,93.1,0.4687,0.369,0.7853,39.8,11.7,4.8,0.7,1591.993908289417,97.3,99.0,0.44250000000000006,0.3214,0.7978999999999999,43.3,14.7,6.7,0.4,1531.956021334835,85,92
1192,94.3,94.2,0.4452,0.361,0.732,40.9,13.5,3.6,0.8,1631.377555504947,109.7,105.5,0.48629999999999995,0.352,0.7454,41.8,15.5,4.6,0.5,1575.0050189577914,94,97
1193,101.4,103.5,0.4747,0.37039999999999995,0.7901999999999999,35.2,12.4,3.9,0.4,1466.2288148521666,101.7,94.4,0.4992,0.4389,0.7468,40.5,14.0,5.3,0.6,1480.3216528408782,86,99
1194,91.8,99.6,0.4561,0.3596,0.7455,37.4,13.7,4.0,0.1,1386.3047295895976,98.2,102.1,0.4542999999999999,0.35919999999999996,0.7154999999999999,36.5,11.9,3.3,0.7,1543.36087898462,89,100
1195,99.6,93.9,0.46510000000000007,0.3976,0.7861999999999999,42.4,15.5,4.2,0.9,1636.4239339025685,97.3,99.0,0.44250000000000006,0.3214,0.7978999999999999,43.3,14.7,6.7,0.2,1542.3053168581152,118,90
1196,98.6,106.5,0.44939999999999997,0.3417,0.8567,38.5,13.1,5.6,0.4,1542.434810767452,108.0,103.8,0.4867000000000001,0.39949999999999997,0.7478999999999999,41.5,12.9,4.2,0.8,1643.3328415179067,94,80
1197,106.7,104.7,0.47719999999999996,0.3475,0.7915,39.8,11.4,4.5,0.9,1517.5744912229684,91.8,101.4,0.44769999999999993,0.36999999999999994,0.7292,40.5,15.5,6.5,0.3,1332.7651071843063,111,98
1198,95.4,100.4,0.44939999999999997,0.4112,0.726,41.2,16.2,4.2,0.4,1455.8070484181155,107.6,94.3,0.47380000000000005,0.4614,0.7513000000000001,44.6,13.7,4.0,0.8,1597.3844091105839,85,95
1199,114.0,115.4,0.4907,0.43509999999999993,0.7789,41.3,15.1,5.8,0.1,1435.9687013562732,108.9,107.1,0.5003,0.362,0.7791999999999999,42.3,16.5,5.3,0.7,1518.3826842663245,101,123
1200,97.7,91.0,0.4798,0.4441,0.7048999999999999,39.5,14.0,5.7,0.5,1629.935691733674,104.8,98.5,0.46259999999999996,0.38689999999999997,0.7628,45.2,14.3,4.1,0.4,1399.2869830596326,104,87
1201,91.8,94.1,0.4462,0.3448,0.7849,39.7,15.8,3.9,0.6,1460.1767324759442,100.0,101.7,0.42869999999999997,0.36650000000000005,0.8093999999999999,41.5,13.7,3.5,0.3,1430.6676647324196,102,100
1202,108.8,116.2,0.45619999999999994,0.4117,0.8157,39.0,15.4,2.5,0.1,1331.5464150741552,98.6,97.3,0.46509999999999996,0.3518,0.8257999999999999,38.3,11.5,4.1,0.8,1499.0013476906884,92,97
1203,97.1,100.3,0.4758,0.3738000000000001,0.7947,38.2,14.5,3.7,0.3,1478.6080031073752,87.2,96.2,0.4306,0.25229999999999997,0.7722999999999999,36.4,15.1,4.1,0.2,1405.1725742027008,107,115
1204,103.7,104.6,0.4779,0.3968,0.8282,44.3,18.1,4.4,0.2,1418.565826675144,87.6,88.5,0.4399,0.2562,0.6466999999999999,42.1,10.1,3.9,0.7,1492.9403488377986,91,83
1205,110.1,113.5,0.45439999999999997,0.4085,0.8206999999999999,40.3,13.0,3.5,0.5,1491.233735369441,98.0,99.8,0.44650000000000006,0.38970000000000005,0.7528,37.7,12.1,4.6,0.5,1527.278562899938,83,96
1206,91.8,94.1,0.4462,0.3448,0.7849,39.7,15.8,3.9,0.4,1464.49719735895,97.7,91.0,0.4798,0.4441,0.7048999999999999,39.5,14.0,5.7,1.0,1635.1178501215663,79,90
1207,98.6,106.5,0.44939999999999997,0.3417,0.8567,38.5,13.1,5.6,0.4,1560.3784338740297,91.8,101.4,0.44769999999999993,0.36999999999999994,0.7292,40.5,15.5,6.5,0.2,1327.2874558156193,93,84
1208,105.5,103.2,0.48250000000000004,0.39309999999999995,0.8005999999999999,36.3,11.6,3.6,0.7,1454.6038261246483,87.6,88.5,0.4399,0.2562,0.6466999999999999,42.1,10.1,3.9,0.5,1481.2511046117365,96,85
1209,99.7,97.4,0.47719999999999996,0.3484,0.7754,41.7,14.9,3.6,0.8,1586.4635060403361,95.0,96.0,0.4407,0.35280000000000006,0.7318,40.0,12.8,3.7,0.4,1624.5812188144107,111,107
1210,97.0,93.1,0.4687,0.369,0.7853,39.8,11.7,4.8,0.8,1581.6446127661368,108.8,116.2,0.45619999999999994,0.4117,0.8157,39.0,15.4,2.5,0.1,1328.1196079007611,113,94
1211,100.0,101.7,0.42869999999999997,0.36650000000000005,0.8093999999999999,41.5,13.7,3.5,0.5,1426.3471998494138,101.7,94.4,0.4992,0.4389,0.7468,40.5,14.0,5.3,0.5,1491.9466415683964,127,141
1212,96.2,103.5,0.4732,0.37049999999999994,0.7754000000000001,37.0,13.8,3.7,0.3,1380.6660094003867,95.4,100.4,0.44939999999999997,0.4112,0.726,41.2,16.2,4.2,0.4,1450.0866947799982,123,104
1213,109.7,104.9,0.491,0.4016,0.7516999999999999,41.5,12.8,4.1,0.8,1625.389218411329,98.2,102.1,0.4542999999999999,0.35919999999999996,0.7154999999999999,36.5,11.9,3.3,0.4,1548.999599173831,118,110
1214,99.4,98.4,0.4683,0.37909999999999994,0.8311999999999999,37.5,10.5,4.1,0.5,1502.4281548640824,99.8,91.9,0.4718,0.37360000000000004,0.7714999999999999,41.9,15.2,3.7,0.9,1650.6507668114755,87,97
1215,109.7,105.5,0.48629999999999995,0.352,0.7454,41.8,15.5,4.6,0.8,1581.8013556483277,87.2,96.2,0.4306,0.25229999999999997,0.7722999999999999,36.4,15.1,4.1,0.1,1416.827561086113,133,123
1216,97.5,100.2,0.44960000000000006,0.3270999999999999,0.7951999999999999,43.1,15.7,5.7,0.2,1528.0784839492082,98.0,99.8,0.44650000000000006,0.38970000000000005,0.7528,37.7,12.1,4.6,0.6,1537.956800935402,87,95
1217,104.3,93.9,0.46259999999999996,0.45649999999999985,0.7475000000000002,43.4,13.9,3.7,0.8,1603.1047627487012,98.8,99.0,0.4782,0.3854000000000001,0.8078,38.2,14.0,3.9,0.3,1466.953016223963,125,116
1218,106.4,98.6,0.46449999999999997,0.3702,0.7546999999999999,45.3,13.9,4.3,0.5,1394.1048246717403,105.9,107.1,0.4809,0.34659999999999996,0.7821,43.0,17.4,5.3,0.7,1530.9846640240162,112,120
1219,102.1,103.1,0.4622,0.382,0.8282,46.1,18.3,4.3,0.5,1430.2550709012062,95.0,96.0,0.4407,0.35280000000000006,0.7318,40.0,12.8,3.7,0.4,1617.345104995741,74,83
1220,100.8,101.7,0.4372,0.3537,0.8125,40.9,14.1,3.4,0.5,1416.4071329638996,99.4,98.4,0.4683,0.37909999999999994,0.8311999999999999,37.5,10.5,4.1,0.5,1496.8848223325278,117,111
1221,99.7,97.4,0.47719999999999996,0.3484,0.7754,41.7,14.9,3.6,0.4,1593.699619859006,106.7,104.7,0.47719999999999996,0.3475,0.7915,39.8,11.4,4.5,0.9,1523.0521425916554,113,96
1222,108.8,116.2,0.45619999999999994,0.4117,0.8157,39.0,15.4,2.5,0.3,1323.1633807319743,87.1,96.9,0.4309,0.26940000000000003,0.7676000000000001,37.0,15.6,3.9,0.1,1411.7129259032006,127,116
1223,95.2,100.7,0.45389999999999997,0.4045000000000001,0.7454,39.6,14.7,3.9,0.3,1430.0486487515275,94.1,91.4,0.4598,0.36929999999999996,0.7817,39.6,15.2,4.2,0.6,1459.2175171904748,68,79
1224,106.4,98.6,0.46449999999999997,0.3702,0.7546999999999999,45.3,13.9,4.3,0.5,1388.988507765685,92.7,101.2,0.45409999999999995,0.39259999999999995,0.7415,39.2,15.0,7.0,0.2,1323.887427596371,90,93
1225,103.5,105.2,0.47240000000000004,0.3963,0.7911999999999999,36.3,12.2,3.8,0.4,1466.7162895781498,97.5,100.2,0.44960000000000006,0.3270999999999999,0.7951999999999999,43.1,15.7,5.7,0.3,1519.3264118774346,81,83
1226,99.8,91.9,0.4718,0.37360000000000004,0.7714999999999999,41.9,15.2,3.7,0.5,1656.19409934303,101.7,94.4,0.4992,0.4389,0.7468,40.5,14.0,5.3,0.6,1501.8867084539106,105,74
1227,98.2,99.9,0.45310000000000006,0.38630000000000003,0.7509,36.8,11.3,3.8,0.6,1546.7088730071757,105.9,107.1,0.4809,0.34659999999999996,0.7821,43.0,17.4,5.3,0.4,1536.1009809300715,96,104
1228,98.8,91.1,0.47570000000000007,0.4574,0.7034999999999998,41.0,13.8,5.6,1.0,1640.3975302900415,96.9,104.6,0.48149999999999993,0.40570000000000006,0.7769000000000001,36.9,15.0,3.9,0.2,1400.7040554288574,102,90
1229,87.9,91.0,0.4431,0.2601,0.662,40.7,10.7,4.0,0.6,1469.138641158235,105.4,96.6,0.47219999999999995,0.4629,0.7594000000000001,42.1,13.8,3.7,0.7,1608.6086145663312,85,80
1230,102.1,103.1,0.4622,0.382,0.8282,46.1,18.3,4.3,0.5,1425.9527007375268,109.7,104.9,0.491,0.4016,0.7516999999999999,41.5,12.8,4.1,0.6,1632.0940988429884,98,101
1231,101.6,105.4,0.46220000000000006,0.35679999999999995,0.8564,38.6,12.9,5.4,0.8,1563.778462093278,106.4,103.6,0.4824,0.35459999999999997,0.7782,39.0,11.0,4.1,0.3,1511.9690926631486,96,85
1232,109.7,105.5,0.48629999999999995,0.352,0.7454,41.8,15.5,4.6,0.5,1586.9159908312402,108.6,112.0,0.44370000000000004,0.40599999999999997,0.8217999999999999,39.8,12.7,3.6,0.5,1480.555497333977,111,93
1233,97.3,95.5,0.4448,0.3705,0.7227,41.0,12.4,4.1,0.7,1621.6474751594205,100.8,101.5,0.4657,0.36629999999999996,0.7422,36.7,11.8,3.2,0.4,1542.2947187421717,91,97
1234,105.9,107.1,0.4809,0.34659999999999996,0.7821,43.0,17.4,5.3,0.4,1545.537496113611,105.4,96.6,0.47219999999999995,0.4629,0.7594000000000001,42.1,13.8,3.7,0.9,1597.6681110698566,100,122
1235,99.8,91.9,0.4718,0.37360000000000004,0.7714999999999999,41.9,15.2,3.7,0.5,1667.8136854096529,106.4,98.6,0.46449999999999997,0.3702,0.7546999999999999,45.3,13.9,4.3,0.5,1381.9983816768774,92,90
1236,95.5,99.4,0.45990000000000003,0.40049999999999997,0.7405999999999999,39.1,13.8,4.3,0.4,1420.1896351624462,109.7,105.5,0.48629999999999995,0.352,0.7454,41.8,15.5,4.6,0.5,1596.7846573384893,94,122
1237,99.7,97.4,0.47719999999999996,0.3484,0.7754,41.7,14.9,3.6,0.8,1604.7826697875128,109.1,101.8,0.4955,0.3957,0.7618999999999999,41.9,13.4,4.7,0.6,1634.3387618197453,102,103
1238,96.9,104.6,0.48149999999999993,0.40570000000000006,0.7769000000000001,36.9,15.0,3.9,0.3,1396.778108697048,98.2,99.9,0.45310000000000006,0.38630000000000003,0.7509,36.8,11.3,3.8,0.5,1537.2723578236362,89,93
1239,101.6,105.4,0.46220000000000006,0.35679999999999995,0.8564,38.6,12.9,5.4,0.4,1572.7865216962596,99.4,98.4,0.4683,0.37909999999999994,0.8311999999999999,37.5,10.5,4.1,0.8,1486.739093501131,107,114
1240,101.9,102.6,0.4462,0.3682,0.7951,40.7,14.1,3.4,0.5,1426.5528617952964,108.6,112.0,0.44370000000000004,0.40599999999999997,0.8217999999999999,39.8,12.7,3.6,0.3,1470.6868308267278,89,101
1241,87.9,91.0,0.4431,0.2601,0.662,40.7,10.7,4.0,0.5,1480.0791446547096,98.8,99.0,0.4782,0.3854000000000001,0.8078,38.2,14.0,3.9,0.3,1461.449164406333,99,110
1242,107.5,114.6,0.4546,0.3907,0.8263999999999999,38.9,15.4,2.0,0.3,1337.9709018063443,100.8,101.5,0.4657,0.36629999999999996,0.7422,36.7,11.8,3.2,0.4,1552.4053297351209,105,113
1243,114.5,115.3,0.48839999999999995,0.43220000000000003,0.7787,42.1,14.5,6.5,0.5,1423.3667215985815,87.9,97.7,0.43410000000000004,0.298,0.7646999999999999,37.3,15.0,3.9,0.1,1396.9054048288306,113,105
1244,97.5,100.2,0.44960000000000006,0.3270999999999999,0.7951999999999999,43.1,15.7,5.7,0.2,1523.2663330985195,97.3,91.6,0.47570000000000007,0.44770000000000004,0.6885,39.8,13.4,5.2,1.0,1644.3234770218507,86,85
1245,95.0,93.5,0.4518,0.339,0.8222000000000002,41.5,11.8,4.7,0.6,1586.6008399349237,104.2,103.9,0.47400000000000003,0.35459999999999997,0.7647000000000002,38.9,12.0,4.4,0.8,1502.961033060167,99,113
1246,90.1,93.4,0.4495,0.27770000000000006,0.6607000000000001,40.2,9.8,4.3,0.5,1468.3023792637196,105.4,96.6,0.47219999999999995,0.4629,0.7594000000000001,42.1,13.8,3.7,0.9,1611.9739224309017,103,110
1247,109.1,101.8,0.4955,0.3957,0.7618999999999999,41.9,13.4,4.7,0.8,1637.9522175925383,87.9,97.7,0.43410000000000004,0.298,0.7646999999999999,37.3,15.0,3.9,0.1,1388.690165474578,114,98
1248,95.5,99.4,0.45990000000000003,0.40049999999999997,0.7405999999999999,39.1,13.8,4.3,0.4,1410.5056335775,104.7,95.8,0.5081,0.44320000000000004,0.7593,40.7,13.8,5.7,0.7,1490.2671223872878,94,97
1249,101.6,90.5,0.48130000000000006,0.40679999999999994,0.7649,41.2,14.2,3.5,0.9,1669.0858769819808,105.3,105.7,0.49380000000000007,0.36160000000000003,0.7921000000000001,42.0,17.6,5.5,0.5,1531.231684752566,103,110
1250,109.2,103.2,0.47729999999999995,0.33530000000000004,0.7361,43.0,15.3,5.1,0.5,1606.4686589234354,98.2,99.9,0.45310000000000006,0.38630000000000003,0.7509,36.8,11.3,3.8,0.6,1540.7763242980388,88,96
1251,100.4,101.9,0.4485,0.349,0.7293000000000001,37.8,11.9,3.0,0.4,1555.8991932100407,94.1,91.4,0.4598,0.36929999999999996,0.7817,39.6,15.2,4.2,0.6,1469.0765307795562,83,103
1252,102.1,103.1,0.4622,0.382,0.8282,46.1,18.3,4.3,0.2,1423.70803776077,100.5,97.6,0.48179999999999995,0.35350000000000004,0.7654,41.4,14.2,3.8,0.8,1601.1692140147197,94,105
1253,97.3,95.5,0.4448,0.3705,0.7227,41.0,12.4,4.1,0.7,1611.5368641664713,95.0,93.5,0.4518,0.339,0.8222000000000002,41.5,11.8,4.7,0.6,1569.5612051260407,96,84
1254,101.9,102.6,0.4462,0.3682,0.7951,40.7,14.1,3.4,0.5,1416.7335615068203,97.3,91.6,0.47570000000000007,0.44770000000000004,0.6885,39.8,13.4,5.2,0.6,1638.3489920135075,91,100
1255,106.9,107.8,0.4431,0.3893,0.8251,41.4,13.4,3.8,0.6,1480.506131115204,96.9,104.6,0.48149999999999993,0.40570000000000006,0.7769000000000001,36.9,15.0,3.9,0.2,1393.2741422226454,102,86
1256,114.4,113.0,0.4897,0.44429999999999986,0.7790999999999999,43.1,14.6,6.5,0.6,1431.5819609528342,93.2,103.1,0.4508000000000001,0.3869999999999999,0.7331999999999999,39.8,15.7,7.1,0.2,1330.8775536851786,90,118
1257,100.2,99.4,0.47639999999999993,0.3921,0.8089999999999999,38.6,13.3,3.8,0.3,1473.225929797323,97.9,96.5,0.46299999999999997,0.3886,0.8325000000000001,36.3,11.1,4.3,0.8,1497.9667062063104,107,90
1258,101.5,103.4,0.4619000000000001,0.3481,0.7823,38.2,12.3,4.4,0.4,1462.776368357065,105.8,98.6,0.46399999999999997,0.37489999999999996,0.7564,44.9,14.1,4.2,0.6,1380.7261901045495,87,72
1259,98.1,100.8,0.4391,0.3297,0.7439,38.1,12.6,3.2,0.7,1533.9866965943245,109.2,103.2,0.47729999999999995,0.33530000000000004,0.7361,43.0,15.3,5.1,0.5,1595.0950970018998,125,100
1260,98.4,101.7,0.45870000000000005,0.34459999999999996,0.7766,43.2,15.6,6.4,0.3,1529.2408181068627,93.2,92.0,0.45630000000000004,0.3608,0.7537999999999999,40.1,14.9,4.4,0.4,1490.9890273952724,93,90
1261,104.2,103.9,0.47400000000000003,0.35459999999999997,0.7647000000000002,38.9,12.0,4.4,0.8,1520.00066786905,108.2,116.1,0.4558000000000001,0.40840000000000004,0.8299,38.3,15.9,2.1,0.1,1334.4770383314244,99,104
1262,101.5,103.4,0.4619000000000001,0.3481,0.7823,38.2,12.3,4.4,0.6,1472.481105895456,102.9,102.5,0.45199999999999996,0.36450000000000005,0.8009999999999999,40.9,13.4,3.5,0.2,1413.1241006236382,102,87
1263,91.8,103.7,0.4524000000000001,0.3857999999999999,0.7325999999999999,38.2,15.6,6.8,0.2,1359.877251238768,87.9,97.7,0.43410000000000004,0.298,0.7646999999999999,37.3,15.0,3.9,0.1,1384.1812013016665,113,110
1264,100.2,99.4,0.47639999999999993,0.3921,0.8089999999999999,38.6,13.3,3.8,0.3,1489.2314779118935,100.9,107.6,0.4572000000000001,0.35819999999999996,0.8501999999999998,38.9,13.5,5.6,0.8,1561.5589089910802,101,129
1265,94.2,99.8,0.45330000000000004,0.374,0.7556999999999998,38.3,13.8,4.0,0.4,1406.436060097706,101.6,90.5,0.48130000000000006,0.40679999999999994,0.7649,41.2,14.2,3.5,0.5,1656.0638075018028,76,86
1266,109.1,101.8,0.4955,0.3957,0.7618999999999999,41.9,13.4,4.7,0.8,1642.4611817654497,97.9,96.5,0.46299999999999997,0.3886,0.8325000000000001,36.3,11.1,4.3,0.5,1481.96115809174,104,88
1267,102.7,95.1,0.5074,0.4241999999999999,0.7350999999999999,40.4,15.1,5.9,0.4,1494.3366958670817,90.1,93.4,0.4495,0.27770000000000006,0.6607000000000001,40.2,9.8,4.3,0.6,1463.710617446233,81,88
1268,102.8,104.4,0.4787,0.34690000000000004,0.7952,43.0,18.2,5.7,0.6,1544.253754232744,96.3,105.0,0.4746,0.4143,0.8005000000000001,37.9,15.1,4.3,0.3,1383.3645042874298,102,90
1269,100.8,101.7,0.45059999999999995,0.3871,0.8296999999999999,46.7,18.3,4.2,0.5,1418.6028323105652,108.7,96.9,0.48100000000000004,0.4643,0.7697,44.0,14.2,4.0,0.7,1616.5656842483882,102,74
1270,104.6,97.7,0.46240000000000003,0.3766999999999999,0.7592,44.0,14.4,3.8,0.6,1371.0214525661584,100.0,94.3,0.4638,0.38280000000000003,0.7312000000000001,40.7,12.2,4.2,0.7,1621.4414417743756,93,116
1271,109.8,117.9,0.4551,0.4333,0.843,37.3,15.0,2.4,0.3,1346.7771619995845,114.4,113.0,0.4897,0.44429999999999986,0.7790999999999999,43.1,14.6,6.5,0.1,1402.5822633992448,120,107
1272,102.8,104.4,0.4787,0.34690000000000004,0.7952,43.0,18.2,5.7,0.6,1550.1033669082638,102.7,95.1,0.5074,0.4241999999999999,0.7350999999999999,40.4,15.1,5.9,0.7,1484.954395328576,119,115
1273,114.4,113.0,0.4897,0.44429999999999986,0.7790999999999999,43.1,14.6,6.5,0.6,1387.714429859068,104.6,97.7,0.46240000000000003,0.3766999999999999,0.7592,44.0,14.4,3.8,0.6,1365.2620458562185,146,105
1274,102.6,105.5,0.4702,0.3444,0.7662000000000001,38.0,12.2,4.6,0.2,1507.70054420089,102.9,102.5,0.45199999999999996,0.36450000000000005,0.8009999999999999,40.9,13.4,3.5,0.6,1402.445728485023,95,93
1275,91.8,103.7,0.4524000000000001,0.3857999999999999,0.7325999999999999,38.2,15.6,6.8,0.2,1365.9769051160954,97.9,96.5,0.46299999999999997,0.3886,0.8325000000000001,36.3,11.1,4.3,0.5,1474.8805005415009,84,112
1276,96.5,95.1,0.4565,0.34850000000000003,0.8145,40.9,11.9,4.9,0.8,1559.6566275181365,100.2,99.4,0.47639999999999993,0.3921,0.8089999999999999,38.6,13.3,3.8,0.3,1473.605524581729,131,124
1277,96.3,105.0,0.4746,0.4143,0.8005000000000001,37.9,15.1,4.3,0.2,1377.5148916119101,99.3,98.7,0.4548,0.38210000000000005,0.7577,37.0,11.8,4.9,0.7,1552.1498862195745,76,90
1278,98.4,101.7,0.45870000000000005,0.34459999999999996,0.7766,43.2,15.6,6.4,0.3,1534.070598848796,108.7,101.7,0.47169999999999995,0.33440000000000003,0.7444,44.2,16.8,5.9,0.5,1571.428529723655,89,90
1279,108.3,117.9,0.45750000000000013,0.43899999999999995,0.8492000000000001,36.0,14.4,2.5,0.3,1361.644995539761,100.8,101.7,0.45059999999999995,0.3871,0.8296999999999999,46.7,18.3,4.2,0.2,1456.046375444033,101,98
1280,100.9,107.6,0.4572000000000001,0.35819999999999996,0.8501999999999998,38.9,13.5,5.6,0.8,1577.1848623212447,100.7,97.6,0.4782,0.3575,0.7835000000000001,42.0,13.7,3.5,0.3,1606.2744194649244,121,103
1281,108.7,96.9,0.48100000000000004,0.4643,0.7697,44.0,14.2,4.0,0.7,1579.1221411149204,93.5,92.4,0.4551,0.3516,0.7293,41.5,14.7,4.2,0.6,1486.159246653339,93,81
1282,100.4,93.4,0.4605,0.3211,0.7417,42.4,13.2,4.7,0.4,1627.2008484843154,86.2,99.5,0.42400000000000004,0.29569999999999996,0.7403000000000001,36.9,16.7,4.0,0.2,1378.081547424339,93,79
1283,101.3,94.6,0.48369999999999996,0.4631,0.7076,41.2,13.2,5.0,0.6,1641.9584528966896,108.7,96.9,0.48100000000000004,0.4643,0.7697,44.0,14.2,4.0,0.9,1587.1221401149055,102,93
1284,102.6,105.5,0.4702,0.3444,0.7662000000000001,38.0,12.2,4.6,0.2,1510.8468698141069,105.0,91.6,0.4934,0.43600000000000005,0.7638,42.0,14.2,3.7,0.9,1659.3856889174913,86,105
1285,100.2,99.4,0.47639999999999993,0.3921,0.8089999999999999,38.6,13.3,3.8,0.4,1467.645125230232,98.4,101.7,0.45870000000000005,0.34459999999999996,0.7766,43.2,15.6,6.4,0.2,1530.5663553624975,99,89
1286,96.5,95.1,0.4565,0.34850000000000003,0.8145,40.9,11.9,4.9,0.8,1565.6170268696335,100.9,107.6,0.4572000000000001,0.35819999999999996,0.8501999999999998,38.9,13.5,5.6,0.3,1594.0807833038227,92,83
1287,103.5,99.0,0.4620000000000001,0.4212999999999999,0.8042999999999999,47.6,18.2,4.6,0.2,1448.3952231440376,91.8,103.7,0.4524000000000001,0.3857999999999999,0.7325999999999999,38.2,15.6,6.8,0.2,1352.6531832669614,83,79
1288,104.1,98.8,0.46320000000000006,0.357,0.7604999999999998,44.0,13.7,3.1,0.6,1339.9692020775426,100.4,93.4,0.4605,0.3211,0.7417,42.4,13.2,4.7,0.4,1631.32906632492,84,107
1289,90.6,93.3,0.4556,0.2952,0.6699,39.3,9.5,4.3,0.6,1473.0929179847387,92.8,90.1,0.45729999999999993,0.376,0.7165999999999999,40.8,14.7,4.2,0.5,1478.159247653354,98,75
1290,97.9,96.5,0.46299999999999997,0.3886,0.8325000000000001,36.3,11.1,4.3,0.5,1488.2042223906349,102.8,104.4,0.4787,0.34690000000000004,0.7952,43.0,18.2,5.7,0.7,1555.0003109234206,104,124
1291,114.4,113.0,0.4897,0.44429999999999986,0.7790999999999999,43.1,14.6,6.5,0.1,1413.007273637744,105.5,108.1,0.4473,0.39130000000000004,0.8119999999999999,41.1,14.3,3.5,0.6,1490.4157690504196,94,108
1292,87.7,101.5,0.42589999999999995,0.3184,0.7363000000000001,37.0,16.5,3.5,0.1,1373.9533295837346,100.7,97.6,0.4782,0.3575,0.7835000000000001,42.0,13.7,3.5,0.8,1589.3784984823465,79,104
1293,108.7,101.7,0.47169999999999995,0.33440000000000003,0.7444,44.2,16.8,5.9,0.5,1574.9327732099534,101.0,103.5,0.45570000000000005,0.33120000000000005,0.7847000000000001,37.7,13.2,4.3,0.6,1483.1594780340713,102,108
1294,94.2,99.8,0.45330000000000004,0.374,0.7556999999999998,38.3,13.8,4.0,0.4,1403.1141786820176,102.7,95.1,0.5074,0.4241999999999999,0.7350999999999999,40.4,15.1,5.9,0.4,1480.0574513134193,79,82
1295,99.8,99.9,0.4523,0.3191,0.7272999999999998,38.0,12.5,3.5,0.4,1557.6532638725694,106.5,103.3,0.46659999999999996,0.3687,0.798,42.2,14.0,3.1,0.7,1399.299402871806,114,101
1296,101.3,94.6,0.48369999999999996,0.4631,0.7076,41.2,13.2,5.0,0.6,1649.8235722467407,98.9,95.0,0.4457,0.37590000000000007,0.7503,38.5,11.2,5.3,0.8,1558.1965310578103,111,104
1297,108.7,102.9,0.49380000000000007,0.40119999999999995,0.7426999999999999,41.0,13.0,5.1,0.7,1649.5418393156888,102.8,104.4,0.4787,0.34690000000000004,0.7952,43.0,18.2,5.7,0.6,1567.5965293263548,121,102
1298,101.8,94.8,0.49689999999999995,0.39919999999999994,0.7759999999999999,41.1,15.4,6.6,0.7,1484.1762853933205,102.6,105.5,0.4702,0.3444,0.7662000000000001,38.0,12.2,4.6,0.2,1502.4154310137224,90,112
1299,99.8,99.9,0.4523,0.3191,0.7272999999999998,38.0,12.5,3.5,0.4,1563.8886308214226,105.0,91.6,0.4934,0.43600000000000005,0.7638,42.0,14.2,3.7,0.9,1667.8171277178758,97,86
1300,108.7,96.9,0.48100000000000004,0.4643,0.7697,44.0,14.2,4.0,0.9,1579.2570207648544,94.8,101.6,0.4452,0.3896,0.7417,37.8,13.1,3.3,0.3,1398.9953446021163,88,72
