,PTS_A,PTS_CON_A,FG_PCT_A,FG3_PCT_A,FT_PCT_A,REB_A,TOV_A,BLK_A,SEASON_A_PCT,H/A_A,ELO_A,STREAK_A,PTS_B,PTS_CON_B,FG_PCT_B,FG3_PCT_B,FT_PCT_B,REB_B,TOV_B,BLK_B,SEASON_B_PCT,H/A_B,ELO_B,STREAK_B,WINNER
557,120.5,110.8,0.4878,0.3759,0.7602,43.0,14.5,4.6,0.7692307692307693,0.9,1657.1975302768747,8,109.1,107.5,0.4577,0.3434,0.8612,44.9,11.5,5.8,0.5263157894736842,0.2,1516.6365212484338,-2,A
558,109.6,105.4,0.4499000000000001,0.3569,0.7712,44.9,14.1,3.4,0.7777777777777778,0.6,1610.7645907110614,2,95.5,95.2,0.45070000000000005,0.38299999999999995,0.7431000000000001,42.0,14.5,4.3,0.5897435897435898,0.7,1558.5539015890208,-1,B
559,104.2,110.1,0.44820000000000004,0.3278,0.7336,43.3,12.3,4.0,0.46153846153846156,0.6,1475.8731190877345,2,104.4,107.6,0.4747,0.3893999999999999,0.8037999999999998,36.6,12.6,3.3,0.40540540540540543,0.4,1441.663628533677,-3,B
560,102.0,106.5,0.4199,0.3307,0.8201,46.2,12.9,4.4,0.5,0.3,1488.1029839615264,-1,105.9,104.9,0.4936,0.3435,0.8099000000000001,42.6,15.6,4.5,0.5,0.9,1507.8130718306627,2,B
561,114.2,110.1,0.4633,0.40549999999999997,0.8676,39.0,12.8,4.6,0.6216216216216216,0.6,1572.3680799668605,4,106.3,108.2,0.442,0.3697,0.7999,43.2,12.5,5.5,0.6486486486486487,0.7,1585.82659259518,-2,B
562,101.7,105.8,0.42869999999999997,0.33059999999999995,0.8221999999999999,42.4,16.0,5.7,0.2857142857142857,0.2,1395.1857623697465,1,106.0,111.3,0.43929999999999997,0.38499999999999995,0.7827,46.3,15.2,5.6,0.4473684210526316,0.3,1433.0475714024528,-2,A
563,113.6,110.6,0.4697,0.4064,0.8631,38.2,13.0,4.4,0.6052631578947368,0.7,1563.7332653905332,-1,105.5,104.1,0.501,0.3693,0.7958000000000001,41.9,16.2,4.5,0.5135135135135135,0.3,1512.3003614373722,3,A
564,105.2,109.0,0.4588,0.3542,0.7391,43.5,13.6,5.5,0.41025641025641024,0.6,1418.7627218206437,-3,102.2,105.1,0.4487,0.3659,0.7438,44.7,14.5,5.1,0.65,0.7,1551.1910314143568,4,B
565,107.5,105.2,0.4370000000000001,0.3303,0.792,44.9,14.7,2.9,0.7567567567567568,0.6,1599.8762810334988,-1,103.4,103.5,0.4736000000000001,0.3759,0.7238,42.4,15.4,4.9,0.425,0.5,1472.9164071552927,1,B
566,100.6,100.1,0.4664,0.3702,0.7759,41.7,14.0,3.7,0.3157894736842105,0.4,1454.9500192674457,1,120.1,111.1,0.4831,0.37210000000000004,0.7752000000000001,43.7,14.3,4.3,0.775,0.8,1661.8570932364855,9,A
567,108.1,104.7,0.47490000000000004,0.32039999999999996,0.7565999999999999,45.1,13.1,6.0,0.5897435897435898,0.8,1541.250042279654,2,106.8,102.7,0.45870000000000005,0.4182,0.7895,39.3,10.4,3.6,0.6,0.4,1552.16725406183,2,A
568,116.8,109.8,0.5044000000000001,0.3793,0.8267,44.8,16.1,5.5,0.8461538461538461,0.9,1694.5983500790464,2,105.4,108.8,0.4511,0.3592,0.7115,43.6,12.4,4.6,0.45,0.5,1467.1425201686043,-1,A
569,105.4,106.0,0.44750000000000006,0.35750000000000004,0.7352000000000001,44.1,12.8,3.3,0.35714285714285715,0.1,1415.9511740230848,-1,111.7,97.7,0.4973000000000001,0.4367,0.8166999999999998,45.2,12.8,6.9,0.7894736842105263,0.9,1653.5172279580986,-1,B
570,102.8,106.3,0.42010000000000003,0.33590000000000003,0.8305999999999999,45.4,13.8,4.0,0.48717948717948717,0.2,1483.615694354817,-2,105.1,111.6,0.44539999999999996,0.35819999999999996,0.7845,45.1,15.2,5.5,0.4358974358974359,0.4,1428.4269731255695,-3,B
571,104.7,108.7,0.4603,0.3603,0.7721999999999999,44.7,16.1,4.9,0.3157894736842105,0.5,1408.9182331858967,-1,97.9,101.9,0.44489999999999996,0.3525,0.8070999999999999,37.1,12.5,3.9,0.2894736842105263,0.3,1416.685647201158,-3,B
572,102.0,99.7,0.4403,0.4239,0.7598,44.6,11.3,5.0,0.38461538461538464,0.3,1464.0004683233828,1,101.2,113.3,0.4478000000000001,0.3612,0.7886,42.7,18.4,5.3,0.21621621621621623,0.3,1337.2123156637354,-7,A
573,109.7,115.9,0.47240000000000004,0.3627000000000001,0.7893000000000001,43.8,13.6,2.7,0.3783783783783784,0.4,1432.9790186852008,-5,110.3,107.2,0.4768,0.39039999999999997,0.8533999999999999,42.8,13.1,4.9,0.5263157894736842,0.3,1519.1931451553519,5,A
574,108.8,108.3,0.4598,0.3436,0.8556999999999999,44.8,11.6,6.0,0.5128205128205128,0.2,1511.976958288823,-3,102.6,105.5,0.4312,0.33619999999999994,0.8240000000000001,42.3,15.7,5.4,0.3055555555555556,0.3,1399.8063606466299,2,B
575,106.5,104.4,0.45730000000000004,0.4074,0.7623999999999999,39.4,10.5,3.7,0.5853658536585366,0.4,1542.7202365322278,-1,119.7,111.5,0.48179999999999995,0.3693000000000001,0.7703,42.9,14.5,4.4,0.7560975609756098,0.9,1638.2158549437838,-1,A
576,101.2,106.5,0.45170000000000005,0.3264,0.7381,42.3,13.8,5.3,0.4,0.5,1413.1625209771582,-4,104.1,102.5,0.47219999999999995,0.37220000000000003,0.7238,43.2,14.9,5.4,0.43902439024390244,0.6,1494.0407588134074,2,A
577,96.2,95.0,0.4542,0.3879,0.7192000000000001,42.3,15.4,4.1,0.6,0.7,1569.4422112665834,1,107.5,111.7,0.46390000000000003,0.3545,0.7108000000000001,43.0,12.7,4.7,0.43902439024390244,0.4,1461.2499614059586,-2,A
578,95.3,104.5,0.43289999999999995,0.3405,0.6971999999999998,42.9,13.9,5.9,0.275,0.1,1379.2231722685533,-3,108.3,103.7,0.5143,0.43549999999999994,0.7591,37.8,12.7,5.4,0.5135135135135135,0.5,1534.2497652036748,1,B
579,102.8,97.7,0.43810000000000004,0.36269999999999997,0.7284999999999998,46.0,13.0,5.2,0.5789473684210527,0.4,1509.200652680363,7,114.4,111.2,0.479,0.4223,0.8557,38.3,13.4,4.9,0.6153846153846154,0.5,1571.7084256581752,1,B
580,101.8,104.9,0.4629,0.4023999999999999,0.7994,38.0,13.3,3.2,0.42105263157894735,0.4,1450.3942274528072,1,104.2,105.5,0.42560000000000003,0.3374,0.7795,44.6,15.2,2.9,0.7368421052631579,0.6,1578.7519293753842,-2,B
581,106.7,103.0,0.4680000000000001,0.3089,0.7692,46.0,13.4,5.8,0.6,0.4,1550.6970598092562,3,102.0,99.7,0.4751,0.36750000000000005,0.7871,42.4,14.5,4.2,0.3333333333333333,0.5,1478.5912575601474,2,B
582,100.6,112.0,0.4448,0.3455,0.7680999999999999,43.1,17.4,5.3,0.21052631578947367,0.0,1331.4639590596157,-8,106.1,108.4,0.4429,0.37079999999999996,0.804,43.4,13.0,5.3,0.6578947368421053,0.7,1594.4614071715073,1,B
583,101.7,104.8,0.4141,0.3137,0.8318,45.9,13.7,4.3,0.475,0.5,1467.3115817932605,-3,101.6,99.9,0.43949999999999995,0.39949999999999997,0.7586,44.0,11.8,5.1,0.4,0.4,1469.7488249275025,2,A
584,115.0,96.5,0.5176000000000001,0.4527,0.8223999999999998,44.3,12.7,6.7,0.7948717948717948,0.7,1662.7368021909397,1,104.4,107.5,0.4617,0.3799,0.7836999999999998,45.0,17.2,4.7,0.3076923076923077,0.4,1402.080650210822,-2,B
585,105.8,108.5,0.45309999999999995,0.3527,0.7239,42.4,11.9,3.0,0.3488372093023256,0.1,1406.7315997902438,-2,103.9,105.7,0.45409999999999995,0.3557,0.7494,45.5,14.6,5.2,0.6585365853658537,0.8,1556.7912322578422,5,B
586,103.2,106.8,0.45780000000000004,0.36350000000000005,0.7516,42.7,13.7,5.1,0.4146341463414634,0.5,1423.3207613253094,1,97.4,92.3,0.46370000000000006,0.4025,0.6950000000000001,43.0,14.9,4.5,0.6097560975609756,0.7,1584.5070292598539,2,B
587,105.6,106.1,0.4915,0.39110000000000006,0.7905,41.9,16.0,4.5,0.5,1.0,1504.3252011697302,-1,102.0,104.1,0.4354,0.33009999999999995,0.817,41.4,16.3,5.8,0.32432432432432434,0.4,1413.8370279006772,3,A
588,104.4,109.6,0.45050000000000007,0.36829999999999996,0.7028,41.6,12.0,2.9,0.3409090909090909,0.4,1399.2873089867671,-3,103.9,110.8,0.45280000000000004,0.3553,0.7189,42.9,12.6,4.8,0.42857142857142855,0.4,1446.1851434126881,-3,B
589,102.0,113.3,0.4466,0.366,0.7647999999999999,42.2,16.7,4.7,0.20512820512820512,0.3,1326.75299111613,-9,117.1,111.0,0.472,0.3588,0.7709,41.3,13.7,4.2,0.7380952380952381,0.8,1628.55329274784,-2,B
590,101.6,97.1,0.4734000000000001,0.362,0.8017000000000001,43.0,14.8,4.6,0.35,0.3,1491.8573458870248,3,99.6,103.2,0.4509999999999999,0.374,0.7951,36.5,12.4,4.1,0.3076923076923077,0.4,1423.5232301762328,1,B
591,104.5,98.8,0.43950000000000006,0.3725,0.745,46.8,13.2,4.9,0.5641025641025641,0.4,1505.4179947760992,-1,107.6,104.9,0.508,0.45949999999999996,0.7573000000000001,38.3,12.8,5.4,0.5263157894736842,0.5,1538.9446462893077,2,A
592,104.1,102.6,0.4556,0.29059999999999997,0.7669,46.5,13.8,5.6,0.5853658536585366,0.4,1537.4309714823787,-1,103.2,107.6,0.46950000000000003,0.3907999999999999,0.8116,38.1,14.3,3.4,0.41025641025641024,0.4,1443.5720142553973,-1,A
593,108.9,109.9,0.4433999999999999,0.372,0.8183,44.7,12.8,5.8,0.6666666666666666,0.7,1599.172375114993,2,104.1,108.6,0.44609999999999994,0.35379999999999995,0.7774,45.0,14.7,5.6,0.45,0.2,1444.7310856871259,1,A
594,106.0,104.0,0.4606,0.3924,0.7491,40.1,11.5,3.7,0.5952380952380952,0.7,1552.3827987281716,1,103.4,106.2,0.4181,0.3297,0.8168999999999998,47.4,13.3,4.6,0.4878048780487805,0.2,1476.4724442928796,1,B
595,117.8,110.4,0.5154000000000001,0.3986,0.8148,43.4,16.6,5.2,0.85,0.9,1700.490908841692,3,105.3,105.5,0.4373,0.3436,0.7848999999999998,44.1,15.2,3.0,0.7435897435897436,0.6,1585.574142572794,1,A
596,104.4,110.0,0.4502,0.3693,0.7669999999999999,43.6,14.5,5.6,0.43902439024390244,0.5,1437.7496150607678,-1,104.7,97.8,0.449,0.39049999999999996,0.741,46.5,14.3,4.9,0.575,0.8,1519.2196622299944,1,B
597,102.9,106.4,0.45439999999999997,0.3718,0.8023999999999999,45.2,16.7,4.1,0.325,0.5,1413.6315561185493,1,98.6,93.0,0.4624,0.3948,0.6936,43.5,14.2,4.3,0.6190476190476191,0.6,1588.7301225630472,3,B
598,113.5,109.6,0.47830000000000006,0.4288,0.8486,38.7,13.3,5.0,0.625,0.8,1575.491083562439,2,107.8,109.4,0.4487,0.3419,0.8668999999999999,44.1,12.5,4.9,0.5,0.2,1497.9462910347756,-4,A
599,105.0,104.3,0.4628,0.3569,0.7551,45.5,13.8,5.3,0.6666666666666666,0.8,1564.2355230613189,6,105.7,105.0,0.4488,0.2964,0.7794000000000001,46.3,14.0,5.6,0.5952380952380952,0.5,1541.7620046744432,1,A
600,107.2,105.3,0.5114,0.46109999999999995,0.7655000000000001,37.7,13.1,5.6,0.5128205128205128,0.5,1525.1429788354126,-1,102.0,104.2,0.43660000000000004,0.32909999999999995,0.7932,42.0,16.6,5.2,0.3157894736842105,0.4,1404.0666254676405,-1,B
601,110.8,110.7,0.47650000000000003,0.39849999999999997,0.86,42.1,13.2,4.8,0.5128205128205128,0.9,1491.4218118683311,-1,100.5,98.5,0.43820000000000003,0.3898999999999999,0.7469999999999999,44.9,12.0,5.4,0.3902439024390244,0.4,1460.5879624278834,-1,A
602,103.0,109.2,0.4535,0.35810000000000003,0.7649,42.0,13.8,4.2,0.40476190476190477,0.4,1419.097668022116,-1,112.0,116.4,0.4739000000000001,0.35760000000000003,0.8028000000000001,44.4,13.9,3.2,0.39473684210526316,0.5,1460.7503519722216,1,B
603,106.9,103.1,0.4931,0.4090000000000001,0.7794000000000001,43.9,15.6,4.5,0.5128205128205128,1.0,1514.095603602767,1,106.0,103.0,0.4681,0.36160000000000003,0.7577999999999999,44.2,14.2,6.1,0.42857142857142855,0.2,1483.8825184652562,-1,A
604,99.9,97.9,0.4721,0.33740000000000003,0.7850999999999999,43.4,14.5,4.4,0.34146341463414637,0.3,1477.9473276368735,-1,114.5,98.3,0.5183,0.4377,0.7978,43.1,13.1,6.5,0.775,0.9,1651.1858962832123,-1,B
605,114.3,115.7,0.489,0.3627,0.8178000000000001,43.7,14.1,3.4,0.41025641025641024,0.3,1471.1932152615855,2,104.1,109.6,0.4469,0.36639999999999995,0.7001999999999999,42.6,11.9,3.0,0.3333333333333333,0.4,1393.4144694241768,-4,A
606,104.1,106.7,0.42960000000000004,0.33009999999999995,0.7888999999999999,46.7,12.7,4.3,0.5,0.6,1484.653877454191,2,100.4,103.1,0.4553,0.39130000000000004,0.8088,36.4,12.3,4.5,0.325,0.4,1437.4332484263841,2,B
607,101.2,115.2,0.43739999999999996,0.3517,0.7630999999999999,42.1,17.0,4.4,0.2,0.3,1322.1306363849385,-10,111.0,110.9,0.45909999999999995,0.3731,0.8261,43.7,12.7,5.8,0.675,0.6,1606.153845741351,3,B
608,97.4,107.0,0.44090000000000007,0.33799999999999997,0.7212,39.7,13.0,6.3,0.2682926829268293,0.3,1374.5282911829204,-4,118.5,111.5,0.4694,0.35339999999999994,0.7602,41.8,13.4,4.0,0.7441860465116279,0.8,1633.1756474790316,1,A
609,101.7,102.3,0.4309000000000001,0.325,0.7874,44.3,16.5,5.5,0.3333333333333333,0.4,1418.4553015846877,1,111.8,109.7,0.47250000000000003,0.3886,0.8256,43.6,13.0,5.8,0.6829268292682927,0.6,1608.913093400689,4,A
610,107.5,105.6,0.4574,0.3115,0.7951999999999999,46.0,13.6,5.3,0.5813953488372093,0.4,1525.6721474433814,-1,118.5,108.2,0.5101000000000001,0.402,0.8023,45.1,16.0,6.1,0.8536585365853658,0.9,1715.7521011323465,4,B
611,105.9,110.4,0.4619999999999999,0.3697,0.7384,43.9,14.9,5.3,0.42857142857142855,0.1,1434.8288562303558,-2,112.4,108.0,0.47990000000000005,0.42840000000000006,0.8636000000000001,39.2,13.8,5.1,0.6341463414634146,0.8,1583.1170481917275,3,A
612,105.7,107.2,0.5015000000000001,0.4468000000000001,0.7587000000000002,37.7,13.7,5.6,0.5,0.5,1510.7543027183654,-2,114.8,110.8,0.45380000000000004,0.34149999999999997,0.7551,42.2,13.9,3.8,0.7272727272727273,0.8,1617.2649944322109,-1,B
613,103.5,111.5,0.45140000000000013,0.3342,0.7343999999999999,43.0,12.1,5.0,0.4418604651162791,0.3,1452.0579829752785,1,106.5,98.1,0.4528,0.4029999999999999,0.74,45.5,13.4,4.5,0.5853658536585366,0.9,1522.1404210604064,2,A
614,109.5,108.4,0.4842000000000001,0.3987,0.8470000000000001,42.2,13.9,4.9,0.525,0.3,1496.3949053804388,1,104.1,109.3,0.4627,0.3751,0.8276999999999999,39.1,15.4,3.7,0.4,0.4,1439.2409810633328,-2,A
615,107.0,105.5,0.4678999999999999,0.35760000000000003,0.7615999999999999,43.3,13.9,6.2,0.4186046511627907,0.2,1469.7864417198793,-2,105.8,108.2,0.44609999999999994,0.3431,0.8613000000000002,43.9,12.5,5.0,0.4878048780487805,0.7,1490.320326405487,-5,B
616,108.2,103.0,0.49129999999999985,0.4241,0.7964,45.0,15.1,4.4,0.525,1.0,1528.1916803481438,2,106.2,103.6,0.4566,0.3868,0.7705,41.6,11.9,3.6,0.5813953488372093,0.4,1544.2013655668602,-1,A
617,100.9,99.6,0.4445000000000001,0.39059999999999995,0.7524999999999998,43.6,12.4,5.3,0.38095238095238093,0.5,1455.6148689157758,-2,103.0,111.5,0.45339999999999997,0.3401,0.7738999999999999,41.1,14.3,4.0,0.3953488372093023,0.4,1408.6548047327522,-2,A
618,116.2,116.9,0.4983999999999999,0.373,0.8049999999999999,43.6,14.3,3.6,0.425,0.4,1476.8699792658317,3,114.8,99.7,0.5129999999999999,0.43210000000000004,0.8041,42.2,12.5,6.5,0.7804878048780488,0.9,1655.4837181596404,1,B
619,105.4,108.1,0.46769999999999995,0.37839999999999996,0.7497,44.8,15.8,5.8,0.4418604651162791,0.4,1452.3528261710433,1,107.5,102.6,0.4875999999999999,0.41529999999999995,0.8157,44.1,14.5,4.6,0.5365853658536586,0.3,1534.115600468423,3,B
620,101.0,99.6,0.4767,0.3556,0.8023,43.0,15.5,4.7,0.3333333333333333,0.3,1473.6495057604454,-2,106.8,103.5,0.4713,0.36379999999999996,0.7619,46.4,14.1,5.2,0.6744186046511628,0.8,1580.3253802923807,7,A
621,105.4,107.5,0.43450000000000005,0.33080000000000004,0.7764,42.9,14.5,3.1,0.725,0.9,1570.3129502821396,-1,101.5,103.9,0.46119999999999994,0.37120000000000003,0.8150000000000001,43.8,15.8,4.0,0.3170731707317073,0.2,1410.330618877326,-1,A
622,98.9,106.7,0.44370000000000004,0.3372,0.7164999999999999,41.7,13.3,6.0,0.2857142857142857,0.4,1390.438944229741,1,99.9,101.8,0.4534000000000001,0.39,0.8093,36.8,12.4,4.6,0.34146341463414637,0.5,1442.2012643090184,3,A
623,105.3,107.3,0.45570000000000005,0.33540000000000003,0.7706999999999999,43.8,13.9,7.0,0.4090909090909091,0.2,1453.5762144730113,-3,101.1,101.0,0.4264,0.32230000000000003,0.7902,45.1,16.5,5.7,0.35,0.5,1430.9018615665036,2,B
624,109.9,107.5,0.49350000000000005,0.4016,0.8448,40.4,13.5,4.9,0.5365853658536586,0.3,1502.5839514666384,2,107.3,112.2,0.44329999999999997,0.36629999999999996,0.7171000000000001,43.5,11.6,3.4,0.32608695652173914,0.4,1387.7377054199305,-5,B
625,102.7,111.3,0.44889999999999997,0.348,0.7757,42.5,14.8,3.8,0.38636363636363635,0.3,1394.9885551837156,-3,105.0,106.7,0.48719999999999997,0.4274,0.7726000000000001,39.8,14.1,6.0,0.4878048780487805,0.5,1500.5183195505017,-3,A
626,119.8,107.3,0.5161,0.4196,0.7864999999999999,45.5,15.8,6.5,0.8571428571428571,0.8,1723.1318464265494,5,113.0,107.8,0.4534000000000001,0.3351,0.7455999999999998,42.2,13.6,4.8,0.7333333333333333,0.8,1627.5009776000745,1,A
627,98.7,99.4,0.45709999999999995,0.3894,0.7929000000000002,36.3,12.4,4.4,0.3333333333333333,0.5,1434.6279673108618,-1,99.2,94.8,0.4606,0.3719,0.7067,43.8,13.5,4.3,0.627906976744186,0.6,1592.0310598042704,4,B
628,103.8,105.5,0.433,0.34689999999999993,0.7901,46.3,12.7,4.1,0.4883720930232558,0.2,1479.8858615715567,-1,105.8,100.1,0.4547,0.4011,0.7405999999999999,43.2,13.2,4.6,0.5714285714285714,0.5,1499.189362200366,-1,B
629,111.6,109.2,0.4720000000000001,0.3877,0.808,43.6,12.2,5.5,0.6666666666666666,0.5,1596.466533418873,-1,104.5,106.6,0.4384,0.3437,0.849,44.4,12.3,5.4,0.5,0.8,1506.5305536523551,1,B
630,103.9,109.9,0.4665,0.38999999999999996,0.8244999999999999,38.5,15.6,3.8,0.3902439024390244,0.5,1433.0519349771332,-3,106.0,102.7,0.45439999999999997,0.3887999999999999,0.7808999999999999,42.4,12.0,3.2,0.5681818181818182,0.6,1538.277445446581,-2,B
631,101.6,99.0,0.44110000000000005,0.3843,0.7424999999999998,44.0,12.2,5.5,0.3953488372093023,0.6,1469.2811184648124,1,102.2,117.0,0.43929999999999997,0.33799999999999997,0.7797999999999999,42.5,16.7,4.4,0.1951219512195122,0.0,1319.3713887256006,-11,B
632,103.5,104.1,0.43520000000000003,0.3348999999999999,0.8133999999999999,46.7,14.1,4.1,0.4772727272727273,0.6,1470.8321026928975,-2,104.1,110.4,0.4681,0.37859999999999994,0.8180999999999999,38.1,15.5,4.1,0.38095238095238093,0.5,1423.8963239365537,-4,A
633,106.1,107.9,0.46739999999999987,0.36949999999999994,0.7653,44.3,14.9,5.7,0.4318181818181818,0.3,1448.3180177606578,-1,102.0,103.8,0.4561,0.3484999999999999,0.8164,45.1,15.2,4.0,0.30952380952380953,0.2,1403.5327276831706,-2,B
634,105.1,105.6,0.4473000000000001,0.337,0.7564,45.9,14.1,7.3,0.4,0.2,1449.1913550869294,-4,111.7,109.4,0.4702,0.417,0.8661999999999999,37.8,12.3,5.2,0.6190476190476191,0.8,1565.59307825104,-1,A
635,114.7,100.3,0.5102,0.4436,0.8080999999999999,41.9,11.7,6.3,0.7857142857142857,0.6,1661.4129568412257,2,104.8,106.0,0.4333,0.3392,0.7721,41.9,13.9,3.4,0.7317073170731707,0.9,1577.110841476295,1,A
636,103.0,108.3,0.4716,0.4074,0.764,39.6,14.1,5.5,0.47619047619047616,0.4,1480.63785381299,-4,100.6,107.1,0.4514,0.3465000000000001,0.7392999999999998,41.1,12.9,5.1,0.3023255813953488,0.5,1398.0122412278977,2,B
637,107.0,104.1,0.481,0.40590000000000004,0.8084999999999999,43.7,14.0,4.4,0.5476190476190477,0.4,1538.1504088788085,4,105.9,109.1,0.4566,0.3492,0.7362,44.6,12.3,4.9,0.45454545454545453,0.4,1475.0090418353188,2,B
638,101.3,96.9,0.4585,0.36669999999999997,0.7135,44.5,13.6,4.4,0.6363636363636364,0.8,1595.6287642225584,5,110.9,109.3,0.49400000000000005,0.40470000000000006,0.8368,40.1,14.0,5.0,0.5238095238095238,0.3,1484.7871913265508,-1,A
639,105.5,99.6,0.4579999999999999,0.4112,0.7434999999999999,42.8,13.7,4.7,0.5813953488372093,0.6,1508.2431210790253,1,102.1,100.2,0.4253,0.33870000000000006,0.759,46.3,16.8,6.4,0.36585365853658536,0.5,1435.2867209525855,3,A
640,116.0,118.5,0.4952,0.3698,0.7998000000000001,42.8,14.2,4.2,0.4146341463414634,0.6,1470.9407405842464,-1,107.1,103.7,0.48019999999999996,0.35229999999999995,0.7438999999999999,44.7,13.9,5.4,0.6590909090909091,0.5,1572.3932827206504,-1,A
641,106.7,106.2,0.4497,0.3725,0.8552000000000002,44.1,13.0,5.0,0.5116279069767442,0.8,1539.5844735073763,2,107.0,116.6,0.45389999999999997,0.34800000000000003,0.7871999999999999,44.5,16.2,5.0,0.21428571428571427,0.1,1353.466849033112,1,A
642,105.3,103.8,0.4478,0.36899999999999994,0.7858999999999999,44.3,12.1,2.7,0.5777777777777777,0.6,1547.4330564871605,1,113.7,111.2,0.45520000000000005,0.3243,0.7575000000000001,42.2,13.6,4.2,0.717391304347826,0.7,1617.5478291535626,-1,B
643,103.5,109.2,0.4516,0.35029999999999994,0.7621999999999999,43.6,14.8,3.7,0.4,0.4,1414.8690209212273,1,120.2,107.0,0.5121,0.39819999999999994,0.7793999999999999,44.5,15.3,6.3,0.8604651162790697,0.8,1733.0849948730613,6,B
644,99.3,101.7,0.4525,0.379,0.7893,36.4,12.0,4.4,0.32558139534883723,0.5,1431.0302628925738,-2,106.7,109.4,0.45020000000000004,0.3618,0.7165,44.3,13.2,3.4,0.3404255319148936,0.1,1405.5344655600181,1,A
645,99.8,99.8,0.4685,0.33490000000000003,0.7973,43.9,15.8,4.4,0.3488372093023256,0.6,1481.5816033321757,1,117.8,118.0,0.4962,0.3758,0.8020000000000002,43.5,13.7,3.8,0.42857142857142855,0.3,1497.7314283021901,1,A
646,107.1,109.1,0.4497,0.35219999999999996,0.8103,42.9,11.8,5.1,0.6511627906976745,0.7,1563.412613563852,-2,102.8,105.2,0.45499999999999996,0.3431,0.8356999999999999,44.8,14.5,4.0,0.32558139534883723,0.3,1409.186571496113,1,B
647,115.5,102.4,0.5102,0.4321,0.8098000000000001,41.7,11.4,6.4,0.7906976744186046,0.6,1665.4039131648597,3,108.6,117.7,0.4548,0.3673,0.7932999999999999,44.1,16.1,4.8,0.20930232558139536,0.2,1349.7303161878335,-1,A
648,121.2,106.9,0.5093,0.4101,0.7716,45.4,15.9,6.3,0.8636363636363636,0.8,1736.6892065796162,7,100.1,105.1,0.4513,0.35050000000000003,0.7329,41.1,12.9,4.6,0.3181818181818182,0.5,1413.3805691406997,3,B
649,107.4,109.8,0.4643,0.3595,0.7183999999999999,45.2,12.5,4.6,0.4666666666666667,0.4,1480.0312152152828,3,104.2,109.4,0.46900000000000003,0.37389999999999995,0.8049999999999999,38.2,15.2,4.3,0.37209302325581395,0.4,1419.2315495425144,-5,B
650,102.1,98.0,0.46299999999999997,0.3625,0.7116,44.1,14.1,4.2,0.6444444444444445,0.8,1601.8103270166043,6,106.1,108.9,0.45219999999999994,0.30560000000000004,0.7937,45.2,14.6,5.3,0.5681818181818182,0.3,1518.2924021491785,-2,B
651,113.8,109.1,0.4588,0.32389999999999997,0.7714999999999999,42.5,13.9,4.5,0.723404255319149,0.7,1631.669967917776,1,102.9,109.8,0.46530000000000005,0.4039,0.7796000000000001,39.8,14.0,5.3,0.46511627906976744,0.5,1465.269525900188,-5,B
652,106.2,108.1,0.4675999999999999,0.37549999999999994,0.7945,44.3,14.9,5.7,0.4222222222222222,0.2,1442.6641739477154,-2,110.4,109.1,0.5003,0.4154,0.8245999999999999,40.3,14.4,4.9,0.5116279069767442,0.9,1478.6056285325049,-2,A
653,105.1,97.7,0.46180000000000004,0.3962,0.7407,42.9,13.9,4.6,0.5909090909090909,0.6,1519.2186738342125,2,105.3,102.0,0.475,0.34419999999999995,0.7626,44.4,13.3,5.2,0.6444444444444445,0.4,1545.6025950027067,-2,B
654,109.1,105.3,0.48020000000000007,0.4136000000000001,0.8122999999999999,43.9,13.4,4.5,0.5348837209302325,0.3,1533.1282354988446,-1,107.0,104.6,0.44600000000000006,0.3817,0.8591,44.8,13.0,4.7,0.5227272727272727,0.9,1543.3210063526549,3,A
655,102.8,103.5,0.43610000000000004,0.38219999999999993,0.7592999999999999,44.2,12.4,5.8,0.38636363636363635,0.6,1435.1856581573008,-1,104.2,106.9,0.43220000000000003,0.3322,0.7425999999999999,43.1,15.1,3.4,0.7142857142857143,0.5,1573.119885152661,-1,A
656,108.0,101.1,0.48369999999999996,0.3758,0.7541999999999999,45.2,12.7,5.6,0.6521739130434783,0.4,1554.9953106794217,1,99.0,99.0,0.4239,0.33160000000000006,0.7623,45.8,17.9,6.5,0.35714285714285715,0.6,1424.3111681973983,-1,B
657,102.0,101.1,0.48119999999999996,0.34450000000000003,0.8019999999999999,42.8,15.6,4.7,0.36363636363636365,0.3,1487.5084759172078,2,105.7,106.4,0.46420000000000006,0.34279999999999994,0.8586,45.2,14.9,3.9,0.3409090909090909,0.5,1427.9940653428678,2,A
658,101.9,102.9,0.4295,0.3398,0.8050999999999998,47.0,14.0,3.9,0.4888888888888889,0.2,1475.4968770869368,1,101.8,110.7,0.4459000000000001,0.32689999999999997,0.7345999999999998,43.8,14.7,4.0,0.391304347826087,0.4,1411.2648092146724,-1,A
659,101.2,96.2,0.4596,0.344,0.6998,44.8,14.0,4.6,0.6304347826086957,0.6,1595.411278910582,-1,116.4,116.7,0.501,0.36429999999999996,0.8025,43.1,14.4,4.4,0.4186046511627907,0.6,1491.804555717158,-1,B
660,115.5,99.6,0.5109,0.4396999999999999,0.8047000000000001,42.0,11.1,6.3,0.7954545454545454,0.6,1669.8046376900647,4,109.2,109.6,0.45220000000000005,0.3559,0.8233,42.1,11.4,5.5,0.6363636363636364,0.7,1544.605119717097,-3,A
