,GAME_DATE,TEAM_A_ID,TEAM_B_ID,TEAM_A,TEAM_B,TEAM_A_PTS,TEAM_B_PTS,TEAM_A_ODDS,TEAM_B_ODDS
0,2008-10-28 22:30:00,1610612741,1610612749,Chicago Bulls,Milwaukee Bucks,108,95,1.36,3.20
1,2008-10-28 22:00:00,1610612738,1610612739,Boston Celtics,Cleveland Cavaliers,90,85,1.36,3.15
2,2008-10-29 22:30:00,1610612745,1610612763,Houston Rockets,Memphis Grizzlies,82,71,1.10,7.80
3,2008-10-29 22:00:00,1610612765,1610612754,Detroit Pistons,Indiana Pacers,100,94,1.13,5.75
4,2008-10-29 22:00:00,1610612750,1610612758,Minnesota Timberwolves,Sacramento Kings,98,96,1.44,2.80
5,2008-10-29 22:00:00,1610612760,1610612749,Oklahoma City Thunder,Milwaukee Bucks,87,98,1.68,2.18
6,2008-10-29 22:00:00,1610612759,1610612756,San Antonio Spurs,Phoenix Suns,98,103,1.75,2.08
7,2008-10-29 21:30:00,1610612752,1610612748,New York Knicks,Miami Heat,120,115,1.68,2.18
8,2008-10-29 21:00:00,1610612753,1610612737,Orlando Magic,Atlanta Hawks,85,99,1.25,3.95
9,2008-10-29 21:00:00,1610612764,1610612751,Washington Wizards,Brooklyn Nets,85,95,1.37,3.10
10,2008-10-30 20:00:00,1610612755,1610612761,Philadelphia 76ers,Toronto Raptors,84,95,1.46,2.72
11,2008-10-30 00:30:00,1610612747,1610612757,Los Angeles Lakers,Portland Trail Blazers,96,76,1.27,3.85
12,2008-10-29 23:00:00,1610612762,1610612743,Utah Jazz,Denver Nuggets,98,94,1.27,3.85
13,2008-10-30 22:00:00,1610612742,1610612745,Dallas Mavericks,Houston Rockets,102,112,1.52,2.54
14,2008-10-30 21:00:00,1610612739,1610612766,Cleveland Cavaliers,Charlotte Hornets,96,79,1.14,5.50
15,2008-10-31 00:30:00,1610612744,1610612740,Golden State Warriors,New Orleans Pelicans,103,108,3.35,1.32
16,2008-10-31 00:30:00,1610612746,1610612747,Los Angeles Clippers,Los Angeles Lakers,79,117,5.20,1.15
17,2008-10-31 22:00:00,1610612738,1610612741,Boston Celtics,Chicago Bulls,96,80,-,-
18,2008-10-31 22:00:00,1610612763,1610612753,Memphis Grizzlies,Orlando Magic,86,84,-,-
19,2008-10-31 21:30:00,1610612748,1610612758,Miami Heat,Sacramento Kings,103,77,-,-
20,2008-10-31 21:00:00,1610612755,1610612752,Philadelphia 76ers,New York Knicks,116,87,-,-
21,2008-10-31 21:00:00,1610612761,1610612744,Toronto Raptors,Golden State Warriors,112,108,-,-
22,2008-11-01 00:30:00,1610612756,1610612740,Phoenix Suns,New Orleans Pelicans,95,108,1.60,2.33
23,2008-11-01 22:30:00,1610612741,1610612763,Chicago Bulls,Memphis Grizzlies,96,86,-,-
24,2008-11-01 22:30:00,1610612745,1610612760,Houston Rockets,Oklahoma City Thunder,89,77,-,-
25,2008-11-01 22:30:00,1610612749,1610612761,Milwaukee Bucks,Toronto Raptors,87,91,-,-
26,2008-11-01 22:00:00,1610612750,1610612742,Minnesota Timberwolves,Dallas Mavericks,85,95,-,-
27,2008-11-01 22:00:00,1610612740,1610612739,New Orleans Pelicans,Cleveland Cavaliers,104,92,-,-
28,2008-11-01 21:30:00,1610612751,1610612744,Brooklyn Nets,Golden State Warriors,97,105,-,-
29,2008-11-01 21:30:00,1610612765,1610612764,Detroit Pistons,Washington Wizards,117,109,-,-
30,2008-11-01 21:00:00,1610612737,1610612755,Atlanta Hawks,Philadelphia 76ers,95,88,-,-
31,2008-11-01 21:00:00,1610612766,1610612748,Charlotte Hornets,Miami Heat,100,87,-,-
32,2008-11-01 21:00:00,1610612754,1610612738,Indiana Pacers,Boston Celtics,95,79,-,-
33,2008-11-01 21:00:00,1610612753,1610612758,Orlando Magic,Sacramento Kings,121,103,-,-
34,2008-11-02 00:30:00,1610612746,1610612743,Los Angeles Clippers,Denver Nuggets,103,113,-,-
35,2008-11-02 00:30:00,1610612757,1610612759,Portland Trail Blazers,San Antonio Spurs,100,99,-,-
36,2008-11-02 22:00:00,1610612760,1610612750,Oklahoma City Thunder,Minnesota Timberwolves,88,85,-,-
37,2008-11-02 21:00:00,1610612752,1610612749,New York Knicks,Milwaukee Bucks,86,94,-,-
38,2008-11-03 00:00:00,1610612756,1610612757,Phoenix Suns,Portland Trail Blazers,107,96,-,-
39,2008-11-02 23:00:00,1610612762,1610612746,Utah Jazz,Los Angeles Clippers,101,79,-,-
40,2008-11-03 22:00:00,1610612766,1610612765,Charlotte Hornets,Detroit Pistons,83,101,2.52,1.52
41,2008-11-03 22:00:00,1610612753,1610612741,Orlando Magic,Chicago Bulls,96,93,1.31,3.45
42,2008-11-03 22:00:00,1610612755,1610612758,Philadelphia 76ers,Sacramento Kings,125,91,1.07,7.00
43,2008-11-04 22:30:00,1610612751,1610612756,Brooklyn Nets,Phoenix Suns,86,114,3.40,1.32
44,2008-11-05 01:30:00,1610612746,1610612762,Los Angeles Clippers,Utah Jazz,73,89,3.27,1.34
45,2008-11-04 23:30:00,1610612742,1610612739,Dallas Mavericks,Cleveland Cavaliers,81,100,1.60,2.33
46,2008-11-04 23:00:00,1610612763,1610612744,Memphis Grizzlies,Golden State Warriors,90,79,2.08,1.75
47,2008-11-05 22:30:00,1610612748,1610612755,Miami Heat,Philadelphia 76ers,106,83,-,-
48,2008-11-05 22:30:00,1610612752,1610612766,New York Knicks,Charlotte Hornets,101,98,-,-
49,2008-11-05 22:00:00,1610612754,1610612756,Indiana Pacers,Phoenix Suns,103,113,-,-
50,2008-11-05 22:00:00,1610612761,1610612765,Toronto Raptors,Detroit Pistons,93,100,-,-
51,2008-11-05 23:30:00,1610612745,1610612738,Houston Rockets,Boston Celtics,99,103,1.65,2.24
52,2008-11-05 23:30:00,1610612759,1610612742,San Antonio Spurs,Dallas Mavericks,81,98,1.56,2.48
53,2008-11-06 01:30:00,1610612744,1610612743,Golden State Warriors,Denver Nuggets,111,101,-,-
54,2008-11-06 01:30:00,1610612747,1610612746,Los Angeles Lakers,Los Angeles Clippers,106,88,-,-
55,2008-11-06 01:00:00,1610612758,1610612763,Sacramento Kings,Memphis Grizzlies,100,95,-,-
56,2008-11-06 00:00:00,1610612762,1610612757,Utah Jazz,Portland Trail Blazers,103,96,-,-
57,2008-11-05 23:00:00,1610612739,1610612741,Cleveland Cavaliers,Chicago Bulls,107,93,-,-
58,2008-11-05 23:00:00,1610612749,1610612764,Milwaukee Bucks,Washington Wizards,112,104,-,-
59,2008-11-05 23:00:00,1610612750,1610612759,Minnesota Timberwolves,San Antonio Spurs,125,129,-,-
60,2008-11-05 23:00:00,1610612740,1610612737,New Orleans Pelicans,Atlanta Hawks,79,87,-,-
61,2008-11-05 23:00:00,1610612760,1610612738,Oklahoma City Thunder,Boston Celtics,83,96,-,-
62,2008-11-06 23:00:00,1610612753,1610612755,Orlando Magic,Philadelphia 76ers,98,88,-,-
63,2008-11-07 22:30:00,1610612737,1610612761,Atlanta Hawks,Toronto Raptors,110,92,-,-
64,2008-11-07 22:30:00,1610612738,1610612749,Boston Celtics,Milwaukee Bucks,101,89,-,-
65,2008-11-07 22:30:00,1610612751,1610612765,Brooklyn Nets,Detroit Pistons,103,96,-,-
66,2008-11-07 22:30:00,1610612739,1610612754,Cleveland Cavaliers,Indiana Pacers,111,107,-,-
67,2008-11-07 22:00:00,1610612766,1610612740,Charlotte Hornets,New Orleans Pelicans,92,89,-,-
68,2008-11-07 22:00:00,1610612764,1610612752,Washington Wizards,New York Knicks,108,114,-,-
69,2008-11-08 01:30:00,1610612757,1610612745,Portland Trail Blazers,Houston Rockets,101,99,-,-
70,2008-11-08 22:00:00,1610612754,1610612751,Indiana Pacers,Brooklyn Nets,98,80,-,-
71,2008-11-08 22:00:00,1610612753,1610612764,Orlando Magic,Washington Wizards,106,81,-,-
72,2008-11-09 01:30:00,1610612743,1610612742,Denver Nuggets,Dallas Mavericks,108,105,-,-
73,2008-11-09 01:30:00,1610612744,1610612763,Golden State Warriors,Memphis Grizzlies,104,109,-,-
74,2008-11-09 01:30:00,1610612746,1610612745,Los Angeles Clippers,Houston Rockets,83,92,-,-
75,2008-11-09 01:00:00,1610612758,1610612750,Sacramento Kings,Minnesota Timberwolves,121,109,-,-
76,2008-11-09 00:00:00,1610612762,1610612760,Utah Jazz,Oklahoma City Thunder,104,97,-,-
77,2008-11-08 23:30:00,1610612741,1610612756,Chicago Bulls,Phoenix Suns,100,83,-,-
78,2008-11-08 23:00:00,1610612759,1610612748,San Antonio Spurs,Miami Heat,83,99,-,-
79,2008-11-09 22:00:00,1610612760,1610612737,Oklahoma City Thunder,Atlanta Hawks,85,89,-,-
80,2008-11-09 21:00:00,1610612765,1610612738,Detroit Pistons,Boston Celtics,76,88,-,-
81,2008-11-10 18:30:00,1610612746,1610612742,Los Angeles Clippers,Dallas Mavericks,103,92,-,-
82,2008-11-10 18:00:00,1610612752,1610612762,New York Knicks,Utah Jazz,107,99,-,-
83,2008-11-10 16:00:00,1610612766,1610612761,Charlotte Hornets,Toronto Raptors,79,89,-,-
84,2008-11-10 01:00:00,1610612757,1610612750,Portland Trail Blazers,Minnesota Timberwolves,97,93,-,-
85,2008-11-09 23:30:00,1610612741,1610612739,Chicago Bulls,Cleveland Cavaliers,97,106,-,-
86,2008-11-09 23:30:00,1610612749,1610612756,Milwaukee Bucks,Phoenix Suns,96,104,-,-
87,2008-11-09 23:00:00,1610612740,1610612748,New Orleans Pelicans,Miami Heat,100,89,-,-
88,2008-11-10 22:30:00,1610612738,1610612761,Boston Celtics,Toronto Raptors,94,87,1.24,4.30
89,2008-11-10 22:30:00,1610612748,1610612751,Miami Heat,Brooklyn Nets,99,94,1.21,4.30
90,2008-11-10 22:00:00,1610612754,1610612760,Indiana Pacers,Oklahoma City Thunder,107,99,1.12,7.00
91,2008-11-10 22:00:00,1610612753,1610612757,Orlando Magic,Portland Trail Blazers,99,106,1.32,3.32
92,2008-11-11 00:30:00,1610612747,1610612745,Los Angeles Lakers,Houston Rockets,111,82,-,-
93,2008-11-11 00:00:00,1610612758,1610612744,Sacramento Kings,Golden State Warriors,115,98,-,-
94,2008-11-10 23:00:00,1610612743,1610612763,Denver Nuggets,Memphis Grizzlies,100,90,-,-
95,2008-11-11 22:00:00,1610612766,1610612743,Charlotte Hornets,Denver Nuggets,80,88,2.24,1.65
96,2008-11-11 22:00:00,1610612739,1610612749,Cleveland Cavaliers,Milwaukee Bucks,99,93,1.08,7.40
97,2008-11-11 22:00:00,1610612755,1610612762,Philadelphia 76ers,Utah Jazz,80,93,1.58,2.38
98,2008-11-12 00:00:00,1610612756,1610612763,Phoenix Suns,Memphis Grizzlies,107,102,1.10,6.60
99,2008-11-12 22:30:00,1610612738,1610612737,Boston Celtics,Atlanta Hawks,103,102,1.12,6.25
100,2008-11-12 22:30:00,1610612751,1610612754,Brooklyn Nets,Indiana Pacers,87,98,1.95,1.85
101,2008-11-12 22:00:00,1610612761,1610612755,Toronto Raptors,Philadelphia 76ers,96,106,1.43,2.87
102,2008-11-13 01:30:00,1610612744,1610612750,Golden State Warriors,Minnesota Timberwolves,113,110,1.40,2.92
103,2008-11-13 01:00:00,1610612758,1610612765,Sacramento Kings,Detroit Pistons,92,100,3.70,1.28
104,2008-11-12 23:30:00,1610612741,1610612737,Chicago Bulls,Atlanta Hawks,108,113,1.54,2.48
105,2008-11-12 23:30:00,1610612742,1610612747,Dallas Mavericks,Los Angeles Lakers,99,106,3.00,1.41
106,2008-11-12 23:30:00,1610612759,1610612752,San Antonio Spurs,New York Knicks,92,80,1.52,2.50
107,2008-11-12 23:00:00,1610612763,1610612752,Memphis Grizzlies,New York Knicks,103,132,1.53,2.50
108,2008-11-12 23:00:00,1610612748,1610612757,Miami Heat,Portland Trail Blazers,96,104,1.77,2.04
109,2008-11-12 23:00:00,1610612749,1610612759,Milwaukee Bucks,San Antonio Spurs,82,78,1.71,2.14
110,2008-11-12 23:00:00,1610612740,1610612747,New Orleans Pelicans,Los Angeles Lakers,86,93,1.76,2.06
111,2008-11-12 23:00:00,1610612760,1610612753,Oklahoma City Thunder,Orlando Magic,92,109,3.45,1.31
112,2008-11-12 23:00:00,1610612764,1610612762,Washington Wizards,Utah Jazz,95,87,2.54,1.52
113,2008-11-13 01:30:00,1610612746,1610612758,Los Angeles Clippers,Sacramento Kings,98,103,1.29,3.70
114,2008-11-13 01:30:00,1610612756,1610612745,Phoenix Suns,Houston Rockets,82,94,1.63,2.27
115,2008-11-14 22:30:00,1610612751,1610612737,Brooklyn Nets,Atlanta Hawks,115,108,2.35,1.60
116,2008-11-14 22:30:00,1610612748,1610612764,Miami Heat,Washington Wizards,97,77,1.36,3.15
117,2008-11-14 22:30:00,1610612752,1610612760,New York Knicks,Oklahoma City Thunder,116,106,1.20,4.50
118,2008-11-14 22:00:00,1610612766,1610612762,Charlotte Hornets,Utah Jazz,104,96,2.29,1.60
119,2008-11-14 22:00:00,1610612754,1610612755,Indiana Pacers,Philadelphia 76ers,92,94,1.88,1.92
120,2008-11-15 01:30:00,1610612744,1610612765,Golden State Warriors,Detroit Pistons,102,107,2.62,1.49
121,2008-11-14 23:30:00,1610612741,1610612742,Chicago Bulls,Dallas Mavericks,98,91,1.93,1.87
122,2008-11-14 23:00:00,1610612739,1610612743,Cleveland Cavaliers,Denver Nuggets,110,99,1.33,3.53
123,2008-11-15 22:30:00,1610612739,1610612762,Cleveland Cavaliers,Utah Jazz,105,93,1.12,6.30
124,2008-11-15 22:00:00,1610612737,1610612751,Atlanta Hawks,Brooklyn Nets,107,119,-,-
125,2008-11-15 22:00:00,1610612755,1610612760,Philadelphia 76ers,Oklahoma City Thunder,110,85,1.12,6.25
126,2008-11-16 18:30:00,1610612746,1610612744,Los Angeles Clippers,Golden State Warriors,103,121,1.67,2.20
127,2008-11-16 01:30:00,1610612747,1610612765,Los Angeles Lakers,Detroit Pistons,95,106,1.15,5.25
128,2008-11-16 01:00:00,1610612758,1610612756,Sacramento Kings,Phoenix Suns,95,97,2.29,1.60
129,2008-11-15 23:30:00,1610612742,1610612753,Dallas Mavericks,Orlando Magic,100,102,1.85,1.95
130,2008-11-15 23:30:00,1610612759,1610612745,San Antonio Spurs,Houston Rockets,77,75,2.90,1.41
131,2008-11-15 23:00:00,1610612738,1610612743,Boston Celtics,Denver Nuggets,85,94,1.15,5.25
132,2008-11-15 23:00:00,1610612763,1610612749,Memphis Grizzlies,Milwaukee Bucks,96,101,1.52,2.54
133,2008-11-15 23:00:00,1610612740,1610612757,New Orleans Pelicans,Portland Trail Blazers,87,82,1.30,3.50
134,2008-11-16 21:00:00,1610612752,1610612742,New York Knicks,Dallas Mavericks,114,124,2.00,1.80
135,2008-11-17 20:30:00,1610612766,1610612753,Charlotte Hornets,Orlando Magic,85,90,3.25,1.35
136,2008-11-17 16:00:00,1610612761,1610612748,Toronto Raptors,Miami Heat,107,96,1.50,2.60
137,2008-11-16 23:30:00,1610612741,1610612754,Chicago Bulls,Indiana Pacers,104,91,1.35,3.20
138,2008-11-16 23:30:00,1610612745,1610612740,Houston Rockets,New Orleans Pelicans,91,82,1.70,2.15
139,2008-11-16 23:30:00,1610612749,1610612738,Milwaukee Bucks,Boston Celtics,97,102,4.50,1.20
140,2008-11-16 23:00:00,1610612750,1610612757,Minnesota Timberwolves,Portland Trail Blazers,83,88,1.97,1.83
141,2008-11-17 00:00:00,1610612758,1610612759,Sacramento Kings,San Antonio Spurs,88,90,1.70,2.15
142,2008-11-16 23:00:00,1610612743,1610612750,Denver Nuggets,Minnesota Timberwolves,90,84,1.20,4.50
143,2008-11-16 23:00:00,1610612756,1610612765,Phoenix Suns,Detroit Pistons,104,86,1.75,2.08
144,2008-11-18 22:30:00,1610612738,1610612752,Boston Celtics,New York Knicks,110,101,1.25,4.05
145,2008-11-18 22:30:00,1610612751,1610612739,Brooklyn Nets,Cleveland Cavaliers,82,106,2.87,1.40
146,2008-11-18 22:00:00,1610612766,1610612742,Charlotte Hornets,Dallas Mavericks,83,100,2.90,1.41
147,2008-11-18 22:00:00,1610612754,1610612737,Indiana Pacers,Atlanta Hawks,113,96,1.65,2.27
148,2008-11-18 22:00:00,1610612753,1610612761,Orlando Magic,Toronto Raptors,103,90,1.38,2.96
149,2008-11-18 22:00:00,1610612764,1610612748,Washington Wizards,Miami Heat,87,94,1.69,2.17
150,2008-11-19 01:30:00,1610612746,1610612759,Los Angeles Clippers,San Antonio Spurs,83,86,1.65,2.25
151,2008-11-19 00:00:00,1610612762,1610612756,Utah Jazz,Phoenix Suns,109,97,-,-
152,2008-11-18 23:00:00,1610612760,1610612745,Oklahoma City Thunder,Houston Rockets,89,100,4.50,1.20
153,2008-11-19 22:30:00,1610612765,1610612739,Detroit Pistons,Cleveland Cavaliers,96,89,1.68,2.19
154,2008-11-19 22:30:00,1610612748,1610612761,Miami Heat,Toronto Raptors,95,101,1.65,2.18
155,2008-11-19 22:00:00,1610612737,1610612764,Atlanta Hawks,Washington Wizards,91,87,1.28,3.53
156,2008-11-20 01:30:00,1610612744,1610612757,Golden State Warriors,Portland Trail Blazers,111,106,2.00,1.81
157,2008-11-20 01:30:00,1610612747,1610612741,Los Angeles Lakers,Chicago Bulls,116,109,1.07,8.50
158,2008-11-20 00:00:00,1610612743,1610612749,Denver Nuggets,Milwaukee Bucks,114,105,1.17,5.05
159,2008-11-19 23:00:00,1610612763,1610612758,Memphis Grizzlies,Sacramento Kings,109,94,1.43,2.90
160,2008-11-19 23:00:00,1610612750,1610612755,Minnesota Timberwolves,Philadelphia 76ers,102,96,2.31,1.60
161,2008-11-19 23:00:00,1610612740,1610612758,New Orleans Pelicans,Sacramento Kings,96,105,1.05,10.00
162,2008-11-19 23:00:00,1610612760,1610612746,Oklahoma City Thunder,Los Angeles Clippers,88,108,1.95,1.85
163,2008-11-20 01:30:00,1610612757,1610612741,Portland Trail Blazers,Chicago Bulls,116,74,1.36,3.15
164,2008-11-20 00:00:00,1610612762,1610612749,Utah Jazz,Milwaukee Bucks,105,94,1.13,5.75
165,2008-11-19 23:30:00,1610612759,1610612743,San Antonio Spurs,Denver Nuggets,81,91,1.85,1.92
166,2008-11-19 23:00:00,1610612745,1610612742,Houston Rockets,Dallas Mavericks,86,96,1.66,2.25
167,2008-11-21 22:30:00,1610612737,1610612766,Atlanta Hawks,Charlotte Hornets,88,83,1.28,3.95
168,2008-11-21 22:00:00,1610612754,1610612753,Indiana Pacers,Orlando Magic,98,100,2.08,1.75
169,2008-11-21 22:00:00,1610612755,1610612746,Philadelphia 76ers,Los Angeles Clippers,89,88,1.19,4.70
170,2008-11-21 22:00:00,1610612761,1610612751,Toronto Raptors,Brooklyn Nets,127,129,1.21,4.45
171,2008-11-21 22:00:00,1610612764,1610612745,Washington Wizards,Houston Rockets,91,103,3.15,1.36
172,2008-11-22 01:30:00,1610612756,1610612747,Phoenix Suns,Los Angeles Lakers,92,105,2.62,1.47
173,2008-11-21 23:00:00,1610612738,1610612765,Boston Celtics,Detroit Pistons,98,80,1.31,3.33
174,2008-11-22 22:30:00,1610612751,1610612746,Brooklyn Nets,Los Angeles Clippers,112,95,1.63,2.27
175,2008-11-22 22:30:00,1610612739,1610612737,Cleveland Cavaliers,Atlanta Hawks,110,96,1.12,7.00
176,2008-11-22 22:30:00,1610612748,1610612754,Miami Heat,Indiana Pacers,109,100,1.40,2.95
177,2008-11-22 22:30:00,1610612752,1610612764,New York Knicks,Washington Wizards,122,117,1.73,2.10
178,2008-11-22 22:00:00,1610612766,1610612749,Charlotte Hornets,Milwaukee Bucks,74,79,-,-
179,2008-11-22 22:00:00,1610612753,1610612745,Orlando Magic,Houston Rockets,95,100,1.69,2.17
180,2008-11-23 01:30:00,1610612744,1610612741,Golden State Warriors,Chicago Bulls,110,115,1.59,2.36
181,2008-11-23 01:30:00,1610612747,1610612743,Los Angeles Lakers,Denver Nuggets,104,90,1.23,3.95
182,2008-11-23 01:00:00,1610612758,1610612757,Sacramento Kings,Portland Trail Blazers,96,117,2.52,1.50
183,2008-11-23 00:30:00,1610612760,1610612740,Oklahoma City Thunder,New Orleans Pelicans,80,105,5.50,1.13
184,2008-11-22 23:30:00,1610612742,1610612763,Dallas Mavericks,Memphis Grizzlies,91,76,1.18,-
185,2008-11-22 23:30:00,1610612749,1610612752,Milwaukee Bucks,New York Knicks,104,87,1.52,2.52
186,2008-11-22 23:30:00,1610612759,1610612762,San Antonio Spurs,Utah Jazz,119,94,1.52,2.52
187,2008-11-22 23:00:00,1610612750,1610612738,Minnesota Timberwolves,Boston Celtics,78,95,3.10,1.35
188,2008-11-23 21:00:00,1610612765,1610612750,Detroit Pistons,Minnesota Timberwolves,80,106,1.15,5.05
189,2008-11-24 20:00:00,1610612755,1610612744,Philadelphia 76ers,Golden State Warriors,89,81,1.38,3.15
190,2008-11-24 15:30:00,1610612761,1610612738,Toronto Raptors,Boston Celtics,103,118,2.75,1.45
191,2008-11-24 00:00:00,1610612756,1610612757,Phoenix Suns,Portland Trail Blazers,102,92,1.40,2.90
192,2008-11-23 23:00:00,1610612763,1610612762,Memphis Grizzlies,Utah Jazz,94,103,1.62,2.29
193,2008-11-23 23:00:00,1610612740,1610612760,New Orleans Pelicans,Oklahoma City Thunder,109,97,1.05,10.00
194,2008-11-24 22:30:00,1610612748,1610612745,Miami Heat,Houston Rockets,98,107,2.36,1.59
195,2008-11-24 22:00:00,1610612766,1610612755,Charlotte Hornets,Philadelphia 76ers,93,84,2.27,1.63
196,2008-11-24 22:00:00,1610612753,1610612749,Orlando Magic,Milwaukee Bucks,108,101,1.20,4.45
197,2008-11-25 00:30:00,1610612747,1610612758,Los Angeles Lakers,Sacramento Kings,118,108,1.01,16.00
198,2008-11-25 00:00:00,1610612743,1610612741,Denver Nuggets,Chicago Bulls,114,101,1.20,4.55
199,2008-11-25 22:30:00,1610612752,1610612739,New York Knicks,Cleveland Cavaliers,101,119,4.28,1.25
200,2008-11-25 22:00:00,1610612764,1610612744,Washington Wizards,Golden State Warriors,124,100,2.04,1.78
201,2008-11-26 01:30:00,1610612746,1610612740,Los Angeles Clippers,New Orleans Pelicans,87,99,3.20,1.35
202,2008-11-26 01:00:00,1610612757,1610612758,Portland Trail Blazers,Sacramento Kings,91,90,1.08,7.00
203,2008-11-26 00:00:00,1610612762,1610612741,Utah Jazz,Chicago Bulls,100,101,1.35,3.15
204,2008-11-25 23:00:00,1610612763,1610612759,Memphis Grizzlies,San Antonio Spurs,81,94,2.24,1.65
205,2008-11-26 22:30:00,1610612738,1610612744,Boston Celtics,Golden State Warriors,119,111,1.07,8.50
206,2008-11-26 22:30:00,1610612755,1610612753,Philadelphia 76ers,Orlando Magic,94,96,1.47,2.68
207,2008-11-26 22:00:00,1610612737,1610612749,Atlanta Hawks,Milwaukee Bucks,102,96,1.29,3.77
208,2008-11-26 22:00:00,1610612739,1610612760,Cleveland Cavaliers,Oklahoma City Thunder,117,82,1.02,14.00
209,2008-11-26 22:00:00,1610612761,1610612766,Toronto Raptors,Charlotte Hornets,93,86,1.23,4.30
210,2008-11-27 01:30:00,1610612747,1610612751,Los Angeles Lakers,Brooklyn Nets,120,93,1.03,11.00
211,2008-11-26 23:30:00,1610612742,1610612754,Dallas Mavericks,Indiana Pacers,109,106,1.29,3.55
212,2008-11-26 23:00:00,1610612760,1610612756,Oklahoma City Thunder,Phoenix Suns,98,99,5.50,1.12
213,2008-11-27 01:30:00,1610612746,1610612743,Los Angeles Clippers,Denver Nuggets,105,106,2.43,1.56
214,2008-11-27 01:00:00,1610612757,1610612748,Portland Trail Blazers,Miami Heat,106,68,1.25,3.85
215,2008-11-27 01:00:00,1610612758,1610612751,Sacramento Kings,Brooklyn Nets,114,116,1.65,2.29
216,2008-11-27 00:00:00,1610612762,1610612763,Utah Jazz,Memphis Grizzlies,117,100,1.15,5.05
217,2008-11-26 23:30:00,1610612745,1610612754,Houston Rockets,Indiana Pacers,90,91,1.22,4.20
218,2008-11-26 23:30:00,1610612759,1610612741,San Antonio Spurs,Chicago Bulls,98,88,1.31,3.45
219,2008-11-26 23:00:00,1610612765,1610612752,Detroit Pistons,New York Knicks,110,96,1.06,9.25
220,2008-11-26 23:00:00,1610612750,1610612756,Minnesota Timberwolves,Phoenix Suns,102,110,2.40,1.57
221,2008-11-28 22:30:00,1610612738,1610612755,Boston Celtics,Philadelphia 76ers,102,78,1.22,4.30
222,2008-11-28 22:30:00,1610612739,1610612744,Cleveland Cavaliers,Golden State Warriors,112,97,1.11,6.60
223,2008-11-28 22:00:00,1610612761,1610612737,Toronto Raptors,Atlanta Hawks,93,88,1.41,3.05
224,2008-11-29 01:30:00,1610612743,1610612740,Denver Nuggets,New Orleans Pelicans,101,105,1.90,1.90
225,2008-11-28 23:00:00,1610612764,1610612753,Washington Wizards,Orlando Magic,90,105,2.25,1.65
226,2008-11-29 22:30:00,1610612752,1610612744,New York Knicks,Golden State Warriors,138,125,2.00,1.80
227,2008-11-29 22:00:00,1610612766,1610612738,Charlotte Hornets,Boston Celtics,84,89,4.20,1.23
228,2008-11-29 22:00:00,1610612753,1610612754,Orlando Magic,Indiana Pacers,110,96,1.25,3.75
229,2008-11-29 22:00:00,1610612764,1610612737,Washington Wizards,Atlanta Hawks,98,102,1.78,2.04
230,2008-11-30 01:30:00,1610612747,1610612742,Los Angeles Lakers,Dallas Mavericks,114,107,1.11,6.30
231,2008-11-30 01:00:00,1610612757,1610612740,Portland Trail Blazers,New Orleans Pelicans,101,86,1.47,2.75
232,2008-11-30 00:00:00,1610612762,1610612758,Utah Jazz,Sacramento Kings,120,94,1.12,6.50
233,2008-11-29 23:30:00,1610612759,1610612763,San Antonio Spurs,Memphis Grizzlies,109,98,1.14,5.05
234,2008-11-29 23:00:00,1610612765,1610612749,Detroit Pistons,Milwaukee Bucks,107,97,1.18,4.55
235,2008-11-29 23:00:00,1610612754,1610612766,Indiana Pacers,Charlotte Hornets,108,115,1.26,3.70
236,2008-11-29 23:00:00,1610612760,1610612750,Oklahoma City Thunder,Minnesota Timberwolves,103,105,2.10,1.73
237,2008-11-29 23:00:00,1610612756,1610612748,Phoenix Suns,Miami Heat,92,107,1.24,4.20
238,2008-11-30 20:00:00,1610612755,1610612741,Philadelphia 76ers,Chicago Bulls,92,103,1.40,3.05
239,2008-11-30 18:00:00,1610612765,1610612757,Detroit Pistons,Portland Trail Blazers,85,96,1.56,2.38
240,2008-11-30 01:30:00,1610612746,1610612748,Los Angeles Clippers,Miami Heat,97,96,2.15,1.70
241,2008-11-30 01:00:00,1610612758,1610612742,Sacramento Kings,Dallas Mavericks,78,101,2.45,1.55
242,2008-11-30 00:00:00,1610612749,1610612739,Milwaukee Bucks,Cleveland Cavaliers,85,97,3.40,1.32
243,2008-11-30 00:00:00,1610612762,1610612751,Utah Jazz,Brooklyn Nets,88,105,1.22,4.20
244,2008-11-29 23:30:00,1610612745,1610612759,Houston Rockets,San Antonio Spurs,103,84,1.67,2.20
245,2008-11-29 23:00:00,1610612763,1610612760,Memphis Grizzlies,Oklahoma City Thunder,103,111,1.28,3.70
246,2008-11-29 23:00:00,1610612750,1610612743,Minnesota Timberwolves,Denver Nuggets,97,106,2.60,1.50
247,2008-12-01 22:30:00,1610612738,1610612753,Boston Celtics,Orlando Magic,107,88,1.17,4.57
248,2008-12-01 22:00:00,1610612766,1610612750,Charlotte Hornets,Minnesota Timberwolves,100,90,1.60,2.35
249,2008-12-02 00:30:00,1610612747,1610612761,Los Angeles Lakers,Toronto Raptors,112,99,1.09,6.50
250,2008-12-01 23:00:00,1610612743,1610612745,Denver Nuggets,Houston Rockets,104,94,1.56,2.45
251,2008-12-01 23:00:00,1610612756,1610612751,Phoenix Suns,Brooklyn Nets,109,117,1.18,4.55
