,TEAM_ABBV,TEAM_ID,DATE,PTS_A,PTS_CON_A,FG_PCT_A,FG3_PCT_A,FT_PCT_A,REB_A,TOV_A,BLK_A,SEASON_A_PCT,H/A_A,ELO_A,STREAK_A,PER_A,WINNER
447,UTA,1610612762,2018-11-28,101,91,0.476,0.321,0.667,48,19,6,0.42857142857142855,0.4,1459.9250019074514,-1,16.30711107059465,1
448,LAC,1610612746,2018-11-28,115,99,0.465,0.524,0.75,56,21,7,0.6842105263157895,0.8888888888888888,1555.3260692820515,2,17.53190264821074,1
449,PHX,1610612756,2018-11-28,99,115,0.438,0.308,0.722,34,17,6,0.2,0.1,1388.6336826768004,-2,17.175754838221,0
450,DAL,1610612742,2018-11-28,128,108,0.541,0.5,0.792,37,15,7,0.5,0.125,1529.7908900357852,2,15.622417344961798,1
451,HOU,1610612745,2018-11-28,108,128,0.46,0.289,0.652,38,18,5,0.47368421052631576,0.5,1500.9049521227078,-3,14.684620230786203,0
452,ORL,1610612753,2018-11-28,112,115,0.519,0.467,0.933,37,15,8,0.47619047619047616,0.4444444444444444,1479.587579781476,-1,16.91765222675335,0
453,POR,1610612757,2018-11-28,115,112,0.435,0.487,0.688,47,12,1,0.6,0.7,1516.4771594068109,-3,18.16035502389255,1
454,MIL,1610612749,2018-11-28,116,113,0.494,0.343,0.75,48,12,8,0.7,0.8,1621.0539657134486,-1,22.692277683148237,1
455,CHI,1610612741,2018-11-28,113,116,0.449,0.297,0.759,45,11,3,0.23809523809523808,0.2222222222222222,1388.4361691888532,-3,14.796314351481984,0
456,CHA,1610612766,2018-11-28,108,94,0.458,0.2,0.757,44,14,5,0.5,0.7,1532.219651466693,1,18.951297772520515,1
457,ATL,1610612737,2018-11-28,94,108,0.344,0.25,0.864,54,19,8,0.23809523809523808,0.2,1380.417250252885,2,15.049000091215028,0
458,MIN,1610612750,2018-11-28,128,89,0.505,0.439,0.667,48,9,6,0.47619047619047616,0.7,1497.9135387207743,3,15.747283800865263,1
459,SAS,1610612759,2018-11-28,89,128,0.391,0.296,1.0,46,19,8,0.5,0.4,1488.0577193466122,1,15.178890681815234,0
460,CLE,1610612739,2018-11-28,83,100,0.393,0.391,0.444,43,14,1,0.21052631578947367,0.1111111111111111,1429.6448989417274,-1,15.662684693905081,0
461,OKC,1610612760,2018-11-28,100,83,0.477,0.222,0.8,50,13,11,0.631578947368421,0.7,1557.261647028178,-1,19.26834129153572,1
462,WAS,1610612764,2018-11-28,104,125,0.432,0.333,0.563,38,16,2,0.4,0.2222222222222222,1466.2160247783293,2,16.120014247953048,0
463,NOP,1610612740,2018-11-28,125,104,0.484,0.306,0.786,64,20,5,0.47619047619047616,0.8,1493.9554556680378,-4,21.061314090440554,1
464,IND,1610612754,2018-11-29,96,104,0.372,0.435,0.815,44,17,4,0.6190476190476191,0.7,1540.174327881886,2,16.68181982675988,0
465,LAL,1610612747,2018-11-29,104,96,0.488,0.292,0.565,50,18,11,0.55,0.6,1506.935206910607,-2,16.501596815869004,1
466,LAC,1610612746,2018-11-29,133,121,0.556,0.429,0.75,38,10,5,0.7,0.5,1562.1972830673749,3,18.25150136260792,1
467,SAC,1610612758,2018-11-29,121,133,0.479,0.292,0.846,48,11,2,0.5,0.5555555555555556,1474.440845344111,-2,16.890317048520778,0
468,GSW,1610612744,2018-11-29,128,131,0.485,0.367,0.85,46,15,5,0.6818181818181818,0.4444444444444444,1554.9635957812172,3,18.624453197117127,0
469,TOR,1610612761,2018-11-29,131,128,0.522,0.395,0.917,37,15,6,0.8181818181818182,0.8,1609.6031432446812,6,20.26991276937834,1
470,PHI,1610612755,2018-11-30,123,98,0.439,0.316,0.758,58,12,7,0.6521739130434783,0.9,1528.9801428780638,2,17.364091767509418,1
471,WAS,1610612764,2018-11-30,98,123,0.402,0.286,0.842,42,16,4,0.38095238095238093,0.2,1450.9572937034072,-1,15.956853525235253,0
472,SAS,1610612759,2018-11-30,105,136,0.453,0.357,0.85,41,13,4,0.47619047619047616,0.6666666666666666,1462.4934817515682,-1,16.102402203197595,0
473,HOU,1610612745,2018-11-30,136,105,0.5,0.407,0.8,49,6,6,0.45,0.4,1486.2227054248485,-4,16.83884705580511,1
474,DAL,1610612742,2018-11-30,103,114,0.395,0.256,0.735,46,16,4,0.5263157894736842,0.2222222222222222,1544.4731367336444,3,16.05943300883874,0
475,LAL,1610612747,2018-11-30,114,103,0.488,0.3,0.656,47,18,3,0.5714285714285714,0.7,1517.1521763948467,1,15.106002010561706,1
476,ORL,1610612753,2018-11-30,99,85,0.476,0.296,0.722,44,12,5,0.45454545454545453,0.4,1474.7316425173963,-2,20.25767630081398,1
477,PHX,1610612756,2018-11-30,85,99,0.405,0.25,0.714,40,13,0,0.19047619047619047,0.3,1381.762468891477,-3,14.70405308376553,0
478,MEM,1610612763,2018-11-30,131,125,0.495,0.4,0.864,45,17,6,0.6,0.5,1530.090058576292,-3,17.48091011872779,1
479,BKN,1610612751,2018-11-30,125,131,0.447,0.364,0.833,51,19,4,0.36363636363636365,0.3,1455.6539681727795,-4,16.83711234482855,0
480,CLE,1610612739,2018-11-30,95,128,0.39,0.318,0.8,36,13,1,0.2,0.1,1421.027771008985,-2,13.62087050252974,0
481,BOS,1610612738,2018-11-30,128,95,0.533,0.548,0.813,47,10,4,0.5238095238095238,0.625,1520.5915373840783,1,18.26624996282434,1
482,MIA,1610612748,2018-11-30,106,101,0.43,0.333,0.625,46,13,4,0.35,0.3,1453.121123912658,-2,15.76153065655612,1
483,NOP,1610612740,2018-11-30,101,106,0.427,0.214,0.862,46,16,8,0.5,0.1,1509.2141867429598,1,21.03461784994949,0
484,DET,1610612765,2018-11-30,107,88,0.446,0.382,0.75,52,13,5,0.6111111111111112,0.7,1518.6673067386387,3,15.050645320893384,1
485,CHI,1610612741,2018-11-30,88,107,0.43,0.143,0.786,40,15,7,0.22727272727272727,0.2,1386.478520898659,-4,14.708241937185855,0
486,DEN,1610612743,2018-11-30,113,112,0.46,0.467,0.731,41,12,3,0.6666666666666666,0.5555555555555556,1588.6233644377978,4,19.041026754468582,1
487,POR,1610612757,2018-11-30,112,113,0.529,0.273,0.762,44,14,6,0.6190476190476191,0.7,1521.3330966708907,1,19.846022327540755,0
488,CHA,1610612766,2018-11-30,111,119,0.495,0.321,0.615,38,8,3,0.5238095238095238,0.8,1538.9737884175383,2,18.769299641738183,0
489,UTA,1610612762,2018-11-30,119,111,0.543,0.45,0.722,41,14,5,0.45454545454545453,0.4,1470.546123070553,1,12.505735788438631,1
490,OKC,1610612760,2018-11-30,124,109,0.523,0.439,0.933,46,22,7,0.65,0.8,1565.8787749609205,1,19.044289621464944,1
491,ATL,1610612737,2018-11-30,109,124,0.448,0.306,0.6,42,21,3,0.22727272727272727,0.2,1373.6631133020396,-1,14.375997262432453,0
492,MIL,1610612749,2018-12-01,134,136,0.489,0.429,0.774,51,17,4,0.7142857142857143,0.5,1623.0116140036428,1,19.78601722717517,0
493,NYK,1610612752,2018-12-01,136,134,0.531,0.588,0.667,41,17,2,0.30434782608695654,0.3333333333333333,1421.7126012554659,-2,14.802771656376864,1
494,TOR,1610612761,2018-12-01,106,95,0.488,0.269,0.84,42,12,5,0.8260869565217391,0.8,1614.1241088728548,7,18.659676770828725,1
495,CLE,1610612739,2018-12-01,95,106,0.386,0.227,0.88,44,12,0,0.19047619047619047,0.3,1405.3729125609589,-3,17.713724317653067,0
496,CHI,1610612741,2018-12-01,105,121,0.443,0.25,0.792,41,14,6,0.21739130434782608,0.2,1377.3735153049406,-5,12.730760553564386,0
497,HOU,1610612745,2018-12-01,121,105,0.5,0.39,0.7,47,14,7,0.47619047619047616,0.4444444444444444,1506.7004024217135,1,20.282661223779996,1
498,DET,1610612765,2018-12-01,111,102,0.439,0.343,0.65,47,12,2,0.631578947368421,0.7,1527.7723123323572,4,17.915931668334526,1
499,GSW,1610612744,2018-12-01,102,111,0.459,0.231,0.857,44,15,5,0.6521739130434783,0.4,1550.4426301530436,-1,24.375299659276486,0
500,SAC,1610612758,2018-12-01,111,110,0.451,0.448,0.667,46,20,3,0.47619047619047616,0.5,1466.257321076544,-3,16.021740297638768,1
501,IND,1610612754,2018-12-01,110,111,0.524,0.417,0.778,42,25,5,0.5909090909090909,0.7,1529.9573583976462,-1,17.28831730759795,0
502,MIN,1610612750,2018-12-01,109,118,0.451,0.321,0.813,39,16,2,0.5,0.7,1523.4777763158183,4,19.32756390941409,0
503,BOS,1610612738,2018-12-01,118,109,0.471,0.386,1.0,40,14,3,0.5454545454545454,0.4,1536.2463958321043,2,19.923984861902063,1
504,WAS,1610612764,2018-12-01,102,88,0.519,0.308,0.667,38,13,3,0.36363636363636365,0.6,1436.89743350383,-2,16.574608801626827,1
505,BKN,1610612751,2018-12-01,88,102,0.37,0.242,0.8,42,19,2,0.34782608695652173,0.5,1449.8959268802123,-5,17.67550963462731,0
506,MEM,1610612763,2018-12-02,95,103,0.418,0.393,0.783,35,15,7,0.6190476190476191,0.6,1535.8480998688592,1,18.690785232470414,0
507,PHI,1610612755,2018-12-02,103,95,0.486,0.364,0.767,44,16,2,0.6666666666666666,0.9,1543.0400030776411,3,20.775221021222965,1
508,POR,1610612757,2018-12-02,118,131,0.523,0.414,1.0,35,17,5,0.5909090909090909,0.5,1518.2313417124524,-1,17.526363341938193,0
509,SAS,1610612759,2018-12-02,131,118,0.602,0.733,0.909,34,12,4,0.45454545454545453,0.6,1442.0157847547032,-2,15.264303551952088,1
510,LAL,1610612747,2018-12-02,120,96,0.5,0.407,0.739,56,19,4,0.5909090909090909,0.8,1529.2930107921452,2,17.206164130868267,1
511,PHX,1610612756,2018-12-02,96,120,0.398,0.394,0.818,40,16,8,0.18181818181818182,0.1,1372.9201915714725,-4,16.03210975038982,0
512,MIA,1610612748,2018-12-02,102,100,0.396,0.419,0.708,50,13,8,0.38095238095238093,0.3,1461.6684625887574,1,17.061800607960787,1
513,UTA,1610612762,2018-12-02,100,102,0.438,0.333,0.733,50,14,6,0.4782608695652174,0.5,1482.0188859437662,2,17.08345283385832,0
514,LAC,1610612746,2018-12-02,110,114,0.442,0.375,0.773,44,11,5,0.7142857142857143,0.6,1570.380807334942,4,18.619380358333974,0
515,DAL,1610612742,2018-12-02,114,110,0.442,0.348,0.846,64,16,5,0.5,0.8,1532.332302336346,-1,16.860973867931413,1
516,NOP,1610612740,2018-12-02,119,109,0.512,0.344,0.833,50,18,5,0.4782608695652174,0.1,1500.6668480668604,-1,15.745420005572184,1
517,CHA,1610612766,2018-12-02,109,119,0.429,0.278,0.75,41,11,6,0.5,0.7,1527.501025544325,-1,19.155862018648786,0
518,WAS,1610612764,2018-12-03,110,107,0.478,0.406,0.75,38,10,8,0.391304347826087,0.1,1450.3802897158039,1,17.93881284972339,1
519,NYK,1610612752,2018-12-03,107,110,0.411,0.353,0.75,55,16,5,0.3333333333333333,0.4,1430.4795817419779,1,16.114481649428164,0
520,CLE,1610612739,2018-12-03,99,97,0.432,0.267,0.95,55,10,4,0.18181818181818182,0.1,1401.0102918437467,-4,16.128504306425533,1
521,BKN,1610612751,2018-12-03,97,99,0.394,0.25,0.563,50,8,2,0.3333333333333333,0.2,1436.4130706682383,-6,16.337206624043088,0
522,DET,1610612765,2018-12-03,83,110,0.33,0.188,0.789,41,17,3,0.65,0.7,1538.3318895831858,5,18.1417448442414,0
523,OKC,1610612760,2018-12-03,110,83,0.506,0.28,0.85,52,17,8,0.6666666666666666,0.5555555555555556,1571.678943423172,2,19.561570544138075,1
524,ATL,1610612737,2018-12-03,111,128,0.489,0.192,0.75,35,19,4,0.21739130434782608,0.3,1367.862944839788,-2,15.208184591462846,0
525,GSW,1610612744,2018-12-03,128,111,0.585,0.542,0.864,39,20,8,0.625,0.3,1539.883052902215,-2,20.677943334302086,1
526,HOU,1610612745,2018-12-03,91,103,0.432,0.282,0.842,34,20,6,0.5,0.5,1514.9059708730467,2,21.05257132450817,0
527,MIN,1610612750,2018-12-03,103,91,0.439,0.5,0.714,42,14,7,0.4782608695652174,0.7,1514.1963233198671,-1,18.869110689576065,1
528,DEN,1610612743,2018-12-03,106,103,0.449,0.393,0.625,49,20,2,0.6818181818181818,0.6,1591.725119396236,5,19.30448037442712,1
529,TOR,1610612761,2018-12-03,103,106,0.46,0.268,1.0,41,17,5,0.8333333333333334,0.8,1618.486729590067,8,20.20636584241967,0
530,LAC,1610612746,2018-12-03,129,126,0.59,0.4,0.767,39,12,1,0.6818181818181818,0.5,1563.1463905823725,-1,18.599239078930786,1
531,NOP,1610612740,2018-12-03,126,129,0.533,0.382,0.682,35,7,5,0.5,0.8,1512.089495333707,1,17.859051733481607,0
532,SAC,1610612758,2018-12-04,122,105,0.536,0.458,0.656,42,13,3,0.5,0.5,1471.2884846688821,1,16.89006909702667,1
533,PHX,1610612756,2018-12-04,105,122,0.437,0.279,0.81,43,21,4,0.17391304347826086,0.2,1363.352759917284,-5,13.359177296270902,0
534,MIA,1610612748,2018-12-04,90,105,0.418,0.343,0.4,47,16,11,0.4090909090909091,0.3,1466.8676664866387,2,16.779528263979458,0
535,ORL,1610612753,2018-12-04,105,90,0.442,0.5,0.75,43,15,4,0.4782608695652174,0.5,1483.5739198374008,1,19.464283279477314,1
536,SAS,1610612759,2018-12-04,105,139,0.489,0.318,0.909,32,16,5,0.4782608695652174,0.3,1457.8814812002206,1,16.038824632231936,0
537,UTA,1610612762,2018-12-04,139,105,0.607,0.606,0.85,42,18,5,0.4583333333333333,0.25,1476.819682045885,-1,19.326163193159193,1
538,CHI,1610612741,2018-12-04,90,96,0.394,0.355,1.0,44,19,2,0.20833333333333334,0.2,1369.1679468536074,-6,14.123015528814365,0
539,IND,1610612754,2018-12-04,96,90,0.461,0.273,0.833,45,18,6,0.5652173913043478,0.6,1524.9261948053081,-2,17.475298106281315,1
540,POR,1610612757,2018-12-04,102,111,0.452,0.292,0.826,48,19,6,0.5652173913043478,0.4,1502.365645266935,-2,16.202842839965285,0
541,DAL,1610612742,2018-12-04,111,102,0.432,0.367,0.686,50,13,4,0.5238095238095238,0.8,1539.5667190889153,1,17.16704924875142,1
542,LAL,1610612747,2018-12-05,121,113,0.477,0.359,0.697,42,12,3,0.6086956521739131,0.8,1538.8604424463338,3,16.67496853328905,1
543,SAS,1610612759,2018-12-05,113,121,0.448,0.259,1.0,49,11,2,0.4583333333333333,0.2,1435.5636472572792,-1,17.75482427453252,0
544,BKN,1610612751,2018-12-05,112,114,0.43,0.417,0.767,45,15,4,0.32,0.2,1430.9354093348434,-7,16.585199647781423,0
545,OKC,1610612760,2018-12-05,114,112,0.434,0.342,0.577,60,13,6,0.6818181818181818,0.6,1589.5241041732338,3,19.599260975856645,1
546,ORL,1610612753,2018-12-05,118,124,0.474,0.408,1.0,40,10,4,0.5,0.5,1496.2214623042876,2,16.703028801026942,0
547,DEN,1610612743,2018-12-05,124,118,0.549,0.579,0.622,43,10,2,0.6956521739130435,0.6,1597.877222327511,6,16.25231752979823,1
548,GSW,1610612744,2018-12-05,129,105,0.529,0.529,0.875,46,9,5,0.64,0.4,1546.858200209725,1,21.05548678000447,1
549,CLE,1610612739,2018-12-05,105,129,0.438,0.344,0.696,41,10,2,0.21739130434782608,0.3,1406.4879531771417,1,16.17831957294261,0
550,MIL,1610612749,2018-12-05,115,92,0.463,0.341,0.833,46,16,4,0.6818181818181818,0.8,1614.2446335171308,-1,21.570352189779545,1
551,DET,1610612765,2018-12-05,92,115,0.368,0.237,0.684,51,20,1,0.6190476190476191,0.5,1520.486728833124,-1,16.203673452756906,0
552,ATL,1610612737,2018-12-05,117,131,0.446,0.316,0.742,43,17,4,0.20833333333333334,0.2,1360.887797532278,-3,14.279156563963445,0
553,WAS,1610612764,2018-12-05,131,117,0.484,0.316,0.844,49,16,4,0.4166666666666667,0.2,1455.5684341488038,2,15.612766799359148,1
554,MIN,1610612750,2018-12-05,121,104,0.539,0.5,0.65,50,15,11,0.5,0.7,1525.8629291292946,1,18.502881977035667,1
555,CHA,1610612766,2018-12-05,104,121,0.408,0.364,0.8,40,10,1,0.4782608695652174,0.3,1516.0783782774786,-2,19.184780056691906,0
556,PHI,1610612755,2018-12-05,102,113,0.455,0.314,0.786,49,21,5,0.68,0.4,1551.880535168571,4,18.566473208119774,0
557,TOR,1610612761,2018-12-05,113,102,0.43,0.276,0.864,53,11,3,0.8,0.7,1612.334626658792,-1,20.17431819418344,1
558,LAC,1610612746,2018-12-05,86,96,0.338,0.348,0.8,47,19,4,0.6956521739130435,0.6,1567.7339294147428,1,19.183285454761148,0
559,MEM,1610612763,2018-12-05,96,86,0.435,0.25,0.625,49,16,6,0.5909090909090909,0.7,1527.0075677779294,-1,18.008936761609064,1
560,NOP,1610612740,2018-12-05,132,106,0.554,0.586,0.65,46,12,6,0.48,0.7,1507.5019565013367,-1,17.117561092189266,1
561,DAL,1610612742,2018-12-05,106,132,0.429,0.304,0.667,45,18,4,0.5454545454545454,0.2,1548.0109719020081,2,17.26149192517652,0
562,BOS,1610612738,2018-12-06,128,100,0.533,0.342,0.85,46,9,6,0.5652173913043478,0.6666666666666666,1545.5278488280555,3,17.869605413644415,1
563,NYK,1610612752,2018-12-06,100,128,0.396,0.343,0.8,47,17,5,0.32,0.3,1425.291437308978,-1,16.002452663323204,0
564,PHX,1610612756,2018-12-06,86,108,0.385,0.185,0.786,41,17,2,0.16666666666666666,0.1,1353.928544301115,-6,11.972689238493118,0
565,POR,1610612757,2018-12-06,108,86,0.482,0.333,0.63,56,17,6,0.5416666666666666,0.6,1493.9213924538421,-3,15.613787658167517,1
566,HOU,1610612745,2018-12-06,91,118,0.386,0.222,0.882,43,23,5,0.4782608695652174,0.4,1503.2393650636193,-1,19.488240059393174,0
567,UTA,1610612762,2018-12-06,118,91,0.506,0.25,0.741,47,12,4,0.48,0.3333333333333333,1499.1375159888264,1,14.6042402831502,1
568,LAL,1610612747,2018-12-07,120,133,0.46,0.306,0.81,43,9,1,0.625,0.5,1544.8243448273743,4,16.76786984474222,0
569,SAS,1610612759,2018-12-07,133,120,0.505,0.419,0.848,48,10,7,0.44,0.6,1429.5997448762387,-2,18.167519080981137,1
570,OKC,1610612760,2018-12-07,112,114,0.457,0.357,0.667,51,22,6,0.6956521739130435,0.7,1591.9802308636824,4,19.61095442292927,0
571,CHI,1610612741,2018-12-07,114,112,0.524,0.48,0.696,39,21,6,0.2,0.2,1365.1833902426526,-7,13.970420157081236,1
572,PHX,1610612756,2018-12-07,98,115,0.456,0.412,0.75,42,21,4,0.16,0.2,1344.2042747301984,-7,12.286611118989118,0
573,MIA,1610612748,2018-12-07,115,98,0.488,0.405,0.889,40,12,5,0.391304347826087,0.4444444444444444,1454.220124019752,-1,15.066756616684009,1
574,BKN,1610612751,2018-12-07,106,105,0.439,0.314,0.692,60,20,2,0.3076923076923077,0.1,1428.4792826443947,-8,15.067208322653086,1
575,TOR,1610612761,2018-12-07,105,106,0.393,0.314,0.828,41,15,7,0.8076923076923077,0.9,1621.028638894461,1,20.906896463421845,0
576,IND,1610612754,2018-12-07,112,90,0.473,0.346,0.833,53,10,8,0.5833333333333334,0.6,1528.9107514162629,1,14.726522417960915,1
577,ORL,1610612753,2018-12-07,90,112,0.404,0.242,0.769,47,16,7,0.48,0.5,1491.1049183749137,-1,16.324474890541737,0
578,CLE,1610612739,2018-12-07,110,129,0.531,0.385,0.737,35,18,0,0.20833333333333334,0.3,1396.1644830750988,-1,16.6470782947827,0
579,SAC,1610612758,2018-12-07,129,110,0.571,0.448,0.571,35,9,5,0.5217391304347826,0.5,1480.7127002850511,2,17.80474277950448,1
580,DET,1610612765,2018-12-07,111,117,0.416,0.25,0.811,49,18,3,0.5909090909090909,0.6,1508.107772450569,-2,15.840021523303852,0
581,PHI,1610612755,2018-12-07,117,111,0.489,0.281,0.952,40,16,12,0.6538461538461539,0.4,1543.186522932902,-1,18.463177450586112,1
582,MIL,1610612749,2018-12-07,95,105,0.391,0.179,0.696,54,19,3,0.6956521739130435,0.8,1626.6235898996858,1,21.985715845088045,0
583,GSW,1610612744,2018-12-07,105,95,0.449,0.413,0.857,43,18,6,0.6538461538461539,0.4,1557.181670311768,2,21.4416450338102,1
584,CHA,1610612766,2018-12-07,113,107,0.384,0.371,0.895,48,10,9,0.4583333333333333,0.6,1501.953862091753,-3,15.599107409810117,1
585,DEN,1610612743,2018-12-07,107,113,0.386,0.229,0.808,55,9,12,0.7083333333333334,0.7,1602.9937662568848,7,18.14843853890158,0
586,MEM,1610612763,2018-12-07,107,103,0.47,0.421,0.75,42,11,7,0.6086956521739131,0.5,1538.986273440252,1,16.03446733479513,1
587,NOP,1610612740,2018-12-07,103,107,0.452,0.241,0.833,42,18,5,0.5,0.7,1530.2453620269273,1,19.854779076011948,0
588,CHI,1610612741,2018-12-08,77,133,0.383,0.25,0.643,37,17,2,0.23076923076923078,0.3,1374.4717513996586,1,13.064274957155222,0
589,BOS,1610612738,2018-12-08,133,77,0.538,0.512,0.733,54,7,4,0.5833333333333334,0.4,1558.185232275711,4,16.703922369110227,1
590,BKN,1610612751,2018-12-08,112,104,0.489,0.5,0.6,45,16,5,0.3333333333333333,0.4,1435.6636252238598,1,14.612604927211038,1
591,NYK,1610612752,2018-12-08,104,112,0.47,0.308,0.6,40,13,2,0.3076923076923077,0.3,1412.6340538613224,-2,14.874582309415972,0
592,LAC,1610612746,2018-12-08,98,121,0.371,0.241,0.806,49,16,8,0.6666666666666666,0.9,1555.75522375242,-1,17.683110752785957,0
593,MIA,1610612748,2018-12-08,121,98,0.435,0.333,0.718,57,11,6,0.4166666666666667,0.5,1463.5567611279557,1,13.430257213673057,1
594,WAS,1610612764,2018-12-08,101,116,0.442,0.368,0.688,33,8,3,0.44,0.3,1464.3446564937553,3,16.892903443474236,0
595,CLE,1610612739,2018-12-08,116,101,0.528,0.484,0.7,49,9,5,0.2,0.3,1384.8916498351437,-2,16.753986889142617,1
596,MIN,1610612750,2018-12-08,105,113,0.44,0.438,0.818,40,12,7,0.52,0.2,1539.98744531502,2,16.667047586806405,0
597,POR,1610612757,2018-12-08,113,105,0.47,0.303,0.833,53,20,9,0.56,0.7,1503.6456620247586,1,16.03767808043359,1
598,IND,1610612754,2018-12-08,107,97,0.435,0.267,0.864,52,17,8,0.6,0.6,1544.0647418727388,2,19.292641431724462,1
599,SAC,1610612758,2018-12-08,97,107,0.422,0.281,0.8,43,14,8,0.5416666666666666,0.6,1491.9855335250063,3,18.976394239882634,0
600,HOU,1610612745,2018-12-08,104,107,0.453,0.319,0.846,36,12,3,0.4583333333333333,0.3,1482.672871335321,-2,19.360655647186334,0
601,DAL,1610612742,2018-12-08,107,104,0.494,0.4,0.813,44,17,3,0.5217391304347826,0.8,1525.2675663764176,-1,16.481996396362867,1
602,ATL,1610612737,2018-12-08,106,98,0.43,0.357,0.688,51,18,11,0.2,0.2,1352.1115751873265,-4,15.051134431131619,1
603,DEN,1610612743,2018-12-08,98,106,0.371,0.25,0.81,48,15,4,0.68,0.6,1592.2011722554698,-1,14.36330042707578,0
604,MEM,1610612763,2018-12-08,88,111,0.405,0.2,0.778,36,15,7,0.625,0.7,1545.1087519183156,2,17.788712572478453,0
605,LAL,1610612747,2018-12-08,111,88,0.443,0.4,0.75,57,18,6,0.6,0.5,1527.00845336912,-1,15.56916135938177,1
606,UTA,1610612762,2018-12-09,97,110,0.435,0.31,0.737,38,16,4,0.5,0.5,1519.7040097171248,2,19.68318598981159,0
607,SAS,1610612759,2018-12-09,110,97,0.528,0.357,0.917,46,11,7,0.46153846153846156,0.7,1447.415636334493,1,16.47344550837557,1
608,NYK,1610612752,2018-12-09,107,119,0.473,0.5,0.857,41,17,2,0.2962962962962963,0.3,1404.3090570567572,-3,13.237771161022406,0
609,CHA,1610612766,2018-12-09,119,107,0.483,0.353,0.852,42,12,4,0.48,0.2,1512.746456093168,1,17.847858232149402,1
610,DET,1610612765,2018-12-09,108,116,0.439,0.31,0.542,47,10,5,0.5652173913043478,0.6,1501.3429756819385,-3,13.53278668802486,0
611,NOP,1610612740,2018-12-09,116,108,0.532,0.4,0.87,47,18,8,0.48148148148148145,0.2,1524.1228835488637,-1,18.612596015289963,1
612,TOR,1610612761,2018-12-09,99,104,0.415,0.341,0.857,45,11,11,0.7777777777777778,0.7,1613.844296314996,-1,18.656421305282926,0
613,MIL,1610612749,2018-12-09,104,99,0.414,0.385,0.85,45,13,7,0.6666666666666666,0.4444444444444444,1613.4682817201106,-1,21.168356918727596,1
614,DET,1610612765,2018-12-10,102,116,0.488,0.429,0.524,46,15,5,0.5416666666666666,0.4444444444444444,1493.0099661210743,-4,12.303952627201834,0
615,PHI,1610612755,2018-12-10,116,102,0.443,0.405,0.657,48,14,5,0.6666666666666666,0.9,1549.9513197015326,1,16.5012165378174,1
616,GSW,1610612744,2018-12-10,116,108,0.419,0.442,0.905,49,17,5,0.6666666666666666,0.8,1570.3369784913432,3,20.815542882786144,1
617,MIN,1610612750,2018-12-10,108,116,0.458,0.28,0.806,42,16,6,0.5,0.2,1529.66168117488,-1,18.54532794158786,0
618,LAL,1610612747,2018-12-10,108,105,0.456,0.438,0.6,46,12,7,0.6153846153846154,0.8,1546.2965051066296,1,15.977777102436376,1
619,MIA,1610612748,2018-12-10,105,108,0.447,0.324,0.769,50,17,7,0.44,0.6,1488.1222806314684,2,14.741248752376503,0
620,SAC,1610612758,2018-12-10,108,89,0.455,0.432,0.8,42,18,4,0.52,0.5,1483.5053326797115,-1,18.48759976894904,1
621,CHI,1610612741,2018-12-10,89,108,0.447,0.286,1.0,40,27,3,0.2222222222222222,0.3,1358.827780276947,-1,15.169399661682549,0
622,LAC,1610612746,2018-12-10,123,119,0.529,0.333,0.788,42,18,4,0.64,0.6,1531.1897042489074,-2,17.390754199523897,1
623,PHX,1610612756,2018-12-10,119,123,0.5,0.36,0.8,40,15,8,0.15384615384615385,0.2,1334.8676376219946,-8,14.580194731424502,0
624,BOS,1610612738,2018-12-10,113,100,0.489,0.308,0.684,51,15,5,0.6,0.7,1573.8292033984228,5,17.45928867949391,1
625,NOP,1610612740,2018-12-10,100,113,0.448,0.308,0.737,39,13,1,0.5,0.3,1532.4558931097279,1,21.404646729400994,0
626,MIL,1610612749,2018-12-10,108,92,0.438,0.417,0.818,58,14,4,0.68,0.7,1620.5153933436477,1,17.13454703290577,1
627,CLE,1610612739,2018-12-10,92,108,0.375,0.333,0.667,46,9,2,0.23076923076923078,0.2,1402.5006927971656,1,12.442143813526142,0
628,WAS,1610612764,2018-12-10,101,109,0.42,0.333,0.708,34,12,3,0.4230769230769231,0.3,1446.7356135317334,-1,14.874387850351619,0
629,IND,1610612754,2018-12-10,109,101,0.539,0.5,0.773,50,24,7,0.6153846153846154,0.6,1552.5449427180336,3,17.23337493660275,1
630,ORL,1610612753,2018-12-10,76,101,0.36,0.286,0.8,42,16,2,0.46153846153846156,0.5,1475.9509279184379,-2,17.80736863631343,0
631,DAL,1610612742,2018-12-10,101,76,0.427,0.286,0.84,52,14,4,0.5416666666666666,0.9,1530.0144480499682,1,16.42355753399703,1
632,DEN,1610612743,2018-12-10,105,99,0.506,0.321,0.783,40,14,6,0.6538461538461539,0.7,1574.2359657622628,-2,15.43833847263812,1
633,MEM,1610612763,2018-12-10,99,105,0.5,0.333,0.941,34,14,4,0.6,0.6,1525.820700180806,-1,15.629189918756676,0
634,OKC,1610612760,2018-12-10,122,113,0.506,0.381,0.718,43,18,2,0.6666666666666666,0.9,1582.6918697066765,-1,20.8195508955652,1
635,UTA,1610612762,2018-12-10,113,122,0.512,0.276,0.633,45,20,4,0.48148148148148145,0.4,1504.031701254584,-1,19.250291454365176,0
