,TEAM_ABBV,TEAM_ID,DATE,PTS_A,PTS_CON_A,FG_PCT_A,FG3_PCT_A,FT_PCT_A,REB_A,TOV_A,BLK_A,SEASON_A_PCT,H/A_A,ELO_A,ELO_OPP,STREAK_A,PER_A,WINNER
10,BKN,1610612751,2017-11-07,104,112,0.427,0.314,0.773,47,25,6,0.4,0.2,1464.427611957756,1502.3528735459483,1,14.379947751693777,0
11,DEN,1610612743,2017-11-07,112,104,0.473,0.265,0.75,47,19,9,0.5,0.6,1502.3528735459483,1464.427611957756,-1,16.067741551895658,1
12,TOR,1610612761,2017-11-07,119,114,0.543,0.52,0.75,37,16,0,0.5555555555555556,0.6666666666666666,1523.2735046227479,1465.8696179019191,-1,16.36491810426292,1
13,CHI,1610612741,2017-11-07,114,119,0.5,0.379,0.821,37,15,2,0.25,0.25,1465.8696179019191,1523.2735046227479,-1,11.343100526885332,0
14,WAS,1610612764,2017-11-09,111,95,0.518,0.333,0.9,45,22,4,0.5,0.4,1499.4757328241492,1493.3227884814457,-1,20.075957424181706,1
15,LAL,1610612747,2017-11-09,95,111,0.36,0.13,0.732,46,19,4,0.45454545454545453,0.25,1493.3227884814457,1499.4757328241492,-1,16.37378274468138,0
16,SAS,1610612759,2017-11-11,133,94,0.6,0.667,0.813,44,14,6,0.5833333333333334,0.7142857142857143,1510.6716881446546,1446.254636141929,-1,13.900418870063968,1
17,CHI,1610612741,2017-11-11,94,133,0.465,0.261,0.615,28,13,4,0.2,0.2,1446.254636141929,1510.6716881446546,-3,17.126078307826422,0
18,MEM,1610612763,2017-11-11,96,111,0.481,0.3,0.778,41,20,5,0.6363636363636364,0.6,1530.920965661331,1557.9897911776343,1,16.790438273748542,0
19,HOU,1610612745,2017-11-11,111,96,0.446,0.356,0.75,46,15,4,0.75,0.6,1557.9897911776343,1530.920965661331,4,17.30773186885323,1
20,CLE,1610612739,2017-11-13,104,101,0.398,0.356,0.818,48,20,7,0.46153846153846156,0.5,1472.76803107493,1518.6244858201896,1,16.24737609555174,1
21,NYK,1610612752,2017-11-13,101,104,0.432,0.32,0.773,49,17,3,0.5833333333333334,0.75,1518.6244858201896,1472.76803107493,1,17.6955018040951,0
22,PHX,1610612756,2017-11-13,93,100,0.389,0.269,0.6,54,17,4,0.35714285714285715,0.375,1433.2762024543915,1470.6069019994663,1,16.026240610567438,0
23,LAL,1610612747,2017-11-13,100,93,0.424,0.424,0.615,53,16,6,0.38461538461538464,0.16666666666666666,1470.6069019994663,1433.2762024543915,-3,14.881436239287257,1
24,MIN,1610612750,2017-11-13,109,98,0.521,0.5,0.862,40,17,5,0.5833333333333334,0.42857142857142855,1487.1418314986263,1485.5903984274244,-2,17.771570573944736,1
25,UTA,1610612762,2017-11-13,98,109,0.44,0.35,0.909,31,15,4,0.46153846153846156,0.6666666666666666,1485.5903984274244,1487.1418314986263,1,12.197108573782922,0
26,WAS,1610612764,2017-11-13,110,92,0.512,0.324,0.917,50,11,1,0.5833333333333334,0.5714285714285714,1524.3399635121557,1422.4317117875346,2,18.790089100545856,1
27,SAC,1610612758,2017-11-13,92,110,0.405,0.522,0.667,35,10,4,0.25,0.14285714285714285,1422.4317117875346,1524.3399635121557,-1,12.22683273519552,0
28,DET,1610612765,2017-11-15,95,99,0.353,0.405,0.87,45,18,3,0.7692307692307693,0.6,1554.9525672148175,1500.9863528242104,5,19.769334240671274,0
29,MIL,1610612749,2017-11-15,99,95,0.487,0.364,0.75,43,15,16,0.5384615384615384,0.5714285714285714,1500.9863528242104,1554.9525672148175,3,16.47739793026634,1
30,MIN,1610612750,2017-11-15,98,86,0.448,0.5,0.688,41,7,4,0.6153846153846154,0.8,1498.0904381985824,1536.121207326847,1,17.79823497210374,1
31,SAS,1610612759,2017-11-15,86,98,0.418,0.292,0.867,45,16,4,0.6428571428571429,0.5,1536.121207326847,1498.0904381985824,2,18.300641956984638,0
32,OKC,1610612760,2017-11-15,92,79,0.361,0.267,0.865,48,14,2,0.46153846153846156,0.6666666666666666,1526.3981255011518,1425.6591785101639,2,16.931463383641162,1
33,CHI,1610612741,2017-11-15,79,92,0.347,0.379,0.8,38,17,2,0.18181818181818182,0.16666666666666666,1425.6591785101639,1526.3981255011518,-4,26.409332755704398,0
34,NOP,1610612740,2017-11-15,116,125,0.505,0.37,1.0,32,14,3,0.5714285714285714,0.5,1512.3672447510767,1548.2964140397685,2,17.566837277140408,0
35,TOR,1610612761,2017-11-15,125,116,0.592,0.471,0.95,37,21,6,0.6153846153846154,0.5,1548.2964140397685,1512.3672447510767,1,16.90551082340044,1
36,PHX,1610612756,2017-11-17,122,113,0.466,0.406,0.684,44,14,5,0.3125,0.3333333333333333,1415.0739796514301,1470.8885127180192,-2,15.509156036372124,1
37,LAL,1610612747,2017-11-17,113,122,0.495,0.28,0.667,49,19,10,0.4,0.5,1470.8885127180192,1415.0739796514301,-1,14.470750371020202,0
38,BKN,1610612751,2017-11-17,118,107,0.512,0.459,0.75,36,13,2,0.35714285714285715,0.5,1451.2977087704455,1468.5419924822052,-2,16.141515347603903,1
39,UTA,1610612762,2017-11-17,107,118,0.494,0.462,0.708,39,16,6,0.4,0.0,1468.5419924822052,1451.2977087704455,-2,13.444863704651713,0
40,DET,1610612765,2017-11-17,100,107,0.419,0.424,0.8,43,11,8,0.7142857142857143,0.5,1547.3243435389688,1489.4527044722556,-1,17.120246231183334,0
41,IND,1610612754,2017-11-17,107,100,0.438,0.536,0.667,51,10,5,0.4666666666666667,0.5,1489.4527044722556,1547.3243435389688,1,17.354294239933267,1
42,MIN,1610612750,2017-11-17,111,87,0.464,0.433,0.87,48,10,0,0.6428571428571429,0.5,1511.4002523421507,1412.9974810848098,2,18.05985349672217,1
43,DAL,1610612742,2017-11-17,87,111,0.372,0.211,0.882,41,11,3,0.13333333333333333,0.125,1412.9974810848098,1511.4002523421507,-3,12.951922697175695,0
44,MIA,1610612748,2017-11-17,91,88,0.41,0.286,0.722,52,15,7,0.42857142857142855,0.42857142857142855,1483.9076054171924,1542.683452404047,-2,14.954915299010471,1
45,WAS,1610612764,2017-11-17,88,91,0.381,0.286,0.875,46,12,4,0.6428571428571429,0.625,1542.683452404047,1483.9076054171924,4,19.05381666987542,0
46,GSW,1610612744,2017-11-18,124,116,0.549,0.304,0.85,48,13,6,0.7333333333333333,0.7142857142857143,1606.74476171172,1510.7851079168183,-1,22.959483239167117,1
47,PHI,1610612755,2017-11-18,116,124,0.485,0.345,0.75,40,11,5,0.5714285714285714,0.5,1510.7851079168183,1606.74476171172,2,18.707501778235468,0
48,SAC,1610612758,2017-11-18,90,102,0.382,0.471,0.778,36,11,4,0.26666666666666666,0.1111111111111111,1392.7483597632993,1534.894563213139,1,12.296862546412418,0
49,POR,1610612757,2017-11-18,102,90,0.543,0.476,0.762,44,18,8,0.5333333333333333,0.6,1534.894563213139,1392.7483597632993,-1,16.598071924918983,1
50,BOS,1610612738,2017-11-18,110,99,0.476,0.471,0.8,41,15,6,0.875,0.875,1603.4170358482017,1441.7592944026565,14,17.467756238639765,1
51,ATL,1610612737,2017-11-18,99,110,0.474,0.375,0.8,35,14,1,0.2,0.2,1441.7592944026565,1603.4170358482017,1,17.25674207042043,0
52,MEM,1610612763,2017-11-18,83,105,0.36,0.259,0.737,48,13,7,0.5,0.5714285714285714,1503.3607675677802,1577.7089727359894,-3,16.171437906745144,0
53,HOU,1610612745,2017-11-18,105,83,0.449,0.419,0.81,45,16,9,0.75,0.8888888888888888,1577.7089727359894,1503.3607675677802,1,22.17279498143308,1
54,MIA,1610612748,2017-11-19,95,120,0.422,0.351,0.857,35,16,2,0.4666666666666667,0.42857142857142855,1490.7571393865687,1499.729748271998,1,12.60831944487908,0
55,IND,1610612754,2017-11-19,120,95,0.6,0.478,0.875,42,14,7,0.5,0.4444444444444444,1499.729748271998,1490.7571393865687,2,16.588259781417097,1
56,DET,1610612765,2017-11-19,100,97,0.47,0.32,0.7,37,19,2,0.6666666666666666,0.42857142857142855,1537.0472997392264,1523.9007065249832,-2,16.93071939996184,1
57,MIN,1610612750,2017-11-19,97,100,0.513,0.227,0.667,38,21,4,0.6666666666666666,0.8333333333333334,1523.9007065249832,1537.0472997392264,3,18.37709932713842,0
