,TEAM_ABBV,TEAM_ID,DATE,PTS_A,PTS_CON_A,FG_PCT_A,FG3_PCT_A,FT_PCT_A,REB_A,TOV_A,BLK_A,SEASON_A_PCT,H/A_A,ELO_A,STREAK_A,PER_A,WINNER
12742,DEN,1610612743,2016-03-10,116,98,0.484,0.464,0.789,49,12,11,0.40625,0.5,1454.138689282966,2,13.335894470315834,1
12743,PHX,1610612756,2016-03-10,98,116,0.371,0.214,0.788,52,14,4,0.265625,0.2,1310.1706537072048,-1,14.735931135533797,0
12744,ATL,1610612737,2016-03-10,96,104,0.427,0.304,0.704,33,12,5,0.5625,0.6,1556.086969981736,3,17.50609835295211,0
12745,TOR,1610612761,2016-03-10,104,96,0.463,0.292,0.724,48,15,3,0.6774193548387096,0.9,1593.9692884487874,1,16.271144565923475,1
12746,BKN,1610612751,2016-03-11,89,95,0.379,0.294,0.818,41,12,4,0.28125,0.3,1343.4609655478616,-2,17.15223754423622,0
12747,PHI,1610612755,2016-03-11,95,89,0.452,0.321,0.667,49,19,6,0.125,0.1,1221.3248830335299,-13,15.62916056343742,1
12748,GSW,1610612744,2016-03-11,128,112,0.449,0.45,0.769,56,8,6,0.9047619047619048,1.0,1753.294084505238,2,21.730773531695604,1
12749,POR,1610612757,2016-03-11,112,128,0.43,0.528,0.826,39,11,4,0.5230769230769231,0.6,1567.6317161777602,1,16.106337118197093,0
12750,CHI,1610612741,2016-03-11,96,118,0.469,0.381,0.8,39,18,6,0.5079365079365079,0.5,1458.447800022368,-1,15.603069094452264,0
12751,MIA,1610612748,2016-03-11,118,96,0.516,0.556,0.7,43,8,6,0.578125,0.7,1526.4295389840206,-1,18.841619370490665,1
12752,HOU,1610612745,2016-03-11,102,98,0.455,0.192,0.68,50,18,3,0.5,0.5,1523.7329665100447,2,19.699421622083214,1
12753,BOS,1610612738,2016-03-11,98,102,0.374,0.258,0.786,45,15,3,0.6,1.0,1605.8411469012274,1,18.357018871134926,0
12754,LAC,1610612746,2016-03-11,101,94,0.447,0.448,0.75,44,14,9,0.6507936507936508,0.6,1635.333052688342,-1,19.250129068419696,1
12755,NYK,1610612752,2016-03-11,94,101,0.41,0.2,0.88,48,16,3,0.4090909090909091,0.2,1402.1771654295576,1,15.178824213107344,0
12756,WAS,1610612764,2016-03-11,93,114,0.438,0.292,0.727,29,14,1,0.47619047619047616,0.3,1493.2112823393027,-3,15.305053235434343,0
12757,UTA,1610612762,2016-03-11,114,93,0.567,0.563,0.763,42,18,4,0.453125,0.7,1500.4117869993197,-2,15.234584287864863,1
12758,ORL,1610612753,2016-03-11,107,100,0.519,0.267,0.618,51,19,8,0.42857142857142855,0.2,1380.5702121793593,-3,16.03647654518963,1
12759,SAC,1610612758,2016-03-11,100,107,0.398,0.32,0.88,37,17,4,0.3968253968253968,0.4,1431.3026107932758,-3,13.516939098752541,0
12760,CHA,1610612766,2016-03-11,118,103,0.506,0.4,0.828,37,11,5,0.5555555555555556,0.9,1539.2976972269369,5,16.153912343164347,1
12761,DET,1610612765,2016-03-11,103,118,0.474,0.3,0.815,33,12,4,0.515625,0.4,1523.1845965050172,2,16.264160116983092,0
12762,MEM,1610612763,2016-03-11,121,114,0.49,0.429,0.656,50,10,7,0.59375,0.7,1527.1739808717562,-1,10.35419194862149,1
12763,NOP,1610612740,2016-03-11,114,121,0.438,0.292,0.676,58,18,6,0.38095238095238093,0.3,1455.7783561329074,-1,15.522193486514146,0
12764,OKC,1610612760,2016-03-11,96,99,0.429,0.222,0.72,54,24,7,0.6875,0.7,1644.475162547045,2,19.803328462270755,0
12765,MIN,1610612750,2016-03-11,99,96,0.43,0.333,0.857,37,12,7,0.3076923076923077,0.2,1342.9614070180176,-2,18.314052398659392,1
12766,PHI,1610612755,2016-03-12,111,125,0.464,0.4,0.852,36,12,2,0.13846153846153847,0.2,1232.7894268877028,1,13.974469783205441,0
12767,DET,1610612765,2016-03-12,125,111,0.538,0.5,0.818,52,13,3,0.5076923076923077,0.4,1510.5084867173791,-1,17.480048129159538,1
12768,GSW,1610612744,2016-03-12,123,116,0.5,0.333,0.848,42,8,9,0.90625,1.0,1759.5523913225047,3,21.652866184064127,1
12769,PHX,1610612756,2016-03-12,116,123,0.489,0.379,0.75,47,12,3,0.26153846153846155,0.2,1301.8693447861958,-2,13.76126879956154,0
12770,SAS,1610612759,2016-03-12,93,85,0.4,0.167,0.84,44,11,3,0.8461538461538461,1.0,1763.0624452566472,2,18.838639750460096,1
12771,OKC,1610612760,2016-03-12,85,93,0.383,0.111,0.84,56,19,2,0.676923076923077,0.6,1631.9479019423538,-1,19.758871856462072,0
12772,POR,1610612757,2016-03-12,121,84,0.56,0.486,0.909,51,15,3,0.5151515151515151,0.8,1561.3734093604935,-1,15.591123340384126,1
12773,ORL,1610612753,2016-03-12,84,121,0.374,0.269,0.5,39,15,4,0.4375,0.3,1390.6102316388105,1,14.150174161687485,0
12774,NOP,1610612740,2016-03-12,92,103,0.393,0.207,0.762,47,16,4,0.375,0.2,1449.4328597278975,-2,15.617890741493936,0
12775,MIL,1610612749,2016-03-12,103,92,0.494,0.308,0.792,42,14,6,0.4153846153846154,0.6,1436.2640043918987,1,20.20987985143869,1
12776,ATL,1610612737,2016-03-12,95,83,0.429,0.324,0.706,47,11,12,0.5538461538461539,0.5,1548.2317676115945,-1,13.945870374713246,1
12777,MEM,1610612763,2016-03-12,83,95,0.347,0.261,0.786,58,16,5,0.6,0.6,1533.519477276766,1,12.722970892978065,0
12778,DAL,1610612742,2016-03-12,105,112,0.482,0.364,0.833,40,14,1,0.5076923076923077,0.4,1498.8366901121083,-4,18.299328423116638,0
12779,IND,1610612754,2016-03-12,112,105,0.469,0.321,0.931,42,14,6,0.53125,0.5,1528.8070577622443,2,15.356583590911187,1
12780,WAS,1610612764,2016-03-12,100,116,0.419,0.333,0.724,37,20,3,0.46875,0.3,1476.7099388577187,-4,14.276315150827028,0
12781,DEN,1610612743,2016-03-12,116,100,0.525,0.333,0.828,44,22,8,0.4153846153846154,0.6,1462.439998203975,3,14.115048619303424,1
12782,CHA,1610612766,2016-03-12,125,109,0.545,0.484,0.875,44,12,5,0.5625,0.9,1551.973807014575,6,17.674403182853176,1
12783,HOU,1610612745,2016-03-12,109,125,0.462,0.192,0.643,40,9,5,0.5076923076923077,0.5,1532.0725300646445,3,19.506410919493568,0
12784,TOR,1610612761,2016-03-12,112,104,0.44,0.333,0.842,42,14,7,0.6825396825396826,0.9,1601.824490818929,2,18.935136764349352,1
12785,MIA,1610612748,2016-03-12,104,112,0.378,0.36,0.808,47,14,5,0.5846153846153846,0.7,1539.8279433732923,1,15.785982686714368,0
12786,LAL,1610612747,2016-03-13,87,90,0.4,0.188,0.762,45,9,2,0.21212121212121213,0.4,1320.6145468747652,-1,16.93891499861503,0
12787,NYK,1610612752,2016-03-13,90,87,0.44,0.238,0.704,45,10,6,0.40298507462686567,0.2,1399.2395843278791,-1,14.480212680021596,1
12788,MIL,1610612749,2016-03-13,109,100,0.506,0.429,0.619,41,13,3,0.42424242424242425,0.2,1447.8142161693634,2,20.28472610781611,1
12789,BKN,1610612751,2016-03-13,100,109,0.557,0.444,0.769,31,21,6,0.27692307692307694,0.4,1331.9964216936887,-3,16.931576964652137,0
12790,CLE,1610612739,2016-03-13,114,90,0.488,0.486,0.7,49,10,4,0.71875,0.7,1662.0092417687538,2,16.178014500308116,1
12791,LAC,1610612746,2016-03-13,90,114,0.405,0.313,0.842,34,10,4,0.65625,0.6,1638.2706337900204,1,15.751133017750583,0
12792,IND,1610612754,2016-03-13,75,104,0.379,0.208,0.571,38,17,5,0.5384615384615384,0.6,1536.3158842019545,3,15.09875638536705,0
12793,ATL,1610612737,2016-03-13,104,75,0.471,0.5,0.9,50,17,6,0.5606060606060606,0.5,1559.2459026755307,1,16.2184011790795,1
12794,SAC,1610612758,2016-03-13,99,108,0.469,0.429,0.667,36,12,5,0.390625,0.3,1421.2625913338245,-4,16.970313588510052,0
12795,UTA,1610612762,2016-03-13,108,99,0.476,0.429,0.818,47,16,3,0.46153846153846156,0.3,1516.9131304809036,1,15.549827553510424,1
12796,NOP,1610612740,2016-03-14,107,125,0.376,0.28,0.882,40,9,3,0.36923076923076925,0.2,1437.8826479504328,-3,12.077640330373024,0
12797,GSW,1610612744,2016-03-14,125,107,0.58,0.48,0.826,46,18,6,0.9076923076923077,1.0,1760.3768565548705,4,20.210686888778078,1
12798,PHX,1610612756,2016-03-14,107,104,0.421,0.314,0.8,57,24,3,0.25757575757575757,0.1,1301.04487955383,-3,13.930858384470099,1
12799,MIN,1610612750,2016-03-14,104,107,0.44,0.25,0.867,36,16,4,0.3181818181818182,0.3,1355.4886676227088,1,18.50080352483348,0
12800,HOU,1610612745,2016-03-14,130,81,0.541,0.485,0.647,53,13,14,0.5,0.5,1519.0260609080585,-1,20.961504091862682,1
12801,MEM,1610612763,2016-03-14,81,130,0.297,0.235,0.607,58,20,0,0.5909090909090909,0.6,1522.5053422128299,-1,12.829473763714985,0
12802,MIA,1610612748,2016-03-14,124,119,0.595,0.471,0.786,33,15,6,0.5757575757575758,0.6,1532.705045389144,-1,18.44074356944609,1
12803,DEN,1610612743,2016-03-14,119,124,0.527,0.35,0.7,40,15,2,0.42424242424242425,0.4,1477.2446854419143,4,16.984650458311243,0
12804,UTA,1610612762,2016-03-14,94,85,0.493,0.444,0.857,40,13,4,0.4696969696969697,0.7,1523.5268221296067,2,12.956019550320459,1
12805,CLE,1610612739,2016-03-14,85,94,0.398,0.233,0.625,39,8,3,0.7230769230769231,0.7,1679.0376189033152,3,18.683488884042788,0
12806,DAL,1610612742,2016-03-14,107,96,0.483,0.3,0.778,42,15,6,0.5,0.3,1491.327863672398,-5,18.397394576464578,1
12807,CHA,1610612766,2016-03-14,96,107,0.421,0.333,0.647,40,15,7,0.5692307692307692,0.9,1565.020276171161,7,19.346727956042315,0
12808,CHI,1610612741,2016-03-14,109,107,0.494,0.36,0.9,38,9,7,0.5,0.1,1445.0493956330963,-2,14.818471233823256,1
12809,TOR,1610612761,2016-03-14,107,109,0.446,0.3,0.871,42,7,9,0.6875,0.9,1608.9473888030773,3,16.972233605788382,0
12810,DET,1610612765,2016-03-14,81,124,0.405,0.13,0.636,39,21,4,0.5151515151515151,0.4,1514.0479162061729,1,14.058574587177727,0
12811,WAS,1610612764,2016-03-14,124,81,0.567,0.444,0.778,40,10,3,0.46153846153846156,0.6,1461.9052516197794,-5,14.719322339317864,1
12812,POR,1610612757,2016-03-14,94,128,0.341,0.259,0.926,39,11,7,0.5223880597014925,0.6,1573.5928225502435,1,16.910036178135904,0
12813,OKC,1610612760,2016-03-14,128,94,0.59,0.529,0.808,52,13,6,0.6666666666666666,0.6,1626.692299821189,-2,20.015474063320646,1
12814,LAC,1610612746,2016-03-15,87,108,0.464,0.421,0.682,27,15,4,0.6461538461538462,0.7,1621.242256655459,-1,17.542431636798913,0
12815,SAS,1610612759,2016-03-15,108,87,0.537,0.4,0.75,42,10,4,0.8484848484848485,1.0,1768.318047377812,3,18.49497923585897,1
12816,SAC,1610612758,2016-03-15,106,98,0.481,0.222,0.788,41,17,8,0.38461538461538464,0.3,1414.6488996851215,-5,16.500087175631478,1
12817,LAL,1610612747,2016-03-15,98,106,0.44,0.192,0.731,49,22,5,0.208955223880597,0.4,1316.5251516807768,-2,15.809683497378611,0
12818,BKN,1610612751,2016-03-15,131,114,0.522,0.417,0.871,52,13,3,0.2727272727272727,0.4,1325.9523044719438,-4,15.353697202587483,1
12819,PHI,1610612755,2016-03-15,114,131,0.466,0.367,0.808,34,17,4,0.13636363636363635,0.1,1229.249997398909,-1,14.184805642379423,0
12820,DEN,1610612743,2016-03-15,110,116,0.5,0.375,0.875,37,16,1,0.417910447761194,0.4,1471.5728737003496,-1,15.409450983757878,0
12821,ORL,1610612753,2016-03-15,116,110,0.543,0.32,0.8,35,13,4,0.4307692307692308,0.5,1378.3908184490606,-1,14.252662321809709,1
12822,TOR,1610612761,2016-03-15,107,89,0.47,0.467,0.882,48,10,8,0.676923076923077,0.6,1600.9417437435234,-1,13.210667409248122,1
12823,MIL,1610612749,2016-03-15,89,107,0.442,0.154,0.731,37,7,3,0.43283582089552236,0.6,1453.8583333911083,3,19.61785412912016,0
12824,BOS,1610612738,2016-03-15,98,103,0.383,0.258,0.818,50,14,3,0.5909090909090909,0.5,1597.5015833466275,-1,17.207199514737084,0
12825,IND,1610612754,2016-03-15,103,98,0.464,0.417,0.714,45,14,7,0.5303030303030303,0.6,1516.7474293933255,-1,16.614928025193365,1
12826,GSW,1610612744,2016-03-16,121,85,0.505,0.486,0.917,54,13,8,0.9090909090909091,1.0,1763.6486461367108,5,20.26275369132155,1
12827,NYK,1610612752,2016-03-16,85,121,0.396,0.368,0.6,38,10,3,0.4117647058823529,0.3,1403.3289795218675,1,13.925507667637941,0
12828,OKC,1610612760,2016-03-16,130,109,0.49,0.414,0.8,53,10,5,0.6716417910447762,0.5,1646.1910041423432,1,16.838098153542845,1
12829,BOS,1610612738,2016-03-16,109,130,0.43,0.263,0.889,42,11,4,0.582089552238806,0.9,1588.2603335003896,-2,14.388182755699479,0
12830,HOU,1610612745,2016-03-16,106,122,0.488,0.36,0.708,39,16,3,0.5074626865671642,0.5,1550.8885169105738,1,17.986212457600537,0
12831,LAC,1610612746,2016-03-16,122,106,0.566,0.4,0.75,33,11,7,0.6363636363636364,0.7,1612.1399780935164,-2,17.790824993533715,1
12832,CLE,1610612739,2016-03-16,99,98,0.443,0.27,0.846,48,16,4,0.7121212121212122,0.8,1663.2525517667711,-1,13.822325583333617,1
12833,DAL,1610612742,2016-03-16,98,99,0.468,0.318,0.895,32,11,7,0.5074626865671642,0.4,1505.474368452853,1,18.16403578160759,0
12834,DET,1610612765,2016-03-16,114,118,0.464,0.32,0.718,48,14,4,0.5074626865671642,0.5,1479.8534710148344,-1,17.163408986388237,0
12835,ATL,1610612737,2016-03-16,118,114,0.438,0.353,0.824,46,12,3,0.5671641791044776,0.5,1578.8143574841597,2,16.359406749982234,1
12836,SAC,1610612758,2016-03-16,108,123,0.467,0.5,0.882,39,11,2,0.3939393939393939,0.2,1420.7510609448063,1,15.513142565934498,0
12837,NOP,1610612740,2016-03-16,123,108,0.544,0.571,0.813,42,9,4,0.36363636363636365,0.2,1434.6108583685925,-4,13.168899189497342,1
12838,WAS,1610612764,2016-03-16,117,96,0.489,0.619,0.75,47,15,6,0.4696969696969697,0.7,1496.0996968111178,1,15.217268946005827,1
12839,CHI,1610612741,2016-03-16,96,117,0.402,0.3,0.87,40,18,3,0.5076923076923077,0.2,1453.0550406926502,1,14.85756957431123,0
12840,ORL,1610612753,2016-03-16,99,107,0.422,0.44,0.857,40,10,9,0.4393939393939394,0.3,1388.9351592970008,1,10.56210947309111,0
12841,CHA,1610612766,2016-03-16,107,99,0.4,0.297,0.762,59,8,4,0.5606060606060606,0.8,1550.873771390706,-1,18.187507542660526,1
12842,MIN,1610612750,2016-03-16,114,108,0.563,0.476,0.774,33,14,8,0.31343283582089554,0.3,1348.73493264254,-1,16.106659311460437,1
12843,MEM,1610612763,2016-03-16,108,114,0.44,0.2,0.762,51,13,8,0.582089552238806,0.7,1490.6428862103146,-2,10.829763096455363,0
12844,WAS,1610612764,2016-03-17,99,94,0.444,0.222,0.684,60,23,1,0.47761194029850745,0.3,1510.4636447645676,2,16.583279244396607,1
12845,PHI,1610612755,2016-03-17,94,99,0.385,0.182,0.692,40,11,3,0.13432835820895522,0.2,1219.3436397627252,-2,14.342789762949161,0
12846,SAS,1610612759,2016-03-17,118,110,0.523,0.5,0.909,37,7,11,0.8507462686567164,1.0,1777.4203259397545,4,18.791547898783474,1
12847,POR,1610612757,2016-03-17,110,118,0.438,0.455,0.733,49,13,6,0.5147058823529411,0.5,1554.0941182290892,-1,16.078261143333147,0
12848,CHI,1610612741,2016-03-17,118,102,0.489,0.458,1.0,50,9,8,0.5,0.5,1438.6910927392005,-1,17.303484248166736,1
12849,BKN,1610612751,2016-03-17,102,118,0.465,0.286,0.8,39,9,3,0.2835820895522388,0.3,1335.8586621081276,1,15.512005767647684,0
12850,CHA,1610612766,2016-03-17,109,106,0.465,0.5,0.762,39,9,0,0.5671641791044776,0.6,1555.4149085813506,1,19.917023614056525,1
12851,MIA,1610612748,2016-03-17,106,109,0.533,0.412,0.792,39,15,8,0.582089552238806,0.7,1538.3768571307087,1,19.017154374354728,0
12852,MEM,1610612763,2016-03-17,86,96,0.37,0.231,0.882,47,16,3,0.5735294117647058,0.5,1478.5427420544993,-3,12.783159775874935,0
12853,MIL,1610612749,2016-03-17,96,86,0.493,0.263,0.68,44,13,17,0.4264705882352941,0.5,1445.6785676848017,-1,16.74948067569155,1
12854,UTA,1610612762,2016-03-17,103,69,0.489,0.44,0.667,51,16,5,0.47761194029850745,0.7,1539.3118892661507,3,13.317042082475329,1
12855,PHX,1610612756,2016-03-17,69,103,0.341,0.231,0.5,43,21,1,0.26865671641791045,0.2,1307.798614533999,1,13.708348450905838,0
12856,TOR,1610612761,2016-03-17,101,94,0.364,0.318,0.789,57,15,5,0.6818181818181818,0.6,1609.12150944983,1,17.42589258792296,1
12857,IND,1610612754,2016-03-17,94,101,0.385,0.286,0.696,48,15,7,0.5373134328358209,0.6,1525.9886792395635,1,16.905918376846202,0
12858,DEN,1610612743,2016-03-17,98,116,0.448,0.273,0.824,39,14,4,0.4117647058823529,0.3,1461.0285328524094,-2,17.0175926734145,0
12859,ATL,1610612737,2016-03-17,116,98,0.5,0.462,0.857,40,12,8,0.5735294117647058,0.6,1583.0492545537663,3,16.9222498677582,1
12860,OKC,1610612760,2016-03-18,111,97,0.506,0.318,0.778,63,20,8,0.6764705882352942,0.5,1659.712054338719,2,19.868045682356822,1
12861,PHI,1610612755,2016-03-18,97,111,0.393,0.345,0.63,36,8,5,0.1323529411764706,0.1,1217.5439109627555,-3,13.638953769750792,0
12862,LAL,1610612747,2016-03-18,90,95,0.36,0.261,0.846,50,12,6,0.20588235294117646,0.4,1310.422990421092,-3,15.873693584160984,0
12863,PHX,1610612756,2016-03-18,95,90,0.36,0.267,0.885,57,12,6,0.2647058823529412,0.2,1299.3597281297027,-1,11.734168901430849,1
12864,ORL,1610612753,2016-03-18,103,109,0.451,0.5,0.818,36,13,4,0.43283582089552236,0.5,1384.3940221063563,-1,15.06141072419804,0
12865,CLE,1610612739,2016-03-18,109,103,0.5,0.464,0.741,41,19,4,0.7164179104477612,0.6,1665.315164518132,1,17.238804411093277,1
12866,HOU,1610612745,2016-03-18,116,111,0.565,0.379,0.643,42,17,7,0.5,0.5,1539.8251579373887,-1,17.381976239081336,1
12867,MIN,1610612750,2016-03-18,111,116,0.506,0.375,0.792,35,12,4,0.3235294117647059,0.4,1360.8350767983552,1,19.491280711083036,0
12868,SAC,1610612758,2016-03-18,108,115,0.506,0.267,0.828,35,11,4,0.3880597014925373,0.4,1407.9661519125227,-1,16.21918081045649,0
12869,DET,1610612765,2016-03-18,115,108,0.478,0.462,0.833,49,17,6,0.5,0.5,1475.6185739452278,-2,15.227381261493665,1
12870,DAL,1610612742,2016-03-18,112,130,0.441,0.31,0.955,46,13,8,0.5,0.4,1503.4117557014922,-1,17.958215990239562,0
12871,GSW,1610612744,2016-03-18,130,112,0.505,0.579,0.857,42,13,7,0.9104477611940298,0.8,1767.9798787823327,6,22.09598205265211,1
12872,BOS,1610612738,2016-03-18,91,105,0.439,0.429,0.833,37,16,3,0.5735294117647058,0.4,1574.7392833040137,-3,16.058043513750622,0
12873,TOR,1610612761,2016-03-18,105,91,0.481,0.464,0.72,40,16,8,0.6865671641791045,0.8,1615.157434750667,2,15.446692473873695,1
12874,POR,1610612757,2016-03-18,117,112,0.462,0.333,0.9,45,13,3,0.5072463768115942,0.4,1550.7570894760925,-2,16.146189351717357,1
12875,NOP,1610612740,2016-03-18,112,117,0.482,0.476,0.786,34,7,4,0.373134328358209,0.5,1447.3957674008761,1,15.79506220685083,0
12876,SAS,1610612759,2016-03-19,87,79,0.41,0.381,0.833,53,18,6,0.8529411764705882,1.0,1780.7573546927513,5,17.801991704774316,1
12877,GSW,1610612744,2016-03-19,79,87,0.378,0.25,0.8,37,11,3,0.9117647058823529,0.8,1772.4805337508792,7,20.28577108203133,0
12878,CHI,1610612741,2016-03-19,92,85,0.488,0.316,0.727,42,12,6,0.5074626865671642,0.6,1447.9448067119101,1,17.755435187513292,1
12879,UTA,1610612762,2016-03-19,85,92,0.407,0.296,0.583,40,10,4,0.4852941176470588,0.3,1547.750775670447,4,15.88440516643024,0
12880,CLE,1610612739,2016-03-19,101,122,0.526,0.417,0.846,26,14,3,0.7205882352941176,0.6,1667.4063354436132,2,14.703036838660084,0
12881,MIA,1610612748,2016-03-19,122,101,0.548,0.579,0.826,42,12,5,0.5735294117647058,0.6,1533.1316755603384,-1,18.87106774050689,1
12882,BKN,1610612751,2016-03-19,103,115,0.525,0.357,0.667,40,9,5,0.27941176470588236,0.3,1326.604948135418,-1,15.927799201992247,0
12883,DET,1610612765,2016-03-19,115,103,0.489,0.417,0.619,45,8,4,0.5072463768115942,0.5,1482.0647267248173,1,14.348511085759545,1
12884,IND,1610612754,2016-03-19,111,115,0.482,0.409,0.733,34,12,2,0.5294117647058824,0.5,1519.9527539387263,-1,15.435521622644549,0
12885,OKC,1610612760,2016-03-19,115,111,0.525,0.357,0.808,45,18,4,0.6811594202898551,0.6,1661.094267303763,3,19.785679777665187,1
12886,ATL,1610612737,2016-03-19,109,97,0.5,0.368,0.583,40,16,6,0.5797101449275363,0.6,1592.2428823221346,4,17.146892396687395,1
12887,HOU,1610612745,2016-03-19,97,109,0.393,0.217,0.839,51,17,3,0.5072463768115942,0.5,1543.063361872366,1,20.86618082005663,0
12888,CHA,1610612766,2016-03-19,93,101,0.422,0.281,0.7,38,11,13,0.5735294117647058,0.9,1560.6600901517209,2,18.351462460910057,0
12889,DEN,1610612743,2016-03-19,101,93,0.437,0.5,0.696,51,14,4,0.4057971014492754,0.3,1451.834905084041,-3,15.672594178554073,1
12890,WAS,1610612764,2016-03-19,99,89,0.448,0.276,0.765,42,10,4,0.4852941176470588,0.8,1512.2633735645372,3,16.533499416202186,1
12891,NYK,1610612752,2016-03-19,89,99,0.395,0.476,0.882,42,18,9,0.4057971014492754,0.3,1398.9977468762456,-1,15.68854414769072,0
12892,LAC,1610612746,2016-03-19,102,113,0.47,0.4,0.718,30,14,8,0.6417910447761194,0.7,1623.2033370667016,1,19.4460948163102,0
12893,MEM,1610612763,2016-03-19,113,102,0.488,0.267,0.806,44,13,5,0.5652173913043478,0.6,1466.8798947192822,-4,15.519909382956179,1
12894,PHI,1610612755,2016-03-20,105,120,0.424,0.381,0.704,40,11,7,0.13043478260869565,0.1,1216.1616979977116,-4,14.575596170263122,0
12895,BOS,1610612738,2016-03-20,120,105,0.489,0.4,0.857,53,13,3,0.5652173913043478,0.3,1563.72331656556,-4,15.887489496045209,1
12896,SAC,1610612758,2016-03-20,88,80,0.398,0.28,0.786,49,12,3,0.38235294117647056,0.4,1401.5199991329332,-2,15.563470061076725,1
12897,NYK,1610612752,2016-03-20,80,88,0.352,0.211,0.8,55,15,7,0.4,0.2,1392.4790576789637,-2,12.820463051367652,0
12898,MIL,1610612749,2016-03-20,85,94,0.523,0.375,0.824,27,14,10,0.43478260869565216,0.6,1457.3414150200188,1,19.394190369525436,0
12899,UTA,1610612762,2016-03-20,94,85,0.41,0.342,0.929,44,18,4,0.4782608695652174,0.2,1536.0515516620574,-1,15.339963149203419,1
12900,POR,1610612757,2016-03-20,120,132,0.404,0.391,0.643,52,15,4,0.5142857142857142,0.4,1555.3783845196372,1,16.119742440305338,0
12901,DAL,1610612742,2016-03-20,132,120,0.551,0.6,0.826,50,16,8,0.4927536231884058,0.4,1498.9111007329457,-2,14.572122710416888,1
12902,TOR,1610612761,2016-03-20,105,100,0.432,0.3,0.644,45,12,7,0.6911764705882353,0.8,1626.1734014891208,3,16.765191833111654,1
12903,ORL,1610612753,2016-03-20,100,105,0.482,0.364,0.667,40,14,8,0.4264705882352941,0.3,1382.302851180875,-2,16.41439434539509,0
12904,LAC,1610612746,2016-03-20,105,109,0.402,0.256,0.69,35,14,5,0.6323529411764706,0.6,1605.3090370717455,-1,19.324102045645468,0
12905,NOP,1610612740,2016-03-20,109,105,0.493,0.333,0.8,54,23,1,0.36764705882352944,0.4,1442.7744723573314,-1,12.044917352509426,1
12906,CHI,1610612741,2016-03-21,109,102,0.451,0.5,0.652,40,9,7,0.5147058823529411,0.7,1459.6440307202997,2,19.64383695080572,1
12907,SAC,1610612758,2016-03-21,102,109,0.455,0.31,0.813,50,20,2,0.391304347826087,0.5,1410.2996014740913,1,16.744602938646178,0
12908,PHX,1610612756,2016-03-21,97,103,0.395,0.393,0.765,45,17,10,0.2753623188405797,0.2,1306.6859580836988,1,13.629854526970757,0
12909,MEM,1610612763,2016-03-21,103,97,0.433,0.4,0.895,45,13,4,0.5714285714285714,0.4,1484.7741947142383,1,12.891816590478488,1
12910,ORL,1610612753,2016-03-21,96,107,0.419,0.263,0.684,45,11,7,0.42028985507246375,0.3,1379.9803068675092,-3,16.421443323325924,0
12911,BOS,1610612738,2016-03-21,107,96,0.471,0.318,0.833,46,15,6,0.5714285714285714,0.8,1566.2331707843798,1,15.83326692060919,1
12912,CLE,1610612739,2016-03-21,124,91,0.558,0.484,0.765,43,13,4,0.7101449275362319,0.8,1641.4258722438617,-1,15.848282909321775,1
12913,DEN,1610612743,2016-03-21,91,124,0.395,0.364,0.76,35,17,4,0.4142857142857143,0.4,1464.7970699070984,1,17.763408181400322,0
12914,DET,1610612765,2016-03-21,92,91,0.412,0.273,0.765,39,12,3,0.5142857142857142,0.6,1488.0692849501459,2,16.160302635522708,1
12915,MIL,1610612749,2016-03-21,91,92,0.539,0.556,0.571,40,13,7,0.42857142857142855,0.2,1450.223952208662,-1,18.783822427326438,0
12916,PHI,1610612755,2016-03-21,75,91,0.388,0.222,0.643,44,16,4,0.12857142857142856,0.1,1213.6518437788918,-5,15.16808255885404,0
12917,IND,1610612754,2016-03-21,91,75,0.432,0.385,0.846,45,15,5,0.5217391304347826,0.5,1516.4594395476013,-2,15.969698679494352,1
12918,ATL,1610612737,2016-03-21,102,117,0.487,0.394,0.765,33,14,6,0.5857142857142857,0.6,1601.8643603082498,5,17.028915875734672,0
12919,WAS,1610612764,2016-03-21,117,102,0.505,0.52,0.6,44,9,3,0.4927536231884058,0.3,1518.7820627618191,4,15.280383529136394,1
12920,GSW,1610612744,2016-03-21,109,104,0.494,0.333,0.625,44,17,10,0.8985507246376812,0.7,1763.6757751766204,-1,21.246865442053714,1
12921,MIN,1610612750,2016-03-21,104,109,0.439,0.368,0.833,37,18,5,0.3188405797101449,0.5,1357.596872863378,-1,19.53805032459316,0
12922,SAS,1610612759,2016-03-21,88,91,0.43,0.235,0.769,47,16,12,0.855072463768116,0.8,1789.56211326701,6,18.12516217890883,0
12923,CHA,1610612766,2016-03-21,91,88,0.402,0.421,0.684,46,15,5,0.5652173913043478,0.8,1547.6979253286636,-1,17.478104709011696,1
12924,LAL,1610612747,2016-03-22,107,100,0.506,0.316,0.958,40,22,4,0.2028985507246377,0.3,1303.096760467096,-4,17.555306190391384,1
12925,MEM,1610612763,2016-03-22,100,107,0.5,0.267,0.696,33,20,2,0.5774647887323944,0.4,1488.3482466822911,2,17.042510614303225,0
12926,CHA,1610612766,2016-03-22,105,100,0.476,0.357,0.81,36,8,5,0.5714285714285714,0.7,1558.802183273081,1,16.372989749322883,1
12927,BKN,1610612751,2016-03-22,100,105,0.459,0.444,0.889,44,16,2,0.2753623188405797,0.4,1320.6003899100895,-2,18.988292905655047,0
