,TEAM_ABBV,TEAM_ID,DATE,PTS_A,PTS_CON_A,FG_PCT_A,FG3_PCT_A,FT_PCT_A,REB_A,TOV_A,BLK_A,SEASON_A_PCT,H/A_A,ELO_A,STREAK_A,PER_A,WINNER
3201,PHX,1610612756,2015-01-07,113,111,0.479,0.192,0.842,41,13,8,0.5675675675675675,0.6,1568.6471669309565,3,18.05596467944518,1
3202,NYK,1610612752,2015-01-07,91,101,0.415,0.423,0.75,41,15,0,0.13513513513513514,0.1,1336.6234631998655,-12,13.706680725254419,0
3203,WAS,1610612764,2015-01-07,101,91,0.513,0.5,0.714,44,16,4,0.6764705882352942,0.8,1560.8747866092008,1,14.43864700690986,1
3204,NYK,1610612752,2015-01-08,96,120,0.463,0.423,0.524,38,21,1,0.13157894736842105,0.0,1332.8275611615086,-13,11.585529879867767,0
3205,HOU,1610612745,2015-01-08,120,96,0.532,0.444,0.688,36,19,5,0.6857142857142857,0.6,1614.9729617651928,1,16.61877894484718,1
3206,MIA,1610612748,2015-01-08,83,99,0.377,0.214,0.733,42,9,7,0.42857142857142855,0.4,1433.268026633156,1,16.30811618704246,0
3207,POR,1610612757,2015-01-08,99,83,0.421,0.296,0.733,50,7,6,0.7714285714285715,0.8,1659.5746810956289,1,20.375146307462607,1
3208,CHA,1610612766,2015-01-08,103,95,0.477,0.25,0.682,46,8,3,0.35135135135135137,0.4,1447.1021452789364,3,13.838633916575217,1
3209,TOR,1610612761,2015-01-08,95,103,0.398,0.323,0.76,42,14,7,0.7058823529411765,0.8,1604.3832362402604,-3,17.11278630328733,0
3210,CLE,1610612739,2015-01-09,94,112,0.407,0.304,0.739,45,16,1,0.5277777777777778,0.5,1469.8987875660077,-3,7.734963834205143,0
3211,GSW,1610612744,2015-01-09,112,94,0.5,0.333,0.941,44,13,8,0.8484848484848485,1.0,1710.6839146950006,5,20.11171161646698,1
3212,PHX,1610612756,2015-01-09,95,100,0.446,0.269,0.667,48,20,6,0.5789473684210527,0.7,1570.2650452874898,4,18.334004322155806,0
3213,SAS,1610612759,2015-01-09,100,95,0.427,0.478,0.722,40,15,2,0.5833333333333334,0.5,1614.7176033347052,-1,15.478917936689054,1
3214,ORL,1610612753,2015-01-09,84,101,0.395,0.429,0.783,36,16,7,0.34210526315789475,0.4,1325.2943322045403,-4,14.573611756071877,0
3215,LAL,1610612747,2015-01-09,101,84,0.4,0.333,0.71,60,14,7,0.3055555555555556,0.4,1393.5839184857025,-2,15.109715025929093,1
3216,BKN,1610612751,2015-01-09,88,90,0.452,0.188,0.704,42,18,3,0.45714285714285713,0.4,1459.5251255916914,-3,16.75078224942137,0
3217,PHI,1610612755,2015-01-09,90,88,0.456,0.471,0.588,38,14,4,0.14705882352941177,0.3,1225.8063850719666,-1,11.234809514673804,1
3218,ATL,1610612737,2015-01-09,106,103,0.488,0.435,0.667,49,14,3,0.7714285714285715,0.9,1620.8392487432047,6,18.853848361768154,1
3219,DET,1610612765,2015-01-09,103,106,0.396,0.302,0.778,46,8,3,0.34285714285714286,0.2,1425.2828250338132,7,16.72584769704893,0
3220,MIL,1610612749,2015-01-09,98,84,0.52,0.632,0.8,39,23,4,0.5135135135135135,0.3,1464.8746644739165,1,15.544946728260557,1
3221,MIN,1610612750,2015-01-09,84,98,0.405,0.273,0.824,40,20,3,0.14705882352941177,0.1,1325.8943772075584,-13,13.925037738307857,0
3222,BOS,1610612738,2015-01-09,103,107,0.398,0.294,0.688,50,11,7,0.36363636363636365,0.2,1398.7038286474165,1,13.914112104763273,0
3223,IND,1610612754,2015-01-09,107,103,0.37,0.391,0.882,56,17,9,0.3783783783783784,0.5,1473.965582837688,-1,15.246776966653206,1
3224,DEN,1610612743,2015-01-09,118,108,0.553,0.294,0.679,39,11,6,0.4444444444444444,0.2,1486.8000976841033,3,15.073071030649471,1
3225,SAC,1610612758,2015-01-09,108,118,0.488,0.316,0.75,38,15,6,0.42857142857142855,0.4,1425.996545330536,1,16.615550094497035,0
3226,CHI,1610612741,2015-01-09,86,102,0.386,0.385,0.632,46,16,8,0.6944444444444444,0.8,1599.1698170543573,-1,18.555200859538353,0
3227,WAS,1610612764,2015-01-09,102,86,0.477,0.533,0.632,48,13,7,0.6857142857142857,0.8,1564.6706886475577,2,16.24311711502488,1
3228,UTA,1610612762,2015-01-09,94,99,0.486,0.333,0.682,44,20,11,0.3611111111111111,0.5,1422.91634807501,1,14.966475381236137,0
3229,OKC,1610612760,2015-01-09,99,94,0.462,0.333,0.889,38,14,5,0.4722222222222222,0.8,1540.6422720148094,-2,17.010026595902218,1
3230,MEM,1610612763,2015-01-09,95,106,0.439,0.353,0.773,44,11,4,0.7142857142857143,0.6,1605.212443888388,-1,16.77275080094926,0
3231,NOP,1610612740,2015-01-09,106,95,0.457,0.5,0.846,47,10,10,0.4857142857142857,0.7,1513.1145991305282,-2,15.165093221167085,1
3232,PHI,1610612755,2015-01-10,93,92,0.4,0.458,0.72,44,17,12,0.17142857142857143,0.1,1235.2365565983825,1,11.857712406209853,1
3233,IND,1610612754,2015-01-10,92,93,0.333,0.222,0.714,54,13,5,0.39473684210526316,0.4,1478.6584417231252,1,13.513698703597473,0
3234,CHI,1610612741,2015-01-10,95,87,0.398,0.235,0.875,51,14,5,0.6756756756756757,0.8,1583.2813225060877,-2,14.295962078043122,1
3235,MIL,1610612749,2015-01-10,87,95,0.444,0.273,0.75,37,11,10,0.5263157894736842,0.7,1472.0514307357419,2,15.688187019652966,0
3236,NYK,1610612752,2015-01-10,82,110,0.388,0.276,0.889,29,13,4,0.1282051282051282,0.0,1327.825095741678,-14,11.609158341393133,0
3237,CHA,1610612766,2015-01-10,110,82,0.5,0.438,0.758,51,16,5,0.3684210526315789,0.5,1461.8931477385192,4,13.105067951152236,1
3238,DAL,1610612742,2015-01-10,100,120,0.442,0.4,0.706,40,11,2,0.7027027027027027,0.8,1625.307708513356,-1,17.70195364630798,0
3239,LAC,1610612746,2015-01-10,120,100,0.523,0.419,0.714,47,11,5,0.6666666666666666,0.8,1644.7052283059697,1,18.07172577500587,1
3240,HOU,1610612745,2015-01-10,97,82,0.429,0.382,0.857,33,20,3,0.6944444444444444,0.6,1619.9754271850234,2,17.884297924801842,1
3241,UTA,1610612762,2015-01-10,82,97,0.414,0.294,0.905,41,31,6,0.35135135135135137,0.5,1418.5842763809521,-1,13.59259813404756,0
3242,BKN,1610612751,2015-01-10,93,98,0.42,0.29,1.0,46,14,2,0.4444444444444444,0.6,1450.0949540652755,-4,14.232182651552533,0
3243,DET,1610612765,2015-01-10,98,93,0.425,0.333,0.731,44,11,3,0.3333333333333333,0.2,1422.9144657595316,-1,18.100100468334563,1
3244,ORL,1610612753,2015-01-10,92,103,0.402,0.143,0.75,49,16,0,0.3333333333333333,0.4,1314.1008729861185,-5,12.763226030189582,0
3245,POR,1610612757,2015-01-10,103,92,0.474,0.385,0.808,43,20,8,0.7777777777777778,0.9,1664.6623990812095,2,19.95543938712225,1
3246,MIN,1610612750,2015-01-10,93,108,0.395,0.2,1.0,42,13,4,0.14285714285714285,0.1,1318.717610945733,-14,15.018315206256993,0
3247,SAS,1610612759,2015-01-10,108,93,0.488,0.375,0.85,45,12,2,0.5945945945945946,0.4,1620.648548245411,1,11.347086521779019,1
3248,BOS,1610612738,2015-01-10,96,109,0.47,0.333,0.6,43,18,3,0.35294117647058826,0.2,1394.0109697619794,-1,13.772429799359566,0
3249,TOR,1610612761,2015-01-10,109,96,0.451,0.433,0.737,48,13,10,0.6857142857142857,0.7,1589.5922337806776,-4,17.887268222426023,1
3250,LAL,1610612747,2015-01-11,94,106,0.444,0.318,0.789,45,13,4,0.32432432432432434,0.5,1404.7773777041243,1,15.240325981755507,0
3251,POR,1610612757,2015-01-11,106,94,0.477,0.419,0.647,43,11,0,0.7837837837837838,0.7,1666.680324240357,3,19.52928496555386,1
3252,LAC,1610612746,2015-01-11,90,104,0.453,0.346,0.722,27,13,2,0.6756756756756757,0.8,1659.935581181627,2,19.76141873834017,0
3253,MIA,1610612748,2015-01-11,104,90,0.481,0.286,0.833,46,13,5,0.4166666666666667,0.3,1428.1803086475754,-1,16.06544132836698,1
3254,WAS,1610612764,2015-01-11,89,120,0.474,0.25,0.8,39,20,7,0.6944444444444444,0.5,1580.5591831958272,3,14.519905410181495,0
3255,ATL,1610612737,2015-01-11,120,89,0.472,0.516,0.833,42,9,3,0.7777777777777778,0.9,1623.2076080174863,7,18.07935115359738,1
3256,CLE,1610612739,2015-01-11,84,103,0.423,0.344,0.583,41,14,6,0.5135135135135135,0.4,1464.7896586347213,-4,11.295245228070428,0
3257,SAC,1610612758,2015-01-11,103,84,0.488,0.353,0.765,45,5,4,0.4166666666666667,0.4,1417.8148291046507,-1,17.011895565314592,1
3258,PHX,1610612756,2015-01-11,110,122,0.42,0.229,0.783,46,21,7,0.5641025641025641,0.7,1564.3341003767841,-1,18.00907578617593,0
3259,MEM,1610612763,2015-01-11,122,110,0.48,0.429,0.708,54,24,8,0.6944444444444444,0.6,1590.245994293892,-2,18.136183311848423,1
3260,CHI,1610612741,2015-01-12,114,121,0.488,0.296,0.727,43,14,5,0.6842105263157895,0.8,1589.0371540659569,1,13.530919447568849,0
3261,ORL,1610612753,2015-01-12,121,114,0.593,0.389,0.621,34,11,3,0.325,0.4,1312.082947826971,-6,13.221832588340213,1
3262,HOU,1610612745,2015-01-12,113,99,0.477,0.4,0.75,42,14,2,0.7027027027027027,0.6,1625.513215948461,3,16.081935390870832,1
3263,BKN,1610612751,2015-01-12,99,113,0.464,0.238,0.889,41,16,4,0.43243243243243246,0.4,1442.339515575742,-5,12.658525905959994,0
3264,NOP,1610612740,2015-01-12,100,108,0.413,0.4,0.865,45,18,6,0.5,0.3,1528.0810487250242,1,15.30157735902728,0
3265,BOS,1610612738,2015-01-12,108,100,0.42,0.333,0.839,44,11,5,0.34285714285714286,0.6,1388.8209594871023,-2,13.757247290883203,1
3266,TOR,1610612761,2015-01-12,111,114,0.54,0.259,0.714,42,19,7,0.6944444444444444,0.7,1594.7822440555547,1,16.07442368628469,0
3267,DET,1610612765,2015-01-12,114,111,0.427,0.333,0.806,46,8,4,0.35135135135135137,0.7,1430.669904249065,1,18.35227343735448,1
3268,ATL,1610612737,2015-01-13,105,87,0.483,0.522,0.563,47,19,3,0.7837837837837838,0.9,1642.2173896050022,8,12.444557307889644,1
3269,PHI,1610612755,2015-01-13,87,105,0.408,0.36,0.64,35,19,6,0.19444444444444445,0.2,1243.291461902227,2,10.130583692484507,0
3270,LAL,1610612747,2015-01-13,75,78,0.315,0.174,0.722,46,12,3,0.3157894736842105,0.5,1401.2891825783774,-1,16.48794203080166,0
3271,MIA,1610612748,2015-01-13,78,75,0.423,0.125,0.667,52,19,11,0.43243243243243246,0.4,1453.174878309236,1,13.674296019448452,1
3272,CLE,1610612739,2015-01-13,100,107,0.439,0.371,0.75,42,19,1,0.5,0.3,1446.1570677039729,-5,15.84539990470829,0
3273,PHX,1610612756,2015-01-13,107,100,0.526,0.35,0.741,34,11,2,0.55,0.5,1553.7828362059204,-2,17.443995144090536,1
3274,GSW,1610612744,2015-01-13,116,105,0.505,0.52,0.846,31,10,5,0.8529411764705882,0.7,1715.793043626287,6,20.171478431240338,1
3275,UTA,1610612762,2015-01-13,105,116,0.481,0.333,0.833,44,17,7,0.34210526315789475,0.3,1413.0464876175145,-2,13.357248141799353,0
3276,IND,1610612754,2015-01-13,101,110,0.488,0.278,0.6,41,18,5,0.38461538461538464,0.5,1470.6035364192808,-1,14.521605860760165,0
3277,MIN,1610612750,2015-01-13,110,101,0.471,0.5,0.947,34,17,3,0.1388888888888889,0.0,1315.4739118279374,-15,16.11954192153645,1
3278,SAC,1610612758,2015-01-13,104,108,0.442,0.056,0.794,59,20,2,0.43243243243243246,0.4,1436.447420035399,1,16.107858119820808,0
3279,DAL,1610612742,2015-01-13,108,104,0.43,0.25,0.696,44,10,4,0.6842105263157895,0.7,1610.0773556376987,-2,17.06139153840862,1
3280,WAS,1610612764,2015-01-13,101,93,0.493,0.5,0.875,48,15,7,0.6756756756756757,0.8,1561.5494016083112,-1,16.175982444696803,1
3281,SAS,1610612759,2015-01-13,93,101,0.396,0.31,0.667,34,9,4,0.6052631578947368,0.4,1623.8922473632065,2,16.59523330086625,0
3282,GSW,1610612744,2015-01-14,104,89,0.469,0.448,0.789,36,13,5,0.8571428571428571,1.0,1718.4340053608712,7,21.137114376170263,1
3283,MIA,1610612748,2015-01-14,89,104,0.423,0.333,0.852,41,19,4,0.4473684210526316,0.5,1457.7469688250508,2,12.166581461458293,0
3284,CHI,1610612741,2015-01-14,99,105,0.43,0.481,0.75,33,13,5,0.6666666666666666,0.7,1571.0708043578072,-1,16.53671812959643,0
3285,WAS,1610612764,2015-01-14,105,99,0.513,0.333,0.8,43,15,4,0.6842105263157895,0.5,1572.8018214359386,1,16.73762833127612,1
3286,BKN,1610612751,2015-01-14,92,103,0.48,0.385,0.833,36,19,1,0.42105263157894735,0.4,1436.5427029743184,-6,13.40445686698821,0
3287,MEM,1610612763,2015-01-14,103,92,0.47,0.176,0.759,41,9,3,0.7027027027027027,0.5,1600.7972584647557,1,15.38844760238517,1
3288,BOS,1610612738,2015-01-14,91,105,0.41,0.333,0.857,40,17,2,0.3611111111111111,0.6,1402.9279695133903,1,13.516832656591907,0
3289,ATL,1610612737,2015-01-14,105,91,0.493,0.345,0.852,35,12,7,0.7894736842105263,0.9,1644.3284503746024,9,17.56347050338077,1
3290,ORL,1610612753,2015-01-14,120,113,0.489,0.346,0.885,39,17,1,0.34146341463414637,0.2,1330.0492975351206,1,13.969078838066187,1
3291,HOU,1610612745,2015-01-14,113,120,0.506,0.346,0.87,38,21,6,0.7105263157894737,0.6,1631.3100285498847,4,16.464742527373033,0
3292,DET,1610612765,2015-01-14,94,105,0.466,0.364,0.783,30,8,10,0.3684210526315789,0.3,1439.937714407004,2,20.564651686124837,0
3293,NOP,1610612740,2015-01-14,105,94,0.488,0.381,0.826,47,13,7,0.4864864864864865,0.3,1513.9740386987362,-1,14.349722654225538,1
3294,POR,1610612757,2015-01-14,94,100,0.402,0.231,0.9,48,13,1,0.7894736842105263,0.9,1670.168519366104,4,19.234432231411716,0
3295,LAC,1610612746,2015-01-14,100,94,0.42,0.348,0.947,44,7,2,0.6578947368421053,0.5,1634.9410115199664,-1,18.9531802444992,1
3296,DAL,1610612742,2015-01-14,107,114,0.41,0.243,0.8,39,9,5,0.6923076923076923,0.7,1613.0653400146587,1,20.946526064051717,0
3297,DEN,1610612743,2015-01-14,114,107,0.5,0.211,0.8,51,16,7,0.4594594594594595,0.6,1494.9818139099887,4,17.229064636001958,1
3298,CHA,1610612766,2015-01-14,93,98,0.384,0.308,0.657,48,11,10,0.38461538461538464,0.5,1473.7681518644931,5,14.266654711497699,0
3299,SAS,1610612759,2015-01-14,98,93,0.435,0.381,0.8,42,14,11,0.5897435897435898,0.3,1612.6398275355791,-1,14.501165932048451,1
3300,PHI,1610612755,2015-01-14,84,100,0.388,0.158,0.613,45,12,8,0.1891891891891892,0.3,1241.1804011326267,-1,10.952992666649285,0
3301,TOR,1610612761,2015-01-14,100,84,0.463,0.345,0.636,49,17,2,0.6756756756756757,0.6,1585.5144338976156,-1,15.449821744477116,1
3302,LAL,1610612747,2015-01-15,102,109,0.513,0.333,0.696,35,12,1,0.3076923076923077,0.4,1396.7170920625626,-2,13.832680367156147,0
3303,CLE,1610612739,2015-01-15,109,102,0.474,0.3,0.722,38,9,3,0.48717948717948717,0.2,1440.7367557302678,-6,15.612361673265857,1
3304,HOU,1610612745,2015-01-15,112,101,0.477,0.444,0.737,41,14,3,0.6923076923076923,0.7,1612.4681407256237,-1,17.888725825168176,1
3305,OKC,1610612760,2015-01-15,101,112,0.432,0.379,0.714,43,17,9,0.4864864864864865,0.6,1544.9743437088673,1,19.699019809847336,0
3306,NYK,1610612752,2015-01-15,79,95,0.412,0.364,0.75,36,21,6,0.125,0.1,1315.9500916157042,-15,13.218037151720571,0
3307,MIL,1610612749,2015-01-15,95,79,0.389,0.444,0.738,44,15,2,0.5128205128205128,0.4,1466.2955991758727,-1,16.365139068610574,1
3308,PHI,1610612755,2015-01-16,96,81,0.45,0.318,0.63,39,10,10,0.18421052631578946,0.2,1238.5110143438826,-2,10.404137063408472,1
3309,NOP,1610612740,2015-01-16,81,96,0.387,0.235,0.655,55,20,6,0.5,0.4,1522.1873670737311,1,13.341687771037751,0
3310,POR,1610612757,2015-01-16,96,110,0.5,0.316,0.8,32,16,6,0.7692307692307693,0.7,1661.4075205801025,-1,19.11144262254061,0
3311,SAS,1610612759,2015-01-16,110,96,0.447,0.379,0.882,49,13,4,0.6,0.5,1616.5686549138752,1,15.834490611584986,1
3312,MIN,1610612750,2015-01-16,99,110,0.462,0.364,0.583,36,12,3,0.16216216216216217,0.1,1331.2434366591626,1,14.757934538875537,0
3313,PHX,1610612756,2015-01-16,110,99,0.552,0.333,0.818,46,16,5,0.5609756097560976,0.6,1559.2031481796255,1,16.925301820229432,1
3314,BOS,1610612738,2015-01-16,103,119,0.494,0.313,0.875,45,14,4,0.35135135135135137,0.5,1398.627456677619,-1,13.385723245706316,0
3315,CHI,1610612741,2015-01-16,119,103,0.539,0.52,0.833,36,7,6,0.65,0.7,1563.387242681942,-2,15.486816971805183,1
3316,CLE,1610612739,2015-01-16,126,121,0.554,0.435,0.774,44,20,3,0.5,0.3,1447.8391831928748,1,13.270151276511177,1
3317,LAC,1610612746,2015-01-16,121,126,0.473,0.345,0.694,43,13,1,0.6666666666666666,0.7,1643.7020103059679,1,18.77297446197269,0
3318,ORL,1610612753,2015-01-16,96,106,0.456,0.375,0.75,39,15,4,0.35714285714285715,0.3,1348.8911853593816,2,14.566723600679103,0
3319,MEM,1610612763,2015-01-16,106,96,0.46,0.214,0.793,47,11,5,0.7105263157894737,0.5,1606.243275359694,2,16.487349675405166,1
3320,LAL,1610612747,2015-01-16,85,94,0.477,0.429,0.741,42,21,5,0.3,0.3,1389.6146645999556,-3,14.52838229005786,0
3321,UTA,1610612762,2015-01-16,94,85,0.424,0.387,1.0,38,13,7,0.3333333333333333,0.3,1410.4055258829303,-3,16.904263740419758,1
3322,IND,1610612754,2015-01-16,96,98,0.449,0.333,0.833,44,12,4,0.375,0.5,1454.8340115880555,-2,14.736270611801872,0
3323,DET,1610612765,2015-01-16,98,96,0.376,0.419,0.875,49,18,5,0.358974358974359,0.8,1431.724386032009,-1,17.12401673755752,1
3324,DEN,1610612743,2015-01-16,89,97,0.41,0.36,0.48,52,15,3,0.47368421052631576,0.3,1507.3135445428431,5,14.584733624461373,0
3325,DAL,1610612742,2015-01-16,97,89,0.418,0.32,0.793,52,15,2,0.675,0.6,1600.7336093818042,-1,17.989808080270326,1
3326,MIA,1610612748,2015-01-16,95,83,0.473,0.471,0.81,38,10,6,0.4358974358974359,0.5,1453.6845724805996,-1,8.965832808521789,1
3327,SAC,1610612758,2015-01-16,83,95,0.427,0.438,0.857,35,15,1,0.42105263157894735,0.4,1433.4594356584391,-1,14.887755777404225,0
3328,BKN,1610612751,2015-01-16,102,80,0.457,0.333,0.774,39,10,4,0.41025641025641024,0.5,1431.09668607938,-7,12.41443951105506,1
3329,WAS,1610612764,2015-01-16,80,102,0.425,0.235,0.875,37,19,5,0.6923076923076923,0.8,1580.4853831118037,2,16.300430185176978,0
3330,TOR,1610612761,2015-01-16,89,110,0.427,0.24,0.765,35,19,3,0.6842105263157895,0.7,1588.1838206863597,1,15.709125325679933,0
3331,ATL,1610612737,2015-01-16,110,89,0.609,0.522,0.875,32,17,6,0.7948717948717948,1.0,1648.6289632103737,10,19.643518920905837,1
3332,GSW,1610612744,2015-01-16,115,127,0.457,0.375,0.786,43,14,2,0.8611111111111112,0.7,1722.4964017053223,8,21.32177167800573,0
3333,OKC,1610612760,2015-01-16,127,115,0.526,0.455,0.789,54,14,2,0.47368421052631576,0.8,1536.5314431391782,-1,18.808379059064237,1
3334,ATL,1610612737,2015-01-17,107,99,0.476,0.423,0.762,40,10,7,0.8,1.0,1662.0104044304915,11,21.15889967646637,1
3335,CHI,1610612741,2015-01-17,99,107,0.463,0.346,0.8,43,13,5,0.6585365853658537,0.6,1570.3233253479657,1,15.897204472180396,0
3336,WAS,1610612764,2015-01-17,99,90,0.519,0.313,0.519,49,13,5,0.675,0.6,1552.5383298251795,-1,14.944582742690395,1
3337,BKN,1610612751,2015-01-17,90,99,0.439,0.235,0.778,40,10,0,0.425,0.3,1459.0437393660045,1,14.29818472701424,0
3338,GSW,1610612744,2015-01-17,131,106,0.549,0.409,0.667,49,14,11,0.8378378378378378,0.6,1702.136646881054,-1,20.635040569579246,1
3339,HOU,1610612745,2015-01-17,106,131,0.42,0.304,0.735,39,18,2,0.7,0.7,1620.9110412953128,1,18.17326981281762,0
3340,DET,1610612765,2015-01-17,107,89,0.432,0.429,0.842,47,16,5,0.375,0.3,1436.9742255185429,1,16.54756290776431,1
3341,PHI,1610612755,2015-01-17,89,107,0.463,0.25,0.857,42,22,5,0.20512820512820512,0.3,1267.6503575282645,1,11.810174339926157,0
3342,SAC,1610612758,2015-01-17,108,117,0.461,0.278,0.808,54,18,2,0.41025641025641024,0.4,1422.674335086727,-2,15.252673676307463,0
3343,LAC,1610612746,2015-01-17,117,108,0.478,0.321,0.645,34,5,6,0.65,0.5,1631.0949141951157,-1,19.121748152791625,1
3344,MIN,1610612750,2015-01-17,113,105,0.538,0.421,0.905,43,15,5,0.15789473684210525,0.1,1327.2926480570873,-1,16.96370871462017,1
3345,DEN,1610612743,2015-01-17,105,113,0.413,0.323,0.864,39,10,4,0.46153846153846156,0.6,1501.083916951667,-1,16.647025145369014,0
3346,CHA,1610612766,2015-01-17,80,71,0.307,0.133,0.64,58,7,5,0.375,0.4,1469.839324486197,-1,12.43692157111644,1
3347,IND,1610612754,2015-01-17,71,80,0.357,0.095,0.692,56,20,10,0.36585365853658536,0.4,1449.5841721015217,-3,12.862211155484161,0
3348,MEM,1610612763,2015-01-17,102,98,0.506,0.533,0.667,50,14,4,0.717948717948718,0.7,1609.4310234444447,3,17.698116133804405,1
3349,POR,1610612757,2015-01-17,98,102,0.387,0.361,0.867,40,7,5,0.75,0.6,1646.3551595550425,-2,18.145008545450303,0
3350,SAS,1610612759,2015-01-18,89,69,0.388,0.471,0.826,49,10,6,0.6097560975609756,0.6,1631.6210159389352,2,15.531211701312273,1
3351,UTA,1610612762,2015-01-18,69,89,0.333,0.3,0.625,48,15,13,0.35,0.5,1419.407835808624,1,17.894525597419886,0
3352,ORL,1610612753,2015-01-18,99,127,0.398,0.348,0.778,33,18,2,0.3488372093023256,0.3,1345.703437274631,-1,16.617614513207698,0
3353,OKC,1610612760,2015-01-18,127,99,0.578,0.36,0.688,54,20,5,0.48717948717948717,0.5,1556.8911979634465,1,17.135192675097695,1
3354,TOR,1610612761,2015-01-18,93,95,0.431,0.28,0.828,37,15,5,0.6666666666666666,0.7,1574.802379466242,-1,14.923004918055057,0
3355,NOP,1610612740,2015-01-18,95,93,0.476,0.294,0.6,41,18,2,0.48717948717948717,0.3,1493.0480238893492,-1,13.469948722980439,1
3356,GSW,1610612744,2015-01-19,122,79,0.543,0.481,0.778,53,13,6,0.8421052631578947,1.0,1716.00515301238,1,20.803121192793846,1
3357,DEN,1610612743,2015-01-19,79,122,0.345,0.292,0.632,39,16,3,0.45,0.2,1485.6634347522136,-2,18.699425662878966,0
3358,NOP,1610612740,2015-01-19,92,99,0.417,0.296,0.7,50,11,1,0.5,0.4,1499.4125997207495,1,13.080342943098882,0
3359,NYK,1610612752,2015-01-19,99,92,0.487,0.435,0.765,34,4,8,0.12195121951219512,0.0,1308.5159336159259,-16,12.998951982816285,1
3360,LAL,1610612747,2015-01-19,100,115,0.453,0.471,0.686,46,23,3,0.2926829268292683,0.3,1380.612354674262,-4,14.127814510603276,0
3361,PHX,1610612756,2015-01-19,115,100,0.5,0.406,0.727,41,15,7,0.5714285714285714,0.6,1563.1539367817008,2,17.842286435205125,1
3362,LAC,1610612746,2015-01-19,102,93,0.476,0.429,0.789,44,11,10,0.6585365853658537,0.6,1634.9579060395683,1,19.733143336011143,1
3363,BOS,1610612738,2015-01-19,93,102,0.393,0.414,0.714,43,14,2,0.34210526315789475,0.2,1391.6913740115954,-2,14.305488746152108,0
3364,CHI,1610612741,2015-01-19,94,108,0.375,0.5,0.813,40,8,9,0.6428571428571429,0.8,1564.0463170947105,-1,15.529412954815763,0
3365,CLE,1610612739,2015-01-19,108,94,0.456,0.444,0.72,54,12,4,0.5121951219512195,0.5,1460.446279303727,2,16.419013272307723,1
3366,IND,1610612754,2015-01-19,98,110,0.459,0.222,0.778,43,19,0,0.35714285714285715,0.4,1440.5633478061861,-4,13.518959852705782,0
3367,HOU,1610612745,2015-01-19,110,98,0.514,0.387,0.727,39,20,2,0.6829268292682927,0.6,1607.0425351639867,-1,18.126506504295822,1
3368,SAC,1610612758,2015-01-19,94,98,0.447,0.333,0.733,53,23,5,0.4,0.3,1418.8113432422745,-3,15.446989675763856,0
3369,POR,1610612757,2015-01-19,98,94,0.398,0.306,0.654,35,13,3,0.7317073170731707,0.8,1639.1482944242807,-3,15.588727168579124,1
3370,TOR,1610612761,2015-01-19,92,89,0.4,0.25,0.583,54,16,5,0.65,0.5,1568.4378036348417,-2,12.977996643340846,1
3371,MIL,1610612749,2015-01-19,89,92,0.447,0.278,0.64,43,17,5,0.525,0.4,1473.729757175651,1,16.663323091970774,0
3372,DET,1610612765,2015-01-19,82,93,0.354,0.257,0.577,61,19,2,0.3902439024390244,0.8,1444.3233142650204,2,17.815581395521548,0
3373,ATL,1610612737,2015-01-19,93,82,0.44,0.3,0.714,42,11,1,0.8048780487804879,0.9,1668.2874126837467,12,21.724305911542487,1
3374,MIN,1610612750,2015-01-19,80,105,0.363,0.316,0.8,42,17,6,0.1794871794871795,0.2,1342.7131302565408,1,15.552407889493306,0
3375,CHA,1610612766,2015-01-19,105,80,0.449,0.545,0.684,47,11,3,0.3902439024390244,0.4,1478.8601487815326,1,12.337799523814114,1
3376,WAS,1610612764,2015-01-19,111,76,0.556,0.538,0.778,53,23,5,0.6829268292682927,0.7,1559.214866118816,1,15.432774176416782,1
3377,PHI,1610612755,2015-01-19,76,111,0.329,0.25,0.609,30,16,4,0.2,0.3,1260.301268781787,-1,12.248254962061898,0
3378,DAL,1610612742,2015-01-19,103,95,0.447,0.4,0.758,42,13,3,0.6829268292682927,0.6,1606.9632369729802,1,17.558078719692816,1
3379,MEM,1610612763,2015-01-19,95,103,0.424,0.136,0.909,42,13,4,0.725,0.7,1616.6378885752065,4,18.575500368752447,0
3380,OKC,1610612760,2015-01-20,94,86,0.446,0.231,0.6,42,11,3,0.5,0.5,1565.029218890419,2,20.314557961129935,1
3381,MIA,1610612748,2015-01-20,86,94,0.471,0.364,0.737,36,21,2,0.45,0.3,1464.4696730523117,1,14.907375330450014,0
3382,SAS,1610612759,2015-01-20,109,99,0.452,0.407,0.815,44,16,6,0.6190476190476191,0.4,1637.9967242029772,3,16.38058687570183,1
3383,DEN,1610612743,2015-01-20,99,109,0.468,0.357,0.69,42,16,0,0.43902439024390244,0.6,1475.5571959832496,-3,17.63569990368978,0
3384,NYK,1610612752,2015-01-21,98,91,0.407,0.35,0.85,52,12,6,0.14285714285714285,0.1,1323.4106340515693,1,13.301758784253009,1
3385,PHI,1610612755,2015-01-21,91,98,0.367,0.348,0.781,43,14,13,0.1951219512195122,0.3,1254.3047191497922,-2,12.054427616227237,0
3386,GSW,1610612744,2015-01-21,126,113,0.5,0.448,0.833,46,18,9,0.8461538461538461,1.0,1726.111391781344,2,20.968849447498286,1
