,TEAM_ABBV,TEAM_ID,DATE,PTS_A,PTS_CON_A,FG_PCT_A,FG3_PCT_A,FT_PCT_A,REB_A,TOV_A,BLK_A,SEASON_A_PCT,H/A_A,ELO_A,ELO_OPP,STREAK_A,PER_A,ODDS_A,ODDS_OPP,WINNER
298,POR,1610612757,2021-02-26,93,102,0.386,0.297,0.9,45,16,5,0.5806451612903226,0.6,1495.7928685800239,1567.1261818440405,-3,19.602186875578642,2.75,1.49,0
299,LAL,1610612747,2021-02-26,102,93,0.42,0.259,0.75,52,10,7,0.6666666666666666,0.6,1567.1261818440405,1495.7928685800239,-4,17.61033572799183,1.49,2.75,1
300,BOS,1610612738,2021-02-26,118,112,0.512,0.409,0.862,45,12,6,0.46875,0.6,1483.0794166594087,1508.423063959991,-3,14.558968318295225,1.71,2.22,1
301,IND,1610612754,2021-02-26,112,118,0.393,0.326,0.931,40,9,6,0.5,0.6,1508.423063959991,1483.0794166594087,-1,19.3122382749063,2.22,1.71,0
302,MIA,1610612748,2021-02-26,124,116,0.512,0.452,0.88,50,15,1,0.46875,0.5,1490.1851653149063,1689.3411912467343,4,17.994911216913202,3.02,1.43,1
303,UTA,1610612762,2021-02-26,116,124,0.426,0.326,0.913,36,9,3,0.8125,0.8,1689.3411912467343,1490.1851653149063,2,20.455678800740753,1.43,3.02,0
304,MEM,1610612763,2021-02-26,99,119,0.402,0.321,0.75,37,9,4,0.5,0.6,1508.2815179743852,1572.8287126138255,1,22.43495167328148,3.7,1.3,0
305,LAC,1610612746,2021-02-26,119,99,0.55,0.4,0.944,47,17,8,0.6764705882352942,0.7,1572.8287126138255,1508.2815179743852,-1,22.289075777216294,1.3,3.7,1
306,CLE,1610612739,2021-02-27,112,109,0.423,0.333,0.759,52,17,3,0.36363636363636365,0.1,1379.1077320901497,1561.798676223012,2,15.485477812024628,5.82,1.15,1
307,PHI,1610612755,2021-02-27,109,112,0.458,0.357,0.657,46,19,10,0.6666666666666666,0.9,1561.798676223012,1379.1077320901497,2,20.38521947647088,1.15,5.82,0
308,SAS,1610612759,2021-02-27,117,114,0.477,0.375,0.821,38,9,5,0.5714285714285714,0.6,1508.6711146693115,1496.6378887947046,-1,17.100735850786542,2.13,1.76,1
309,NOP,1610612740,2021-02-27,114,117,0.44,0.281,0.806,52,10,2,0.4375,0.3,1496.6378887947046,1508.6711146693115,-1,22.719195958614325,1.76,2.13,0
310,NYK,1610612752,2021-02-27,110,107,0.494,0.5,0.818,38,21,2,0.48484848484848486,0.7,1501.0246732259002,1499.9555939135169,1,16.885485517418154,1.89,1.96,1
311,IND,1610612754,2021-02-27,107,110,0.452,0.393,0.8,35,16,7,0.4838709677419355,0.5,1499.9555939135169,1501.0246732259002,-2,18.348009084170794,1.96,1.89,0
312,MIN,1610612750,2021-02-27,112,128,0.432,0.314,0.655,50,18,10,0.21212121212121213,0.2,1355.3051271258541,1445.4809211354907,-6,16.20266055716455,2.49,1.58,0
313,WAS,1610612764,2021-02-27,128,112,0.449,0.394,0.794,57,16,6,0.4,0.5,1445.4809211354907,1355.3051271258541,1,19.477288223102715,1.58,2.49,1
314,OKC,1610612760,2021-02-27,96,126,0.42,0.234,0.733,37,14,6,0.42424242424242425,0.5,1446.5135753459267,1541.8527575060548,2,19.368718102731435,3.23,1.38,0
315,DEN,1610612743,2021-02-27,126,96,0.551,0.484,0.813,49,13,3,0.53125,0.4,1541.8527575060548,1446.5135753459267,-1,20.423621439026483,1.38,3.23,1
316,GSW,1610612744,2021-02-28,91,117,0.407,0.235,0.684,35,20,4,0.5588235294117647,0.4,1542.440725804514,1574.4700478802736,3,20.89953492485341,2.25,1.7,0
317,LAL,1610612747,2021-02-28,117,91,0.471,0.355,0.684,60,20,6,0.6764705882352942,0.6,1574.4700478802736,1542.440725804514,1,13.189906747890385,1.7,2.25,1
318,BOS,1610612738,2021-02-28,111,110,0.472,0.333,0.708,49,19,0,0.48484848484848486,0.6,1491.5468867058828,1455.264628132339,1,14.375611995115898,1.4,3.14,1
319,WAS,1610612764,2021-02-28,110,111,0.452,0.281,0.862,36,14,5,0.41935483870967744,0.5,1455.264628132339,1491.5468867058828,2,20.770505805744442,3.14,1.4,0
320,HOU,1610612745,2021-02-28,84,133,0.277,0.089,0.829,38,23,6,0.3548387096774194,0.3,1400.11800915332,1495.566447948965,-10,15.816301713494207,2.42,1.61,0
321,MEM,1610612763,2021-02-28,133,84,0.532,0.333,0.821,56,18,3,0.4827586206896552,0.6,1495.566447948965,1400.11800915332,-1,19.289677658149575,1.61,2.42,1
322,PHI,1610612755,2021-03-01,130,114,0.568,0.429,0.938,39,19,6,0.6470588235294118,0.8,1552.093981936804,1494.3869422237374,-1,16.899396930944643,1.62,2.4,1
323,IND,1610612754,2021-03-01,114,130,0.484,0.276,0.857,34,19,1,0.46875,0.4,1494.3869422237374,1552.093981936804,-3,19.32865059592066,2.4,1.62,0
324,DAL,1610612742,2021-03-01,130,124,0.522,0.37,0.826,46,8,6,0.5,0.5,1503.032733922429,1405.1961123644453,1,21.217122456396915,1.37,3.29,1
325,ORL,1610612753,2021-03-01,124,130,0.495,0.488,0.714,41,8,1,0.38235294117647056,0.4,1405.1961123644453,1503.032733922429,-3,17.22390161654098,3.29,1.37,0
326,CLE,1610612739,2021-03-01,101,90,0.493,0.333,0.792,48,21,6,0.38235294117647056,0.1,1388.8124263763577,1378.7242426097052,3,17.321670021559274,2.24,1.7,1
327,HOU,1610612745,2021-03-01,90,101,0.408,0.323,0.75,30,14,4,0.34375,0.3,1378.7242426097052,1388.8124263763577,-11,13.733131019931339,1.7,2.24,0
328,NOP,1610612740,2021-03-01,129,124,0.565,0.636,0.783,53,13,5,0.42424242424242425,0.6,1491.2922820837748,1676.9456889160338,-2,22.878977130724596,3.27,1.37,1
329,UTA,1610612762,2021-03-01,124,129,0.455,0.395,0.833,39,9,7,0.7941176470588235,0.7,1676.9456889160338,1491.2922820837748,1,19.975010358262534,1.37,3.27,0
330,BOS,1610612738,2021-03-02,117,112,0.488,0.5,0.739,43,9,4,0.5,0.6,1495.066086005837,1578.3825241957798,2,16.420201768508836,2.71,1.51,1
331,LAC,1610612746,2021-03-02,112,117,0.494,0.474,0.889,35,9,5,0.6666666666666666,0.7,1578.3825241957798,1495.066086005837,-1,17.70957964503139,1.51,2.71,0
332,MIA,1610612748,2021-03-02,80,94,0.373,0.273,0.682,26,9,4,0.5,0.6,1516.0184139310163,1472.0975861142695,6,17.061707916058285,1.77,2.13,0
333,ATL,1610612737,2021-03-02,94,80,0.479,0.361,0.867,47,23,2,0.4117647058823529,0.3,1472.0975861142695,1516.0184139310163,-2,20.862317301400363,2.13,1.77,1
334,MIL,1610612749,2021-03-02,97,128,0.405,0.275,0.71,40,13,4,0.6176470588235294,0.8,1587.9371831939725,1563.0668488000558,5,18.893282088365332,1.31,3.65,0
335,DEN,1610612743,2021-03-02,128,97,0.558,0.367,0.917,45,10,3,0.5588235294117647,0.4,1563.0668488000558,1587.9371831939725,2,21.920474370575032,3.65,1.31,1
336,PHI,1610612755,2021-03-03,131,123,0.516,0.32,0.771,50,11,6,0.6571428571428571,0.8,1563.3204774844894,1664.6417151763362,1,23.41147959940615,2.4,1.62,1
337,UTA,1610612762,2021-03-03,123,131,0.44,0.477,0.737,52,16,1,0.7714285714285715,0.6,1664.6417151763362,1563.3204774844894,-1,19.846394634514436,1.62,2.4,0
338,CLE,1610612739,2021-03-03,111,114,0.518,0.393,0.933,43,26,1,0.4,0.4,1399.418556693652,1483.160446676052,4,18.489442167801702,3.23,1.38,0
339,IND,1610612754,2021-03-03,114,111,0.566,0.32,0.75,27,14,8,0.45454545454545453,0.4,1483.160446676052,1399.418556693652,-4,17.75940459198868,1.38,3.23,1
340,POR,1610612757,2021-03-03,108,106,0.419,0.286,0.846,47,10,4,0.5757575757575758,0.6,1500.2876977308097,1524.9829183358322,1,16.168534603602726,1.98,1.88,1
341,GSW,1610612744,2021-03-03,106,108,0.423,0.357,0.643,54,11,1,0.5428571428571428,0.4,1524.9829183358322,1500.2876977308097,-1,17.429162209549784,1.88,1.98,0
342,MIN,1610612750,2021-03-03,102,135,0.406,0.225,0.833,45,21,2,0.2,0.2,1340.5249026422575,1481.3234608768362,-8,16.02597034698064,2.14,1.76,0
343,CHA,1610612766,2021-03-03,135,102,0.52,0.436,0.762,54,17,7,0.47058823529411764,0.4,1481.3234608768362,1340.5249026422575,-1,17.201387417864442,1.76,2.14,1
344,NOP,1610612740,2021-03-03,124,128,0.554,0.273,0.684,35,11,6,0.4411764705882353,0.6,1503.5962558234723,1499.0313384597328,1,20.895034873665125,1.42,3.0,0
345,CHI,1610612741,2021-03-03,128,124,0.511,0.429,0.909,45,16,8,0.45454545454545453,0.5,1499.0313384597328,1503.5962558234723,-2,21.48276484969823,3.0,1.42,1
346,SAS,1610612759,2021-03-04,102,107,0.471,0.323,1.0,46,19,5,0.5806451612903226,0.6,1525.874204506804,1424.4551480722603,1,18.484885416581676,1.35,3.39,0
347,OKC,1610612760,2021-03-04,107,102,0.435,0.3,0.808,45,17,4,0.4,0.3,1424.4551480722603,1525.874204506804,-2,14.965438953646151,3.39,1.35,1
348,DET,1610612765,2021-03-04,104,114,0.488,0.389,0.8,29,13,2,0.2857142857142857,0.3,1441.7362552286384,1497.3781670679023,1,15.98251230830364,3.35,1.36,0
349,NYK,1610612752,2021-03-04,114,104,0.542,0.333,0.789,47,13,4,0.5,0.7,1497.3781670679023,1441.7362552286384,-1,17.20204180053776,1.36,3.35,1
350,PHX,1610612756,2021-03-04,120,98,0.51,0.4,0.769,52,16,4,0.6764705882352942,0.8,1612.501194039968,1519.7038958615997,3,22.23287322041097,1.12,7.07,1
351,GSW,1610612744,2021-03-04,98,120,0.432,0.343,0.625,40,17,4,0.5277777777777778,0.4,1519.7038958615997,1612.501194039968,-2,13.708077639863161,7.07,1.12,0
352,BOS,1610612738,2021-03-04,132,125,0.608,0.448,0.725,39,16,7,0.5142857142857142,0.7,1504.3802488676295,1509.4418328699326,3,14.833058155645478,1.29,3.86,1
353,TOR,1610612761,2021-03-04,125,132,0.495,0.42,0.824,28,14,1,0.4857142857142857,0.7,1509.4418328699326,1504.3802488676295,-1,19.194141627046193,3.86,1.29,0
354,SAC,1610612758,2021-03-04,119,123,0.476,0.379,0.625,51,7,3,0.4,0.5,1410.8726822147516,1505.5667202050422,1,19.577680474275176,2.62,1.54,0
355,POR,1610612757,2021-03-04,123,119,0.477,0.395,0.96,41,9,7,0.5882352941176471,0.7,1505.5667202050422,1410.8726822147516,2,19.679249739909245,1.54,2.62,1
356,WAS,1610612764,2021-03-04,119,117,0.455,0.391,0.714,41,9,3,0.3939393939393939,0.5,1441.7893898591917,1569.0683613339872,-2,21.25802322289709,4.01,1.27,1
357,LAC,1610612746,2021-03-04,117,119,0.463,0.457,0.926,45,19,4,0.6486486486486487,0.6,1569.0683613339872,1441.7893898591917,-2,17.798880494681868,1.27,4.01,0
358,MIA,1610612748,2021-03-04,103,93,0.493,0.333,0.84,41,11,3,0.4857142857142857,0.5,1501.0121642205584,1497.165311524342,-1,16.85943536832874,1.79,2.1,1
359,NOP,1610612740,2021-03-04,93,103,0.393,0.256,0.8,44,14,3,0.42857142857142855,0.6,1497.165311524342,1501.0121642205584,-1,18.6359415578678,2.1,1.79,0
360,SAS,1610612759,2021-03-10,104,115,0.458,0.429,0.8,30,9,2,0.5625,0.7,1516.041187448902,1515.418261060335,-1,19.24046886918211,2.56,1.55,0
361,DAL,1610612742,2021-03-10,115,104,0.518,0.325,0.842,51,15,1,0.5294117647058824,0.7,1515.418261060335,1516.041187448902,3,19.851566218307028,1.55,2.56,1
362,WAS,1610612764,2021-03-10,112,127,0.4,0.306,0.926,39,9,6,0.4117647058823529,0.5,1449.056120169574,1523.4006421971383,1,17.51935734158111,2.31,1.66,0
363,MEM,1610612763,2021-03-10,127,112,0.505,0.348,0.655,60,16,6,0.5,0.4,1523.4006421971383,1449.056120169574,-1,19.05815376843673,1.66,2.31,1
364,CHI,1610612741,2021-03-11,105,127,0.47,0.483,0.813,38,19,6,0.47058823529411764,0.5,1505.462282758863,1576.0029634070563,1,19.795898539194628,1.65,2.32,0
365,PHI,1610612755,2021-03-11,127,105,0.515,0.303,0.733,45,11,7,0.6666666666666666,0.5,1576.0029634070563,1505.462282758863,2,11.850603337306415,2.32,1.65,1
366,BKN,1610612751,2021-03-11,121,109,0.477,0.452,0.818,45,15,5,0.6486486486486487,0.8,1586.2844407040457,1512.9502676893383,2,23.000512625923566,1.72,2.19,1
367,BOS,1610612738,2021-03-11,109,121,0.451,0.325,0.636,39,11,10,0.5277777777777778,0.2,1512.9502676893383,1586.2844407040457,4,18.387107303940034,2.19,1.72,0
368,LAC,1610612746,2021-03-11,130,104,0.458,0.439,0.828,56,11,6,0.631578947368421,0.6,1561.801631023605,1507.6567675202305,-3,20.478372080296246,1.35,3.41,1
369,GSW,1610612744,2021-03-11,104,130,0.432,0.25,0.704,44,16,6,0.5135135135135135,0.3,1507.6567675202305,1561.801631023605,-3,17.86094062755241,3.41,1.35,0
370,MIA,1610612748,2021-03-11,111,103,0.451,0.327,0.591,44,11,4,0.5,0.6,1511.243297717856,1396.0496144273616,1,17.50154047479857,1.25,4.25,1
371,ORL,1610612753,2021-03-11,103,111,0.406,0.353,0.867,57,14,4,0.3611111111111111,0.2,1396.0496144273616,1511.243297717856,-5,15.67679088477146,4.25,1.25,0
372,PHX,1610612756,2021-03-11,127,121,0.59,0.542,0.842,38,13,1,0.6857142857142857,0.8,1624.5483223813371,1509.8819246539115,4,23.48655169820707,1.52,2.64,1
373,POR,1610612757,2021-03-11,121,127,0.457,0.419,0.895,41,11,2,0.6,0.7,1509.8819246539115,1624.5483223813371,3,19.975012644840188,2.64,1.52,0
374,NYK,1610612752,2021-03-11,101,134,0.42,0.351,0.667,38,15,5,0.5135135135135135,0.3,1505.7357594716864,1566.9719712629053,1,17.53821593914948,5.65,1.16,0
375,MIL,1610612749,2021-03-11,134,101,0.575,0.474,0.941,43,12,9,0.6111111111111112,0.7,1566.9719712629053,1505.7357594716864,1,21.743033505863476,1.16,5.65,1
376,HOU,1610612745,2021-03-11,105,125,0.414,0.244,0.706,44,13,6,0.3235294117647059,0.2,1362.1907122483133,1406.5574777658824,-13,11.763221446169753,3.08,1.4,0
377,SAC,1610612758,2021-03-11,125,105,0.489,0.333,0.857,53,15,5,0.3888888888888889,0.4,1406.5574777658824,1362.1907122483133,-1,16.655471046861738,1.4,3.08,1
378,ATL,1610612737,2021-03-11,121,120,0.433,0.357,0.8,53,14,13,0.4444444444444444,0.4,1491.0466179599148,1500.8718140482238,2,22.06692402459115,1.65,2.34,1
379,TOR,1610612761,2021-03-11,120,121,0.438,0.459,0.826,50,14,4,0.4722222222222222,0.4,1500.8718140482238,1491.0466179599148,-2,19.11048338029073,2.34,1.65,0
380,OKC,1610612760,2021-03-11,116,108,0.451,0.5,0.9,55,9,6,0.4166666666666667,0.5,1434.2881651301623,1526.4548687643853,1,13.808361234850993,2.13,1.76,1
381,DAL,1610612742,2021-03-11,108,116,0.427,0.441,0.697,37,6,9,0.5428571428571428,0.5,1526.4548687643853,1434.2881651301623,4,15.189563295298393,1.76,2.13,0
382,MIN,1610612750,2021-03-11,135,105,0.537,0.475,0.875,38,12,10,0.19444444444444445,0.2,1327.5560367701535,1486.9341780270445,-9,15.81233007151204,3.83,1.29,1
383,NOP,1610612740,2021-03-11,105,135,0.43,0.188,0.542,51,18,6,0.4166666666666667,0.6,1486.9341780270445,1327.5560367701535,-2,22.489716798984592,1.29,3.83,0
384,PHI,1610612755,2021-03-12,127,101,0.544,0.524,1.0,49,17,6,0.6756756756756757,0.6,1589.2580532161767,1439.0268946103527,3,13.878321088005759,1.62,2.4,1
385,WAS,1610612764,2021-03-12,101,127,0.488,0.333,0.591,32,18,2,0.4,0.6,1439.0268946103527,1589.2580532161767,-1,18.545031354604728,2.4,1.62,0
386,IND,1610612754,2021-03-13,122,111,0.529,0.464,0.81,45,16,6,0.4444444444444444,0.4,1475.397901728643,1629.374996992596,-2,14.834123429825745,3.4,1.35,1
387,PHX,1610612756,2021-03-13,111,122,0.473,0.387,0.765,40,16,4,0.6944444444444444,0.8,1629.374996992596,1475.397901728643,5,24.774021789027906,1.35,3.4,0
388,DET,1610612765,2021-03-13,95,100,0.404,0.25,0.75,46,13,8,0.2702702702702703,0.3,1428.9729849028845,1594.989690310588,-2,17.5460315102225,5.99,1.15,0
389,BKN,1610612751,2021-03-13,100,95,0.488,0.222,0.727,35,12,7,0.6578947368421053,0.8,1594.989690310588,1428.9729849028845,3,23.0693597057542,1.15,5.99,1
390,DEN,1610612743,2021-03-13,103,116,0.411,0.39,0.722,42,10,1,0.5945945945945946,0.7,1597.6367185284512,1514.1118865338656,5,23.437242565416422,1.87,1.99,0
391,DAL,1610612742,2021-03-13,116,103,0.488,0.391,0.875,48,8,3,0.5277777777777778,0.5,1514.1118865338656,1597.6367185284512,-1,19.747167077583924,1.99,1.87,1
392,POR,1610612757,2021-03-13,125,121,0.483,0.325,0.867,34,8,5,0.5833333333333334,0.5,1505.0552500426527,1363.3683181302433,-1,19.544670835087196,1.49,2.75,1
393,MIN,1610612750,2021-03-13,121,125,0.512,0.385,0.742,56,18,7,0.21621621621621623,0.2,1363.3683181302433,1505.0552500426527,1,17.360348635634193,2.75,1.49,0
394,TOR,1610612761,2021-03-13,104,114,0.385,0.326,0.833,47,16,6,0.4594594594594595,0.6,1496.682704652154,1498.69800467091,-3,19.1907038216068,2.18,1.73,0
395,CHA,1610612766,2021-03-13,114,104,0.481,0.429,0.789,51,27,6,0.5,0.7,1498.69800467091,1496.682704652154,2,21.208132612968452,1.73,2.18,1
396,OKC,1610612760,2021-03-13,97,119,0.487,0.25,0.714,40,18,4,0.43243243243243246,0.6,1446.631147360682,1487.287577993254,2,10.63162259815807,2.57,1.55,0
397,NYK,1610612752,2021-03-13,119,97,0.489,0.4,0.773,44,11,2,0.5,0.3,1487.287577993254,1446.631147360682,-1,16.6578833065593,1.55,2.57,1
398,GSW,1610612744,2021-03-14,131,119,0.562,0.516,0.833,40,14,2,0.5,0.7,1491.6793095260998,1655.1734455874405,-4,20.89820079172361,3.56,1.32,1
399,UTA,1610612762,2021-03-14,119,131,0.441,0.341,0.759,51,14,6,0.7567567567567568,0.5,1655.1734455874405,1491.6793095260998,1,20.32795926650212,1.32,3.56,0
400,MIA,1610612748,2021-03-14,102,97,0.416,0.28,0.933,43,11,6,0.5263157894736842,0.7,1526.9290024398188,1377.7466944506145,3,17.688540764642088,1.32,3.57,1
401,ORL,1610612753,2021-03-14,97,102,0.44,0.4,0.714,45,23,1,0.34210526315789475,0.4,1377.7466944506145,1526.9290024398188,-7,17.032685433229396,3.57,1.32,0
402,CLE,1610612739,2021-03-14,82,100,0.383,0.267,0.522,34,13,5,0.3783783783783784,0.2,1376.1259448564354,1505.2426834163716,-2,17.11557861029625,2.86,1.46,0
403,ATL,1610612737,2021-03-14,100,82,0.451,0.414,0.923,49,21,6,0.47368421052631576,0.4,1505.2426834163716,1376.1259448564354,4,17.925780528454904,1.46,2.86,1
404,POR,1610612757,2021-03-14,112,114,0.438,0.378,0.81,42,12,3,0.5945945945945946,0.6,1508.539606168203,1359.883962004693,1,20.29810100540304,1.49,2.75,0
405,MIN,1610612750,2021-03-14,114,112,0.493,0.342,0.744,45,12,4,0.21052631578947367,0.2,1359.883962004693,1508.539606168203,-1,16.496014474668637,2.75,1.49,1
406,MEM,1610612763,2021-03-14,122,128,0.511,0.318,0.724,32,7,3,0.5,0.6,1530.2460882801417,1431.6480067347254,-1,18.282286662046197,1.28,3.99,0
407,OKC,1610612760,2021-03-14,128,122,0.575,0.516,0.824,46,25,4,0.42105263157894735,0.5,1431.6480067347254,1530.2460882801417,-1,14.95279428421462,3.99,1.28,1
408,NOP,1610612740,2021-03-14,135,115,0.654,0.462,0.81,40,19,1,0.42105263157894735,0.5,1470.4139026512341,1577.7790890177357,1,17.38929773791574,2.98,1.43,1
409,LAC,1610612746,2021-03-14,115,135,0.457,0.349,0.842,32,12,2,0.6410256410256411,0.5,1577.7790890177357,1470.4139026512341,1,19.021824600585298,1.43,2.98,0
410,GSW,1610612744,2021-03-15,97,128,0.43,0.351,0.667,30,22,2,0.5128205128205128,0.8,1510.9389749549327,1577.1505337070041,1,21.202901790250404,2.04,1.82,0
411,LAL,1610612747,2021-03-15,128,97,0.628,0.407,0.76,46,19,3,0.6578947368421053,0.5,1577.1505337070041,1510.9389749549327,1,20.93048304373905,1.82,2.04,1
412,MEM,1610612763,2021-03-15,99,122,0.437,0.217,0.692,39,11,0,0.4857142857142857,0.5,1519.5307687937848,1611.5889210655141,-2,19.16219264445328,3.55,1.32,0
413,PHX,1610612756,2021-03-15,122,99,0.566,0.4,0.889,42,15,5,0.6756756756756757,0.7,1611.5889210655141,1519.5307687937848,-1,22.21299333881796,1.32,3.55,1
414,NYK,1610612752,2021-03-15,112,117,0.402,0.357,0.852,40,9,2,0.5128205128205128,0.4,1502.2707186192106,1598.440574977459,1,16.530265541626264,3.96,1.28,0
415,BKN,1610612751,2021-03-15,117,112,0.579,0.414,0.773,41,15,6,0.6666666666666666,0.8,1598.440574977459,1502.2707186192106,4,22.185237680351968,1.28,3.96,1
416,DAL,1610612742,2021-03-15,99,109,0.494,0.415,0.8,33,15,4,0.5405405405405406,0.8,1530.3391215786735,1554.4919814864713,1,21.51845901516631,1.98,1.88,0
417,LAC,1610612746,2021-03-15,109,99,0.5,0.438,0.818,46,9,0,0.625,0.4,1554.4919814864713,1530.3391215786735,-1,20.07698228714986,1.88,1.98,1
418,IND,1610612754,2021-03-15,106,121,0.433,0.405,0.846,39,12,9,0.4594594594594595,0.5,1493.183977655725,1581.4094834836433,1,16.40652309377086,2.53,1.57,0
419,DEN,1610612743,2021-03-15,121,106,0.464,0.536,0.842,54,10,7,0.5789473684210527,0.6,1581.4094834836433,1493.183977655725,-1,24.58741299338628,1.57,2.53,1
420,CHA,1610612766,2021-03-15,122,116,0.479,0.4,0.8,46,9,3,0.5135135135135135,0.7,1508.9987195044207,1410.3602084799306,3,19.82380259799697,1.66,2.31,1
421,SAC,1610612758,2021-03-15,116,122,0.558,0.29,0.647,44,12,6,0.39473684210526316,0.3,1410.3602084799306,1508.9987195044207,-1,20.38553474676327,2.31,1.66,0
422,WAS,1610612764,2021-03-15,122,133,0.506,0.421,0.75,33,14,1,0.3783783783783784,0.5,1424.630321482859,1589.384332682786,-3,18.135399689562703,4.16,1.25,0
423,MIL,1610612749,2021-03-15,133,122,0.553,0.393,0.947,46,16,5,0.631578947368421,0.5,1589.384332682786,1424.630321482859,3,22.975333089091002,1.25,4.16,1
424,PHI,1610612755,2021-03-16,99,96,0.411,0.344,0.737,50,12,10,0.6923076923076923,0.8,1617.335296021084,1497.500047956598,5,22.681815519970993,1.34,3.43,1
425,NYK,1610612752,2021-03-16,96,99,0.44,0.333,0.636,47,13,5,0.5,0.4,1497.500047956598,1617.335296021084,-1,17.14289997333129,3.43,1.34,0
426,MIN,1610612750,2021-03-16,121,137,0.522,0.314,0.727,34,12,6,0.23076923076923078,0.3,1367.5810263417802,1594.412994759019,1,16.65128755375094,3.77,1.3,0
427,LAL,1610612747,2021-03-16,137,121,0.575,0.5,0.857,43,14,3,0.6666666666666666,0.6,1594.412994759019,1367.5810263417802,2,20.56825986000624,1.3,3.77,1
428,CHI,1610612741,2021-03-16,123,102,0.511,0.333,0.833,42,12,4,0.4594594594594595,0.5,1500.5239852961195,1442.3633262210824,1,19.035666635992516,1.36,3.29,1
429,OKC,1610612760,2021-03-16,102,123,0.467,0.35,0.846,43,17,9,0.4358974358974359,0.4,1442.3633262210824,1500.5239852961195,1,13.70206408248322,3.29,1.36,0
430,UTA,1610612762,2021-03-16,117,109,0.475,0.442,0.917,38,17,6,0.7368421052631579,0.5,1635.9137801586076,1514.5191993817564,-1,21.782895854405687,1.63,2.38,1
431,BOS,1610612738,2021-03-16,109,117,0.49,0.345,0.75,45,14,5,0.5263157894736842,0.7,1514.5191993817564,1635.9137801586076,1,19.16451947094952,2.38,1.63,0
432,POR,1610612757,2021-03-16,125,124,0.521,0.419,1.0,32,17,8,0.5789473684210527,0.7,1500.8425418311158,1493.7010101824985,-1,19.970952090380372,1.79,2.09,1
433,NOP,1610612740,2021-03-16,124,125,0.523,0.485,0.8,41,16,3,0.4358974358974359,0.2,1493.7010101824985,1500.8425418311158,2,20.25271984073415,2.09,1.79,0
434,CLE,1610612739,2021-03-17,117,110,0.541,0.435,0.818,40,17,3,0.358974358974359,0.4,1360.542685299518,1509.022904444845,-4,15.49439836935144,3.61,1.31,1
435,BOS,1610612738,2021-03-17,110,117,0.455,0.263,0.69,40,12,9,0.5128205128205128,0.2,1509.022904444845,1360.542685299518,-1,21.22717897951905,1.31,3.61,0
436,DET,1610612765,2021-03-17,116,112,0.507,0.414,0.875,54,21,5,0.2564102564102564,0.4,1417.7963277120525,1468.0331681907048,-4,17.2224750523066,3.04,1.41,1
437,TOR,1610612761,2021-03-17,112,116,0.43,0.3,0.765,30,9,6,0.4358974358974359,0.5,1468.0331681907048,1417.7963277120525,-5,23.042712984894287,1.41,3.04,0
438,BKN,1610612751,2021-03-17,124,115,0.483,0.333,0.775,50,18,2,0.675,0.7,1603.2112456400714,1483.734639651253,5,17.459840001855934,2.07,1.8,1
439,IND,1610612754,2021-03-17,115,124,0.512,0.281,0.8,34,16,3,0.4473684210526316,0.3,1483.734639651253,1603.2112456400714,-1,18.57916526383586,1.8,2.07,0
440,LAC,1610612746,2021-03-17,89,105,0.42,0.281,0.545,37,13,3,0.6341463414634146,0.5,1563.966175261047,1520.8649278040978,1,19.376915545985582,1.75,2.16,0
441,DAL,1610612742,2021-03-17,105,89,0.506,0.441,0.833,43,18,7,0.5263157894736842,0.8,1520.8649278040978,1563.966175261047,-1,22.005656521630797,2.16,1.75,1
442,ORL,1610612753,2021-03-18,93,94,0.427,0.294,0.813,49,11,6,0.3333333333333333,0.2,1374.0046718095932,1494.0914885152558,-8,16.933808789186482,2.75,1.49,0
443,NYK,1610612752,2021-03-18,94,93,0.43,0.412,0.545,43,7,4,0.4878048780487805,0.7,1494.0914885152558,1374.0046718095932,-2,16.550484986287078,1.49,2.75,1
444,MIN,1610612750,2021-03-18,123,119,0.473,0.324,0.686,38,12,4,0.225,0.2,1362.5072004299645,1624.0602696552764,-1,16.86851118978009,5.79,1.16,1
445,PHX,1610612756,2021-03-18,119,123,0.529,0.417,0.737,47,22,6,0.6842105263157895,0.7,1624.0602696552764,1362.5072004299645,1,22.178872475249563,1.16,5.79,0
446,POR,1610612757,2021-03-18,101,93,0.379,0.326,0.84,50,13,8,0.5897435897435898,0.7,1504.7788937106209,1489.7646583029934,1,19.479708508699453,1.84,2.02,1
447,NOP,1610612740,2021-03-18,93,101,0.398,0.27,0.68,44,13,5,0.425,0.2,1489.7646583029934,1504.7788937106209,-1,22.245116330881924,2.02,1.84,0
448,OKC,1610612760,2021-03-18,93,116,0.366,0.382,0.75,38,10,3,0.425,0.3,1428.8550792774906,1519.4884128423464,-1,16.34559466501346,3.72,1.3,0
449,ATL,1610612737,2021-03-18,116,93,0.54,0.333,0.846,50,14,7,0.5,0.5,1519.4884128423464,1428.8550792774906,6,20.553893762869027,1.3,3.72,1
450,PHX,1610612756,2021-03-19,113,101,0.5,0.519,0.765,40,18,1,0.6666666666666666,0.6,1610.969191531788,1375.598278553453,-1,20.843354850592533,1.16,5.79,1
451,MIN,1610612750,2021-03-19,101,113,0.468,0.371,0.778,39,20,6,0.24390243902439024,0.3,1375.598278553453,1610.969191531788,1,17.544771274585592,5.79,1.16,0
