,TEAM_ABBV,TEAM_ID,DATE,PTS_A,PTS_CON_A,FG_PCT_A,FG3_PCT_A,FT_PCT_A,REB_A,TOV_A,BLK_A,SEASON_A_PCT,H/A_A,ELO_A,ELO_OPP,STREAK_A,PER_A,ODDS_A,ODDS_OPP,WINNER
35,DET,1610612765,2019-11-20,89,109,0.337,0.242,0.781,46,17,8,0.3076923076923077,0.14285714285714285,1454.123481880031,1453.5698940886582,-4,18.448029212060185,1.92,1.93,0
36,MIA,1610612748,2019-11-20,124,100,0.526,0.514,0.742,44,24,5,0.75,1.0,1562.5061011723708,1447.1174546472228,3,19.001628885335272,1.21,4.77,1
37,CLE,1610612739,2019-11-20,100,124,0.425,0.316,0.875,34,19,2,0.3076923076923077,0.2857142857142857,1447.1174546472228,1562.5061011723708,-4,15.490507797042287,4.77,1.21,0
38,MIN,1610612750,2019-11-20,95,103,0.393,0.311,0.524,51,14,9,0.5714285714285714,0.42857142857142855,1492.4814759264516,1525.5287189438664,1,19.517910247062222,2.31,1.66,0
39,UTA,1610612762,2019-11-20,103,95,0.407,0.424,0.704,51,11,6,0.6153846153846154,0.3333333333333333,1525.5287189438664,1492.4814759264516,-2,16.86957082083698,1.66,2.31,1
40,WAS,1610612764,2019-11-20,138,132,0.587,0.6,0.8,38,17,3,0.2727272727272727,0.25,1474.951785286305,1462.0942631735145,-1,21.036461771304392,2.12,1.76,1
41,SAS,1610612759,2019-11-20,132,138,0.527,0.375,0.759,41,12,8,0.35714285714285715,0.16666666666666666,1462.0942631735145,1474.951785286305,-6,21.032049614034406,1.76,2.12,0
42,TOR,1610612761,2019-11-20,113,97,0.517,0.333,0.737,47,13,5,0.6923076923076923,1.0,1558.2922672313357,1507.0356979411627,1,15.877618939255681,1.66,2.3,1
43,ORL,1610612753,2019-11-20,97,113,0.385,0.281,0.643,43,14,8,0.46153846153846156,0.0,1507.0356979411627,1558.2922672313357,3,16.765287503402238,2.3,1.66,0
44,LAC,1610612746,2019-11-22,122,119,0.517,0.394,0.792,47,19,4,0.6666666666666666,0.9,1559.6591508400966,1560.1481536008284,3,24.843480452592022,1.47,2.79,1
45,HOU,1610612745,2019-11-22,119,122,0.464,0.349,0.684,43,15,2,0.7333333333333333,0.625,1560.1481536008284,1559.6591508400966,-1,19.477797173866882,2.79,1.47,0
46,ATL,1610612737,2019-11-22,103,128,0.432,0.27,1.0,34,20,2,0.2857142857142857,0.2857142857142857,1420.7687638755606,1437.7098451395927,-4,15.76043684005819,3.19,1.38,0
47,DET,1610612765,2019-11-22,128,103,0.598,0.5,0.65,42,19,10,0.2857142857142857,0.5,1437.7098451395927,1420.7687638755606,-5,14.477301349372828,1.38,3.19,1
48,GSW,1610612744,2019-11-22,109,113,0.457,0.429,0.917,37,9,3,0.1875,0.2222222222222222,1400.0992280358757,1533.5353449379984,-1,16.831771177712834,11.36,1.05,0
49,UTA,1610612762,2019-11-22,113,109,0.506,0.438,0.813,48,21,10,0.6428571428571429,0.8571428571428571,1533.5353449379984,1400.0992280358757,1,17.821771242675947,1.05,11.36,1
50,DAL,1610612742,2019-11-22,143,101,0.58,0.541,0.778,49,5,7,0.6428571428571429,0.625,1548.3252002267689,1435.5317090184753,3,18.55715591904037,1.19,5.07,1
51,CLE,1610612739,2019-11-22,101,143,0.43,0.414,0.882,34,10,3,0.2857142857142857,0.25,1435.5317090184753,1548.3252002267689,-5,14.600605865728728,5.07,1.19,0
52,OKC,1610612760,2019-11-22,127,130,0.527,0.355,0.9,37,12,3,0.35714285714285715,0.625,1485.602087830396,1595.2309280601953,-2,16.135149385548807,2.66,1.51,0
53,LAL,1610612747,2019-11-22,130,127,0.511,0.548,0.793,45,16,6,0.8571428571428571,0.8,1595.2309280601953,1485.602087830396,5,19.237356249971977,1.51,2.66,1
54,NYK,1610612752,2019-11-23,104,111,0.43,0.375,0.6,37,11,3,0.26666666666666666,0.42857142857142855,1426.9290947864602,1446.5650551437975,-1,18.24102626611744,2.25,1.69,0
55,SAS,1610612759,2019-11-23,111,104,0.533,0.522,0.679,47,22,3,0.3125,0.125,1446.5650551437975,1426.9290947864602,-8,19.380742289082853,1.69,2.25,1
56,ORL,1610612753,2019-11-23,106,111,0.467,0.419,0.778,33,14,5,0.42857142857142855,0.0,1495.5088939531008,1539.9414316031423,-1,16.18529163709854,3.19,1.38,0
57,IND,1610612754,2019-11-23,111,106,0.544,0.417,0.938,42,19,6,0.5714285714285714,0.7142857142857143,1539.9414316031423,1495.5088939531008,1,18.578843197459463,1.38,3.19,1
58,CHI,1610612741,2019-11-23,116,115,0.453,0.468,0.667,39,13,3,0.3125,0.2857142857142857,1464.0411336301152,1422.5860117264579,-1,14.68806601739737,1.79,2.08,1
59,CHA,1610612766,2019-11-23,115,116,0.55,0.429,0.682,43,20,7,0.375,0.42857142857142855,1422.5860117264579,1464.0411336301152,-3,16.825032492139062,2.08,1.79,0
60,LAL,1610612747,2019-11-23,109,108,0.452,0.333,0.69,40,16,7,0.8666666666666667,0.8333333333333334,1598.8007196542308,1420.8198599688264,6,19.105264336341147,1.29,3.73,1
61,MEM,1610612763,2019-11-23,108,109,0.483,0.467,0.615,47,22,3,0.35714285714285715,0.3333333333333333,1420.8198599688264,1598.8007196542308,-2,16.225158461872716,3.73,1.29,0
62,NYK,1610612752,2019-11-24,101,103,0.463,0.514,0.563,43,19,4,0.25,0.375,1419.1140521449634,1488.7036467317764,-2,12.438268716522744,2.16,1.74,0
63,BKN,1610612751,2019-11-24,103,101,0.403,0.368,0.794,35,12,1,0.4666666666666667,0.2857142857142857,1488.7036467317764,1419.1140521449634,2,15.914674045820735,1.74,2.16,1
64,NOP,1610612740,2019-11-24,109,134,0.439,0.317,0.556,45,9,6,0.375,0.25,1470.2117894886032,1565.259827369076,-1,20.95206132914948,7.65,1.1,0
65,LAC,1610612746,2019-11-24,134,109,0.469,0.372,0.788,56,8,5,0.6875,0.9,1565.259827369076,1470.2117894886032,4,24.665999147775228,1.1,7.65,1
66,PHX,1610612756,2019-11-24,104,116,0.5,0.343,0.833,36,12,2,0.5333333333333333,0.6,1528.7844708071004,1562.1349996508761,1,19.589390563419634,5.76,1.16,0
67,DEN,1610612743,2019-11-24,116,104,0.473,0.452,0.696,52,11,2,0.7857142857142857,0.75,1562.1349996508761,1528.7844708071004,4,19.572181079339938,1.16,5.76,1
68,GSW,1610612744,2019-11-25,97,100,0.416,0.45,0.875,41,13,7,0.17647058823529413,0.14285714285714285,1396.477623612788,1482.0322962363605,-2,16.670640194339825,3.46,1.33,0
69,OKC,1610612760,2019-11-25,100,97,0.471,0.344,0.818,43,16,13,0.3333333333333333,0.0,1482.0322962363605,1396.477623612788,-3,19.450963737778345,1.33,3.46,1
70,LAL,1610612747,2019-11-25,114,104,0.494,0.424,0.667,40,9,6,0.875,0.8571428571428571,1600.6698735278692,1454.3800977852943,7,20.294395126522186,1.52,2.65,1
71,SAS,1610612759,2019-11-25,104,114,0.466,0.4,0.8,41,13,5,0.35294117647058826,0.5,1454.3800977852943,1600.6698735278692,1,18.77426268852279,2.65,1.52,0
72,SAC,1610612758,2019-11-25,102,103,0.468,0.383,0.667,36,17,8,0.4666666666666667,0.375,1478.584623189758,1573.1873847143165,1,17.753449376356873,3.11,1.4,0
73,BOS,1610612738,2019-11-25,103,102,0.447,0.233,0.87,38,12,4,0.7333333333333333,1.0,1573.1873847143165,1478.584623189758,-2,16.433201276039004,1.4,3.11,1
74,MIL,1610612749,2019-11-25,122,118,0.443,0.317,0.793,49,9,6,0.8125,0.8333333333333334,1607.236692642922,1544.346234198133,7,18.95080575105569,1.23,4.44,1
75,UTA,1610612762,2019-11-25,118,122,0.506,0.467,0.917,40,17,6,0.6875,0.42857142857142855,1544.346234198133,1607.236692642922,3,15.057092504127684,4.44,1.23,0
76,MIN,1610612750,2019-11-27,113,101,0.435,0.45,0.778,53,11,6,0.5294117647058824,0.75,1488.7836085608485,1448.7856846013974,1,21.081728379865414,2.3,1.67,1
77,SAS,1610612759,2019-11-27,101,113,0.423,0.172,0.824,46,6,8,0.3333333333333333,0.4444444444444444,1448.7856846013974,1488.7836085608485,-1,19.46144413870746,1.67,2.3,0
78,MIA,1610612748,2019-11-27,108,117,0.463,0.378,0.741,41,19,3,0.75,0.5555555555555556,1564.8170590043408,1542.2209104597157,1,16.18626136774444,3.61,1.31,0
79,HOU,1610612745,2019-11-27,117,108,0.458,0.341,0.788,43,15,2,0.6470588235294118,0.75,1542.2209104597157,1564.8170590043408,-3,25.45965258925129,1.31,3.61,1
80,ORL,1610612753,2019-11-27,116,104,0.484,0.364,0.824,34,11,6,0.375,0.0,1474.0294227957945,1422.8030062272667,-3,16.93517471950876,1.93,1.92,1
81,CLE,1610612739,2019-11-27,104,116,0.457,0.324,0.864,49,25,0,0.29411764705882354,0.375,1422.8030062272667,1474.0294227957945,-1,15.347643508955944,1.92,1.93,0
82,OKC,1610612760,2019-11-27,119,136,0.443,0.314,0.789,38,6,2,0.375,0.14285714285714285,1486.0017294821553,1460.381809978567,1,18.032792635830756,2.22,1.7,0
83,POR,1610612757,2019-11-27,136,119,0.521,0.467,1.0,54,9,1,0.3333333333333333,0.2,1460.381809978567,1486.0017294821553,1,16.14853753947856,1.7,2.22,1
84,ATL,1610612737,2019-11-27,102,111,0.404,0.324,0.682,49,19,5,0.23529411764705882,0.25,1391.595682946041,1612.1799034271553,-7,16.005713255311118,9.89,1.07,0
85,MIL,1610612749,2019-11-27,111,102,0.477,0.294,0.63,47,14,11,0.8235294117647058,0.8571428571428571,1612.1799034271553,1391.595682946041,8,20.44501725698682,1.07,9.89,1
86,CHA,1610612766,2019-11-27,102,101,0.443,0.233,0.85,41,4,7,0.3333333333333333,0.375,1410.9062350377894,1464.260619397668,-5,15.732380144977705,2.51,1.57,1
87,DET,1610612765,2019-11-27,101,102,0.466,0.313,0.6,46,9,2,0.35294117647058826,0.1111111111111111,1464.260619397668,1410.9062350377894,1,19.052526559148696,1.57,2.51,0
88,SAS,1610612759,2019-11-29,107,97,0.43,0.389,0.929,48,11,8,0.3157894736842105,0.4,1438.8026231924455,1593.9983702498014,-2,18.57733209862973,2.9,1.44,1
89,LAC,1610612746,2019-11-29,97,107,0.391,0.364,1.0,48,15,5,0.7368421052631579,0.42857142857142855,1593.9983702498014,1438.8026231924455,7,21.502936923344578,1.44,2.9,0
90,NYK,1610612752,2019-11-29,95,101,0.436,0.4,0.576,37,14,4,0.2222222222222222,0.3333333333333333,1405.1360554380044,1560.823797468127,-4,17.02102444877981,3.17,1.38,0
91,PHI,1610612755,2019-11-29,101,95,0.431,0.269,0.8,46,16,10,0.6666666666666666,0.4,1560.823797468127,1405.1360554380044,1,18.31247561402587,1.38,3.17,1
92,BOS,1610612738,2019-11-29,107,112,0.441,0.321,0.762,48,19,7,0.7647058823529411,0.6,1583.959147887587,1488.0936828168976,2,21.27476009275402,1.52,2.62,0
93,BKN,1610612751,2019-11-29,112,107,0.462,0.415,0.692,49,20,6,0.5,0.625,1488.0936828168976,1583.959147887587,-1,17.246296070450963,2.62,1.52,1
94,ORL,1610612753,2019-11-29,83,90,0.346,0.241,0.815,52,24,11,0.4117647058823529,0.6666666666666666,1483.5712667072198,1589.6179436110112,1,17.615291707908654,2.33,1.64,0
95,TOR,1610612761,2019-11-29,90,83,0.369,0.289,0.607,46,14,4,0.7647058823529411,0.5555555555555556,1589.6179436110112,1483.5712667072198,5,16.860774922856823,1.64,2.33,1
96,MIL,1610612749,2019-11-29,119,110,0.511,0.353,0.739,47,13,4,0.8333333333333334,0.8,1615.8086844264697,1413.2611623158414,9,20.676317271850582,1.13,6.51,1
97,CLE,1610612739,2019-11-29,110,119,0.5,0.5,0.5,41,15,1,0.2777777777777778,0.3333333333333333,1413.2611623158414,1615.8086844264697,-2,14.505843582141965,6.51,1.13,0
98,CHA,1610612766,2019-11-29,110,107,0.482,0.5,0.733,37,10,6,0.3684210526315789,0.3,1415.7716879628858,1459.3951664725716,1,17.08363743864936,3.89,1.28,1
99,DET,1610612765,2019-11-29,107,110,0.494,0.429,0.5,45,14,4,0.3333333333333333,0.625,1459.3951664725716,1415.7716879628858,-1,17.235826082580093,1.28,3.89,0
100,POR,1610612757,2019-11-29,107,103,0.452,0.333,0.75,49,13,11,0.3684210526315789,0.3333333333333333,1476.4364916797604,1432.0189257397028,2,20.857469438859958,1.33,3.44,1
101,CHI,1610612741,2019-11-29,103,107,0.383,0.368,0.68,47,11,2,0.3157894736842105,0.3333333333333333,1432.0189257397028,1476.4364916797604,-2,15.781595629325851,3.44,1.33,0
102,MEM,1610612763,2019-11-29,94,103,0.394,0.294,0.588,55,12,8,0.29411764705882354,0.3,1409.8675665336468,1524.362052775152,-5,18.057086690570948,3.58,1.32,0
103,UTA,1610612762,2019-11-29,103,94,0.4,0.343,0.789,52,7,2,0.6111111111111112,0.3333333333333333,1524.362052775152,1409.8675665336468,-2,18.514838327681577,1.32,3.58,1
104,OKC,1610612760,2019-11-29,109,104,0.478,0.382,0.625,42,11,8,0.35294117647058826,0.5555555555555556,1469.9470477809618,1453.7868497756917,-1,19.201610763804972,1.51,2.67,1
105,NOP,1610612740,2019-11-29,104,109,0.448,0.289,0.714,44,14,3,0.3333333333333333,0.2222222222222222,1453.7868497756917,1469.9470477809618,-3,21.216214814785147,2.67,1.51,0
106,SAC,1610612758,2019-11-30,100,97,0.385,0.242,0.857,50,16,4,0.4117647058823529,0.5714285714285714,1470.1871006756853,1580.834833357419,-2,17.87566552265721,2.49,1.57,1
107,DEN,1610612743,2019-11-30,97,100,0.414,0.344,0.667,48,17,5,0.8125,0.8333333333333334,1580.834833357419,1470.1871006756853,6,17.79571052237906,1.57,2.49,0
108,LAL,1610612747,2019-12-01,100,114,0.46,0.259,0.813,45,17,3,0.8947368421052632,0.9,1619.9476463710316,1571.5676897017981,10,20.77198740313832,1.37,3.23,0
109,DAL,1610612742,2019-12-01,114,100,0.433,0.347,0.722,51,13,1,0.6666666666666666,0.75,1571.5676897017981,1619.9476463710316,1,22.41283726257792,3.23,1.37,1
110,NYK,1610612752,2019-12-01,104,113,0.461,0.308,0.703,39,16,6,0.21052631578947367,0.3,1401.150150199792,1574.2859612319396,-5,11.423312770505943,3.67,1.3,0
111,BOS,1610612738,2019-12-01,113,104,0.441,0.366,0.727,44,14,7,0.7222222222222222,0.6,1574.2859612319396,1401.150150199792,-1,15.020903920034888,1.3,3.67,1
112,MIN,1610612750,2019-12-01,107,115,0.388,0.306,0.857,53,16,6,0.5555555555555556,0.3333333333333333,1498.7666699698004,1403.787098361195,2,21.10961332536017,1.13,6.72,0
113,MEM,1610612763,2019-12-01,115,107,0.41,0.4,0.81,50,11,3,0.2777777777777778,0.3333333333333333,1403.787098361195,1498.7666699698004,-6,9.995263884682723,6.72,1.13,1
114,NOP,1610612740,2019-12-01,104,107,0.448,0.447,0.9,41,11,7,0.3157894736842105,0.4444444444444444,1447.1622107483083,1476.5716868083452,-4,19.505495826895306,1.7,2.23,0
115,OKC,1610612760,2019-12-01,107,104,0.469,0.333,0.769,47,11,3,0.3888888888888889,0.125,1476.5716868083452,1447.1622107483083,1,17.36800354435558,2.23,1.7,1
116,UTA,1610612762,2019-12-02,94,103,0.469,0.227,0.65,42,20,8,0.6,0.4,1517.7320587999347,1570.4998974652392,-1,17.24687361582074,2.82,1.47,0
117,PHI,1610612755,2019-12-02,103,94,0.407,0.5,0.696,47,15,3,0.7,1.0,1570.4998974652392,1517.7320587999347,3,21.9845785688233,1.47,2.82,1
118,IND,1610612754,2019-12-02,117,104,0.5,0.421,0.867,44,15,2,0.631578947368421,0.375,1563.943497444501,1416.2341887573384,-1,18.30067401494795,1.21,4.79,1
119,MEM,1610612763,2019-12-02,104,117,0.427,0.263,0.947,38,12,6,0.3157894736842105,0.2,1416.2341887573384,1563.943497444501,1,13.265284337394043,4.79,1.21,0
120,POR,1610612757,2019-12-03,97,117,0.429,0.259,0.8,49,13,6,0.4,0.3,1481.7672792530836,1589.6751984410826,3,17.76115737733113,4.54,1.22,0
121,LAC,1610612746,2019-12-03,117,97,0.457,0.5,0.56,49,11,3,0.7142857142857143,0.9,1589.6751984410826,1481.7672792530836,1,23.5839816960186,1.22,4.54,1
122,ORL,1610612753,2019-12-03,127,120,0.511,0.484,0.741,48,13,4,0.42105263157894735,0.125,1482.7522974318904,1459.5805476651585,1,18.435941734834678,1.93,1.92,1
123,WAS,1610612764,2019-12-03,120,127,0.506,0.343,0.783,38,10,3,0.3333333333333333,0.42857142857142855,1459.5805476651585,1482.7522974318904,-2,19.99362046256381,1.92,1.93,0
124,NOP,1610612740,2019-12-03,97,118,0.404,0.268,0.667,47,11,4,0.3,0.4,1442.1613552999613,1586.7983480726618,-5,19.58258503366154,2.65,1.51,0
125,DAL,1610612742,2019-12-03,118,97,0.432,0.422,0.852,51,12,8,0.6842105263157895,0.7777777777777778,1586.7983480726618,1442.1613552999613,2,18.653945522416137,1.51,2.65,1
126,CHI,1610612741,2019-12-04,106,99,0.429,0.394,0.73,50,21,13,0.3333333333333333,0.3,1436.7543009990889,1409.6731714733432,1,15.701742171169066,1.36,3.29,1
127,MEM,1610612763,2019-12-04,99,106,0.385,0.233,0.857,46,14,6,0.3,0.42857142857142855,1409.6731714733432,1436.7543009990889,-1,16.323828351132505,3.29,1.36,0
128,MIL,1610612749,2019-12-04,127,103,0.489,0.4,0.926,55,16,8,0.8571428571428571,0.8,1641.3796190000496,1495.0318553290733,12,21.864173323151597,1.23,4.43,1
129,DET,1610612765,2019-12-04,103,127,0.419,0.306,0.636,40,12,3,0.38095238095238093,0.6,1495.0318553290733,1641.3796190000496,2,15.57552080481557,4.43,1.23,0
130,POR,1610612757,2019-12-04,127,116,0.56,0.5,0.81,43,12,10,0.38095238095238093,0.42857142857142855,1471.2268669838052,1468.1443700494012,-1,20.83678207632639,1.49,2.72,1
131,SAC,1610612758,2019-12-04,116,127,0.463,0.324,0.739,44,10,7,0.42105263157894735,0.3,1468.1443700494012,1471.2268669838052,-1,14.068722274394705,2.72,1.49,0
132,LAL,1610612747,2019-12-04,121,96,0.511,0.483,0.6,46,8,12,0.8571428571428571,0.9,1613.3393663588042,1509.8001605236666,1,21.45866552132735,2.1,1.77,1
133,UTA,1610612762,2019-12-04,96,121,0.41,0.452,0.737,40,20,3,0.5714285714285714,0.8888888888888888,1509.8001605236666,1613.3393663588042,-2,17.379789166726717,1.77,2.1,0
134,GSW,1610612744,2019-12-04,91,106,0.462,0.391,0.667,37,16,3,0.18181818181818182,0.1,1374.6188021604023,1405.848477969734,-3,16.935182869408465,2.18,1.73,0
135,CHA,1610612766,2019-12-04,106,91,0.46,0.438,0.625,44,15,7,0.36363636363636365,0.4,1405.848477969734,1374.6188021604023,-2,15.815651069235606,1.73,2.18,1
136,IND,1610612754,2019-12-04,107,100,0.483,0.375,0.824,39,9,1,0.65,0.4444444444444444,1570.5045147284961,1481.5725422566923,1,19.204508553132328,1.87,1.99,1
137,OKC,1610612760,2019-12-04,100,107,0.488,0.346,0.9,37,13,5,0.42105263157894735,0.6,1481.5725422566923,1570.5045147284961,2,17.763554969103957,1.99,1.87,0
138,NOP,1610612740,2019-12-05,132,139,0.506,0.415,0.771,40,24,9,0.2857142857142857,0.4,1432.9533205134371,1492.38883943075,-6,18.87882710021003,1.56,2.54,0
139,PHX,1610612756,2019-12-05,139,132,0.472,0.389,0.926,51,18,6,0.45,0.5,1492.38883943075,1432.9533205134371,-1,18.252418642205583,2.54,1.56,1
140,CHI,1610612741,2019-12-06,98,100,0.443,0.415,0.6,37,15,2,0.36363636363636365,0.4,1444.3481314581759,1362.6610216238323,2,16.05265956233917,1.5,2.71,0
141,GSW,1610612744,2019-12-06,100,98,0.535,0.375,0.682,39,20,4,0.17391304347826086,0.1,1362.6610216238323,1444.3481314581759,-4,16.66935385074806,2.71,1.5,1
142,DEN,1610612743,2019-12-06,95,108,0.415,0.167,0.8,41,14,4,0.7368421052631579,0.75,1575.9993216249993,1594.7237834843984,1,19.915234842118615,2.39,1.61,0
143,BOS,1610612738,2019-12-06,108,95,0.537,0.371,0.875,37,16,5,0.75,1.0,1594.7237834843984,1575.9993216249993,2,17.08026641093975,1.61,2.39,1
144,ORL,1610612753,2019-12-06,93,87,0.39,0.346,0.87,43,17,9,0.47619047619047616,0.2222222222222222,1504.0672469766862,1391.3305230350697,3,18.043106720765245,1.5,2.68,1
145,CLE,1610612739,2019-12-06,87,93,0.422,0.294,0.7,45,18,7,0.25,0.2,1391.3305230350697,1504.0672469766862,-4,15.19440525621666,2.68,1.5,0
146,IND,1610612754,2019-12-06,101,108,0.458,0.375,0.8,33,12,9,0.6666666666666666,0.5,1576.3909273246472,1484.9956045095446,2,18.137898793522123,1.84,2.01,0
147,DET,1610612765,2019-12-06,108,101,0.448,0.44,0.731,51,18,5,0.36363636363636365,0.6,1484.9956045095446,1576.3909273246472,-1,19.327159383300945,2.01,1.84,1
148,LAC,1610612746,2019-12-06,91,119,0.351,0.25,0.895,48,21,4,0.7272727272727273,0.375,1600.215610710361,1651.4158698195783,2,22.741864754459034,2.58,1.54,0
