,TEAM_ABBV,TEAM_ID,DATE,PTS_A,PTS_CON_A,FG_PCT_A,FG3_PCT_A,FT_PCT_A,REB_A,TOV_A,BLK_A,SEASON_A_PCT,H/A_A,ELO_A,ELO_OPP,PER_A,WINNER
1191,CHI,1610612741,2019-01-19,103,117,0.393,0.444,0.808,43,14,1,0.2222222222222222,0.2,1319.425796923583,1492.674250767817,16.325669497532456,0
1192,ORL,1610612753,2019-01-19,108,118,0.473,0.438,0.667,32,9,3,0.4222222222222222,0.6,1429.0510817212084,1661.796645771572,17.26259584427725,0
1193,MIL,1610612749,2019-01-19,118,108,0.553,0.4,0.8,46,13,7,0.7272727272727273,0.7,1661.796645771572,1429.0510817212084,22.89141648863973,1
1194,LAL,1610612747,2019-01-19,134,138,0.521,0.27,0.8,56,16,4,0.5434782608695652,0.4,1505.0867530117412,1565.520653130743,13.67553671528927,0
1195,HOU,1610612745,2019-01-19,138,134,0.42,0.368,0.806,39,12,4,0.5681818181818182,0.8,1565.520653130743,1505.0867530117412,16.954262377501344,1
1196,DET,1610612765,2019-01-19,101,103,0.439,0.345,0.76,46,17,2,0.45454545454545453,0.4,1455.6631702141508,1479.1562907867606,16.001468506763768,0
1197,SAC,1610612758,2019-01-19,103,101,0.449,0.4,0.722,39,13,5,0.5111111111111111,0.4,1479.1562907867606,1455.6631702141508,18.998161877784533,1
1198,DAL,1610612742,2019-01-19,99,111,0.42,0.243,0.8,44,13,4,0.45454545454545453,0.2,1491.8318031121892,1575.2771773408297,15.203929812587612,0
1199,IND,1610612754,2019-01-19,111,99,0.494,0.333,0.792,45,11,4,0.6590909090909091,0.8,1575.2771773408297,1491.8318031121892,21.19731924648946,1
1200,BOS,1610612738,2019-01-19,113,105,0.443,0.375,0.92,43,15,8,0.6,0.4,1588.6003306879686,1412.265036288173,20.41462960975739,1
1201,ATL,1610612737,2019-01-19,105,113,0.435,0.293,0.929,49,20,6,0.3181818181818182,0.6,1412.265036288173,1588.6003306879686,17.261885299951057,0
1202,DEN,1610612743,2019-01-19,124,102,0.562,0.405,0.818,43,12,2,0.6818181818181818,0.9,1572.6557041186738,1307.7343155504166,20.77117938787593,1
1203,CLE,1610612739,2019-01-19,102,124,0.486,0.345,0.846,28,14,1,0.1956521739130435,0.1,1307.7343155504166,1572.6557041186738,15.79077748295049,0
1204,PHX,1610612756,2019-01-19,115,135,0.448,0.333,0.788,26,8,7,0.2391304347826087,0.3,1365.912104776776,1485.2930458639175,17.54935490215744,0
1205,CHA,1610612766,2019-01-19,135,115,0.545,0.471,0.852,53,18,8,0.4772727272727273,0.7,1485.2930458639175,1365.912104776776,17.623190738724013,1
1206,MEM,1610612763,2019-01-19,90,119,0.425,0.345,0.8,42,26,3,0.4222222222222222,0.1,1437.4294604702711,1592.41905166485,12.460010606073505,0
1207,TOR,1610612761,2019-01-19,119,90,0.489,0.472,0.875,37,12,8,0.723404255319149,0.9,1592.41905166485,1437.4294604702711,16.589124831750787,1
1208,SAS,1610612759,2019-01-20,95,103,0.464,0.421,0.529,51,18,8,0.574468085106383,0.8,1572.5454094537681,1485.9642358413948,18.662188543792983,0
1209,LAC,1610612746,2019-01-20,103,95,0.459,0.524,0.583,41,12,2,0.5333333333333333,0.4,1485.9642358413948,1572.5454094537681,15.081588738523733,1
1210,CHA,1610612766,2019-01-20,95,120,0.402,0.343,0.68,44,16,6,0.4888888888888889,0.3,1495.3006981598921,1583.6146126275542,19.068517225957592,0
1211,IND,1610612754,2019-01-20,120,95,0.47,0.519,1.0,51,9,7,0.6666666666666666,0.8,1583.6146126275542,1495.3006981598921,20.86333873882652,1
1212,MIN,1610612750,2019-01-20,116,114,0.429,0.25,0.8,45,17,4,0.4666666666666667,0.6,1495.297887425039,1355.9044524808014,18.619242228523582,1
1213,PHX,1610612756,2019-01-20,114,116,0.465,0.308,0.688,38,16,5,0.23404255319148937,0.3,1355.9044524808014,1495.297887425039,14.268247083820297,0
1214,HOU,1610612745,2019-01-21,93,121,0.36,0.262,0.769,38,12,6,0.5777777777777777,0.4,1570.5144690391737,1577.5802665410285,15.350625916321386,0
1215,PHI,1610612755,2019-01-21,121,93,0.489,0.348,0.818,55,13,14,0.6382978723404256,0.6,1577.5802665410285,1570.5144690391737,22.713587651163724,1
1216,LAL,1610612747,2019-01-21,111,130,0.5,0.25,0.579,42,15,4,0.5319148936170213,0.5,1500.0929371033105,1626.94207592656,15.40226903967988,0
1217,GSW,1610612744,2019-01-21,130,111,0.51,0.432,0.737,50,12,6,0.6956521739130435,0.9,1626.94207592656,1500.0929371033105,26.495657419528243,1
1218,NYK,1610612752,2019-01-21,109,127,0.448,0.304,0.75,36,12,3,0.22727272727272727,0.2,1328.9430934729728,1543.9340397085855,9.31568620223078,0
1219,OKC,1610612760,2019-01-21,127,109,0.542,0.517,0.815,49,19,2,0.6,0.6,1543.9340397085855,1328.9430934729728,20.115105570157066,1
1220,SAC,1610612758,2019-01-21,94,123,0.419,0.4,0.545,37,14,4,0.5217391304347826,0.4,1483.578809169901,1505.59333507952,17.2965105345351,0
1221,BKN,1610612751,2019-01-21,123,94,0.5,0.371,0.833,56,17,4,0.5106382978723404,0.9,1505.59333507952,1483.578809169901,16.378704383231362,1
1222,BOS,1610612738,2019-01-21,107,99,0.494,0.4,0.9,36,19,7,0.6086956521739131,0.8,1592.833205482157,1498.7622183522046,20.89612484140715,1
1223,MIA,1610612748,2019-01-21,99,107,0.419,0.314,0.889,38,20,5,0.5,0.5,1498.7622183522046,1592.833205482157,17.27620101612986,0
1224,CHI,1610612741,2019-01-21,104,88,0.474,0.5,0.773,50,18,2,0.21739130434782608,0.3,1313.3378293391954,1302.5698448536543,13.69864865169427,1
1225,CLE,1610612739,2019-01-21,88,104,0.356,0.222,0.69,38,14,4,0.19148936170212766,0.2,1302.5698448536543,1313.3378293391954,14.775533489792114,0
1226,MIL,1610612749,2019-01-21,116,106,0.462,0.375,0.909,51,15,7,0.7333333333333333,0.8,1665.4280769708155,1483.4943678254647,23.966086199875544,1
1227,DAL,1610612742,2019-01-21,106,116,0.414,0.35,0.588,48,11,11,0.4444444444444444,0.2,1483.4943678254647,1665.4280769708155,15.702698994260103,0
1228,POR,1610612757,2019-01-21,109,104,0.5,0.444,0.733,44,11,9,0.5957446808510638,0.3,1559.5339489630098,1584.922657166311,21.8917395677359,1
1229,UTA,1610612762,2019-01-21,104,109,0.396,0.212,0.806,48,15,8,0.5531914893617021,0.8,1584.922657166311,1559.5339489630098,18.82671529590794,0
1230,ORL,1610612753,2019-01-21,122,103,0.505,0.379,0.905,45,11,8,0.41304347826086957,0.2,1425.419650521965,1408.0321614939846,17.414382416958095,1
1231,ATL,1610612737,2019-01-21,103,122,0.453,0.3,0.696,44,14,3,0.3111111111111111,0.5,1408.0321614939846,1425.419650521965,17.759692688473915,0
1232,DET,1610612765,2019-01-21,87,101,0.403,0.324,0.778,40,18,3,0.4444444444444444,0.3,1451.2406518310104,1474.3174087824102,16.34826273486476,0
1233,WAS,1610612764,2019-01-21,101,87,0.456,0.348,0.778,45,16,6,0.4222222222222222,0.7,1474.3174087824102,1451.2406518310104,19.19947243172224,1
1234,NOP,1610612740,2019-01-21,105,85,0.527,0.346,0.692,50,19,7,0.45652173913043476,0.2,1506.6329694377584,1426.396108111805,16.67104713132059,1
1235,MEM,1610612763,2019-01-21,85,105,0.375,0.257,0.588,35,12,1,0.41304347826086957,0.3,1426.396108111805,1506.6329694377584,12.277102747839015,0
1236,PHX,1610612756,2019-01-22,91,118,0.425,0.206,0.556,34,14,9,0.22916666666666666,0.4,1353.213515145056,1497.9888247607846,13.580694379928824,0
1237,MIN,1610612750,2019-01-22,118,91,0.437,0.357,0.684,64,15,1,0.4782608695652174,0.4,1497.9888247607846,1353.213515145056,16.75689265371605,1
1238,LAC,1610612746,2019-01-22,98,106,0.363,0.278,0.759,41,8,4,0.5434782608695652,0.5,1498.1010730946737,1478.7883060702532,19.024908896133443,0
1239,DAL,1610612742,2019-01-22,106,98,0.469,0.294,0.69,48,13,6,0.43478260869565216,0.6,1478.7883060702532,1498.1010730946737,16.66691713442577,1
1240,SAC,1610612758,2019-01-22,105,120,0.451,0.333,0.727,43,14,7,0.5106382978723404,0.3,1463.9412606223855,1603.4524040233161,18.632739581123143,0
1241,TOR,1610612761,2019-01-22,120,105,0.44,0.4,0.686,46,16,5,0.7291666666666666,0.9,1603.4524040233161,1463.9412606223855,18.488085322678337,1
1242,OKC,1610612760,2019-01-22,123,114,0.506,0.478,0.788,37,11,4,0.6086956521739131,0.6,1549.7782272254562,1567.241206163505,18.682522772948655,1
1243,POR,1610612757,2019-01-22,114,123,0.453,0.278,0.818,52,20,3,0.6041666666666666,0.4,1567.241206163505,1549.7782272254562,23.013692569734417,0
1244,SAS,1610612759,2019-01-23,120,122,0.573,0.481,0.867,36,15,6,0.5625,0.5,1560.4085722004893,1597.841134354103,17.904106292255285,0
1245,PHI,1610612755,2019-01-23,122,120,0.505,0.472,0.786,42,12,5,0.6458333333333334,0.6,1597.841134354103,1560.4085722004893,22.162910962465382,1
1246,CHI,1610612741,2019-01-23,101,121,0.443,0.308,0.852,37,15,6,0.23404255319148937,0.2,1326.8444881784355,1393.2206461177495,16.358892640086705,0
1247,ATL,1610612737,2019-01-23,121,101,0.5,0.375,0.762,51,17,2,0.30434782608695654,0.4,1393.2206461177495,1326.8444881784355,17.8833167919174,1
1248,NYK,1610612752,2019-01-23,110,114,0.457,0.367,0.833,48,19,7,0.2222222222222222,0.1,1323.098905956102,1550.2536012260994,10.720891217232998,0
1249,HOU,1610612745,2019-01-23,114,110,0.411,0.25,0.763,44,13,10,0.5652173913043478,0.3,1550.2536012260994,1323.098905956102,17.396884298635875,1
1250,BKN,1610612751,2019-01-23,114,110,0.478,0.313,0.783,45,17,2,0.5208333333333334,0.9,1525.2308836270356,1440.2311658982,17.247280829295416,1
1251,ORL,1610612753,2019-01-23,110,114,0.427,0.324,0.821,42,13,11,0.425531914893617,0.2,1440.2311658982,1525.2308836270356,16.361434457869116,0
1252,BOS,1610612738,2019-01-23,123,103,0.523,0.48,0.913,43,14,5,0.6170212765957447,0.9,1599.0450945640569,1289.0631860144142,16.814911362695238,1
1253,CLE,1610612739,2019-01-23,103,123,0.437,0.433,0.7,44,21,4,0.1875,0.1,1289.0631860144142,1599.0450945640569,15.029621760823286,0
1254,LAC,1610612746,2019-01-23,111,99,0.529,0.318,0.667,41,7,3,0.5319148936170213,0.4,1488.367202922905,1492.5503292703047,15.165929434175775,1
1255,MIA,1610612748,2019-01-23,99,111,0.47,0.286,0.591,40,14,3,0.4888888888888889,0.6,1492.5503292703047,1488.367202922905,16.489878568575232,0
1256,UTA,1610612762,2019-01-23,114,108,0.432,0.413,0.704,40,13,7,0.5416666666666666,0.7,1577.2153999658158,1577.820174815436,19.241755090365793,1
1257,DEN,1610612743,2019-01-23,108,114,0.477,0.296,0.8,50,16,9,0.6888888888888889,0.4,1577.820174815436,1577.2153999658158,18.826835421304697,0
1258,TOR,1610612761,2019-01-23,106,110,0.413,0.308,0.783,45,9,5,0.7346938775510204,0.4,1610.9462641159857,1597.0652578061363,18.133891520510634,0
1259,IND,1610612754,2019-01-23,110,106,0.435,0.346,0.84,48,7,7,0.6739130434782609,0.8,1597.0652578061363,1610.9462641159857,19.402646856893828,1
1260,MEM,1610612763,2019-01-23,107,118,0.469,0.29,0.917,38,11,3,0.40425531914893614,0.3,1414.4966751558636,1481.85005298131,13.495974471554726,0
1261,CHA,1610612766,2019-01-23,118,107,0.532,0.4,0.774,37,9,2,0.4782608695652174,0.2,1481.85005298131,1414.4966751558636,18.3615017372864,1
1262,NOP,1610612740,2019-01-23,94,98,0.462,0.273,0.444,49,12,9,0.46808510638297873,0.6,1518.5324023936998,1439.4496670847734,17.28485089119226,0
1263,DET,1610612765,2019-01-23,98,94,0.404,0.333,0.684,49,9,3,0.43478260869565216,0.2,1439.4496670847734,1518.5324023936998,14.353906897688201,1
1264,LAL,1610612747,2019-01-24,105,120,0.506,0.286,0.643,39,20,5,0.5208333333333334,0.4,1490.7600776108313,1508.989285582317,14.052370443087431,0
1265,MIN,1610612750,2019-01-24,120,105,0.431,0.303,0.88,55,14,3,0.48936170212765956,0.5,1508.989285582317,1490.7600776108313,16.37382067854975,1
1266,PHX,1610612756,2019-01-24,106,120,0.409,0.342,0.778,39,16,4,0.22448979591836735,0.3,1342.2130543235235,1556.8737037510884,13.315381958278333,0
1267,POR,1610612757,2019-01-24,120,106,0.468,0.462,1.0,53,17,8,0.5918367346938775,0.4,1556.8737037510884,1342.2130543235235,19.27073970514736,1
1268,WAS,1610612764,2019-01-24,118,126,0.463,0.357,0.714,36,10,2,0.43478260869565216,0.8,1486.1083935286472,1636.2749354190391,17.70395917692291,0
1269,GSW,1610612744,2019-01-24,126,118,0.568,0.35,0.905,50,15,6,0.7021276595744681,0.9,1636.2749354190391,1486.1083935286472,26.770356427148663,1
1270,OKC,1610612760,2019-01-24,122,116,0.495,0.438,0.5,57,14,2,0.6170212765957447,0.6,1560.1457296378728,1510.2701246800184,19.677245160592914,1
1271,NOP,1610612740,2019-01-24,116,122,0.485,0.278,0.667,42,12,6,0.4583333333333333,0.3,1510.2701246800184,1560.1457296378728,13.217083986372675,0
1272,CHI,1610612741,2019-01-25,101,106,0.392,0.286,0.917,49,11,5,0.22916666666666666,0.1,1314.2261256293496,1500.1830531866397,17.059453137808987,0
1273,LAC,1610612746,2019-01-25,106,101,0.463,0.381,0.759,50,16,4,0.5416666666666666,0.5,1500.1830531866397,1314.2261256293496,16.699762946431683,1
1274,BKN,1610612751,2019-01-25,109,99,0.405,0.273,0.681,60,20,2,0.5306122448979592,0.9,1529.732070585871,1320.820236722406,15.087235297455939,1
1275,NYK,1610612752,2019-01-25,99,109,0.425,0.258,0.654,33,8,11,0.21739130434782608,0.2,1320.820236722406,1529.732070585871,11.918478115583955,0
1276,ORL,1610612753,2019-01-25,91,95,0.452,0.212,0.667,52,16,4,0.4166666666666667,0.5,1435.7299789393646,1481.3031721214813,16.362373063255273,0
1277,WAS,1610612764,2019-01-25,95,91,0.443,0.556,0.833,38,12,1,0.425531914893617,0.1,1481.3031721214813,1435.7299789393646,17.989480307160125,1
1278,HOU,1610612745,2019-01-25,121,119,0.451,0.217,0.879,40,12,5,0.574468085106383,0.8,1552.5322704597954,1604.2954985924555,19.095206235465763,1
1279,TOR,1610612761,2019-01-25,119,121,0.484,0.389,0.944,47,21,1,0.72,0.3,1604.2954985924555,1552.5322704597954,22.019347796858987,0
1280,CLE,1610612739,2019-01-25,94,100,0.435,0.333,0.769,42,13,2,0.1836734693877551,0.2,1285.2893605681713,1480.7344790065702,15.798887624955324,0
1281,MIA,1610612748,2019-01-25,100,94,0.468,0.391,0.68,47,14,4,0.4782608695652174,0.5,1480.7344790065702,1285.2893605681713,17.16758043305117,1
1282,CHA,1610612766,2019-01-25,99,108,0.4,0.256,0.68,53,17,2,0.48936170212765956,0.3,1490.2979211811432,1670.134138726027,17.19176038226512,0
1283,MIL,1610612749,2019-01-25,108,99,0.461,0.194,0.87,46,12,6,0.7391304347826086,0.9,1670.134138726027,1490.2979211811432,23.855515378782073,1
1284,MIN,1610612750,2019-01-25,102,106,0.422,0.308,0.857,50,15,5,0.5,0.6,1521.5636194369915,1584.9653379263023,16.804938590036276,0
1285,UTA,1610612762,2019-01-25,106,102,0.394,0.325,0.76,47,11,8,0.5510204081632653,0.8,1584.9653379263023,1521.5636194369915,18.79211385097023,1
1286,DET,1610612765,2019-01-25,101,106,0.412,0.316,0.76,46,13,0,0.44680851063829785,0.3,1447.7119447984549,1488.5221762420217,16.082779312641748,0
1287,DAL,1610612742,2019-01-25,106,101,0.457,0.389,0.6,43,10,6,0.44680851063829785,0.6,1488.5221762420217,1447.7119447984549,16.696325541871403,1
1288,DEN,1610612743,2019-01-25,132,95,0.5,0.417,0.793,57,12,1,0.6739130434782609,0.9,1570.0702368549496,1337.2694272430563,17.119387326089456,1
1289,PHX,1610612756,2019-01-25,95,132,0.421,0.233,0.923,35,16,7,0.22,0.3,1337.2694272430563,1570.0702368549496,13.670712488869569,0
1290,MEM,1610612763,2019-01-25,96,99,0.425,0.3,0.815,44,16,5,0.3958333333333333,0.2,1406.0488069560304,1456.4474005297159,16.40308301435758,0
1291,SAC,1610612758,2019-01-25,99,96,0.407,0.364,0.765,49,19,5,0.5,0.3,1456.4474005297159,1406.0488069560304,18.1544499024168,1
1292,GSW,1610612744,2019-01-26,115,111,0.446,0.364,0.853,53,15,7,0.7083333333333334,0.9,1641.080156826205,1602.8189200102997,26.52665600767237,1
1293,BOS,1610612738,2019-01-26,111,115,0.414,0.375,0.933,49,14,4,0.625,1.0,1602.8189200102997,1641.080156826205,19.577196358171104,0
1294,ATL,1610612737,2019-01-26,111,120,0.457,0.364,0.75,36,11,7,0.3191489361702128,0.5,1405.8390086668355,1561.8173308315556,18.81878344807177,0
1295,POR,1610612757,2019-01-26,120,111,0.5,0.367,0.9,47,19,7,0.6,0.8,1561.8173308315556,1405.8390086668355,18.426266112926136,1
1296,DEN,1610612743,2019-01-26,126,110,0.511,0.333,0.759,51,11,4,0.6808510638297872,0.9,1578.9918933504541,1602.0290103860211,20.954082198224167,1
1297,PHI,1610612755,2019-01-26,110,126,0.418,0.389,0.741,41,12,2,0.6530612244897959,0.6,1602.0290103860211,1578.9918933504541,19.240264341720117,0
1298,MEM,1610612763,2019-01-26,106,103,0.488,0.321,0.679,36,14,5,0.3877551020408163,0.2,1401.4489775349448,1603.7160233296665,10.686782132296528,1
1299,IND,1610612754,2019-01-26,103,106,0.432,0.333,0.833,40,18,5,0.6808510638297872,0.7,1603.7160233296665,1401.4489775349448,21.004466025039076,0
1300,SAS,1610612759,2019-01-26,126,114,0.516,0.458,0.84,51,10,3,0.5510204081632653,0.5,1556.220696168571,1503.8942928110378,16.314724868331908,1
1301,NOP,1610612740,2019-01-26,114,126,0.469,0.259,0.708,41,8,6,0.4489795918367347,0.6,1503.8942928110378,1556.220696168571,14.933861570349366,0
1302,WAS,1610612764,2019-01-27,119,132,0.449,0.391,0.724,32,9,0,0.4375,0.2,1486.6092454653174,1565.7198943369979,19.184052623723044,0
1303,SAS,1610612759,2019-01-27,132,119,0.57,0.471,0.857,49,16,4,0.56,0.7,1565.7198943369979,1486.6092454653174,17.912328743074543,1
1304,PHX,1610612756,2019-01-27,102,116,0.4,0.269,0.844,40,16,9,0.21568627450980393,0.2,1328.3477707475517,1478.1857437561569,16.193697760199036,0
1305,LAL,1610612747,2019-01-27,116,102,0.528,0.435,0.667,41,18,10,0.5102040816326531,0.3,1478.1857437561569,1328.3477707475517,17.52877453993612,1
1306,CLE,1610612739,2019-01-27,104,101,0.424,0.382,0.867,52,8,3,0.18,0.1,1282.0116989300313,1311.0979682197267,15.197968309751882,1
1307,CHI,1610612741,2019-01-27,101,104,0.443,0.346,0.824,47,10,8,0.22448979591836735,0.1,1311.0979682197267,1282.0116989300313,14.349072545247124,0
1308,MIA,1610612748,2019-01-27,106,97,0.464,0.364,0.889,47,16,5,0.48936170212765956,0.6,1484.0121406447101,1316.7121169036266,15.06089259183695,1
1309,NYK,1610612752,2019-01-27,97,106,0.429,0.269,0.75,38,11,3,0.2127659574468085,0.0,1316.7121169036266,1484.0121406447101,14.322989540671518,0
1310,SAC,1610612758,2019-01-27,108,122,0.398,0.222,0.867,44,12,6,0.5102040816326531,0.3,1461.0472299508015,1503.3112105962625,16.872596893290996,0
1311,LAC,1610612746,2019-01-27,122,108,0.477,0.379,0.931,52,19,1,0.5510204081632653,0.4,1503.3112105962625,1461.0472299508015,16.529317667503683,1
1312,HOU,1610612745,2019-01-27,103,98,0.475,0.333,0.714,39,13,7,0.5833333333333334,0.8,1558.3183427645656,1430.4239055955286,21.107165063252932,1
1313,ORL,1610612753,2019-01-27,98,103,0.402,0.286,0.588,56,15,4,0.40816326530612246,0.2,1430.4239055955286,1558.3183427645656,17.396886930276303,0
1314,TOR,1610612761,2019-01-27,123,120,0.446,0.5,0.842,44,8,5,0.7058823529411765,0.3,1598.5094262876853,1494.5402346850126,21.91786970816239,1
1315,DAL,1610612742,2019-01-27,120,123,0.489,0.306,0.676,43,11,2,0.4583333333333333,0.6,1494.5402346850126,1598.5094262876853,15.759026952076104,0
1316,UTA,1610612762,2019-01-27,125,111,0.535,0.385,0.72,36,9,5,0.56,0.4,1589.8980535367368,1516.630903826557,19.817991149966495,1
1317,MIN,1610612750,2019-01-27,111,125,0.481,0.472,0.87,35,16,4,0.4897959183673469,0.6,1516.630903826557,1589.8980535367368,16.044819501289552,0
1318,OKC,1610612760,2019-01-27,118,112,0.468,0.5,0.56,52,12,10,0.625,0.6,1566.5215615068535,1674.5943985103281,20.261476772539048,1
1319,MIL,1610612749,2019-01-27,112,118,0.429,0.405,0.679,49,14,5,0.7446808510638298,0.8,1674.5943985103281,1566.5215615068535,24.269884787517903,0
1320,BKN,1610612751,2019-01-28,104,112,0.379,0.382,0.813,48,17,5,0.54,0.6,1533.8401904046505,1597.3554500419348,16.455922434623627,0
1321,BOS,1610612738,2019-01-28,112,104,0.45,0.325,0.9,52,18,16,0.6122448979591837,0.9,1597.3554500419348,1533.8401904046505,16.90768901005964,1
1322,ATL,1610612737,2019-01-28,123,118,0.506,0.294,0.862,44,19,6,0.3125,0.4,1400.8286113811741,1514.2462738710421,17.671495772660585,1
1323,LAC,1610612746,2019-01-28,118,123,0.482,0.37,0.929,38,16,4,0.56,0.4,1514.2462738710421,1400.8286113811741,16.62334499827559,0
1324,IND,1610612754,2019-01-28,100,132,0.426,0.4,0.8,38,15,5,0.6666666666666666,0.8,1593.5494869201264,1646.54362679457,17.65933923388671,0
1325,GSW,1610612744,2019-01-28,132,100,0.541,0.419,0.813,48,14,7,0.7142857142857143,0.9,1646.54362679457,1593.5494869201264,28.027241892587778,1
1326,CHA,1610612766,2019-01-28,101,92,0.415,0.324,0.75,51,10,10,0.4791666666666667,0.7,1485.8376613968421,1311.9687091836513,15.596124196763645,1
1327,NYK,1610612752,2019-01-28,92,101,0.4,0.304,0.654,46,10,6,0.20833333333333334,0.1,1311.9687091836513,1485.8376613968421,13.185729586452096,0
1328,DEN,1610612743,2019-01-28,95,92,0.44,0.222,0.929,37,15,2,0.6875,0.3,1594.2627222530373,1411.615513944485,20.19434525965608,1
1329,MEM,1610612763,2019-01-28,92,95,0.449,0.281,0.684,42,20,7,0.4,0.3,1411.615513944485,1594.2627222530373,15.147629802482745,0
1330,PHX,1610612756,2019-01-29,124,126,0.6,0.448,0.789,38,18,5,0.21153846153846154,0.1,1321.5300674708596,1574.6639166773116,17.09105523739903,0
1331,SAS,1610612759,2019-01-29,126,124,0.47,0.441,0.85,36,11,4,0.5686274509803921,0.8,1574.6639166773116,1321.5300674708596,18.950176692617458,1
1332,PHI,1610612755,2019-01-29,121,105,0.452,0.417,0.786,44,12,6,0.64,0.5,1586.758181483438,1485.003447032849,21.91138219099915,1
1333,LAL,1610612747,2019-01-29,105,121,0.467,0.304,0.75,49,21,4,0.52,0.4,1485.003447032849,1586.758181483438,13.36526790506321,0
1334,BKN,1610612751,2019-01-29,122,117,0.447,0.286,0.7,43,8,2,0.5294117647058824,0.9,1526.7620905254294,1304.8961005093267,15.712728721493711,1
1335,CHI,1610612741,2019-01-29,117,122,0.5,0.321,0.737,50,18,8,0.22,0.3,1304.8961005093267,1526.7620905254294,15.231094320831192,0
1336,OKC,1610612760,2019-01-29,126,117,0.538,0.429,0.731,43,7,8,0.6326530612244898,0.6,1577.5373378829875,1426.2891131814933,22.548353476339983,1
1337,ORL,1610612753,2019-01-29,117,126,0.431,0.341,0.833,53,12,5,0.4,0.4,1426.2891131814933,1577.5373378829875,17.49423469254519,0
1338,HOU,1610612745,2019-01-29,116,121,0.396,0.339,0.708,45,12,5,0.5918367346938775,0.8,1562.4531351786009,1494.395094642611,20.296399280026662,0
1339,NOP,1610612740,2019-01-29,121,116,0.511,0.29,0.8,55,17,9,0.44,0.3,1494.395094642611,1562.4531351786009,13.472159199509834,1
1340,CLE,1610612739,2019-01-29,116,113,0.536,0.441,0.458,48,16,2,0.19607843137254902,0.1,1288.2135666404313,1477.6652231250036,15.217868047410592,1
1341,WAS,1610612764,2019-01-29,113,116,0.483,0.333,0.739,36,6,1,0.42857142857142855,0.2,1477.6652231250036,1288.2135666404313,19.562336844974595,0
1342,MIL,1610612749,2019-01-29,115,105,0.54,0.406,0.8,39,11,6,0.7291666666666666,0.7,1663.5786221341941,1441.693886355464,17.97891197244023,1
1343,DET,1610612765,2019-01-29,105,115,0.472,0.324,0.75,39,12,3,0.4375,0.4,1441.693886355464,1663.5786221341941,16.15010241309646,0
1344,DAL,1610612742,2019-01-30,114,90,0.536,0.395,0.818,49,19,1,0.4489795918367347,0.2,1490.8789151678614,1307.3753001587754,16.76112483629762,1
1345,NYK,1610612752,2019-01-30,90,114,0.41,0.231,0.714,34,12,5,0.20408163265306123,0.0,1307.3753001587754,1490.8789151678614,15.746829758780597,0
1346,CHA,1610612766,2019-01-30,94,126,0.438,0.325,0.429,31,12,5,0.4897959183673469,0.3,1490.431070421718,1604.4335499211559,15.197785435808477,0
1347,BOS,1610612738,2019-01-30,126,94,0.556,0.414,0.875,53,12,7,0.62,0.9,1604.4335499211559,1490.431070421718,15.39428250947091,1
1348,CHI,1610612741,2019-01-30,105,89,0.513,0.421,0.81,40,13,3,0.21568627450980393,0.3,1302.2899130590754,1488.7555483646854,13.412771859262582,1
1349,MIA,1610612748,2019-01-30,89,105,0.382,0.286,0.692,47,15,2,0.5,0.6,1488.7555483646854,1302.2899130590754,11.880469012627263,0
1350,POR,1610612757,2019-01-30,132,105,0.533,0.5,0.87,46,15,5,0.6078431372549019,0.8,1566.827728117217,1599.5228277746753,20.09630054537108,1
1351,UTA,1610612762,2019-01-30,105,132,0.447,0.324,0.857,36,17,4,0.5686274509803921,0.5,1599.5228277746753,1566.827728117217,20.841746793868023,0
1352,SAC,1610612758,2019-01-30,135,113,0.545,0.314,0.762,53,14,2,0.5,0.7,1450.1121666760218,1411.0086960095425,17.88034574488022,1
1353,ATL,1610612737,2019-01-30,113,135,0.442,0.348,0.84,36,21,3,0.32653061224489793,0.4,1411.0086960095425,1450.1121666760218,17.949384365722462,0
1354,MIN,1610612750,2019-01-30,99,97,0.389,0.229,0.773,41,13,3,0.48,0.5,1507.0061295886185,1409.0892049798804,15.787803926731762,1
1355,MEM,1610612763,2019-01-30,97,99,0.414,0.261,0.864,51,18,7,0.39215686274509803,0.1,1409.0892049798804,1507.0061295886185,15.752591066418983,0
1356,WAS,1610612764,2019-01-30,107,89,0.526,0.429,0.619,41,15,4,0.42,0.7,1467.8011819911687,1574.890608335265,14.36372265522263,1
1357,IND,1610612754,2019-01-30,89,107,0.393,0.29,0.778,39,17,3,0.6530612244897959,0.6,1574.890608335265,1467.8011819911687,17.208066173800752,0
1358,DEN,1610612743,2019-01-30,105,99,0.472,0.3,0.632,43,10,7,0.6938775510204082,0.4,1596.7890312176419,1503.277234214805,20.487498379422824,1
1359,NOP,1610612740,2019-01-30,99,105,0.416,0.417,0.769,48,15,4,0.45098039215686275,0.5,1503.277234214805,1596.7890312176419,14.168496411363982,0
1360,PHI,1610612755,2019-01-31,113,104,0.466,0.324,0.792,49,19,5,0.6470588235294118,0.6,1596.0562950559663,1665.2025053794314,26.87862611011878,1
1361,GSW,1610612744,2019-01-31,104,113,0.466,0.289,0.688,37,15,7,0.72,0.6,1665.2025053794314,1596.0562950559663,23.90351973855241,0
1362,SAS,1610612759,2019-01-31,117,114,0.4,0.364,0.862,50,9,3,0.5769230769230769,0.8,1576.1819992511757,1529.3682779756807,18.55122396208787,1
