,TEAM_ABBV,TEAM_ID,DATE,PTS_A,PTS_CON_A,FG_PCT_A,FG3_PCT_A,FT_PCT_A,REB_A,TOV_A,BLK_A,SEASON_A_PCT,H/A_A,ELO_A,ELO_OPP,PER_A,WINNER
12,PHI,1610612755,2008-11-11,80,93,0.382,0.222,0.833,42,17,12,0.3333333333333333,0.6666666666666666,1493.5623287125036,1534.2177648359354,13.245937078066653,0
13,UTA,1610612762,2008-11-11,93,80,0.437,0.235,0.722,47,15,7,0.8333333333333334,0.5,1534.2177648359354,1493.5623287125036,16.357908669727212,1
14,ATL,1610612737,2008-11-11,113,108,0.47,0.412,0.778,44,10,8,1.0,1.0,1549.6086577942872,1498.2506923817298,15.33053284550131,1
15,CHI,1610612741,2008-11-11,108,113,0.447,0.333,0.72,52,12,6,0.42857142857142855,0.75,1498.2506923817298,1549.6086577942872,13.033942765766435,0
16,NYK,1610612752,2008-11-11,80,92,0.38,0.429,0.647,40,15,2,0.6666666666666666,0.5,1499.7960300934112,1468.4441406259757,16.318455129392852,0
17,SAS,1610612759,2008-11-11,92,80,0.444,0.421,0.6,52,14,4,0.2,0.0,1468.4441406259757,1499.7960300934112,11.92197363044893,1
18,DET,1610612765,2008-11-11,100,92,0.416,0.316,0.833,39,7,8,0.6666666666666666,0.6666666666666666,1516.984814469429,1477.860082689916,16.044392463079657,1
19,SAC,1610612758,2008-11-11,92,100,0.488,0.286,0.588,44,13,2,0.42857142857142855,1.0,1477.860082689916,1516.984814469429,15.125458124643304,0
20,DAL,1610612742,2008-11-11,99,106,0.419,0.273,0.75,54,22,9,0.3333333333333333,0.0,1479.9021816535324,1576.7812295738752,14.345741347531787,0
21,LAL,1610612747,2008-11-11,106,99,0.442,0.154,0.769,48,15,5,1.0,1.0,1576.7812295738752,1479.9021816535324,18.646623346979347,1
22,MIN,1610612750,2008-11-11,110,113,0.427,0.2,0.786,47,11,6,0.16666666666666666,0.0,1462.1007131266995,1472.729309590119,14.255148812669828,0
23,GSW,1610612744,2008-11-11,113,110,0.475,0.421,0.784,49,20,8,0.2857142857142857,0.3333333333333333,1472.729309590119,1462.1007131266995,13.484173113656778,1
24,DEN,1610612743,2008-11-11,88,80,0.438,0.267,0.714,35,16,6,0.5,0.3333333333333333,1501.664286978406,1475.1757318904172,15.156345602932763,1
25,CHA,1610612766,2008-11-11,80,88,0.403,0.259,0.647,36,18,9,0.3333333333333333,0.5,1475.1757318904172,1501.664286978406,12.38578595640135,0
26,ATL,1610612737,2008-11-12,102,103,0.456,0.591,0.818,32,15,3,1.0,1.0,1555.376307155924,1553.4678859722037,15.589648806583822,0
27,BOS,1610612738,2008-11-12,103,102,0.421,0.208,0.81,43,15,4,0.875,1.0,1553.4678859722037,1555.376307155924,13.77919977728299,1
28,POR,1610612757,2008-11-12,104,96,0.474,0.368,0.742,40,12,6,0.5714285714285714,0.25,1492.1670773298738,1525.405727495011,16.0390513146356,1
29,MIA,1610612748,2008-11-12,96,104,0.472,0.391,0.792,35,19,4,0.5714285714285714,1.0,1525.405727495011,1492.1670773298738,17.55259385671933,0
30,NJN,1610612751,2008-11-12,87,98,0.425,0.364,0.733,42,18,3,0.3333333333333333,0.3333333333333333,1469.3367329447656,1515.1889543180823,11.329472749957837,0
31,IND,1610612754,2008-11-12,98,87,0.473,0.4,0.88,38,12,5,0.5,0.0,1515.1889543180823,1469.3367329447656,13.92541916639509,1
32,NYK,1610612752,2008-11-12,132,103,0.591,0.559,1.0,36,12,1,0.5714285714285714,0.3333333333333333,1486.7863239654032,1477.459731308063,15.373363873679212,1
33,MEM,1610612763,2008-11-12,103,132,0.488,0.313,0.818,39,17,4,0.375,1.0,1477.459731308063,1486.7863239654032,12.362242480335,0
34,SAS,1610612759,2008-11-12,78,82,0.432,0.35,0.778,37,11,4,0.3333333333333333,0.5,1481.4538467539837,1484.5754893739024,13.321496918140905,0
35,MIL,1610612749,2008-11-12,82,78,0.413,0.182,0.72,47,8,0,0.375,0.3333333333333333,1484.5754893739024,1481.4538467539837,12.094430447449843,1
36,WAS,1610612764,2008-11-12,95,87,0.408,0.357,0.8,42,17,10,0.0,0.0,1449.3374349971666,1544.7022849554592,14.954947715418456,1
37,UTA,1610612762,2008-11-12,87,95,0.434,0.368,0.737,37,18,3,0.8571428571428571,0.6666666666666666,1544.7022849554592,1449.3374349971666,12.745292225626217,0
38,PHI,1610612755,2008-11-12,106,96,0.538,0.545,0.824,40,13,6,0.2857142857142857,0.0,1483.0778085929799,1502.7825618381564,13.539623877211906,1
39,TOR,1610612761,2008-11-12,96,106,0.425,0.238,0.821,37,14,5,0.5714285714285714,0.5,1502.7825618381564,1483.0778085929799,13.977994426745404,0
40,HOU,1610612745,2008-11-12,94,82,0.453,0.353,0.667,45,10,6,0.5714285714285714,0.5,1506.4877610261606,1532.8482519988681,12.941849573999304,1
41,PHX,1610612756,2008-11-12,82,94,0.376,0.214,0.882,51,14,4,0.75,0.6666666666666666,1532.8482519988681,1506.4877610261606,16.784860893234615,0
