,TEAM_ABBV,TEAM_ID,DATE,PTS_A,PTS_CON_A,FG_PCT_A,FG3_PCT_A,FT_PCT_A,REB_A,TOV_A,BLK_A,SEASON_A_PCT,H/A_A,ELO_A,ELO_OPP,PER_A,WINNER
6856,BOS,1610612738,2012-01-11,85,90,0.453,0.364,0.719,35,17,4,0.5,0.75,1538.7144593415926,1571.9545572384823,16.7987461307406,0
6857,DAL,1610612742,2012-01-11,90,85,0.443,0.375,0.56,43,17,3,0.5,0.25,1571.9545572384823,1538.7144593415926,15.395367141236244,1
6858,LAC,1610612746,2012-01-11,95,89,0.419,0.353,0.739,45,16,8,0.5714285714285714,0.75,1490.4739641521965,1649.1203322511342,18.04864953998471,1
6859,MIA,1610612748,2012-01-11,89,95,0.395,0.313,0.588,50,18,6,0.8,0.8333333333333334,1649.1203322511342,1490.4739641521965,16.53886752271399,0
6860,POR,1610612757,2012-01-11,104,107,0.477,0.4,0.923,32,8,0,0.7777777777777778,1.0,1582.3553811562472,1595.493894232188,15.049898726735194,0
6861,ORL,1610612753,2012-01-11,107,104,0.586,0.593,0.474,42,19,1,0.6666666666666666,0.5,1595.493894232188,1582.3553811562472,14.157019503864447,1
6862,LAL,1610612747,2012-01-11,90,87,0.427,0.444,0.842,46,17,6,0.6363636363636364,0.0,1626.0001967046462,1475.533562198443,18.314038288075743,1
6863,UTA,1610612762,2012-01-11,87,90,0.387,0.286,0.688,46,11,4,0.6666666666666666,1.0,1475.533562198443,1626.0001967046462,13.134252007878342,0
6864,IND,1610612754,2012-01-11,96,84,0.459,0.429,0.75,43,16,10,0.6666666666666666,1.0,1492.354428736262,1519.0789278504278,14.879265988010761,1
6865,ATL,1610612737,2012-01-11,84,96,0.375,0.385,0.704,45,18,3,0.7,0.6666666666666666,1519.0789278504278,1492.354428736262,14.016672115316755,0
6866,NJN,1610612751,2012-01-11,115,123,0.518,0.571,0.75,29,17,7,0.2,0.3333333333333333,1325.1935201739113,1603.8247516584302,11.427600965522746,0
6867,DEN,1610612743,2012-01-11,123,115,0.595,0.611,0.8,37,19,7,0.6,0.8,1603.8247516584302,1325.1935201739113,15.961262950175026,1
6868,OKC,1610612760,2012-01-11,95,85,0.479,0.35,0.692,36,12,10,0.8181818181818182,0.8,1638.329540998458,1480.7851398509051,17.75672047057434,1
6869,NOH,1610612740,2012-01-11,85,95,0.45,0.063,0.706,42,15,5,0.3333333333333333,0.25,1480.7851398509051,1638.329540998458,11.659494286642392,0
6870,TOR,1610612761,2012-01-11,91,98,0.425,0.3,0.81,44,18,4,0.4,0.5,1352.241662723365,1412.2904848339363,13.297143200856809,0
6871,SAC,1610612758,2012-01-11,98,91,0.37,0.292,0.912,48,18,3,0.3,0.0,1412.2904848339363,1352.241662723365,10.547881320615705,1
6872,ORL,1610612753,2012-01-12,117,109,0.515,0.478,0.655,43,10,4,0.7,0.6,1600.8172461727634,1478.8859228693916,16.652319340452774,1
6873,GSW,1610612744,2012-01-12,109,117,0.524,0.435,0.684,38,14,2,0.3333333333333333,0.5,1478.8859228693916,1600.8172461727634,13.375045424099568,0
6874,CLE,1610612739,2012-01-12,101,90,0.438,0.526,0.619,47,13,2,0.4444444444444444,0.3333333333333333,1386.1993040385362,1519.0939208151622,15.45634414527631,1
6875,PHX,1610612756,2012-01-12,90,101,0.453,0.381,0.7,39,16,10,0.4444444444444444,0.6,1519.0939208151622,1386.1993040385362,13.187016102078667,0
6876,MIL,1610612749,2012-01-12,102,93,0.474,0.5,1.0,35,15,7,0.3333333333333333,1.0,1463.563515757312,1388.4742570848143,13.836275382513799,1
6877,DET,1610612765,2012-01-12,93,102,0.446,0.6,1.0,35,16,3,0.2,0.0,1388.4742570848143,1463.563515757312,10.850756663016988,0
6878,ATL,1610612737,2012-01-12,111,81,0.467,0.316,0.75,55,9,4,0.6363636363636364,0.75,1506.2756963210113,1382.6266251625113,13.085673319716417,1
6879,CHA,1610612766,2012-01-12,81,111,0.423,0.125,0.875,30,12,6,0.2,0.2,1382.6266251625113,1506.2756963210113,13.089265582933374,0
6880,MEM,1610612763,2012-01-12,94,83,0.453,0.5,0.667,48,16,6,0.3333333333333333,0.5,1535.5545293234475,1512.701352128882,12.651948670309565,1
6881,NYK,1610612752,2012-01-12,83,94,0.373,0.423,0.909,41,18,3,0.6,0.6,1512.701352128882,1535.5545293234475,9.594582683386404,0
6882,WAS,1610612764,2012-01-13,89,120,0.444,0.235,0.65,37,19,5,0.1,0.0,1334.867184060098,1576.9429427697264,9.881939786229838,0
6883,PHI,1610612755,2012-01-13,120,89,0.553,0.667,0.737,39,12,2,0.7,1.0,1576.9429427697264,1334.867184060098,15.283919938412058,1
6884,POR,1610612757,2012-01-13,83,99,0.405,0.278,0.714,36,18,5,0.7,0.3333333333333333,1577.0320292156719,1594.4883131129457,15.471220632089702,0
6885,SAS,1610612759,2012-01-13,99,83,0.514,0.353,0.68,50,23,7,0.6363636363636364,1.0,1594.4883131129457,1577.0320292156719,16.29548816812271,1
6886,LAL,1610612747,2012-01-13,97,92,0.487,0.357,0.783,36,18,5,0.6666666666666666,0.875,1628.9548001356936,1403.0163931011116,16.42113084834243,1
6887,CLE,1610612739,2012-01-13,92,97,0.376,0.333,0.8,44,20,0,0.5,0.42857142857142855,1403.0163931011116,1628.9548001356936,15.919695465236412,0
6888,PHX,1610612756,2012-01-13,103,110,0.519,0.364,0.813,35,13,1,0.4,0.5,1502.2768317525868,1322.7073476071716,11.855274413696156,0
6889,NJN,1610612751,2012-01-13,110,103,0.5,0.469,0.789,35,13,3,0.18181818181818182,0.2857142857142857,1322.7073476071716,1502.2768317525868,12.900850929495087,1
6890,BOS,1610612738,2012-01-13,79,88,0.413,0.429,0.846,34,9,3,0.4444444444444444,0.6,1532.51322542194,1673.8729470038547,16.179006666152443,0
6891,CHI,1610612741,2012-01-13,88,79,0.447,0.308,0.762,47,13,6,0.8333333333333334,0.75,1673.8729470038547,1532.51322542194,15.700327340159134,1
6892,SAC,1610612758,2012-01-13,89,103,0.438,0.2,0.938,36,11,6,0.36363636363636365,0.2,1418.943916736218,1512.346276690867,8.645561154249553,0
6893,HOU,1610612745,2012-01-13,103,89,0.449,0.381,0.789,55,14,5,0.3,0.6666666666666666,1512.346276690867,1418.943916736218,15.698357006174865,1
6894,MIL,1610612749,2012-01-13,76,102,0.372,0.208,0.813,36,19,1,0.4,0.0,1470.791582432615,1578.155791158135,12.982462241027998,0
6895,DAL,1610612742,2012-01-13,102,76,0.52,0.455,0.778,43,18,6,0.5454545454545454,0.6666666666666666,1578.155791158135,1470.791582432615,14.153176681734443,1
6896,MIA,1610612748,2012-01-13,104,117,0.469,0.438,0.724,40,17,4,0.7272727272727273,0.7142857142857143,1636.4787773239761,1606.3109242251699,17.653229013671957,0
6897,DEN,1610612743,2012-01-13,117,104,0.551,0.48,0.731,37,19,5,0.6363636363636364,0.8333333333333334,1606.3109242251699,1636.4787773239761,15.638432749033065,1
6898,MIN,1610612750,2012-01-13,87,80,0.343,0.24,0.868,48,17,5,0.3,0.3333333333333333,1373.3568550818252,1475.4834668181832,14.118293739763724,1
6899,NOH,1610612740,2012-01-13,80,87,0.378,0.25,0.5,51,13,2,0.3,0.2,1475.4834668181832,1373.3568550818252,11.706940445881761,0
6900,TOR,1610612761,2012-01-13,90,95,0.446,0.235,0.625,35,17,3,0.36363636363636365,0.4,1345.5882308210832,1505.1576602656785,9.952741971084764,0
6901,IND,1610612754,2012-01-13,95,90,0.455,0.375,0.842,36,17,4,0.7,0.5,1505.1576602656785,1345.5882308210832,15.316685700556393,1
6902,CHA,1610612766,2012-01-13,81,98,0.446,0.125,0.875,34,13,9,0.18181818181818182,0.2,1369.5263323339452,1381.2461904095112,12.234400094617362,0
6903,DET,1610612765,2012-01-13,98,81,0.488,0.5,0.688,46,13,6,0.18181818181818182,0.0,1381.2461904095112,1369.5263323339452,10.763658585311985,1
6904,TOR,1610612761,2012-01-14,64,77,0.349,0.3,0.143,50,9,4,0.3333333333333333,0.3333333333333333,1342.0278746619165,1679.2439847085973,12.195741966301085,0
6905,CHI,1610612741,2012-01-14,77,64,0.402,0.267,0.583,52,5,6,0.8461538461538461,1.0,1679.2439847085973,1342.0278746619165,15.386571966552111,1
6906,LAL,1610612747,2012-01-14,94,102,0.455,0.417,0.76,42,11,2,0.6923076923076923,0.25,1631.506468295533,1503.1155190793545,16.081548576331762,0
6907,LAC,1610612746,2012-01-14,102,94,0.412,0.429,0.767,50,9,1,0.625,0.8,1503.1155190793545,1631.506468295533,16.295590591963194,1
6908,HOU,1610612745,2012-01-14,107,105,0.419,0.278,0.857,54,18,4,0.36363636363636365,0.75,1521.1718055552851,1563.863103296797,14.47481067489415,1
6909,POR,1610612757,2012-01-14,105,107,0.411,0.346,0.71,46,13,11,0.6363636363636364,0.25,1563.863103296797,1521.1718055552851,14.876828860492298,0
6910,UTA,1610612762,2012-01-14,107,94,0.519,0.375,0.769,48,18,4,0.6,0.8333333333333334,1472.5789587673955,1337.200359726297,13.742343531869949,1
6911,NJN,1610612751,2012-01-14,94,107,0.432,0.333,0.778,32,17,5,0.25,0.375,1337.200359726297,1472.5789587673955,14.191541782660233,0
6912,IND,1610612754,2012-01-14,97,83,0.372,0.313,0.957,52,15,10,0.7272727272727273,1.0,1508.7180164248452,1527.1421877171974,14.609331391721085,1
6913,BOS,1610612738,2012-01-14,83,97,0.386,0.333,0.778,45,18,6,0.4,0.25,1527.1421877171974,1508.7180164248452,15.534778877946767,0
6914,ATL,1610612737,2012-01-14,93,91,0.41,0.333,0.815,51,20,6,0.6666666666666666,0.8,1519.3759891495774,1385.1360322493485,12.981163633720188,1
6915,MIN,1610612750,2012-01-14,91,93,0.447,0.19,0.917,40,15,4,0.36363636363636365,0.5,1385.1360322493485,1519.3759891495774,11.68736394478393,0
6916,SAC,1610612758,2012-01-14,60,99,0.256,0.095,0.778,50,17,3,0.3333333333333333,0.16666666666666666,1410.1183878717998,1590.8747440503107,12.018739209774541,0
6917,DAL,1610612742,2012-01-14,99,60,0.457,0.438,0.72,59,17,6,0.5833333333333334,0.7142857142857143,1590.8747440503107,1410.1183878717998,13.309879817617462,1
6918,WAS,1610612764,2012-01-14,90,103,0.432,0.214,0.647,53,18,8,0.09090909090909091,0.2,1327.4062075225597,1584.4039193072647,11.314571028750722,0
6919,PHI,1610612755,2012-01-14,103,90,0.43,0.375,0.852,37,8,6,0.7272727272727273,0.5,1584.4039193072647,1327.4062075225597,16.536433893057016,1
6920,NYK,1610612752,2012-01-14,92,104,0.41,0.263,0.826,43,22,3,0.5454545454545454,0.5,1502.5979516514146,1643.63121403118,11.84361453838137,0
6921,OKC,1610612760,2012-01-14,104,92,0.479,0.389,0.853,38,21,11,0.8333333333333334,0.8333333333333334,1643.63121403118,1502.5979516514146,17.46815413127839,1
6922,NOH,1610612740,2012-01-14,99,108,0.467,0.4,0.806,43,17,8,0.2727272727272727,0.4,1463.7042896506598,1545.6579298009149,10.846065709222666,0
6923,MEM,1610612763,2012-01-14,108,99,0.449,0.5,0.805,40,9,5,0.4,0.6,1545.6579298009149,1463.7042896506598,15.439002982616593,1
6924,CHA,1610612766,2012-01-14,112,100,0.5,0.538,0.763,37,14,2,0.16666666666666666,0.16666666666666666,1355.5042360576626,1473.403110663045,11.626917335752687,1
6925,GSW,1610612744,2012-01-14,100,112,0.417,0.25,0.781,41,13,5,0.3,0.0,1473.403110663045,1355.5042360576626,13.68088877023028,0
6926,PHX,1610612756,2012-01-15,91,102,0.418,0.333,0.714,41,12,1,0.36363636363636365,0.25,1487.7838196334615,1607.6572390318206,12.8759556888307,0
6927,SAS,1610612759,2012-01-15,102,91,0.494,0.263,0.739,48,14,6,0.6666666666666666,1.0,1607.6572390318206,1487.7838196334615,16.944500183005815,1
6928,DET,1610612765,2012-01-15,91,99,0.419,0.368,0.846,32,13,3,0.25,0.3333333333333333,1395.2682866857938,1456.355210773581,11.918978715166721,0
6929,GSW,1610612744,2012-01-15,99,91,0.521,0.2,0.741,43,16,7,0.2727272727272727,0.0,1456.355210773581,1395.2682866857938,12.623004809566527,1
6930,DEN,1610612743,2012-01-15,96,106,0.427,0.375,0.667,39,16,7,0.6666666666666666,0.8571428571428571,1619.954221999826,1479.5321790688015,17.164759735476885,0
6931,UTA,1610612762,2012-01-15,106,96,0.518,0.333,0.7,42,15,6,0.6363636363636364,0.25,1479.5321790688015,1619.954221999826,13.890675125201398,1
6932,PHI,1610612755,2012-01-16,94,82,0.44,0.478,0.692,39,9,6,0.75,1.0,1588.1748550770865,1458.0726295404393,17.413600310436436,1
6933,MIL,1610612749,2012-01-16,82,94,0.467,0.214,0.643,41,16,6,0.36363636363636365,0.0,1458.0726295404393,1588.1748550770865,12.715553109551196,0
6934,DAL,1610612742,2012-01-16,70,73,0.35,0.154,0.625,49,15,5,0.6153846153846154,0.4,1602.9705980228496,1617.8100194098208,15.58008406007896,0
6935,LAL,1610612747,2012-01-16,73,70,0.382,0.1,0.737,44,11,4,0.6428571428571429,0.8888888888888888,1617.8100194098208,1602.9705980228496,16.57949833259267,1
6936,ORL,1610612753,2012-01-16,102,93,0.507,0.486,0.591,41,17,4,0.7272727272727273,0.6666666666666666,1606.30005837911,1496.1673223869952,17.74043696619315,1
6937,NYK,1610612752,2012-01-16,93,102,0.411,0.25,0.848,34,11,0,0.5,0.6,1496.1673223869952,1606.30005837911,11.582505804189713,0
6938,OKC,1610612760,2012-01-16,97,88,0.45,0.368,0.947,40,13,6,0.8461538461538461,0.8333333333333334,1650.0618432955994,1513.396496137245,17.24495429574566,1
6939,BOS,1610612738,2012-01-16,88,97,0.391,0.429,0.875,48,19,4,0.36363636363636365,0.5,1513.396496137245,1650.0618432955994,14.55453930774576,0
6940,LAC,1610612746,2012-01-16,101,91,0.463,0.381,0.543,46,14,8,0.6666666666666666,0.8333333333333334,1516.8119679650667,1330.247139424891,12.991355530579135,1
6941,NJN,1610612751,2012-01-16,91,101,0.423,0.333,0.654,35,10,2,0.23076923076923078,0.3333333333333333,1330.247139424891,1516.8119679650667,14.205862716864589,0
6942,TOR,1610612761,2012-01-16,84,93,0.423,0.25,0.682,42,17,6,0.3076923076923077,0.2857142857142857,1339.6054588534673,1522.1325813284568,9.399947351400609,0
6943,ATL,1610612737,2012-01-16,93,84,0.451,0.385,0.774,36,10,7,0.6923076923076923,0.8333333333333334,1522.1325813284568,1339.6054588534673,14.839900202186987,1
6944,MIN,1610612750,2012-01-16,99,86,0.463,0.385,0.789,38,13,8,0.3333333333333333,0.2857142857142857,1382.3794400704692,1398.022533899261,11.988000097908367,1
6945,SAC,1610612758,2012-01-16,86,99,0.443,0.235,0.6,37,17,4,0.3076923076923077,0.14285714285714285,1398.022533899261,1382.3794400704692,12.097231411226288,0
6946,WAS,1610612764,2012-01-16,106,114,0.488,0.273,0.781,43,15,4,0.08333333333333333,0.16666666666666666,1323.635271752738,1526.7861647129507,9.19871296716577,0
6947,HOU,1610612745,2012-01-16,114,106,0.483,0.313,0.962,42,11,7,0.4166666666666667,0.14285714285714285,1526.7861647129507,1323.635271752738,13.23147863189032,1
6948,NOH,1610612740,2012-01-16,77,84,0.412,0.0,0.75,40,19,6,0.25,0.16666666666666666,1456.6850365955868,1558.2487441391313,10.505881756906982,0
6949,POR,1610612757,2012-01-16,84,77,0.472,0.3,0.667,37,17,1,0.5833333333333334,0.2,1558.2487441391313,1456.6850365955868,14.154860877746822,1
6950,CHI,1610612741,2012-01-16,86,102,0.423,0.083,0.76,34,19,7,0.8571428571428571,0.7777777777777778,1681.6664005170464,1552.677182855988,12.808888713439448,0
6951,MEM,1610612763,2012-01-16,102,86,0.54,0.3,0.556,46,20,4,0.45454545454545453,0.6666666666666666,1552.677182855988,1681.6664005170464,15.342794194192082,1
6952,CLE,1610612739,2012-01-16,102,94,0.488,0.267,0.69,43,16,5,0.45454545454545453,0.375,1400.4647249412722,1372.5521359471268,14.73691174003345,1
6953,CHA,1610612766,2012-01-16,94,102,0.442,0.235,0.538,39,12,8,0.23076923076923078,0.2857142857142857,1372.5521359471268,1400.4647249412722,14.584102810864618,0
6954,PHX,1610612756,2012-01-17,97,118,0.514,0.455,0.842,38,20,6,0.3333333333333333,0.2,1481.0714378867326,1660.423624225523,14.609571222464913,0
6955,CHI,1610612741,2012-01-17,118,97,0.534,0.5,0.792,41,6,2,0.8,1.0,1660.423624225523,1481.0714378867326,11.26673737440916,1
6956,ORL,1610612753,2012-01-17,96,89,0.462,0.318,0.654,42,18,5,0.75,0.8,1612.5013655844643,1364.3830968125305,14.498833110489725,1
6957,CHA,1610612766,2012-01-17,89,96,0.468,0.294,0.706,36,18,6,0.21428571428571427,0.16666666666666666,1364.3830968125305,1612.5013655844643,12.98082407144431,0
6958,DET,1610612765,2012-01-17,80,97,0.41,0.308,0.889,35,20,7,0.23076923076923078,0.16666666666666666,1388.1184802774592,1530.4874574099042,11.494294821713162,0
6959,HOU,1610612745,2012-01-17,97,80,0.494,0.421,0.75,42,21,1,0.46153846153846156,0.8,1530.4874574099042,1388.1184802774592,14.862449323385274,1
6960,GSW,1610612744,2012-01-17,105,95,0.436,0.474,0.737,43,12,6,0.3333333333333333,0.2,1463.5050171819155,1408.6337640758684,15.753540443893444,1
6961,CLE,1610612739,2012-01-17,95,105,0.427,0.333,0.714,54,25,6,0.5,0.6666666666666666,1408.6337640758684,1463.5050171819155,14.372738185659681,0
6962,MIA,1610612748,2012-01-17,120,98,0.582,0.615,0.632,33,12,1,0.6666666666666666,0.75,1622.83547954932,1614.3696207785495,18.4506399190627,1
6963,SAS,1610612759,2012-01-17,98,120,0.475,0.4,0.706,36,17,1,0.6923076923076923,0.0,1614.3696207785495,1622.83547954932,16.718356654794036,0
6964,MIL,1610612749,2012-01-17,95,105,0.418,0.304,0.857,43,19,10,0.3333333333333333,1.0,1451.3052636571958,1603.7798451957278,11.3193164688006,0
6965,DEN,1610612743,2012-01-17,105,95,0.427,0.48,0.784,42,17,5,0.6153846153846154,0.4,1603.7798451957278,1451.3052636571958,16.87582169712331,1
6966,UTA,1610612762,2012-01-17,108,79,0.476,0.375,0.871,48,8,5,0.6666666666666666,0.8571428571428571,1495.7065558728996,1521.4108814032734,15.087676809061495,1
6967,LAC,1610612746,2012-01-17,79,108,0.365,0.2,0.619,45,14,5,0.7,0.3333333333333333,1521.4108814032734,1495.7065558728996,12.53806648601108,0
6968,DEN,1610612743,2012-01-18,108,104,0.483,0.389,0.682,50,13,3,0.6428571428571429,0.5,1609.2119845036625,1594.94222096033,16.66580233839599,1
6969,PHI,1610612755,2012-01-18,104,108,0.439,0.286,0.737,51,11,4,0.7692307692307693,1.0,1594.94222096033,1609.2119845036625,15.625440455646965,0
6970,PHX,1610612756,2012-01-18,91,88,0.456,0.583,0.75,38,15,8,0.3076923076923077,0.16666666666666666,1473.2870616706182,1489.9660151816408,15.254508145979939,1
6971,NYK,1610612752,2012-01-18,88,91,0.372,0.267,0.667,54,17,3,0.46153846153846156,0.5,1489.9660151816408,1473.2870616706182,14.966491825174002,0
6972,NJN,1610612751,2012-01-18,107,100,0.493,0.379,0.88,45,18,5,0.21428571428571427,0.0,1325.6482259866843,1471.8890478613373,14.621679627521544,1
6973,GSW,1610612744,2012-01-18,100,107,0.514,0.5,0.667,26,10,8,0.38461538461538464,0.3333333333333333,1471.8890478613373,1325.6482259866843,14.130150950226666,0
6974,TOR,1610612761,2012-01-18,73,96,0.377,0.267,0.85,38,16,2,0.2857142857142857,0.25,1335.2042769711106,1507.9058432858005,10.292509099302777,0
6975,BOS,1610612738,2012-01-18,96,73,0.479,0.375,0.688,45,10,5,0.3333333333333333,0.42857142857142855,1507.9058432858005,1335.2042769711106,14.265355042641291,1
6976,DAL,1610612742,2012-01-18,89,91,0.42,0.45,0.667,42,15,7,0.5714285714285714,0.3333333333333333,1597.6814092307939,1498.021143522507,14.379712908779823,0
6977,LAC,1610612746,2012-01-18,91,89,0.425,0.364,0.529,47,15,7,0.6363636363636364,0.8571428571428571,1498.021143522507,1597.6814092307939,14.647162026290205,1
6978,SAS,1610612759,2012-01-18,85,83,0.429,0.118,0.611,41,9,5,0.6428571428571429,0.0,1597.400939995875,1615.2160125239784,16.356014170230306,1
6979,ORL,1610612753,2012-01-18,83,85,0.333,0.19,0.778,60,13,3,0.7692307692307693,0.8333333333333334,1615.2160125239784,1597.400939995875,9.671493163435636,0
6980,POR,1610612757,2012-01-18,89,92,0.38,0.263,0.7,41,9,5,0.6153846153846154,0.3333333333333333,1563.8175242187974,1526.5337632108135,12.84730938708486,0
6981,ATL,1610612737,2012-01-18,92,89,0.465,0.455,0.778,47,14,7,0.7142857142857143,0.8571428571428571,1526.5337632108135,1563.8175242187974,15.079094195342712,1
6982,IND,1610612754,2012-01-18,88,92,0.436,0.077,0.704,53,19,8,0.75,0.5714285714285714,1522.4637080047976,1385.0561821340614,15.429315180489494,0
6983,SAC,1610612758,2012-01-18,92,88,0.301,0.258,0.683,53,12,3,0.2857142857142857,0.5,1385.0561821340614,1522.4637080047976,13.196367125171001,1
6984,DET,1610612765,2012-01-18,85,93,0.443,0.455,0.476,41,19,5,0.21428571428571427,0.14285714285714285,1380.0744733238353,1395.3457918356687,11.739658706557714,0
6985,MIN,1610612750,2012-01-18,93,85,0.4,0.348,0.735,44,15,4,0.38461538461538464,0.375,1395.3457918356687,1380.0744733238353,11.815013166426445,1
6986,NOH,1610612740,2012-01-18,87,93,0.486,0.417,0.875,34,18,6,0.23076923076923078,0.14285714285714285,1451.1162565159207,1573.9199591475112,11.364312355335178,0
6987,MEM,1610612763,2012-01-18,93,87,0.493,0.429,0.882,37,17,4,0.5,0.2,1573.9199591475112,1451.1162565159207,15.787943926321248,1
6988,WAS,1610612764,2012-01-18,105,102,0.384,0.381,0.721,52,18,7,0.07692307692307693,0.14285714285714285,1319.9339790557844,1655.552496147044,11.597849563971412,1
6989,OKC,1610612760,2012-01-18,102,105,0.481,0.211,0.8,43,21,7,0.8571428571428571,0.8571428571428571,1655.552496147044,1319.9339790557844,18.62378897145457,0
6990,HOU,1610612745,2012-01-19,90,88,0.398,0.333,0.846,53,20,7,0.5,0.8333333333333334,1538.5314643635281,1446.4652414150748,14.66106135093661,1
6991,NOH,1610612740,2012-01-19,88,90,0.394,0.273,0.688,48,14,5,0.21428571428571427,0.3333333333333333,1446.4652414150748,1538.5314643635281,12.239639666330904,0
6992,LAL,1610612747,2012-01-19,87,98,0.42,0.3,0.813,38,14,6,0.6666666666666666,0.2,1623.0992082018765,1639.8041603319946,14.255067731143502,0
6993,MIA,1610612748,2012-01-19,98,87,0.447,0.5,0.722,44,13,5,0.6923076923076923,0.8,1639.8041603319946,1623.0992082018765,16.408412272756497,1
6994,UTA,1610612762,2012-01-19,91,94,0.388,0.25,0.897,44,13,2,0.6923076923076923,0.875,1519.096293753666,1590.9648505997993,14.01777050068932,0
6995,DAL,1610612742,2012-01-19,94,91,0.521,0.25,0.789,33,16,6,0.5333333333333333,0.2857142857142857,1590.9648505997993,1519.096293753666,14.680659829926348,1
6996,PHI,1610612755,2012-01-20,90,76,0.417,0.235,0.842,51,12,5,0.7142857142857143,0.8571428571428571,1588.945911655853,1532.9122761005149,17.096113615831,1
6997,ATL,1610612737,2012-01-20,76,90,0.432,0.333,0.875,32,16,2,0.7333333333333333,0.5714285714285714,1532.9122761005149,1588.945911655853,16.896762189104805,0
6998,IND,1610612754,2012-01-20,94,91,0.422,0.5,0.762,43,12,5,0.6923076923076923,0.5,1512.686023798055,1458.572591390754,15.736016644522529,1
6999,GSW,1610612744,2012-01-20,91,94,0.463,0.435,0.875,45,18,5,0.35714285714285715,0.42857142857142855,1458.572591390754,1512.686023798055,16.593618273720484,0
7000,SAS,1610612759,2012-01-20,86,88,0.378,0.2,0.905,45,13,2,0.6666666666666666,1.0,1602.5537843480934,1394.833866340804,15.362028536647907,0
7001,SAC,1610612758,2012-01-20,88,86,0.434,0.238,0.579,46,14,2,0.3333333333333333,0.125,1394.833866340804,1602.5537843480934,13.160580858849556,1
7002,MIL,1610612749,2012-01-20,100,86,0.476,0.364,0.7,47,19,1,0.3076923076923077,0.0,1445.8731243492612,1484.0279896419815,10.752319757691733,1
7003,NYK,1610612752,2012-01-20,86,100,0.37,0.273,0.788,43,25,4,0.42857142857142855,0.42857142857142855,1484.0279896419815,1445.8731243492612,13.306766130081458,0
7004,BOS,1610612738,2012-01-20,71,79,0.405,0.4,0.778,32,18,5,0.38461538461538464,0.5,1516.4812978483258,1479.2250872102775,12.479907002622285,0
7005,PHX,1610612756,2012-01-20,79,71,0.449,0.263,0.75,44,23,8,0.35714285714285715,0.2857142857142857,1479.2250872102775,1516.4812978483258,15.440916261843164,1
7006,LAC,1610612746,2012-01-20,98,101,0.465,0.524,0.75,41,18,5,0.6666666666666666,0.875,1504.7377021535015,1403.9215138602065,13.457621757605184,0
7007,MIN,1610612750,2012-01-20,101,98,0.444,0.4,0.697,39,11,3,0.42857142857142855,0.4,1403.9215138602065,1504.7377021535015,11.040779759406243,1
7008,LAL,1610612747,2012-01-20,80,92,0.382,0.3,0.727,42,8,3,0.625,0.16666666666666666,1612.7551079347575,1610.06316817176,18.176554536250034,0
7009,ORL,1610612753,2012-01-20,92,80,0.416,0.444,0.615,51,13,2,0.7142857142857143,0.7142857142857143,1610.06316817176,1612.7551079347575,16.14883366097609,1
7010,CHI,1610612741,2012-01-20,114,75,0.554,0.667,0.941,54,20,16,0.8125,0.7,1668.2080004416375,1400.2497333964466,14.051374403764568,1
7011,CLE,1610612739,2012-01-20,75,114,0.303,0.5,0.737,38,15,6,0.46153846153846156,0.5,1400.2497333964466,1668.2080004416375,14.886596567245007,0
7012,MEM,1610612763,2012-01-20,98,81,0.574,0.556,0.75,27,16,2,0.5384615384615384,0.3333333333333333,1578.570974248357,1371.4987512992975,15.599934384788773,1
7013,DET,1610612765,2012-01-20,81,98,0.439,0.4,0.731,38,25,3,0.2,0.2857142857142857,1371.4987512992975,1578.570974248357,11.023063090040994,0
7014,DEN,1610612743,2012-01-20,108,104,0.494,0.476,0.667,46,18,4,0.6666666666666666,0.5714285714285714,1615.2082938081394,1333.285147640536,17.010541092230433,1
7015,WAS,1610612764,2012-01-20,104,108,0.421,0.423,0.765,40,11,9,0.14285714285714285,0.25,1333.285147640536,1615.2082938081394,12.004651603093329,0
7016,TOR,1610612761,2012-01-20,84,94,0.366,0.333,0.76,40,15,8,0.26666666666666666,0.3333333333333333,1326.6288224085854,1557.439011329096,8.464328103895117,0
7017,POR,1610612757,2012-01-20,94,84,0.402,0.333,0.742,55,18,3,0.5714285714285714,0.2857142857142857,1557.439011329096,1326.6288224085854,13.713307339597574,1
7018,CHA,1610612766,2012-01-21,89,95,0.473,0.182,0.739,44,16,5,0.2,0.14285714285714285,1361.6684498730165,1675.9021127763076,13.359292799313994,0
7019,CHI,1610612741,2012-01-21,95,89,0.471,0.4,0.6,37,8,3,0.8235294117647058,1.0,1675.9021127763076,1361.6684498730165,15.102737323196108,1
7020,DEN,1610612743,2012-01-21,119,114,0.418,0.25,0.721,58,21,4,0.6875,0.625,1616.9092715524544,1469.3102616481526,17.048350018369415,1
7021,NYK,1610612752,2012-01-21,114,119,0.454,0.333,0.714,50,24,7,0.4,0.375,1469.3102616481526,1616.9092715524544,11.795243969156411,0
7022,NJN,1610612751,2012-01-21,74,84,0.31,0.13,0.895,46,18,5,0.26666666666666666,0.2,1338.9646824572676,1642.2013275622926,12.483539742823202,0
7023,OKC,1610612760,2012-01-21,84,74,0.416,0.235,0.667,55,19,10,0.8,0.75,1642.2013275622926,1338.9646824572676,17.03337224207843,1
7024,SAS,1610612759,2012-01-21,102,105,0.447,0.318,0.733,43,14,2,0.625,0.16666666666666666,1593.6556609389083,1541.8664612377788,13.987381205585809,0
